miliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
2400,9922538.795897374,454578.34162651876,-494.93357106922156,80109.32269081371,8570.933864641394,1387.8976007242682,1360.092258761757,120057.33485093535,119414.98088825401,691.8320542613969,97177.18781026661,22783.326323256715,120000.0,116051.07389587066,3990.5341873377506,119335.52000382596,660.1081611069168,479590.1575060338,124529.1803773524,310901.97058404324,280499.12616020406,363.23422144625533,119992.82967722206,117802.66225364504,2211.59300795259,-813.7375227634865,120405.14794785148,105777.55637368631,14647.048413409808,120000.0,120000.0,120000.0
2500,9921652.26392179,454587.42399555503,-214.97694987670866,80251.22552430182,8588.884059201911,1477.6834351222933,-8.294368764502337,119416.80648310621,119264.53027735357,774.9436514779018,97321.78515750605,22786.90629615455,120000.0,116086.50591825077,3994.0335707322365,119330.91789704701,671.0978960624462,472219.4230188097,126960.48418207938,295239.30475651077,304164.88933153544,-738.4917789642519,119421.51602457296,117660.65450145664,2309.1333886831712,1099.9878981976353,121724.14836273811,105784.98879023883,14636.01423924336,120000.0,120000.0,120000.0
2600,9921680.358783742,454496.32058253797,135.77376736576787,79759.59384507948,8476.228852357168,1463.0735962765937,923.6676716307704,119353.28822815468,119145.23397621623,814.9778027169024,97451.4795120441,22530.80640770827,120000.0,116026.01922285813,3966.9048825010664,119316.25615867572,677.9721602450896,462226.01150119916,134850.15961353897,270083.7351166802,332674.761933835,722.9783537931655,120628.19755316117,117625.40750718063,2361.192567902556,577.1783627503157,119570.5551605403,105327.86191935359,14720.715401995098,120000.0,120000.0,120000.0
2700,9921891.869853122,454475.80442667427,395.2478976891425,80471.56977217212,8434.90785577235,1572.389927182551,985.8325420420114,119712.61163251528,119135.7186900654,899.9246662164591,97524.7996413359,22507.83440702372,120000.0,116091.18817626388,3913.9631509863502,119308.28105687667,669.2188364923454,459413.0828399193,144810.7385783345,257895.7926683335,344085.4988599034,927.3966957818997,120661.24288700824,117535.88991128634,2530.590355191462,280.6771881613132,120195.369945819,105661.46803650747,14544.837694615106,120000.0,120000.0,120000.0
2800,9922510.378502972,454431.87305526977,-207.12117382077193,79639.2966442623,8386.237965341483,1560.4892025297622,270.76767533298187,119039.47671394922,118943.71094869448,1012.4156452587341,97324.84449497964,22570.680562708632,120000.0,116077.11143132987,3936.561685018154,119306.58668738624,675.170467904273,456208.4512874959,145275.57817784217,238295.1595478398,355138.24935953226,1100.4064445428066,119517.76155708308,117330.30279038516,2626.1645619301357,1223.1897278109755,120874.86096398771,105815.12627050086,14621.496320631297,120000.0,120000.0,120000.0
2900,9921639.368835032,454375.2911316353,262.795437579582,79507.65531032457,8332.665838455549,1614.0069754132912,1410.1646031908415,119604.34302868052,118927.14548058624,1139.1584150721178,97334.39647875895,22721.999912768857,120000.0,116091.99405304267,3921.1803047121825,119312.13753536489,671.8521495256003,450427.3505093351,154913.6739905862,220848.5227955259,390486.75889942696,1126.2393102091937,119064.94634357403,117258.07532964363,2649.4288747696473,1673.4254570475355,120798.81629127423,105802.3958975864,14261.470878731885,120000.0,120000.0,120000.0
3000,9921588.115280515,454318.1233516709,474.9734641272368,80487.03484912624,8330.718108709108,1720.9498820347758,1041.8786652366875,119661.1318113777,118740.2704009289,1183.9643993584714,97481.47887825707,22441.986079460825,120000.0,116128.35712680563,3854.7771301049843,119319.13369323264,679.0325180766273,443018.8757356713,153493.0837540855,209842.02219373302,402981.77279683587,1078.3537218901295,119642.04135754867,117100.8023258652,2853.1407370458205,-1035.7575625391335,119864.20295812022,105493.57153130975,14226.117084320824,120000.0,120000.0,120000.0
3100,9921590.59591608,454248.14709107537,65.05476689422795,80182.55836731798,8268.727619878366,1790.1944750446887,1487.2482559293564,118318.97490952363,118598.91736954436,1311.578008195309,97443.8854824771,22672.48942294586,120000.0,116108.80055388088,3853.8122042492023,119304.38566263478,684.6097949396742,439136.47572210705,157129.80392780597,194738.59910180184,403465.3746702267,-799.8287364198155,120380.62386123455,117077.68606236506,2974.6299769106863,1813.648836575053,118309.34148842117,105631.64747317214,14716.39221997765,120000.0,120000.0,120000.0
3200,9921560.678066885,454215.1291908719,553.3332296116545,79627.4180555646,8234.554461497051,1836.4780352039818,2073.0201910937953,119592.48520026883,118507.7021696541,1471.5710892521674,97582.02069983065,22544.05904346149,120000.0,116147.27633538065,3782.0570124173123,119317.12160992353,687.3505458201377,435696.89614860155,165154.25369929642,179261.985511295,429137.24996723013,417.8780467434708,119778.28562095741,116902.00075055947,3081.174867231015,1616.628230283274,121286.97185983253,105379.40426630487,14506.168947086278,120000.0,120000.0,120000.0
3300,9921657.146157475,454134.103616837,292.4256155954184,80014.88692675577,8184.536377483537,1844.2929075179754,1662.6735931946507,119188.98630235778,118391.21871822316,1566.6145379437037,97574.27703880964,22434.92473358448,120000.0,116232.77160851318,3780.707980571178,119326.47738216294,697.0916058949144,427810.2493476834,171628.11602033666,162280.96465502115,429627.19962934725,-823.9486780232612,120643.09820600896,116831.35762365238,3137.6853326965024,-455.4293811258371,121225.06483015219,105408.30988062758,14671.791475206262,120000.0,120000.0,120000.0
3400,9922316.387008779,454063.8686086307,-152.6886010532045,80419.8739789686,8081.607505993911,1889.1383334437778,1388.535350958881,119319.0980266362,118312.76847147205,1751.6043292726192,97486.15216056016,22544.64570553196,120000.0,116224.01415986517,3782.2163448062997,119310.9141118985,694.6632040793127,430646.8641192947,174037.32384802308,152343.50641543986,454951.9256779512,-433.5954007676026,119659.22304986935,116784.30708281034,3297.771648896646,-1190.4602248839935,121432.15621635258,105573.21619584363,14320.341038971379,120000.0,120000.0,120000.0
3500,9922286.233847238,454048.3466411082,422.6925451213524,79924.6591395724,8070.1770174835065,1972.4067071538557,2122.6110933914356,118586.24741261455,118185.91250939532,1846.1235379788998,97392.76700904315,22587.010605245083,120000.0,116281.33643731748,3742.128881946766,119309.7152922952,675.5274655331364,427907.8604815942,177343.6909765808,135497.8759673029,447275.3154822662,-882.6645754647382,119371.14897923624,116597.67500542525,3382.6777894650813,1083.3381384277366,120659.14425249673,105480.69522411725,14275.834670901851,120000.0,120000.0,120000.0
3600,9921920.27438413,453972.41045639024,401.3899192671336,80343.71706350136,8012.1458943400885,2008.186760441321,2316.301482818336,118792.33969543077,117996.80601233894,1953.9728564619227,97408.20732115593,22406.56146753354,120000.0,116371.4998962415,3663.973914425614,119315.11270133832,695.8135462980072,423196.60925949604,177158.3115829792,125036.54102864454,469777.42566297716,593.4582738278862,120028.15245048881,116619.61234679072,3484.2500240279164,-2056.8093163515546,119437.06830661582,105712.05171300602,14411.902533487519,120000.0,120000.0,120000.0
3700,9921709.919416657,453939.94070233265,403.24898927386346,79705.61138039929,7929.470549882496,2042.9697332412923,1566.6487176969367,118697.69181979015,117946.53986683264,2093.8105889242834,97732.21350411145,22531.80121149724,120000.0,116408.96595502521,3594.239979012207,119316.80272742813,694.3629468221202,416800.2585356069,182306.17693943533,125688.76988513445,473405.37559315213,-1153.8516151661843,119719.73533785314,116414.7884661858,3570.525140452585,-1577.7465705658917,119958.00009706579,105507.65786168234,14283.097382395383,120000.0,120000.0,120000.0
3800,9921663.099799812,453901.24417411635,-405.913299644489,80063.06130365968,7924.114375969043,2068.5473349486824,2036.5972892316559,118510.56613840918,117779.33552717486,2263.6243003766826,97491.67746676547,22365.390520561385,120000.0,116442.5848973757,3610.0011692534513,119308.5277489997,694.2523037672377,413431.27803733316,185445.58767253414,124513.05079097643,472640.35575356206,-789.2941697059621,119953.02153682594,116354.2785967575,3616.7258760835216,-1748.019794995635,121325.44820937006,105464.11204154302,14465.866310789992,120000.0,120000.0,120000.0
3900,9922372.631239804,453837.3770373169,166.59509806192725,79619.65070548892,7883.139682478372,2181.6103129281246,1495.0873189646609,117818.38990677941,117604.86896923702,2433.1179170546275,97507.88447347145,22440.62323736259,120000.0,116445.78990481076,3556.252678996777,119328.70056838506,678.0318412745551,413050.9119658261,184264.34369657564,105551.634643969,480104.62461901276,-357.6690092708212,119624.68620807427,116304.28389149036,3692.3901391738295,1854.5306146497942,121807.54890704175,105324.79529554454,14723.373221203585,120000.0,120000.0,120000.0
4000,9921445.086917069,453808.0187618953,-69.46297503607107,80300.26720328064,7829.373024454779,2171.909504736502,2394.5795799081784,118046.21455417639,117422.02446455644,2543.0339930545315,97602.1595092621,22181.55506617302,120000.0,116481.719956624,3473.980992258521,119308.17681245148,676.3296290613566,407391.0799437359,187516.25693896748,103092.57363916707,499212.5313527521,1136.394491962397,119391.20469825869,116204.45662027514,3862.041410074147,1630.605433317244,118152.79627346162,105695.54134487153,14699.969937354495,120000.0,120000.0,120000.0
4100,9922461.012170892,453730.2755254398,-471.73811085189556,80177.40139520042,7789.854219323842,2278.745138239867,1973.39252814849,118094.33843372347,117282.24367961098,2670.1252266380015,97651.0328319979,22243.68861250202,120000.0,116538.97410652883,3460.6600209524518,119326.65015649179,673.9658060351417,411715.0601385244,191799.02768443973,111904.89568864292,494416.580240224,-907.4897359857335,119061.38534973867,116084.48482745473,4007.434042744518,-926.1390554178228,119727.97407378253,105749.20238661629,14188.445186174,120000.0,120000.0,120000.0
4200,9922259.102316877,453682.64150655654,293.0945010057076,80089.34768790833,7749.446915888614,2258.7715810400327,2744.055716232778,118195.46907905003,117204.68695912621,2791.669704568354,97681.98053036617,22358.53570679479,120000.0,116604.36934841312,3406.496198068128,119320.47942586544,677.1488105220774,406869.09548918856,193001.98095042244,94767.85962080983,508991.0055461886,-6.405790220568908,120598.29344411715,115968.96217001133,4028.082157505713,253.3410119614747,120845.76498211865,105547.97961117323,14392.043677780523,120000.0,120000.0,120000.0
4300,9921494.360044708,453643.3604841915,-528.9643640145049,79577.63569396004,7639.130539665083,2363.839880868599,2344.7639102266976,117105.66349155564,116984.64253397212,2955.354317614238,97838.11676382758,22277.334891093615,120000.0,116658.39244732146,3325.8336436133236,119312.54299406768,689.920105795512,405313.95782485104,198227.13564481697,93198.81386863768,500083.1645310223,-424.57305077563876,119726.13589752314,115816.49836336143,4134.586605543394,-743.6127885627124,119211.8463174012,105488.56846790413,14642.13295822367,120000.0,120000.0,120000.0
4400,9922098.883784262,453614.38099971006,382.93193631288455,79594.23798919182,7588.609582646367,2341.7266464681466,2659.1617148087553,117537.37174669775,116865.40123948912,3082.4745545315086,97690.0509012607,22052.67350836648,120000.0,116646.84661035986,3355.835197817916,119311.88542243169,674.9006803314688,401531.98428851564,194126.69859009443,96453.19631098569,500516.6082352677,514.4930802862494,120948.94975518167,115769.34410128255,4216.98825729559,-1396.8864044560787,119477.88955828948,105365.735758197,14248.017498296962,120000.0,120000.0,120000.0
4500,9921785.578941448,453588.45996589767,28.27612500547177,79524.59023397451,7608.200716806589,2388.0539792257623,3124.0888433001637,117387.73920334342,116786.80258815327,3267.8875507130006,97767.17336458879,22293.084966286606,120000.0,116761.07709120848,3257.302559644685,119315.17222484652,696.4724187565754,403971.3503900322,198767.17396525855,91907.14182785424,509249.60370189266,121.5741564698792,120302.73429087145,115672.70364974503,4344.728780238968,1587.5717069925197,121555.35265544216,105726.00685868997,14439.153937982854,120000.0,120000.0,120000.0
4600,9921564.29075237,453514.97341046383,-285.1668840055133,80438.73393114265,7495.036244016963,2446.1571919618495,2748.8104411030267,117084.85892889563,116674.7657495515,3401.337836959069,97923.38290784428,22302.102745553093,120000.0,116807.03465508237,3276.223325492437,119304.76533723203,696.7794606912129,396730.7052998209,199757.6567207347,90443.05134047364,509074.9879760478,-68.93465346412705,119588.93156124624,115491.20284803527,4478.894797469362,1080.998370100532,120903.9530070072,105624.1696435561,14561.559201082155,120000.0,120000.0,120000.0
4700,9922102.725597687,453476.7378165112,-483.3798802423941,80532.79684976653,7488.4972011093605,2517.4517975297613,3474.4106007857895,116733.01240823003,116508.83822606421,3525.01850045379,97882.64859261109,22013.862279616664,120000.0,116815.407472385,3215.51159911882,119321.20616625236,672.9664923983966,396336.09529435716,201599.55215404628,82847.43965060243,512906.26272324723,-461.116029835244,119430.27786433171,115363.25960776185,4582.342290032318,-2124.542982893043,118470.24738607748,105810.62013964939,14625.564603260907,120000.0,120000.0,120000.0
4800,9921733.397274267,453406.78528399055,-552.8822250648699,79784.77742414411,7439.071066640202,2534.209974112167,3522.291092489083,115721.16237902081,116293.14364900703,3680.9357492274407,98032.30372453094,22012.32679593312,120000.0,116824.42052036463,3182.24772822063,119325.78247056027,686.1436537599556,400373.05727843725,205585.4975500595,91670.7810562832,506636.2464910494,35.65997371953743,119693.90510238365,115386.8558522051,4619.642784643485,-1663.504113558802,121640.17805595919,105592.9531445165,14604.940882363313,120000.0,120000.0,120000.0
4900,9922409.20375714,453364.3496983599,526.7482866517672,79668.87818151474,7357.1752252937285,2578.127511783845,4239.0303648087975,116252.03354808567,116241.92892136148,3861.744900435156,97860.14860681091,22099.409516428634,120000.0,116889.68689562647,3147.705987203883,119319.97828330933,684.1690177088412,399132.79702780314,202079.21584807406,89226.09966600995,510548.713849744,616.6809125020949,119086.12957006568,115285.94764888745,4773.811034117741,1851.3885895853318,119896.66307497858,105465.71201307826,14521.312355734666,120000.0,120000.0,120000.0
5000,9922250.170057729,453313.682685948,332.59837082740137,80241.22378611795,7317.5644536566615,2646.631449668494,3438.863183530556,116198.19256561818,115995.10436467048,3912.100939679963,97956.18448525864,22013.67716929236,120000.0,116894.46499678124,3046.5020917710517,119317.54733015707,689.3063606578316,394660.974935498,202629.27247731746,76926.28636144844,512761.15371153137,517.9637511619155,119911.67710252249,115141.5946878386,4928.066275462936,1582.421116831193,120718.93467419516,105652.06791974614,14672.461787313137,120000.0,120000.0,120000.0
