milliseconds,HP,NLRX1,CytoL,MyD88,TRAF6,NFkB,IFN,NOD1,RIG,MAVS,IRF,TFa,CytoE,TFi,X
0,4.40284824646705,0.8997722823407877,0.9900235246006132,0.9001680618298223,0.9016017916826957,0.881813204644948,1.0003026678234717,0.899456697089741,0.9004190346830775,0.6000664553912338,1.0005669331916567,1.0000652565791108,1.0532739174210597,1.0007121028390271,1.0035060334961874
100,4.40132571068613,0.8999680371453798,1.0120992760566465,0.89998114839686,0.9090723853825494,0.9077297248312804,1.0004968308475375,0.9007782538338538,0.899688192784293,0.5998277623335416,1.0005849861811553,1.000757114109473,1.0224189979113099,0.9995501438728939,0.9994821094168433
200,4.41024232905223,0.8997290539881523,1.0053005948644935,0.9007302631045839,0.9119171306526129,0.9480824174901387,1.0004276629201545,0.901689640878114,0.9036616782923287,0.5999423657740177,1.003189308315509,1.0001073786773005,1.0330321863365144,0.9985796411122317,1.01099835118532
300,4.407859581655401,0.8994110221308439,1.0265252234315108,0.9011020709560782,0.9118678580579598,0.9591757636791747,1.0008361911855717,0.9021262982342281,0.9040885081485431,0.5998557690135669,1.0021344623130721,1.000946826728932,1.0779234385285374,0.9982320241754036,1.010317444750848
400,4.4101981796239125,0.899375093383432,1.0441926445212872,0.9014945544237549,0.9189425109546002,0.9843932262510742,1.00192353784852,0.9027086605565267,0.9045920216262366,0.599691429159603,1.0054073141828836,1.001461404581163,1.1285930529116137,0.996462665784525,1.0199131882962287
500,4.41285209562758,0.8994051462310899,1.054547514057345,0.901965902911384,0.9222947573437758,0.973598897847133,1.0017176096840126,0.9022796080809438,0.904572844853859,0.5996359341309896,1.0064705723602694,1.001522362603359,1.2083646441582587,0.9966181348420877,1.0274904807135892
600,4.420495165000555,0.8988347699323369,1.0621987969492481,0.9022890273675893,0.9253088119018857,1.0272701724277924,1.0030272674755183,0.9034269040299543,0.9079792165630735,0.5995176929238535,1.0068897235372838,1.0021029464309665,1.317992447174442,0.9944645016692116,1.026158258766657
700,4.421534097939616,0.8989178701384037,1.0734701863536684,0.9029539198178641,0.9323274466097563,1.0547582284138686,1.0037224516983474,0.9031723003384888,0.9060766125055303,0.5995840138286135,1.0096141377407435,1.0017365343250526,1.3942180445433134,0.9949894788576582,1.0333695921389092
800,4.425271279435938,0.8985385905771203,1.082066493971456,0.9028084597967019,0.9357366844177931,1.068400849545085,1.0030569853220748,0.9043796988740447,0.9093058238184047,0.5994454029127005,1.0109936787808858,1.0030075845171966,1.3446236852890834,0.9936801802207947,1.0304369154086552
900,4.422934522112288,0.8985574907818749,1.083576069373403,0.9034390102600923,0.9346623172849811,1.0747461852628184,1.0038670076865004,0.9054084602071906,0.9087857647725843,0.5993327038476303,1.0109180646224336,1.0035208338941592,1.5318351014218188,0.9943530836385351,1.0336692972966273
1000,4.425936167340497,0.8983992609277468,1.0885634191702178,0.903583419966994,0.9428710848312695,1.0853377321587738,1.0043035735363794,0.9048918275434472,0.9119661559890647,0.5992339092980176,1.0123982949725494,1.0029409436530856,1.4156874713466376,0.9941086492041844,1.042431824393048
1100,4.431347664440087,0.8983829170731027,1.1039165714546086,0.9041307583852076,0.9453211165202144,1.1009108465661828,1.005490154919744,0.9059219798123734,0.9105796402727229,0.5992699738668352,1.0136283424065464,1.003446408371484,1.5490202886594286,0.9925636513282694,1.0434450677139118
1200,4.43538590532556,0.898112681245636,1.1020709608392312,0.9044726822840011,0.9519403161313921,1.1439805688152511,1.0050757869529667,0.9068666061601252,0.9118096923255015,0.599215254244331,1.0135180901356349,1.0043502128378752,1.599232565374468,0.9926672542029714,1.0570868055160303
1300,4.442487534160198,0.8978376246112297,1.1169827005432769,0.9044879861567902,0.9528512321601832,1.1461517181056715,1.0058259815030735,0.9063874672656255,0.9148671156690316,0.5991584417669513,1.0141224892053922,1.0041003664099948,1.7132097010234333,0.9928665567224388,1.0518580534957462
1400,4.439154107345844,0.8978799487321911,1.127132088608554,0.9052192499723042,0.958659690828914,1.1710339705998511,1.0057280641282489,0.907824193674101,0.9161869460782194,0.5990801960375435,1.0160783621996672,1.0042876436794854,1.6305686848785035,0.9936924152064032,1.0575224904223346
1500,4.447143957252722,0.8975085490814311,1.139429621416353,0.9062634844775295,0.9614711117248306,1.1508864925038265,1.0067292057252668,0.9075417544544293,0.9165370837341252,0.5990150078349703,1.0176370721349555,1.0050739483376339,1.7257309765332347,0.9928640616904973,1.060293396427586
1600,4.449023002251594,0.8975349780969731,1.1358113587566525,0.9066017109815812,0.9697230145766611,1.2145322195819126,1.0074049949497323,0.9088621606197982,0.9162574050228975,0.5989358222800581,1.0197445445700373,1.0049039488126643,1.7401363393872535,0.9928883097548966,1.0708750002071405
1700,4.447730909270287,0.8975532548708479,1.14273311384732,0.9064944242823012,0.9725445984102147,1.189752329681317,1.0074206014847675,0.9093994053977731,0.9172084180457684,0.5988825211775287,1.0200549295974992,1.005603097627436,1.9425927424507785,0.9939075959221356,1.0766245204736664
1800,4.453275551948008,0.8971375555403392,1.1646154180598056,0.9066508726276236,0.9707535050449413,1.2223999586429912,1.0081008952136643,0.9105130326957229,0.9210590864270174,0.598710826080295,1.0227530547388224,1.0065279662257247,1.8832983657072333,0.9925945453922252,1.081626109488459
1900,4.4596451097591965,0.897169209703548,1.1720860027161217,0.9068229031702325,0.9750158464424697,1.2406768461867224,1.0087103903022017,0.9100954777291564,0.9194077546053735,0.598590043430098,1.0228714520028648,1.0062900496128477,2.0336767927585297,0.9937834858979552,1.0822492554502883
2000,4.458258351370429,0.8967208965197029,1.1699724465594907,0.9079275285616978,0.9896417471607324,1.2632836698268444,1.0090496624247647,0.9105253826418411,0.9219000346432332,0.598551962193128,1.0251917143911795,1.0072206201281706,2.005840047882882,0.9949911604257355,1.0895997958325647
