milliseconds,H1,H2,M1,M2
0,1023928.9758510786,-0.2968991173332512,3320.4543736085807,-138.40285202456658
100,1481140.0328609208,-0.03990095112332956,4701.930327173887,-280.5816422083201
200,1609016.2090655365,-0.19776336259024113,1926.7138814627149,-302.79216649990605
300,882304.9602976389,-0.2412197247785461,2231.764706882459,-263.11296074175135
400,-617599.3084562911,0.04136102776450707,-1098.2568745559488,114.41965407485516
500,2311586.1321825576,-0.1385565283534356,2965.099103085108,349.3281773748404
600,2232721.9413851234,-0.04789747504507378,-1252.4407382992151,-8.049118351752735
700,644507.7461428196,0.1473355380155491,2761.6062390601364,-111.29328011426078
800,-1861395.2694050327,0.22150266084013223,3924.851658601069,137.26242544234486
900,-647048.3751996879,0.12242637237756099,-3248.4761996401216,229.21117327110792
1000,-2423988.4601012548,0.2306939868804601,3820.6971676922285,9.014976327284849
1100,1307051.907549101,0.1686606530402794,2930.169880356054,-313.26389901609963
1200,-487620.5113541533,-0.11430338977892948,468.71959648960365,-100.56628006875302
1300,1506948.6998117578,-0.11589872721025987,4971.867168144343,-337.36323635264927
1400,-2143143.817879382,-0.022190155003755842,-4248.420687571675,265.5244608153641
1500,660265.0922397131,0.05700870154916171,1840.1656582387598,-278.90283668121214
1600,2269894.652509661,0.23747157421012097,-4665.357324777442,-4.184069142843824
1700,756809.6335501954,0.06796141807478671,-374.14003110204436,193.72784927714383
1800,3237494.3863393497,-0.07512064507324039,-1270.848266663681,-46.115345738514556
1900,7749623.939153148,-0.12743073155507367,4377.442200976327,112.44728531684069
2000,99714087.50493403,0.25603067988139205,7751.691168074209,-207.31917979946738
2100,101568789.0265076,0.0797785904506042,21872.998724485355,-56.12024589480278
2200,99933262.10396779,-0.09487016859203434,24551.984424459373,2.2885140922741414
2300,102121441.81922615,0.04021530244881302,35525.818934226525,385.86158238894075
2400,102014882.0664321,0.08357180560567848,43706.17131497855,766.8025903533965
2500,98967039.70610796,0.022695114287663742,55178.11283271282,590.7954459584382
2600,100340157.92772526,0.31756363873910814,61736.06268009111,1256.9840411346177
2700,101749390.06517307,0.14135844928360503,81035.03227709481,1811.427906630421
2800,99943214.64996119,0.2808282099777936,86124.51657703474,1507.4017473528156
2900,101816743.8273093,0.7135296593054498,90820.87437295016,2066.2737425307687
3000,99778694.51307154,1.2178464574410353,100187.26919605208,2550.6548216055257
3100,98698836.8959571,1.0117098326587595,112456.13510313154,3348.5292603523294
3200,102399581.84870537,1.4625797103315497,128696.64683509481,3611.295942603675
3300,101338481.72779845,2.2782360531643144,134720.05998861184,4356.169116711206
3400,100552257.15446942,2.420211827946433,146829.53742957194,5426.378734068741
3500,98024940.39353281,3.299357629171715,152421.76925783395,5845.032985566772
3600,98326075.15099627,3.5371701189263174,161574.9575517992,6222.334928231279
3700,99104307.93819593,4.292115766300912,170709.92128124693,7353.1078082246695
3800,99842856.6810045,5.064449880611921,183150.23586077226,8032.3863441594485
3900,99638862.66693455,5.754583428037825,191432.98139028178,9336.893109684916
4000,99306131.54705219,6.716623283753304,198936.4226109298,10100.90596106501
4100,98383017.45816204,8.05077764418781,207215.64298397177,10970.818815370132
4200,100029397.46809275,8.944553172551043,211720.344238765,12000.345208269206
4300,100180853.08363995,10.470469131952253,225888.67056998148,13799.334146022626
4400,99624142.1817354,12.03929994790017,238123.1044352566,14855.622603577942
4500,99797595.96115166,13.172960732041773,242020.79627500765,16423.80635975299
4600,98425651.12486802,15.233201690683947,251019.30149179115,17495.96096392498
4700,99274319.54454455,16.552165286221467,259585.28550381417,19510.078643831494
4800,102333498.81725924,18.659411632678896,265966.7928332911,21564.4260736038
4900,101456668.31371886,21.017820972225188,278700.15506466577,23612.96364985526
5000,100845199.73089992,23.0682806225454,285512.5346691416,25711.591880528813
