milliseconds,H1,H2,M1,M2
0,1642952.9959695383,0.058319823882075766,-3618.9472236832603,-131.30137068214998
100,873008.9281800331,-0.14351041749691068,-3048.649487408897,-33.483532457000706
200,1056229.0721315495,0.021960936546831747,3449.9826244697297,-206.2571200219529
300,129942.20512167051,-0.01085754182268677,-1087.3873657928107,2.4684749365285388
400,2047226.731854744,-0.1193850529712985,-1109.4453034694166,-178.26492238212572
500,728079.0361747971,-0.09947660984559746,-3721.2344261802436,350.14500802886135
600,-484970.0167691281,0.26218993428631937,2794.308508501575,-227.8696196665272
700,-246591.51630819007,-0.1956926581509255,-4803.276485869559,309.55242300766986
800,775710.4551335437,0.2926391555894121,-596.4189357374179,263.2894418327693
900,102826.77164345805,0.22121862226628092,3175.127191790066,272.82602307539173
1000,-1910200.1871716063,-0.0953119463876348,-817.7306028956436,351.3544935350264
1100,-2330690.567061805,0.05576687669007847,4449.1012568859705,98.04864283513847
1200,523744.0979150391,-0.2442589489714408,-1616.7460362024806,-216.44776375207886
1300,-244087.76958761486,-0.1665305184531081,-325.13401738870004,-44.436628220949615
1400,-1160229.3413245308,0.04341055299632509,815.1923524440231,-40.095238407134694
1500,957469.4644005998,0.25356109117385817,-2219.088960789991,108.88632741540066
1600,2122651.4015130075,-0.13409184547463568,-208.14445580103853,76.11090727011833
1700,-1956198.158590246,-0.1102564905375736,-1951.8776280538104,-250.78296123591474
1800,3190426.2082153307,0.19010578967040787,4533.559898248521,34.43468727856827
1900,12424249.822411986,0.15586675674909414,2010.742650916309,225.81775741888094
2000,99099726.26326086,0.28125871439768513,8418.059648587963,159.2353375161122
2100,99203419.08699189,0.04291826092253189,19068.304827146643,-44.35700929449244
2200,101274165.75978996,0.2118764971471884,30302.439069652562,497.2825499832297
2300,100991619.0760232,0.34440970922260966,38630.53455866222,63.81047165898838
2400,99181941.42977363,0.035933579862394135,48392.52745955698,420.2554944535673
2500,102112896.36512882,0.1671029310240836,57332.28745552252,1076.5696680153583
2600,101642272.25004518,0.1499712469870102,65908.99876737941,1260.0612650618439
2700,98207173.67417173,0.2643250533355097,75918.19994771501,1785.0304683850459
2800,100492055.8414399,0.8174177245387427,85147.57411525682,1679.883004165603
2900,98396355.79390869,0.9182376921177088,97232.84240132628,2162.2592413298435
3000,101649465.00893858,1.080229056871037,103867.58350969653,2929.471272137425
3100,99523720.91754568,1.4714094777985547,109618.4871251715,2923.187652239322
3200,100041318.44433288,1.7487890177243623,119653.78557359843,4045.602813474692
3300,101673176.66367541,2.1531350608513597,133690.9055185607,4507.5657533353005
3400,100988971.13069578,2.673973003176817,142505.6343866552,4874.194376518206
3500,98930925.19985026,2.923020044631657,150363.51370294509,5790.341269743284
3600,100561060.7687459,3.47039470497126,162165.38039201967,6574.23360687987
3700,100610411.01767388,4.279331305053282,174479.1913950154,7492.568254249126
3800,98428473.3773869,5.242257048985501,176021.04118235392,8140.119741478904
3900,100278598.75753157,5.89642314565917,190483.5452914954,8971.43823254835
4000,98987223.56402235,6.943509472383737,202029.25304361669,10213.006595970266
4100,99561345.69390917,7.861756439234258,206624.50257720935,11207.555683413071
4200,97551649.51405635,9.241111994673862,214796.02673085572,12202.770142032276
4300,99760192.47075576,10.236911125555633,220991.03628130938,13461.73786311772
4400,98449433.05169451,11.692157444994574,233135.24672459057,14637.848694825983
4500,99750803.19265833,13.450809647970447,242387.58344563213,16251.312529799654
4600,99711270.97994663,14.709849487102437,252802.59193629617,18111.551020507344
4700,100197330.7110438,16.724513298894355,260803.07965233768,19257.537746983315
4800,97764630.83191133,18.587998264418445,271059.9778823258,21354.804580543754
4900,98972463.26215833,21.140457372140663,279221.427596167,23079.390568962655
5000,100756262.98943198,23.2225229241862,282763.1458435394,25205.385388258972
