miliseconds,H1,H2,M1,M2
0,-1087609.0458627427,-0.07804509939499411,902.6234979252614,116.37309027342016
100,-1746414.4970707262,-0.06720141836822949,4512.134502157615,-298.6832615467474
200,-1078463.0785340373,0.01631940814744322,-3172.4203868367977,180.3363723002804
300,-452567.5150489122,-0.29563895776866267,1606.8771216383498,95.80051694405832
400,1976911.6810441655,0.1429011541689734,-1370.642016115904,-315.43818101995487
500,522257.8965606489,0.11433266476461594,-1243.8703135742226,325.5421864895129
600,-613043.542199632,0.2199840556636539,4544.923487334069,-330.86870060645794
700,1567075.726369459,-0.05271739264635891,-3317.5178576425856,244.31453821046554
800,-1780520.0532402974,-0.15060005504103316,-1955.2785872566185,-135.7261185452256
900,-232865.75834265712,0.1485919456430079,-521.628462320413,-320.48407923188745
1000,-372142.37658231915,0.016645599944765298,4024.0704701403783,208.14657574634782
1100,1150899.6199825513,0.28574426783735174,-1392.6872367302692,-71.86663505381102
1200,1253115.6408941625,0.10901934310341772,1276.5275072430036,-253.76104621700398
1300,683727.2351439613,0.13868348677554226,1168.3672032099723,-121.27037566261762
1400,585524.0510407565,0.2534669568743777,-1671.4032759896745,151.59835025300828
1500,-471570.66311984573,-0.018642215532087263,4774.156068744838,-174.0504374184869
1600,341773.8672679502,0.08256122791838039,-3061.2546402177404,-110.71201207278317
1700,2018641.0027450668,-0.2223547235878579,1912.9021022118836,-121.37798341569436
1800,2115954.6685850397,0.2431059527736351,-754.2922199647694,-178.76134572226826
1900,9897131.74581729,-0.19531264071981422,-2914.873848502817,183.04036482478648
2000,97668849.77349025,0.15200872369908333,9611.890720271362,-58.48253861091442
2100,100929404.3108227,0.3038191351303224,13852.24240366888,39.25479774956977
2200,99332089.87688752,0.16814044337786402,28975.45392925632,500.4179820572449
2300,99449960.08564745,0.1592846920977595,35425.5154140633,262.0960563652883
2400,98770538.79337251,0.35070993471669387,51215.04716354595,516.4859344003044
2500,101441354.21051371,0.4054663742127825,54463.697406183164,713.1340206394287
2600,98356566.3656508,0.2454298494668625,69238.08253141638,1288.8747579925646
2700,97909943.19747174,0.5507997846436801,77473.46418452656,1533.8098193741507
2800,101544593.55373444,0.6209229759944477,87114.8549376121,2088.260684857465
2900,101547241.1635555,0.9394181170117127,92714.47527320881,2520.1047564867963
3000,100364147.6821935,0.9166841569651978,105862.49925108613,2539.2539944676637
3100,101085649.200962,1.1625815875023917,118516.48085920609,3570.223529700537
3200,101895052.05357832,1.621470892592475,123947.55666184096,4052.708355139458
3300,99504609.24978086,2.1104981064846946,134580.213743301,4252.91152564462
3400,100086578.32335028,2.40981084054049,139850.13441486924,5244.0002275238385
3500,98860978.98615225,3.3336806779803663,151150.9454120278,6047.690209127643
3600,98179348.29820602,3.6466025255441377,164452.60879556564,6378.744428429696
3700,97760025.36899671,4.423979373736767,165806.18640511768,7271.599193631815
3800,100941833.2259972,5.049637606948521,178439.52982233974,7901.619730345925
3900,98240066.15851314,5.90400606950932,193247.8762027934,9481.10817953464
4000,101123481.52267282,6.965119994428339,196876.3129755117,10108.04397888964
4100,99086449.33691937,7.983592840711169,210116.06530904834,11425.651747071934
4200,99968533.41196294,9.074336884677773,216695.8738773423,12113.505866782447
4300,98904452.76698183,10.493286482010088,229284.88936595418,13825.597121159473
4400,98273880.43139516,11.66303272677147,233719.40391645243,15179.19097740929
4500,99499162.30892967,13.369720350773802,243186.98816523037,16261.512846932072
4600,99795286.19747409,14.788692293658489,251298.8028520905,18074.687036609972
4700,97855506.10279992,16.510325034344408,265180.48563770205,19805.197936650457
4800,99270556.38059846,18.525943639888677,266473.84227904945,21441.674787164044
4900,97864404.09407519,20.932069912911977,277632.12038130144,23480.86365422374
5000,98393638.93334848,23.45482245612283,284052.1771932246,25694.20811652944
