miliseconds,Clb2,Cdc20,Cdh1,securinT,separaseT,securinseparase,Net1,Net1Cdc14,PoloT,Polo,Tem1,Cdc15,MEN
0,0.9969895015658449,-0.0007021031067200714,3.8000895926630785e-05,0.5981619721474399,0.25,0.24798194415783362,0.09797313830250505,0.4850020023759821,0.9900057859042731,0.9449907465280446,0.003891628960843065,0.025701439168082506,7.990375769694232e-06
100,0.9974545070238992,0.001695674821732189,3.843531029196149e-05,0.6006698925029704,0.25,0.24849350581584118,0.09798146825661308,0.4850547857626531,0.990007712974566,0.943845282673898,0.0038875868747419093,0.02571056223935129,8.193746688910846e-06
200,0.9973871042198232,0.0034067583372290556,3.8437861784544176e-05,0.5998440175743222,0.25,0.2484809246360816,0.09795500508682052,0.4850609258113696,0.990011983315441,0.9429015470586652,0.0038801768234674205,0.025715828122818703,8.166315720025933e-06
300,0.9963988311216609,0.0049649752353680635,3.8437029371437626e-05,0.5989259470768061,0.25,0.2484832452579392,0.09798814265431248,0.485057147757164,0.990021460313181,0.9419176709237473,0.003872478781398922,0.02572960159142043,8.151871853727909e-06
400,0.9970474391917115,0.00609683828039257,3.843380878904469e-05,0.5976106287085572,0.25,0.2484676361176275,0.09797448142230968,0.48506228873582574,0.9900381496188194,0.9412719628831285,0.0038702692281446568,0.025733612453664352,8.148190422704083e-06
500,0.9963747400280382,0.006614399292176783,3.84361996245897e-05,0.5970466842116561,0.25,0.24850186087828277,0.09802207831553682,0.4850701075510869,0.9900493747008802,0.940593754108608,0.0038630062431703935,0.025739163042911656,8.117655851591566e-06
600,0.9969329997147396,0.009526956527763605,3.8430766323584216e-05,0.5990865427871032,0.25,0.24848081853195725,0.09807829291079971,0.4850716685752206,0.9900529290098278,0.9401030219287988,0.0038623078411800277,0.025747737610453278,8.115111373778309e-06
700,0.996517382467144,0.0098661260660334,3.8440862485124245e-05,0.5962321533409073,0.25,0.2484602043152481,0.0980594929721452,0.4850640156594339,0.9900637132642277,0.9394333939639435,0.0038603273132549803,0.025750769754977174,8.104576258670792e-06
800,0.996513542159258,0.01170627207635931,3.843698320874428e-05,0.5963594744580812,0.25,0.24847088322004374,0.09810710939886204,0.4850805886836554,0.9900715856810811,0.9390530485335563,0.0038575158713676514,0.025759205494874222,8.117040058240825e-06
900,0.9958772789786118,0.012257823150191752,3.844650870738921e-05,0.5924916500390156,0.25,0.24843719335691455,0.09805296886345297,0.4850774130573421,0.990083216169442,0.9388175442824125,0.0038561845043356495,0.02575995546031903,8.105469041264946e-06
1000,0.9952127623303589,0.014533169117909415,3.844709153997008e-05,0.5907440328509543,0.25,0.24844267523517266,0.0980828837051397,0.4850873376907212,0.9900951673122069,0.9383864943867202,0.0038520278485659636,0.025771817640348915,8.119537312048429e-06
1100,0.9950520829513165,0.015976628257124238,3.8451353267307126e-05,0.5889973711387994,0.25,0.2484297714834168,0.09809026833764545,0.4850893555191771,0.9900993561632124,0.9380252578448477,0.003853187770676589,0.02577606123616984,8.111708165048262e-06
1200,0.9953593821601021,0.018211065621004094,3.845725397469271e-05,0.5901916135549958,0.25,0.24842517966413757,0.09819162908931868,0.48509200990223195,0.990109993637146,0.9378627014448895,0.0038521270923713405,0.02577287616682824,8.107007204297462e-06
1300,0.9950332492214403,0.019735931649642595,3.846771152553821e-05,0.5867596211127594,0.25,0.24838385196410295,0.09818722402498738,0.485095749065813,0.9901103374643844,0.9376802430417086,0.0038507560736754745,0.02579031667771642,8.120767712621848e-06
1400,0.9942206424209835,0.020934928604102714,3.846849616289514e-05,0.5838686637040752,0.25,0.24836935679090508,0.09818855483186177,0.4851047607394389,0.9901226519230636,0.937520271973804,0.0038513140087953653,0.025791403922779108,8.12316470559651e-06
1500,0.994170168836958,0.020937514937370404,3.848132981735219e-05,0.5829499201531939,0.25,0.24837749006174809,0.09822873761442924,0.48510779255445846,0.9901376126572159,0.9372768352584122,0.003851101472761777,0.02579441075269489,8.126117486085118e-06
1600,0.9929093229229058,0.024013847150497977,3.84834862426797e-05,0.5769372723246793,0.25,0.24832993057085095,0.09825719703505095,0.4851109431817172,0.9901433063856308,0.9370185577228308,0.003852944817856845,0.025809358314053385,8.138700322365011e-06
1700,0.992681467821126,0.025241734050364204,3.848516646700122e-05,0.5762658072222667,0.25,0.24835017811681348,0.09832712382758377,0.4851190655725169,0.9901578625000543,0.9369375479255994,0.003855642818579006,0.025804291989854837,8.144497583974927e-06
1800,0.9925778878963086,0.026489258983857268,3.850287050362804e-05,0.5717720428418119,0.25,0.2482968082811529,0.09833200099105138,0.48513278061479165,0.9901638655220568,0.9367932099245844,0.0038560303208340246,0.025823153234504223,8.150776445175415e-06
1900,0.9916860629654469,0.02772064653961098,3.849896207116135e-05,0.5714177157445363,0.25,0.24829291006412635,0.09840431609096818,0.4851305933327964,0.9901661433494223,0.9366564314989452,0.003857819742413074,0.025825515488533825,8.160006684146034e-06
2000,0.9910431894766987,0.02786488829436923,3.851055948478332e-05,0.5665045475923114,0.25,0.248263528833629,0.09841049975577602,0.4851413590348338,0.990183825916148,0.9367260350826399,0.0038561140347630005,0.02583177072274223,8.170597101172859e-06
2100,0.9904723802952569,0.030426291624738977,3.851335056211708e-05,0.5660093519548152,0.25,0.24826899885962136,0.09840805440513892,0.48515516572354145,0.9901820843013801,0.9365001257908242,0.0038588584769330588,0.02583424644373415,8.177817208061732e-06
2200,0.9904156217108506,0.030547118415550027,3.8531895914908986e-05,0.5583476616999694,0.25,0.24823667543384292,0.09852979750986494,0.48517493803371464,0.9902006057895477,0.9364534136841574,0.0038617095443743386,0.025847795353542216,8.172636552963344e-06
2300,0.9892876231650184,0.03259523971397215,3.853895661160608e-05,0.5577244577731129,0.25,0.2481995020501911,0.09851838110531708,0.4851717286926799,0.9902077780981561,0.9363982818428669,0.003861990038764869,0.025856897399205298,8.18480997565112e-06
2400,0.988515735922345,0.0345620830970439,3.854223659036747e-05,0.5550383770522339,0.25,0.24818874670667668,0.09864141393814882,0.4851812442363598,0.9902092694202189,0.9363931409023556,0.0038650920481712297,0.02586700966331309,8.205577809961609e-06
