miliseconds,Clb2,Cdc20,Cdh1,securinT,separaseT,securinseparase,Net1,Net1Cdc14,PoloT,Polo,Tem1,Cdc15,MEN
0,0.9967252804687112,0.00033780143076630266,3.7997627251837977e-05,0.6001432975622635,0.25,0.24798098548953412,0.09802538696725328,0.4849949958033617,0.99000115689245,0.9450046135506148,0.0038901765006824733,0.025701283842733194,7.990611275306126e-06
100,0.996705441494933,0.0022226563090878065,3.844393371563645e-05,0.5992643898200415,0.25,0.24851113188947807,0.09796178032007692,0.48505652915433906,0.9900030352745558,0.9438063075266478,0.0038858524336899424,0.025704716970508638,8.187710195450734e-06
200,0.9971414761546249,0.002190235057160245,3.843961639189554e-05,0.602102302011664,0.25,0.24850726342657384,0.09797000149191512,0.485060049910171,0.9900155984883879,0.9428729543108912,0.0038802653842448746,0.02571079886752092,8.175170568214811e-06
300,0.9971424131931588,0.0049142702395777015,3.843487604791944e-05,0.6015233363759056,0.25,0.24847576749473155,0.09796711208970328,0.48506315983094356,0.9900239800538446,0.9420474341447749,0.0038715980776626163,0.02572828776466013,8.146208360803828e-06
400,0.9971109275430384,0.0062722735874372075,3.8425191713667266e-05,0.5963387151522297,0.25,0.24849161743692824,0.0979854932847495,0.48506709219759314,0.9900420121373943,0.9410987698990116,0.0038688115951346224,0.025723840375485564,8.133035451893391e-06
500,0.9963795046095244,0.008005034253691985,3.8428667705591906e-05,0.5999919109853109,0.25,0.2484739552513075,0.09804401467772449,0.48505894631941543,0.9900392670172251,0.9404751741259693,0.0038626945820968415,0.025742273400473036,8.120042551908681e-06
600,0.9967737215033633,0.009185395248090563,3.84277279437209e-05,0.5960106300509652,0.25,0.2484624147726913,0.09806136802205619,0.4850666745635728,0.9900553828559655,0.9398849735590307,0.0038619564866577325,0.025745581685825414,8.123705982510892e-06
700,0.9962103467293577,0.01011896712116759,3.843910314779105e-05,0.5958768536265592,0.25,0.24847706945218034,0.0980230666023791,0.4850629443737788,0.9900598684793551,0.9395324479276081,0.003857086866586656,0.025748210849321516,8.112365119298524e-06
800,0.9961476341480238,0.011813141772837526,3.8440767442839046e-05,0.5944232221984949,0.25,0.24845029299458726,0.0981116123184791,0.4850817016836571,0.9900725668712602,0.9391288374291612,0.003854739527420368,0.025762446947033623,8.101771838219668e-06
900,0.9960489409124916,0.013696201056239593,3.8443283871770055e-05,0.5946485186263049,0.25,0.2484450163780439,0.09805357287599474,0.48508756586071594,0.9900795044939125,0.9387237738520438,0.0038561221239011632,0.025766955214212572,8.108176610519672e-06
