miliseconds,Clb2,Cdc20,Cdh1,securinT,separaseT,securinseparase,Net1,Net1Cdc14,PoloT,Polo,Tem1,Cdc15,MEN
0,0.9971265313669883,-0.0007377948312512799,3.800582933563698e-05,0.600012357005447,0.25,0.24800185529844104,0.09796724099057393,0.48499915317949055,0.989999453722222,0.9449860198019159,0.003891595496317985,0.025700950750980264,7.99334103516913e-06
100,0.9967402554674513,0.0024450357686182454,3.843287790877837e-05,0.598987038735684,0.25,0.24848912305137746,0.09797795598446288,0.4850444589996754,0.9900076222302943,0.9437367218162727,0.003884506571077337,0.02571585303416573,8.183510087151995e-06
200,0.9969314249810531,0.0034445072183000845,3.8435679688352435e-05,0.6018698838958866,0.25,0.24849265195553566,0.09794039176253468,0.48504727331919684,0.9900117143217437,0.9427447110071366,0.0038808346299984533,0.025720295778323413,8.174048334312233e-06
300,0.9967581668656025,0.004707484141207315,3.843694443391661e-05,0.5969537587310645,0.25,0.24849131241173383,0.09802747766071906,0.4850652235955086,0.9900314742433035,0.9420669661532735,0.0038731519173131252,0.025720230699385477,8.155433792504348e-06
400,0.9965136600467898,0.006087345133113534,3.8428140811517386e-05,0.597437512281692,0.25,0.24849150549238952,0.0979782768864067,0.48506322565719756,0.990038359552307,0.9411800098197237,0.0038698715216722865,0.025730475645173202,8.13772758064218e-06
500,0.9963720955109804,0.007166938819927483,3.8438878857141454e-05,0.5970074221067947,0.25,0.2484737746705116,0.09803818311390393,0.4850633130316169,0.9900463180592247,0.9404440944512649,0.0038656248195338117,0.025738998045929797,8.117811679203512e-06
600,0.9967273201966773,0.008799579284911483,3.843253601819896e-05,0.5963150916501585,0.25,0.24845629532450988,0.09807349266392869,0.48506308947265114,0.9900541663807143,0.9400560710977209,0.0038597988754071944,0.02574338858254307,8.121781053592808e-06
700,0.9959565090327284,0.01099491053279499,3.843216335118627e-05,0.5954153905328698,0.25,0.24844590522348983,0.0980231156371916,0.4850774217101995,0.9900644574426937,0.9394451914175572,0.0038569444416744324,0.025749879408324232,8.118358388588735e-06
800,0.9963844970979265,0.01165154777943308,3.843631292968598e-05,0.5919552718075658,0.25,0.24846150154461702,0.0981071565176819,0.4850712587349121,0.9900779181677872,0.9390190129020295,0.0038579003873699005,0.025749713691266204,8.111887532436876e-06
900,0.9956758138095381,0.01241150205931935,3.8441957133145886e-05,0.5912388958955771,0.25,0.24843639143048132,0.09811606451345001,0.48507729944051664,0.9900862281088443,0.9387386040947784,0.003855015125670591,0.02576342587477566,8.118117860535397e-06
1000,0.9954932118042311,0.015466141698653844,3.8445369861319586e-05,0.5892945613287197,0.25,0.2484428659049883,0.09815376486844583,0.4850898971685516,0.9900961431525782,0.9383122607388747,0.0038548068872285607,0.02576948432312805,8.11080067959831e-06
1100,0.9947994391501294,0.016453100518558965,3.8455448432474195e-05,0.5900216563220362,0.25,0.24841812952200062,0.0981072047057468,0.48508693153398397,0.9900931998511961,0.9381691961685712,0.0038511986770413237,0.02577168702588979,8.116735985586221e-06
1200,0.9945446059216785,0.017531392519371712,3.84563839352322e-05,0.5873156060181531,0.25,0.24842828641741566,0.09819523425185496,0.4850886089481904,0.9901030581580947,0.9379110128631072,0.003852087916602793,0.025782594886437363,8.112468196804705e-06
1300,0.9946319096702498,0.01811795619047257,3.8462193472844806e-05,0.5832098249581908,0.25,0.24840723249673236,0.09818558542747613,0.4850927239380373,0.9901147291004758,0.9376038599167746,0.003852455898572251,0.02577895956899846,8.113147663322665e-06
1400,0.994193882943287,0.02026965244592503,3.847579709415016e-05,0.5826305222950952,0.25,0.24839682680320296,0.09816129351775808,0.4851005410809043,0.9901193551778179,0.9374251865526275,0.003850597512418744,0.025787326729124316,8.126669391414043e-06
1500,0.9938630467814795,0.021672726712491555,3.8469820757656975e-05,0.5827684567724772,0.25,0.2483403092719509,0.0982142119540583,0.4851131721595934,0.9901333496282736,0.9372668503382643,0.003851306404282169,0.025799160854258842,8.13131612656305e-06
1600,0.99336313695589,0.023331860182326445,3.847816497977382e-05,0.5807870072698444,0.25,0.24833461049122052,0.09828753979092182,0.48511933712648875,0.9901427223863596,0.9372029069431523,0.0038520097775302854,0.025807878245179387,8.13509426435146e-06
1700,0.99324083357633,0.024907753934821128,3.8496017342909564e-05,0.5746950695811738,0.25,0.24830668458836985,0.09830350299626625,0.4851240505922206,0.9901561045899266,0.936889921749316,0.0038534039245449246,0.0258144481694409,8.140601284828346e-06
1800,0.9928996204977312,0.02624858194935561,3.850200454719023e-05,0.5742276198212987,0.25,0.24832752843525344,0.09835097253206022,0.4851352841065859,0.9901578515556536,0.9369496051905966,0.0038537206680113716,0.025816789768979585,8.138100606041448e-06
1900,0.9922360273335766,0.02623753721454604,3.850859418304674e-05,0.57018744581266,0.25,0.24828969355630465,0.0983569805497595,0.48514469176135355,0.9901723078450007,0.9368014419568363,0.003857521703990998,0.025827131518628085,8.146409185243544e-06
2000,0.9911402182874419,0.02915412013904626,3.851630638660896e-05,0.5677054718313006,0.25,0.24826591452010646,0.09842202449949018,0.48514564276865463,0.990173599994893,0.9365475100400475,0.003856894281809891,0.025836251459228965,8.158156756972168e-06
