milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,63.999226563123536,-0.0019584998028384665,299.9992231472625,-7.361877526593596e-08,70.00000009471796,70.0,4000.000008596951,3999.999999999829,1.3520287240354135e-06,1.8780436657645608e-11,-1.1687409781240163e-05,1.026658370084659e-08,1.8473696556062484e-10,70.00000001609658,-9.116752339896188e-08,672.2288197018391,0.699427507619274,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999731206,1000.0000002248972,0.0,0.0,1.0,0.0,0.0,0.0,0.013602370663293843,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.99900004475745,0.001052962557022441,300.00015951941964,-3.110777802706045e-07,69.99999973031034,70.0,4000.000008613075,3999.9999999999804,1.2223462150557526e-07,-9.796086699260787e-12,7.779139990301973e-06,-2.2539829565223035e-08,-7.975026818146754e-11,70.00000006501574,-1.289879303440511e-07,668.4184256079294,-0.3939159688872351,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000255355,1000.0000002162309,0.0,0.0,1.0,0.0,0.0,0.0,-0.0057991776493401676,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.99313240639513,0.007132144439276925,300.0038777581489,6.836061333283126e-08,70.00000012433934,70.0,3999.999991057642,3999.999999999924,-1.1435789278088962e-06,-2.2276627966202794e-11,3.9940018999071134e-06,-2.485597253978963e-08,4.58617653303383e-11,70.00000013506127,-2.7574864522533305e-08,667.5021840594546,6.979478802436021,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999974327,999.9999999418815,0.0,0.0,1.0,0.0,0.0,0.0,0.0221478353093746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99046004506802,0.00566093318959489,300.00909295668174,-2.7669638253342973e-07,70.00000029084217,70.0,4000.0000093268436,3999.9999999998113,1.0023067770055394e-06,-8.279672866813072e-12,-8.692932336451746e-06,-1.0223621677087863e-08,-9.489541013872631e-11,70.0000000642052,-1.7225506837259998e-07,665.4217247057466,8.422184916332146,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999988557,999.9999998032904,0.0,0.0,1.0,0.0,0.0,0.0,0.07131021650193019,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.99154157910111,0.012091921696589864,300.0105092805654,3.01993574915399e-07,70.00000005589773,70.0,4000.0000021841033,4000.000000000183,-3.48595417010818e-07,-1.0356190677493589e-11,-6.815448252450344e-06,4.043936485041755e-08,1.708142820800185e-10,69.99999984888508,-1.0760420595782967e-09,662.9016220807283,10.409662010920169,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000040172,1000.000000118222,0.0,0.0,1.0,0.0,0.0,0.0,0.07375074986464647,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.98859201391686,0.011937615268956281,300.01403177249756,1.9459278338730701e-07,70.00000007987855,70.0,4000.0000031970662,3999.9999999998554,2.406168666481733e-06,-1.3940706308674783e-11,4.730516660976054e-06,5.14520206416433e-08,2.612261374035865e-11,69.99999998258343,1.842027867268721e-07,659.6590905392057,13.450143144063256,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999851558,1000.0000004276525,0.0,0.0,1.0,0.0,0.0,0.0,0.06950272800589083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.987862799858384,0.01607970796403659,300.0135130296892,2.391326598510572e-07,69.99999945103488,70.0,3999.9999905726813,4000.0000000001583,-1.632310099821846e-07,1.7014012531134368e-11,2.5697109619250777e-06,2.846340094198663e-08,-7.036708408073225e-11,70.00000006076569,1.1561145225010693e-07,657.2633670086856,12.112540508313081,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999983982,1000.0000004764673,0.0,0.0,1.0,0.0,0.0,0.0,0.09042854424333109,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.98588675045506,0.013946729459619181,300.01889624427275,4.1984010046044105e-07,69.99999973963904,70.0,4000.000012654788,4000.0000000000514,2.3049227614773814e-06,-2.0399433018818744e-11,5.435563732783775e-06,7.432914670582316e-09,1.7269350540843746e-10,69.99999994872698,-9.732365350165e-09,655.9134935043733,17.01624346497436,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999508711,1000.000000145158,0.0,0.0,1.0,0.0,0.0,0.0,0.13484083630843796,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.979054326004864,0.019688626437350875,300.017237467408,6.87031300954778e-07,69.99999959036826,70.0,3999.9999865906366,4000.00000000009,2.8250913642327908e-06,-1.9605682096398894e-11,1.3219046834022612e-05,-3.780778357185819e-09,-1.9996352392999815e-10,70.00000005306406,7.595167296114036e-09,654.5749834604043,15.773746541042488,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999486938,1000.0000001732385,0.0,0.0,1.0,0.0,0.0,0.0,0.14264304669506306,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.97715091659008,0.02246401686286653,300.02012491003546,2.89382118437284e-07,69.9999994564282,70.0,4000.000009081515,4000.0000000000255,3.4387250424434596e-06,-2.1094464076658178e-11,7.0288568440717084e-06,3.845762222667004e-08,-2.4134041696546545e-11,69.99999985384818,2.5006838868963733e-07,649.577714046833,23.042530547336078,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999529873,1000.0000002260347,0.0,0.0,1.0,0.0,0.0,0.0,0.12918297181612715,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1000,63.97657537526507,0.02333724590269712,300.02431850533895,2.8778086520480586e-07,69.99999970013211,70.0,4000.0000104847118,4000.00000000003,4.121021423953385e-06,-1.1127340774517828e-11,1.2829405516918998e-05,3.7647411202949056e-08,9.250828701030583e-11,69.99999980378914,-4.329436549465635e-08,649.1760151912387,20.668220029516302,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999933695,1000.0000008399336,0.0,0.0,1.0,0.0,0.0,0.0,0.1688942850867421,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,63.97447460558783,0.02295668203724252,300.02263456771544,5.522070761458902e-07,69.9999996590543,70.0,3999.9999955953044,4000.000000000175,3.909911444517433e-06,2.0070589745380818e-11,1.4032736238416343e-05,-2.010405902112893e-08,-1.656599509254469e-10,70.00000003130383,1.8340378601874443e-07,643.6279812430554,23.160150789223046,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999016964,1000.0000010482527,0.0,0.0,1.0,0.0,0.0,0.0,0.1704950042595942,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.971826850621916,0.026977233370616922,300.02864947853436,8.386598393275185e-07,69.99999892198093,70.0,4000.0000014486704,4000.0000000001974,2.356917595861706e-06,1.4796258092258583e-11,-1.1053165978955842e-06,-5.454304434829931e-08,-9.984600240316642e-11,69.9999998423144,1.2269408295466225e-07,644.2192119101893,25.9950502994722,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998893185,1000.000001082324,0.0,0.0,1.0,0.0,0.0,0.0,0.20774791375294596,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
