milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
4100,63.92570596381845,0.07501172558694669,300.07453522495484,8.165076744342393e-06,69.99999166380981,70.0,3999.999756058459,3999.9999999983656,4.7333425068021325e-05,1.9256401943219725e-10,0.00025965813287998573,8.74727736885544e-07,1.666641063278298e-09,69.99999605762794,3.7112519515006365e-06,577.6834023113224,90.0843526759673,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999991600267,1000.0000080539335,0.0,0.0,1.0,0.0,0.0,0.0,0.6461303301104958,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4200,63.92443658614006,0.07879544344108194,300.07590444971754,8.706438049118318e-06,69.99999143248758,70.0,3999.9997148868947,3999.999999998232,4.869826159690951e-05,2.3970296268668735e-10,0.0002661066787938727,9.964292639316825e-07,1.978011008442912e-09,69.99999606975005,3.9720150662786125e-06,575.215720656262,92.89505421951799,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990935316,1000.0000084739835,0.0,0.0,1.0,0.0,0.0,0.0,0.6832244315274941,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4300,63.923705435859596,0.0795830580658199,300.0788291743127,9.280178027867727e-06,69.99999054725855,70.0,3999.9996941294376,3999.9999999976962,5.114903404796733e-05,3.0783591425164483e-10,0.00029121139060792154,1.0279637260468734e-06,2.456129680872374e-09,69.99999592933273,4.0772811820934765e-06,578.0375436924714,93.5438933723204,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990674456,1000.0000091179695,0.0,0.0,1.0,0.0,0.0,0.0,0.7087314397002307,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4400,63.923079379414126,0.07771754714547771,300.0797145895527,9.346085506389893e-06,69.99999064646389,70.0,3999.999689283186,3999.999999997028,4.980733235069418e-05,3.619625799131254e-10,0.00032350068734470644,1.1743772589790702e-06,2.9069605848302006e-09,69.99999573076263,4.408523582854749e-06,576.4370103591098,94.85717955370254,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990367574,1000.0000097832773,0.0,0.0,1.0,0.0,0.0,0.0,0.724383441943225,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4500,63.91732638828708,0.0790790975358908,300.0781032186382,9.835242466567159e-06,69.99999023628337,70.0,3999.9996679416718,3999.999999996401,5.237816747416041e-05,4.1892964500155576e-10,0.0003356247246628375,1.357851297097888e-06,3.342344603878277e-09,69.99999525170506,4.5603182850682754e-06,574.3309736349275,94.90483438920407,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999989942113,1000.0000097416405,0.0,0.0,1.0,0.0,0.0,0.0,0.7401369664852313,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4600,63.91735214948606,0.07963136891861318,300.08154280608096,1.0329314881088831e-05,69.99998999216484,70.0,3999.999652461687,3999.9999999958536,5.518012111205897e-05,5.211064188139964e-10,0.00037015652061350544,1.5327444697387224e-06,4.245398248311735e-09,69.99999501639381,4.847350743676722e-06,570.3263882464653,97.74764027488278,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999989714033,1000.0000104276357,0.0,0.0,1.0,0.0,0.0,0.0,0.728864672631077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4700,63.91609060428943,0.08116350727668319,300.08079206126064,1.0431336223217617e-05,69.99998939850175,70.0,3999.9996130001186,3999.9999999950137,5.5707325828956874e-05,5.728806082905837e-10,0.0003779402092979154,1.7842314067400573e-06,5.245252569455294e-09,69.99999473286879,5.20402192304415e-06,567.6645164342871,99.47135387635986,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999989121521,1000.0000103090579,0.0,0.0,1.0,0.0,0.0,0.0,0.7647732609219097,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4800,63.91702961042361,0.08502037390306157,300.08296888686226,1.0988981089904638e-05,69.99998915910962,70.0,3999.9995995162312,3999.9999999937554,5.803001355948928e-05,6.744669216587382e-10,0.0004052061031865152,2.0758779116593274e-06,6.202747436376928e-09,69.9999947684804,5.465679923400853e-06,565.9692682323316,102.38085993003553,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99998855093,1000.0000107772981,0.0,0.0,1.0,0.0,0.0,0.0,0.7568398300111959,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4900,63.915296781595046,0.08441398667689676,300.0830623916558,1.1862171950479135e-05,69.99998840616026,70.0,3999.9995745073766,3999.999999992791,6.359632687356738e-05,8.164338118750719e-10,0.0004204967211637665,2.277569970922867e-06,7.414578457260559e-09,69.99999441165062,5.576177615702336e-06,562.0980991687378,108.49067619159894,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999988866213,1000.0000116100089,0.0,0.0,1.0,0.0,0.0,0.0,0.7977803123636735,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5000,63.914981969233395,0.08434058194256268,300.08493454975536,1.1679296763419595e-05,69.99998781387626,70.0,3999.999541289214,3999.9999999913866,6.494704441293557e-05,9.386323467992244e-10,0.00045265470811399586,2.607512130045721e-06,8.645029627510082e-09,69.99999416436413,5.659238559728166e-06,560.3302865836666,108.15077407226734,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999987722906,1000.0000118078835,0.0,0.0,1.0,0.0,0.0,0.0,0.781852749489514,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
