milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,63.99809440986163,0.0011003021871007239,300.0013455677524,3.391856913561656e-08,69.99999994625185,70.0,3999.9999916052907,3999.9999999998154,-1.6850010517672842e-06,-6.346742148394945e-13,8.892496916252311e-06,-4.0382583033276193e-08,4.335276311262001e-11,69.99999994421364,-2.701390467671736e-08,671.1544547224509,2.825535220470901,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000267064,999.9999996694303,0.0,1.0,1.0,0.0,0.0,0.0,-0.00407483840347206,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.996741825680076,0.0017479926467024423,300.00238797107335,-6.278679062778457e-08,69.99999991718305,70.0,3999.99999937639,3999.9999999999104,-7.497821203426656e-07,-9.363156687180113e-12,7.5864767582044686e-06,-5.353334166232916e-08,-9.60304965821818e-11,69.99999993581204,-1.2159946104049284e-07,667.025520112921,0.7047669272561214,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999995646,1000.0000003283177,0.0,1.0,1.0,0.0,0.0,0.0,0.034570886494057984,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.99723170145556,0.007002420617821121,300.0073861361773,-2.1251145854375184e-08,69.999999838176,70.0,4000.000013220495,4000.000000000005,1.0183207813958752e-06,-5.664464565474615e-12,2.37586071100483e-06,-1.7555861818234536e-09,-1.5748641603176804e-10,70.00000006143557,-2.6863906248825098e-08,665.9684074407389,3.8817906539326286,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999730213,999.9999999592583,0.0,1.0,1.0,0.0,0.0,0.0,0.03826633293904264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99271100215469,0.008384112532690927,300.004726273451,1.5119961894377797e-09,70.0000000255247,70.0,4000.0000012839114,4000.0000000000587,2.126514481593899e-06,-1.3128708221330237e-11,9.594624854201797e-06,-5.362190549690036e-08,-4.877715997550847e-11,69.99999992859345,1.1973717417786888e-07,662.1970441371788,5.2211815299189475,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000100728,1000.0000003008299,0.0,1.0,1.0,0.0,0.0,0.0,0.04007082685212805,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.98842873864695,0.011273258756392656,300.0080021270131,2.9661174200232704e-07,69.9999996994123,70.0,3999.9999891064845,3999.999999999835,1.1807424962277883e-06,-1.988462698388913e-11,-1.3108471606779865e-05,-3.8104629686505235e-08,-1.7697792713358803e-10,70.00000008091881,-6.105931935979787e-08,660.3904707596872,12.246538281891349,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000016367,1000.0000003781677,0.0,1.0,1.0,0.0,0.0,0.0,0.05306234917427763,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.9890223860271,0.0122436864177292,300.01244065312704,-3.313690920844316e-08,70.00000002036802,70.0,4000.000012269556,4000.0000000000496,-6.297319177874416e-07,1.2938524612269356e-11,-1.0271500366664043e-07,-1.3536520080792974e-08,-1.753929359019612e-10,69.99999990801501,9.389481763485268e-08,661.2374134754065,10.95399377759389,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999737869,1000.0000000151542,0.0,1.0,1.0,0.0,0.0,0.0,0.06366673328919231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.986826161875584,0.013295708294926033,300.01541497177476,8.216119286629241e-08,69.99999993696426,70.0,3999.999986948805,4000.0000000000573,2.4521958070375042e-06,-1.7009958237451617e-11,-4.230137943573351e-06,5.5635955369157874e-08,6.60407518378099e-11,70.00000008015104,2.998799229015589e-08,654.7757452507946,11.984248186581203,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999914313,1000.0000004633217,0.0,1.0,1.0,0.0,0.0,0.0,0.08985850989658437,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.98367852427349,0.017813032167129355,300.01777215806186,3.136689867184455e-07,69.9999995754172,70.0,3999.999988223027,3999.9999999998167,-3.6783028232990646e-07,6.6289542033854745e-12,1.1772162721350461e-05,2.656078237889393e-09,-1.6319811432092765e-10,69.99999997653585,6.0457731153242145e-09,652.8649611541721,18.94367705161879,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999762831,1000.0000000171888,0.0,1.0,1.0,0.0,0.0,0.0,0.0907569964866514,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.98209350567918,0.01644331774685232,300.02111060068347,5.756188435560863e-07,69.99999986285192,70.0,3999.9999975355136,4000.0000000000946,1.3284927093713695e-06,4.948043289952185e-12,-2.4290140485293982e-06,-1.6821027466843715e-09,-5.826860179424456e-11,69.99999982881053,-2.9032683950441404e-08,653.4418177890623,17.178892710903305,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999410798,1000.0000001082302,0.0,1.0,1.0,0.0,0.0,0.0,0.14798412926937174,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.97729541856997,0.01922178861447941,300.0230695038061,5.449298911260726e-07,69.99999957584596,70.0,3999.999988291277,3999.999999999959,1.5258106022948145e-06,2.1486172472862763e-12,1.5316747687882047e-05,6.516703445255625e-08,-1.6260622557480148e-10,69.99999994115466,1.4466450581068317e-08,646.0197386788884,23.59413882046462,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999542644,1000.0000003742111,0.0,1.0,1.0,0.0,0.0,0.0,0.13199889417246038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
