milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,64.00039098453996,0.0014161668419677383,299.99874712108925,9.554509032844552e-08,70.00000003773114,70.0,3999.999992196036,3999.999999999946,1.8247874934159617e-06,8.889552178507122e-12,-6.712226408762764e-06,3.694198296007473e-08,1.4371828168519036e-10,69.99999992164446,-2.8911446953107396e-08,671.186665201818,0.4811174278989092,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999955147,999.9999997511046,0.0,0.0,1.0,0.0,0.0,0.0,-0.01358485119118336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.999337741803004,-0.00010882897150290118,300.0032870923321,-2.1791303042321774e-07,70.00000013436615,70.0,4000.0000068610593,4000.0000000000377,1.9728947451929474e-06,-1.4894541664103842e-11,4.470362118213023e-06,3.089690650491541e-08,-2.1120182192594364e-11,70.0000000293339,-5.8467613176149624e-08,664.6332398282187,2.023671542549154,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999990971,999.999999925288,0.0,0.0,1.0,0.0,0.0,0.0,0.00023685446023638881,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.99742879271216,0.005788273102909229,300.0049244478316,-1.8718273845322887e-07,70.00000019962235,70.0,3999.999992204259,3999.999999999822,-1.0918656575104247e-06,1.2703721991203545e-11,1.0005643542959846e-05,-3.1616031590916684e-08,6.656929463512411e-11,69.99999988087978,-1.075325373898236e-09,662.8490272654633,7.469728122226428,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000216694,1000.0000001403556,0.0,0.0,1.0,0.0,0.0,0.0,0.046852868888289746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99138830773423,0.006897187587976093,300.00881667551795,2.3272302484875157e-07,69.99999980594448,70.0,3999.999993455127,4000.000000000102,-2.5610065294681365e-07,1.374983437372465e-11,-6.680586394706552e-06,-3.319777310534775e-08,1.9465126630108525e-10,69.99999999049598,-6.163666570384876e-08,661.1100392462549,4.265389795130894,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.00000003907,1000.0000000183018,0.0,0.0,1.0,0.0,0.0,0.0,0.030969948066569327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.991067616916446,0.011928049593480115,300.0104058802822,3.170323232440368e-07,69.99999984562382,70.0,4000.000001976299,4000.000000000109,-8.591877259437552e-07,1.6998086878865058e-12,-4.534571774067967e-06,1.322221231556281e-09,2.7856521772674034e-12,69.99999990605708,1.2632895384259752e-07,658.1435302432567,7.959009760766459,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.00000024787,1000.0000002603632,0.0,0.0,1.0,0.0,0.0,0.0,0.05726689850821964,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.98803691911655,0.011146411194087909,300.01124816043205,4.5123465626613023e-08,69.99999989336027,70.0,4000.0000087112294,3999.99999999992,-7.536489436045743e-07,2.1869782182826523e-11,1.1238886864268077e-05,-5.7561241034701764e-08,1.3614074408810047e-10,70.00000009656559,1.0401296457366926e-07,656.8108330223553,10.136306267982285,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999502113,1000.0000002366851,0.0,0.0,1.0,0.0,0.0,0.0,0.07630959613383319,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.98814476812688,0.011840676722190382,300.01523357454,1.836151032115903e-07,69.9999996577594,70.0,4000.0000066394987,3999.9999999998163,1.4886416587096914e-07,-2.9834909025549383e-12,-3.3968523792487755e-06,5.8520768008682416e-08,-7.080061107404082e-11,70.0000000167765,6.710042965552952e-08,657.5436424060823,14.188858014128865,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999707054,1000.0000003200935,0.0,0.0,1.0,0.0,0.0,0.0,0.07844267249070623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.983362342565464,0.01619781752313435,300.0167755783627,1.2643937236297192e-07,69.99999976741272,70.0,3999.999990007934,3999.999999999949,1.8532811168461948e-06,1.6705683782946278e-11,7.697831401585263e-06,5.1862386613130856e-08,1.7479191266188908e-10,69.99999986387772,4.662363867100659e-08,656.6355454096617,15.306575561381715,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999622423,1000.0000000761023,0.0,0.0,1.0,0.0,0.0,0.0,0.11429713264641009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.98125174105569,0.018017334618855095,300.0168310518281,4.1536318638133497e-07,69.99999973242082,70.0,4000.000005941302,4000.0000000000796,3.3883739812436655e-06,7.071523148154278e-12,-7.425779951753111e-06,3.501721101810384e-08,1.8942671575280085e-10,69.99999996314314,9.993905678476518e-08,651.8252712532452,16.93736909119,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999664595,1000.000000654286,0.0,0.0,1.0,0.0,0.0,0.0,0.13179860934493992,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.97938588702383,0.021226252071352376,300.0215538744975,6.078285022425483e-07,69.99999942310774,70.0,3999.9999894397465,4000.000000000157,8.063458530761178e-07,-2.124131640924589e-11,5.725678905458212e-06,3.2285040880423935e-09,1.0893587596923975e-10,69.99999984354844,4.9170721510691905e-08,649.8107736142529,23.93463447666298,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999501724,1000.0000005863343,0.0,0.0,1.0,0.0,0.0,0.0,0.15684133043910123,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
