milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-4.2593083697955986e-05,1.5802786075368293e-05,7.937205699152095e-06,-0.00018060596280002408,8.60461502811319e-06,3.6041625481471055e-07,7.377113525775402e-05,1.7405895693634137e-19,2.720215416014028e-19,-5.972050612077751e-18,2.1776800756051642e-18,-4.6072753434494076e-20,1.3037416878443965e-05,0.0,2.40462825714922e-17,1.1828210937134839e-17,-1.6125411362107378e-05,0.0,-3.2416458858760005e-06,2.727615487941864e-06,-1.96383735307946e-20,0.0,-0.00024726657533288826,-6.29999130603879e-07,0.0,-1.2238079025898465e-06,8.787572496745949e-06,1.1967973731929762e-18,9.794819927519213e-19,-2.723879157974891e-20,0.0,0.0,0.0,0.0,-5.765764499043735e-19,1.7194094718316351e-06,-1.4367321888869024e-19,0.0,0.0,0.0,-7.891638354641722e-19,7.566360041828038e-06,2.000000000005719e-06,8.634109995320238e-07,1.4395386871033932e-19,0.00048114380555240127,-8.236404078113443e-08,1.8487104652477433e-20,7.135744913245967e-18,-3.8585808737379524e-20,1.4877265113811863e-07,3.927798096693042e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.00010693486697527144,2.2558751322657063e-05,1.3330269770760245e-05,-0.00015174520512525072,2.902317335655264e-06,-9.91750486553442e-09,3.946827881271828e-05,-1.3239377571097162e-19,6.776754781085525e-19,2.420703104961174e-17,1.7747006476882226e-18,1.0266384390132074e-18,2.5432583061726965e-06,0.0,2.3100054699770437e-17,1.4281852888907434e-18,1.5295970243720136e-05,0.0,-1.6795282040141352e-07,1.3535141538716962e-06,3.6073332060630466e-20,0.0,4.3719242561208945e-05,1.3591265495836537e-05,0.0,-5.97619231544578e-07,-5.190584402024369e-06,-2.2884959422774704e-19,1.3397127059655243e-18,-1.5365155380219035e-17,0.0,0.0,0.0,0.0,2.692781101442053e-19,1.857901841055463e-06,-1.3420473462246565e-19,0.0,0.0,0.0,2.1103597618584443e-19,-1.016600829003213e-05,1.999999999995428e-06,-2.093035526555871e-06,1.1469820365164234e-18,0.0004742583181034084,-8.307087161248379e-08,-5.715888032218443e-20,-4.228193164986031e-18,1.357701742783743e-20,5.697627077071984e-07,1.6831581323172676e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,5.462720534263694e-05,4.452369559362027e-06,6.617401532833977e-06,2.797057153923813e-05,9.632941986081096e-06,-1.3693120907420968e-07,-6.882255756221966e-05,-4.570549357152058e-20,-5.224763517213113e-19,9.809764863833125e-18,-5.717127384997379e-19,1.0621469122728606e-18,1.1416357632129257e-05,0.0,2.2575543200646855e-17,-1.2949242818533937e-17,1.383289152826266e-05,0.0,-2.931916628873487e-06,2.1087661912336984e-06,-2.247367088640982e-20,0.0,-1.5811425913276396e-05,-1.4108627256816732e-05,0.0,-2.0278862165045653e-06,1.0520617916033048e-05,-6.186142358381111e-19,3.2742758032994286e-19,-7.618561363557647e-19,0.0,0.0,0.0,0.0,4.996276271841385e-19,5.327465997082959e-06,2.1847526251155364e-19,0.0,0.0,0.0,-1.0736596962753215e-18,3.3354782560480284e-06,2.0000000000007025e-06,4.021804863694862e-06,7.81172452444779e-19,0.0005582670905497648,3.845826820504832e-07,1.0144622608988862e-19,7.381995819601446e-18,1.484306686473982e-20,3.3789192084290006e-07,-9.74440469920687e-07,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,-0.00010090427415466172,1.84761073336686e-05,1.3684761506687475e-05,-0.0001313511153878758,-1.567466310769223e-06,3.4131574096603016e-07,-8.11847770611878e-05,-2.6621417293793876e-19,1.2396641424392311e-20,-1.3312519522917017e-17,-1.3839659325524255e-18,-8.538477841805964e-19,-1.1318790282634356e-05,0.0,-2.968777881118234e-18,1.439831638306186e-17,2.096496761756664e-05,0.0,-2.9907224443971345e-06,2.969668703690479e-06,4.1712573076137e-20,0.0,-2.839945118589352e-05,8.377539052479182e-06,0.0,9.243159820401669e-08,-8.953833949921044e-06,1.503466800704832e-19,-2.552814700803105e-19,-1.1666773911994345e-17,0.0,0.0,0.0,0.0,4.205025501600395e-19,-6.729322306255856e-07,-3.8440179360583803e-19,0.0,0.0,0.0,4.437996066621929e-19,-1.261715814075461e-05,1.9999999999927853e-06,-5.258290258770778e-07,-3.489358582479862e-19,0.00022645292525539471,-6.27892668976163e-07,7.588068895912e-20,3.170917681543057e-18,-2.424590042657273e-21,-5.675852018201e-07,3.5169738425535828e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,-0.00010414683959028772,2.324205565812333e-05,-9.358669797936218e-06,0.00014239811587923697,1.144528291782825e-05,-9.376694832433285e-08,2.038830656060459e-05,-5.732185831828962e-20,1.0320231312794059e-18,2.959538713130313e-17,-2.0632353803685677e-18,7.025907171277224e-19,-1.3520806441660554e-05,0.0,-1.2900903948580225e-17,-2.230811418298276e-18,-2.0831834331933224e-05,0.0,2.6272027157558048e-06,-2.456423312733421e-06,-4.2600972764450905e-20,0.0,-0.0001442835128557718,-8.079805608778775e-06,0.0,4.7018217039980683e-07,9.264014235572153e-06,4.2714825338798215e-19,1.1181861320342987e-18,5.175345155137504e-18,0.0,0.0,0.0,0.0,-5.59874362383613e-20,3.2818005890005596e-07,-1.9147163904837718e-19,0.0,0.0,0.0,7.913897981148767e-20,1.4808123269660389e-05,1.9999999999907274e-06,-2.8615785651385237e-06,5.583128562421563e-19,0.000537284144950531,4.1259548602668944e-07,1.0077368022535535e-19,-5.804626714012672e-18,2.1091297955066297e-20,-5.251319728135218e-07,-6.058022777062328e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.00014767423313472635,-2.5883654681235198e-05,-1.6000507706231802e-05,-0.0001896705870708269,7.867802185594993e-06,2.3451515399677334e-07,-5.6052475171439446e-05,2.6069623263877567e-19,-6.581766309628327e-19,8.864735819677333e-18,-1.4557432866356495e-18,-1.4424366701416734e-18,1.4201246477371289e-05,0.0,-1.7203354433970716e-17,2.153556815369736e-18,1.5827014922024577e-05,0.0,-5.521718787506381e-06,2.0611014314994003e-06,1.1875826647635238e-20,0.0,0.00021261388418438666,-1.4492365933949681e-05,0.0,5.849812119022071e-08,-1.0705278330939996e-05,8.098070075793289e-19,-1.0716473824297623e-18,1.3254187336101897e-17,0.0,0.0,0.0,0.0,-2.8061137869410567e-19,5.296890828417079e-06,8.555838380851228e-20,0.0,0.0,0.0,1.1878746492892479e-18,1.1749422944203157e-05,2.0000000000068994e-06,-1.073296065671885e-06,8.612064866913646e-19,0.0005845342484332131,-6.192382065277577e-07,-6.012083772588019e-20,5.313429354384171e-18,-1.4064882675785563e-20,2.3763374963661192e-07,8.397846882447937e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,-0.00014901376091637497,-1.7531257816602487e-05,-9.811262121504593e-07,-0.00011850432014571443,-1.0607448361578052e-05,-2.3309129385062874e-07,-2.1659308140717433e-06,-5.109819255380424e-20,2.3051885182085866e-20,-5.434443738881361e-18,-2.2142220118481506e-18,-4.590005654326146e-19,1.3889352513863496e-05,0.0,3.7480134985622468e-19,-1.0883217349436571e-17,-1.554192969085127e-05,0.0,8.936136186255495e-06,3.040410815247329e-06,2.748876227828136e-20,0.0,-0.00028311074331427617,3.587269673046164e-06,0.0,8.365310726266532e-07,1.3404571649007123e-06,-5.900286195486839e-20,5.14670844043207e-19,2.6260518836541893e-18,0.0,0.0,0.0,0.0,-9.387088264600503e-20,-1.578881157171282e-07,-2.3881906128461886e-19,0.0,0.0,0.0,8.366329568391234e-20,4.023150549197405e-06,2.000000000008405e-06,-3.4241098143370384e-06,-2.0767892131251704e-19,9.258898100152375e-05,2.9194106835351594e-07,1.342841360665445e-19,1.4818920338261498e-18,-1.3482796696382499e-20,-9.66916196444188e-08,-4.89509807740591e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,6.843894108166709e-05,-9.500030727649323e-06,1.4899778021480351e-05,0.00016902251988187709,1.3920436486226767e-06,-2.202254199485501e-07,6.416478920093143e-05,-4.234280699334462e-19,5.693551448211623e-19,-1.1951691499667157e-17,6.892407755687729e-19,-1.1243996622752647e-18,-4.963013421049928e-06,0.0,-8.838029834219127e-18,-3.716435677766779e-19,-1.747629315550834e-05,0.0,6.13065191475007e-06,2.3555123980755943e-06,4.45522099385583e-21,0.0,-0.00010325187134220099,1.0597606087854653e-06,0.0,-7.267160365130425e-07,-8.505126647139352e-06,2.404176141042009e-19,-3.888702891948661e-19,3.4073184419952765e-19,0.0,0.0,0.0,0.0,7.102143623349009e-20,-3.0544502155784774e-06,9.311688056917772e-20,0.0,0.0,0.0,5.959439638858344e-19,3.028095132491495e-06,1.99999999999982e-06,-2.978429191034944e-06,-8.537338270847897e-19,-0.0004554768087957072,2.7056239613579438e-08,-1.244711577807605e-19,1.1751620410609495e-18,-4.103734179476059e-20,-4.565327897503264e-07,-7.905075815244138e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.0001439560652339902,-1.7137375133766575e-05,-9.446269449514457e-06,0.00014087676121044124,8.822250678051846e-06,-2.152862607436655e-07,-4.73064154172036e-05,1.0016979856901741e-19,4.928866288456741e-19,1.392718076974018e-17,-9.075433169388037e-19,-1.430533249319975e-18,1.2370037163104445e-05,0.0,5.009580719676226e-18,-1.7493937849670758e-17,-8.382195612395443e-06,0.0,-6.437620481888784e-06,1.8440712780775481e-07,-1.1231346746795327e-20,0.0,2.260873452660584e-05,1.0217654923556209e-05,0.0,5.939682829006267e-07,1.118132010626919e-05,-9.641903147462638e-19,-1.0313979883595236e-18,-1.309296030615561e-17,0.0,0.0,0.0,0.0,-5.166348490544573e-19,5.4994851954262585e-06,-3.508647600294637e-19,0.0,0.0,0.0,1.036849930212126e-18,-1.1018399756303631e-05,1.999999999992677e-06,1.4891788851976725e-06,-1.1250874590150814e-18,0.0004128482619434062,6.354600490671051e-07,-8.097633600586081e-20,-7.89666450469932e-18,-7.898557808270132e-21,-4.699409387621384e-07,4.896771880651516e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,-4.2361942825482484e-05,-3.02305590041911e-07,-8.672338500203593e-06,-1.992839393825602e-05,2.3218031144175453e-06,-6.790729017090436e-07,1.4927353422359816e-05,5.843481239926404e-20,2.779433305203281e-19,-2.0553075932401265e-17,1.7143041615621885e-18,9.504943060226027e-19,8.834443387795472e-06,0.0,-2.426461728933223e-17,9.177099766975669e-18,-9.073614287224728e-06,0.0,2.736619640809562e-06,6.091944403115531e-07,1.7944851938434412e-20,0.0,0.000164793052491491,4.5284175618353365e-06,0.0,1.6068082346033143e-06,-8.998346471044786e-06,1.200870747353707e-18,-7.14920564548228e-19,7.21468297387915e-18,0.0,0.0,0.0,0.0,1.8559897205632355e-19,-4.834063463690543e-06,3.074563035880929e-20,0.0,0.0,0.0,3.7765204344645076e-19,-1.1913537696095293e-05,2.0000000000001752e-06,-1.5877050210606854e-08,5.531966872282663e-19,0.0001918619456106472,4.935879765551527e-07,-1.2187908388111263e-19,9.037238334501032e-18,7.537110211839293e-21,-5.626365197684298e-07,2.6779632564080685e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,-0.00011808638426829247,-3.020687001146697e-05,1.5758621587095754e-06,0.0001460783526543877,-5.174072326237999e-06,-4.5301159963444905e-07,2.7531159275676938e-05,-4.215458298108155e-19,-6.534247543850047e-19,1.5658417350941928e-17,6.436598397702708e-19,4.3191794460768076e-19,-4.512792090107354e-06,0.0,-1.2310898550038391e-17,6.352642535443717e-18,-5.079946978370435e-06,0.0,-4.7929888954536486e-06,3.237638653293418e-06,3.4610844266848405e-20,0.0,1.476560925040567e-06,1.5714102234460852e-05,0.0,-2.285076271618511e-06,3.1296368589999975e-06,-6.151692486769638e-19,1.0988382366710234e-18,2.9280956290355977e-18,0.0,0.0,0.0,0.0,3.691430221680209e-19,4.790582494727919e-06,-7.10527221247521e-21,0.0,0.0,0.0,5.439154178021953e-19,-5.887093235585832e-06,1.9999999999957974e-06,3.5996725951238996e-06,-1.060682130520367e-18,-0.00027886219571019664,1.0830197684403706e-07,-5.897640864423857e-20,-2.6976735199754924e-18,-7.243094886650703e-21,-6.694140547806006e-07,4.0377859264321915e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
