milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-8.985898284895072e-05,9.385509906076944e-06,2.0073649160006483e-05,-0.00011175944443998942,-2.381083192616706e-06,1.315743739019032e-07,-7.774035726747297e-05,-2.501911827760417e-19,-7.696959693798468e-19,-2.9838292364666555e-17,-2.0228410126670995e-18,-1.4853967270786041e-18,8.44169381527619e-06,0.0,-2.4712321764548324e-17,1.1490082961444389e-17,1.923356954075278e-05,0.0,-9.175909725388046e-07,-8.279139200527147e-07,4.1401798690792304e-20,0.0,0.0002068180369400614,1.4778215690763928e-05,0.0,1.196541914297477e-06,4.307356666680868e-06,1.2262488633988966e-18,-2.9992941547451113e-19,-6.846597907466421e-18,0.0,0.0,0.0,0.0,5.231617458810323e-19,1.595032875702373e-06,-3.231128803286032e-19,0.0,0.0,0.0,-9.078482947612376e-19,1.4942522561326723e-05,1.9999999999962908e-06,1.934072575549225e-06,-2.0748570018832462e-19,0.00025494581112693013,4.5386315454629683e-07,-9.639597920928363e-21,-4.2287196536391294e-18,7.93480445176619e-21,4.458355871061625e-07,5.932344638224603e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.8779927381871492e-05,1.4476540932600581e-06,1.765012540332944e-05,0.00011279756405649429,-3.7621168575443114e-06,-1.2416856172182896e-07,-3.0183328712697983e-05,-1.3314859584428227e-19,-2.515249688708319e-19,-2.6732390841784865e-17,1.3950206102113277e-18,2.2581435704783166e-19,-7.794305253802174e-06,0.0,-1.5593470367807838e-17,-1.2210814076195316e-17,-1.4400231526125914e-05,0.0,3.3671747185683846e-06,-1.0385604062051525e-06,1.3853280496074313e-20,0.0,1.649203032373038e-05,7.82699429475389e-06,0.0,-1.4722143805184053e-06,3.6599382548941703e-06,-6.018528425466646e-19,5.661309827619413e-19,-1.2269653153830491e-18,0.0,0.0,0.0,0.0,-1.0720008112884457e-19,-4.343653321849597e-06,3.4027451979351896e-19,0.0,0.0,0.0,9.407575891875204e-19,1.4117174385737039e-05,2.000000000005322e-06,-2.2639456286569714e-06,-4.4048276410053444e-20,-0.00020157199930327053,6.083104287152225e-07,2.0876049816289878e-20,-4.460677820218154e-18,-1.8185957046105276e-21,-3.5079430228605746e-08,-3.8670314642397527e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-0.0001695411578415927,9.248489581985494e-06,-1.8213532539164262e-05,3.108473204666026e-05,-5.985064920688091e-06,2.3811692483559666e-07,3.350604233643377e-05,-3.7133695452729322e-19,2.1080434634053868e-19,8.152592318113027e-18,8.107670627306751e-20,-6.45605086763444e-20,-1.0692975874438724e-05,0.0,2.2424853622615848e-17,4.806212683382213e-18,-1.8167302639202433e-05,0.0,9.748910586589796e-06,-1.9556523094322344e-06,-4.0461650084174076e-20,0.0,-0.00011902934131389704,7.3645395327567056e-06,0.0,4.0087628793512316e-07,-4.004031012654611e-06,-5.673202644408576e-19,5.369885858070925e-21,6.567254309323673e-18,0.0,0.0,0.0,0.0,4.0947547550715742e-19,-7.143921980239949e-07,-3.2617767704601597e-20,0.0,0.0,0.0,1.039876445234327e-18,-1.1360945831239872e-05,1.9999999999912513e-06,7.790043145110182e-07,-7.03580610307323e-19,-0.0005067021488009118,-6.069009640411102e-07,1.3745451688843725e-19,6.573159552217314e-18,3.4395110197068165e-20,6.03499000719719e-07,7.908425317804552e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.00014048677915436613,-4.921781899582443e-06,-1.735645170243347e-06,-0.0001308818307973355,4.49512733125488e-06,5.383030691684418e-07,-3.6804031038733326e-05,-1.755131081825587e-19,4.2879988092339793e-19,2.311429351091141e-17,-1.604367054802259e-18,-5.836104395707166e-19,1.0407001325144998e-06,0.0,-2.1267267596207886e-18,4.356358740616291e-18,-5.856352986456354e-06,0.0,-1.0090034851170097e-07,-1.5915695456714967e-06,-4.1412835101165374e-20,0.0,-1.2005146797845895e-05,-1.086752739448041e-05,0.0,2.758186761620162e-07,6.6662871433521985e-06,6.251543232513213e-19,-9.226248284156912e-19,-1.4119276835704052e-17,0.0,0.0,0.0,0.0,-5.616712299150685e-19,7.660544781565378e-07,6.42239061538689e-20,0.0,0.0,0.0,9.13485304858081e-19,9.383256968021079e-06,1.999999999995946e-06,-2.203809095941591e-06,3.829041794988748e-20,-0.00043382136168993894,1.2345502429802616e-07,-1.0355012753672431e-20,4.805696001423187e-18,-4.559706702668191e-20,4.2533098527311305e-07,-5.769506091635093e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,-0.00011706211380528029,2.4809966789679555e-05,-1.7998695840328208e-05,-1.4214631629188512e-05,1.0813174489003808e-05,3.1994257038920126e-07,2.011603358265027e-05,4.78302615565385e-19,3.600066540054583e-19,-1.1938276906229477e-17,1.4878217014005151e-18,1.5330451099155733e-20,7.185743844092317e-06,0.0,9.109539922900536e-19,1.3304286117727064e-17,1.0189152620804226e-05,0.0,-3.1872400328550786e-07,-7.399229495290135e-07,5.7071005879449546e-21,0.0,-5.5574253914535916e-05,1.0189390206776367e-05,0.0,-8.343616694462515e-07,1.1220714511378665e-05,6.752178178844254e-19,9.28714961919563e-19,9.790738178285646e-18,0.0,0.0,0.0,0.0,-2.561227305003467e-19,1.2204057028910051e-06,-3.1660136618602395e-19,0.0,0.0,0.0,-1.5893385263035006e-19,-8.324986964346567e-06,1.9999999999921488e-06,2.403408695744768e-06,-2.8206063471742387e-19,-0.00029391741948687697,-6.058788875764904e-07,-6.031148806920055e-20,7.954772993693275e-18,1.6981867972648586e-20,-4.251105101197805e-07,-7.066717785610159e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,-3.6570191913572074e-05,3.99285888020783e-06,1.1942242962086165e-05,-9.15867800959817e-05,9.73428859304584e-06,-1.79623715477355e-07,-1.5131724685117124e-05,-3.0171131406078655e-19,-3.7079465027129604e-19,-2.5256182309185175e-17,1.0765107697282268e-18,-1.1179237724759616e-18,-3.286215064680662e-06,0.0,1.4320477562886766e-17,1.817945821055937e-18,-9.961690407097915e-06,0.0,-3.703016484279226e-06,-2.930238909189401e-06,-7.758511431299029e-22,0.0,-0.00020970384462274305,9.585303445073693e-07,0.0,-1.8138732486363804e-06,-1.5354117272272164e-05,4.987637835096634e-19,-6.837590917756938e-19,3.1747226812180623e-18,0.0,0.0,0.0,0.0,-5.039711555052427e-19,-4.543655108346109e-06,2.889936943608271e-19,0.0,0.0,0.0,-3.3749808779451203e-19,3.980342284078272e-06,1.999999999999815e-06,1.1181830185360897e-06,-4.102151837443268e-20,-0.0005563608676438502,-3.2609314827723284e-07,-4.0632783329579636e-20,-3.163484483259975e-18,-1.9921140486265122e-20,-5.930654101708722e-07,-5.365468237048965e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.00011715953408907014,2.0584784502260606e-05,1.887244854357157e-05,8.582846738647417e-05,1.0191457424788129e-05,-1.1828108605116677e-07,4.436866476866208e-05,-2.7270806551533498e-19,1.001428230437286e-18,-1.3825275453440407e-17,1.3059778395333505e-18,4.887925313411546e-19,1.010351584736069e-05,0.0,4.7173986306837144e-18,-5.038000185090109e-18,8.046877570623753e-06,0.0,-4.381400976654791e-06,3.3464948425785296e-06,-8.369034586074036e-21,0.0,-0.00023812527218863884,-8.528731598225252e-06,0.0,1.848919834897659e-06,1.9798473602781033e-06,-8.602166921598237e-19,-6.813128196989405e-20,8.313421460243186e-18,0.0,0.0,0.0,0.0,3.4145931570649246e-19,3.3568163258678835e-06,-3.901761538649104e-20,0.0,0.0,0.0,3.6493765104637966e-19,-2.351305823194204e-06,2.000000000004542e-06,-3.8938391264340635e-06,-8.287013257106756e-19,1.79058322856559e-05,5.46427035727765e-07,2.3498057403694927e-20,-1.8725549808119126e-18,-3.82174189630909e-20,-4.426230087749888e-07,3.5683984771579012e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,4.9851779572558296e-05,-1.6754746832102304e-05,-2.9032084778767847e-06,0.00016327094062279978,-1.1661586900343587e-05,-7.559898332728001e-08,6.341377619955683e-05,1.6400822731102097e-19,-6.64680892329777e-19,-8.120828585783952e-18,2.098558794113185e-18,-1.3239103433572028e-18,-8.503274415619981e-06,0.0,-1.975198322452352e-17,-5.462677125665627e-18,2.0584595427115282e-05,0.0,-5.772600627124038e-06,1.4223200682481274e-06,-1.561102870204596e-20,0.0,8.02634868068036e-05,3.728323387694356e-06,0.0,-1.1788406003585024e-06,-4.74024125412491e-06,3.871774472050642e-19,8.051250688687029e-19,-1.5896219299030242e-17,0.0,0.0,0.0,0.0,1.71300185884835e-19,-3.900078754125989e-06,-2.5345992229028147e-20,0.0,0.0,0.0,-5.689792978124837e-19,1.3406000637399398e-05,2.000000000005051e-06,-2.920357456328723e-06,1.9502222086448738e-19,6.950161820310226e-05,4.95376413120674e-07,4.361500586658726e-20,3.560368438276346e-18,4.611700769950875e-20,-4.982593822764425e-07,-5.037027732201396e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.00020322799107393968,1.046757458029372e-05,1.1026034278020764e-05,-4.8596102634309987e-05,-2.945661538435507e-06,-6.694866566642741e-07,2.416790447202303e-05,4.48643880120157e-19,-3.2312855550615066e-19,1.0446147896881056e-17,2.1824209544444793e-18,-1.3171087245393062e-18,-1.0223226173221509e-05,0.0,1.7334210056937197e-17,1.7795636690754584e-17,-1.148837855978043e-07,0.0,9.951884604902323e-06,-3.1130854366160233e-06,2.4477793956092505e-20,0.0,1.324180612826232e-05,-2.1379841994947694e-06,0.0,-2.3799089152799454e-06,1.533145052551665e-06,-8.814955557299068e-19,-4.0965935007023386e-19,-7.104413833097986e-19,0.0,0.0,0.0,0.0,-2.2838253289915033e-20,-5.536664052749886e-06,7.079179647526006e-20,0.0,0.0,0.0,5.266358430004235e-20,9.599832628614267e-06,1.999999999992703e-06,-2.880212474090838e-06,-3.337411227022454e-19,-0.00028446604701216677,-8.71389130037758e-08,1.159011462233583e-19,-8.000050779140399e-18,-3.604492088183583e-20,3.0312268983648097e-07,6.55085523430996e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,-9.421428777784175e-05,-1.2424496730752723e-05,-7.945611647206322e-06,-0.00013916399045971843,-2.980812391250629e-07,-6.083080216218297e-07,-7.72069057947826e-06,3.0641816720005613e-19,-9.731628275183286e-19,1.3883456900073186e-18,-3.189766294523189e-19,7.669387706210378e-19,-7.465027204969576e-06,0.0,-1.9550550614609248e-17,1.2875855981741344e-17,2.0731852232634647e-05,0.0,-1.89986550054947e-06,-1.0959971603283162e-06,3.577694026894584e-20,0.0,1.2107074505440992e-05,-7.062062202860146e-06,0.0,-1.4175092783446867e-06,8.915091262189366e-06,6.688701727255084e-19,2.357550809716824e-19,-1.5080813927099124e-17,0.0,0.0,0.0,0.0,-1.2605518430020495e-19,9.326354264421287e-07,-7.645351740863411e-20,0.0,0.0,0.0,5.304677821690024e-19,9.882958919260489e-06,2.0000000000009143e-06,4.109899088637405e-06,-1.0005658120421228e-18,-0.0005287716090954203,-1.467770556961388e-07,-8.696665907292052e-20,-3.2125882025175732e-18,9.794853710175672e-21,-6.687913318068966e-07,2.6154680015504673e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
