milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-6.405110866746331e-05,5.777869916119447e-06,4.0502151501102345e-06,0.00015627612734424648,-1.2191467004054643e-05,-3.1516006396027685e-07,6.124474155011714e-05,-2.2857346620081743e-20,8.36568758629177e-19,2.0155072184577582e-17,-1.6141587762297859e-18,4.7830809965600616e-20,-8.976457696303025e-06,0.0,1.960466673268232e-17,-1.4988824742527048e-17,-4.028004485596317e-06,0.0,9.299577829586547e-06,3.37284636209865e-06,-3.478805475101537e-20,0.0,3.3910607106971255e-05,7.732081974413328e-06,0.0,-5.190468311128866e-07,7.506150896412701e-06,4.793553590240677e-20,2.2586872812787203e-19,1.6718239542784447e-17,0.0,0.0,0.0,0.0,3.2166299965266816e-19,-1.6577584885564558e-06,-2.2640890914700846e-19,0.0,0.0,0.0,8.388666082404711e-19,-6.332755901851065e-06,2.000000000005151e-06,3.2651865016711937e-06,-7.122496427549186e-19,-0.00019876282753365692,1.1588286226021611e-07,6.454090342671816e-20,-4.604781807862012e-19,-2.8197530920251825e-20,4.069913836113635e-08,-6.927538343607684e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-8.891815557200289e-05,-1.927947525541427e-05,5.309022310633365e-06,9.939289931047301e-05,1.2626493933610452e-05,3.979268436045997e-07,-1.434298307987474e-05,3.0167146969062536e-19,1.7639348171369438e-19,2.994874014822225e-17,1.6646062900602837e-18,1.3948945604594322e-18,-4.38546524215813e-07,0.0,5.92499816842611e-19,1.8033146577924107e-18,9.106832384492448e-06,0.0,-1.2239941496855985e-06,-3.306208123744261e-06,2.798829586096548e-20,0.0,-0.00025678849085317406,-1.1261606446662995e-06,0.0,2.1466516015485184e-06,-1.5732682968650012e-05,9.316912528304868e-20,-1.1149708105019932e-18,1.0174600181246238e-17,0.0,0.0,0.0,0.0,3.2666815782021863e-19,4.817682633750785e-06,3.0837024268927654e-19,0.0,0.0,0.0,7.062652662474211e-19,-5.201259840569381e-06,1.9999999999952294e-06,-3.1666692917876875e-06,-3.7728120248703524e-22,1.4611278030947125e-06,-1.9069150086327733e-07,3.2475818090085085e-20,-6.8924127133755154e-18,-1.4212167424803806e-20,7.981332718513605e-08,3.1727944958602386e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-7.790758154281463e-05,2.6564021321717112e-05,1.7339842608396073e-05,6.89637011187269e-05,-9.127091337488722e-06,3.5181303857149306e-07,2.7196292605444454e-05,-5.048114134332981e-19,-2.2711311609849616e-20,2.814950033440465e-17,-6.808915202194498e-19,8.799945421585003e-19,1.8241321174615129e-06,0.0,-2.5678347395269557e-17,1.7831194599409932e-17,5.166810013612846e-06,0.0,-7.453342740065472e-06,-2.844821370101917e-06,-8.250768201556547e-21,0.0,-3.506775511304028e-05,4.958899160162793e-06,0.0,-1.422208367126324e-06,4.060397130868249e-06,8.220494548787296e-19,-8.148858756901685e-19,1.2905528626627568e-17,0.0,0.0,0.0,0.0,-1.5659660530452303e-19,4.089331177716725e-06,3.6811777715131233e-19,0.0,0.0,0.0,9.875096666966767e-19,8.568820240195203e-06,2.000000000003624e-06,3.4875118347437377e-06,-8.386504199180048e-19,-0.00020593981770360443,2.478456827687602e-07,1.1441065696338674e-19,2.718710037281032e-18,-4.0055691120035425e-21,-4.921266828883864e-07,-7.685937312178375e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1.627748073912585e-05,-1.814925197909246e-05,-1.8577155289901966e-06,0.00018202025655093,-8.029491462057806e-07,3.0551678363301184e-08,-2.602465269006505e-07,-4.483845859833408e-19,2.5687766262942366e-19,-2.8732641521952426e-17,-1.5332690614232454e-18,1.151227512710221e-18,-1.4745313995724404e-06,0.0,1.554700758771112e-17,1.4649922147945094e-17,1.1804780748814263e-06,0.0,-8.25629157937738e-06,-1.2268996026249234e-06,-2.6013714037624544e-20,0.0,-0.0002817723936868399,-8.751689578120484e-06,0.0,-3.853952261634336e-08,-1.2342827586878704e-05,-4.473919283731787e-19,-8.178428851274698e-19,6.869715729329576e-18,0.0,0.0,0.0,0.0,-1.0296608488085661e-19,4.487426864583316e-06,1.6127624299857426e-19,0.0,0.0,0.0,2.6051556331969744e-19,1.5097678046638776e-06,1.999999999993915e-06,-2.5601394947100383e-06,6.405707328606811e-19,-0.00022819346226433314,1.3122573812904392e-08,-1.103320549220487e-20,-1.885824172844104e-18,-2.960951821117912e-20,-3.2933407312159694e-08,-3.7801716152537388e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.00019469400891429004,-1.7734751396040865e-06,1.0450687128072153e-05,3.345487315529718e-05,-1.1147273562208324e-05,-6.969819336545989e-08,-5.037138448705384e-05,1.8181085172064798e-19,4.452852034575731e-19,-2.3596897741260867e-17,1.882592519664535e-18,7.493592354985262e-19,-9.923817522323227e-06,0.0,-1.77747038339419e-17,-1.6244477377139722e-17,-2.005269423598206e-05,0.0,-5.879108245842797e-06,1.747606793746805e-06,-2.884501830734207e-20,0.0,0.0002018210286427543,-9.870979990388252e-06,0.0,-5.788067066633935e-07,1.5226160397766374e-05,-2.7569095792549162e-19,1.0674398754981647e-18,-1.7257321867416502e-17,0.0,0.0,0.0,0.0,-4.921200184093185e-19,-3.124422407692436e-06,7.906091387916698e-20,0.0,0.0,0.0,-2.484769907246444e-19,-1.0108815207012552e-05,2.00000000000055e-06,-3.249717009583223e-06,6.188360883230212e-19,2.5254289059510112e-05,6.166852844207862e-07,-1.7925465394606458e-20,-8.628556311596647e-18,-2.6403387734892103e-20,-1.4815208993296065e-07,3.6763759795584254e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,-0.00011059013125875484,2.8637421365985286e-05,-6.929851144133858e-07,-4.751595310342482e-05,3.6262612919138255e-06,6.123471835570001e-08,-2.1550346643271547e-05,-4.506451830724056e-19,-6.585605614286309e-19,1.692418533195846e-17,-5.719318398284812e-19,1.1880492694756178e-18,1.2805949947973285e-06,0.0,-1.0187383719999768e-17,-8.695250766001903e-18,1.1520479833850967e-05,0.0,4.928789981706419e-07,-2.112696882727518e-06,2.154413889643362e-20,0.0,0.00011035723340929778,9.149957708279987e-06,0.0,-2.0045680057868293e-07,-5.841665533967347e-06,-1.1556488662266327e-18,-6.532212172490332e-19,-3.9682078675061465e-18,0.0,0.0,0.0,0.0,3.548330913262299e-19,-4.066415309619441e-06,-2.5983762139670288e-19,0.0,0.0,0.0,8.288466611540053e-19,1.4401535463105755e-05,2.000000000003453e-06,2.1355728212588477e-06,-1.8381426103418605e-19,-0.0002641505278468763,-5.242026477792347e-07,-2.1087651429148568e-20,-3.574355938011712e-18,-2.481647096333944e-20,-5.893071910614501e-07,8.089096970428273e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,-0.00010288909109135334,5.065153526534323e-06,1.6005907423128886e-05,8.77908099728464e-05,1.0740927668170305e-05,-1.967986360862225e-07,2.199896943899035e-05,1.9489051329598958e-19,-2.3757078148862176e-19,-2.188754758368693e-17,-1.55186884734596e-18,9.47212638140283e-19,3.682503178443586e-06,0.0,-2.3711663434762048e-18,1.988001691096714e-18,-1.211741772353733e-05,0.0,-6.65821155171271e-06,2.116683590197472e-06,3.403765936326979e-20,0.0,0.00018559099178957027,-1.0570217976403953e-05,0.0,-1.5128756139685836e-06,-7.883856993178632e-06,6.68680129018486e-19,1.0544271684051985e-18,-3.3893473792099226e-18,0.0,0.0,0.0,0.0,4.2177137939424173e-19,-3.785497416414516e-07,2.2065231775901064e-19,0.0,0.0,0.0,-3.5516647377834467e-19,-8.104807139043646e-06,1.999999999994799e-06,-3.642679384956328e-06,4.556415842395292e-19,-0.00011212950092396134,-4.855054395838913e-07,1.137107398973691e-19,3.638694252953905e-18,3.455208488066462e-20,4.127545616980277e-07,-7.777975941160079e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0001421306442669908,2.6154288457250728e-05,1.2946110643460683e-05,-0.0001478940353193442,9.206060376244958e-06,7.53581045772769e-08,-8.259554016992202e-05,-4.947077828338696e-19,-5.903368205993099e-19,-2.9402027719754146e-17,-7.17558917630208e-19,-1.3757909169580974e-18,-1.1315780196370568e-05,0.0,1.8041201270384787e-17,-1.1727599301067442e-18,-5.132338918409002e-06,0.0,8.296542377750603e-06,-2.4395555535801595e-06,3.998792802940492e-20,0.0,-0.00026211686251694503,1.411635410142503e-05,0.0,1.4129716853941987e-06,9.625280350262693e-07,-8.697107858079032e-19,-1.2926288838010645e-18,6.809353065991659e-18,0.0,0.0,0.0,0.0,1.0798159505050313e-19,-5.0012965487376925e-06,1.4922544142312924e-19,0.0,0.0,0.0,7.012246381541467e-19,-5.132372409222494e-06,1.999999999992003e-06,-2.174240761107432e-06,-9.859937228783492e-19,-0.0002648893555592958,3.108259207692289e-07,6.332171979821078e-20,-7.463766763124226e-18,-1.9495580518936646e-20,4.826400941734929e-07,-8.523658289955305e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,-0.00017076304116328124,5.58390284785076e-06,-1.2401322862804751e-05,0.00013382368968021085,7.413470255808481e-06,-5.093524933840478e-07,-1.696944334305276e-05,1.1045651155882754e-20,-1.0064527693842237e-18,-1.6549041523436402e-17,4.798538817524479e-19,1.1355876291593703e-18,6.240524068595561e-06,0.0,4.569527847070471e-18,2.208731393145963e-18,-6.154169811870998e-06,0.0,8.810586061649743e-06,-3.132425500623007e-06,-1.440947702716259e-20,0.0,-0.0001931930035586484,-4.179267451709315e-06,0.0,-1.2963869460829456e-07,5.159133512697271e-06,4.245655660291138e-19,1.2401593044813328e-18,1.6153010743244387e-19,0.0,0.0,0.0,0.0,3.835435296230106e-19,1.8869284483924498e-07,-2.5278012758928656e-19,0.0,0.0,0.0,-1.1218126300909438e-18,1.3853078674758902e-05,1.999999999990739e-06,-2.9854717228312576e-06,4.19152940321474e-19,-0.00032690964284650087,2.971601549085432e-07,-6.916467690497788e-20,-3.3516551586741723e-18,3.6186870762877484e-20,4.223045470467004e-07,2.600182464433286e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.00012718394637326847,6.199210878656496e-06,1.634611854018968e-05,4.190276256451348e-05,1.4191555317691202e-06,-2.3384258927213067e-07,-4.054093935495173e-05,-4.617395057694581e-19,-9.642692312564077e-19,6.047645409572073e-18,1.0672117990048953e-18,3.406045430801781e-20,8.97381810470161e-06,0.0,-1.0670116711821302e-18,2.7403554491321987e-18,3.5693452531298925e-06,0.0,4.9224902249909294e-06,-3.184148166425574e-06,3.577321445810552e-20,0.0,5.999657803577129e-06,-1.664296563227215e-05,0.0,-1.026088808544139e-07,-1.036293866305302e-05,-9.462182935992338e-19,2.4022644370878906e-20,1.4645590026331866e-17,0.0,0.0,0.0,0.0,5.007351177876241e-19,-3.9602093407215945e-07,3.1080884126001244e-19,0.0,0.0,0.0,1.1102789639258032e-18,-9.614502056017851e-06,2.000000000008041e-06,4.340419258041505e-08,7.311141457097834e-19,-0.0004046175826801701,5.861805288189642e-07,-1.2857098461238752e-19,7.092062862642706e-19,2.741591776366017e-20,-4.2287555576110824e-07,8.064133847012342e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0001689395472180933,-2.7030440431983202e-05,4.6939503515078e-06,-0.00016608822261033357,-1.267349305280348e-05,-6.833666604284558e-07,-6.904867519598511e-05,4.007410122637701e-19,4.24496135900078e-19,-2.1746539237300868e-17,2.93563943516775e-19,8.409008245833542e-19,-4.684969157064095e-06,0.0,-2.5665130777152522e-18,-8.422683535349884e-18,5.558076557081708e-06,0.0,-8.328016230666756e-06,3.364745022730236e-06,-1.0010911642918505e-20,0.0,0.0002635958151617313,9.437601372634196e-07,0.0,-2.341124827441548e-06,-1.1116959519652607e-05,-1.1727758983437846e-18,1.1524001833686691e-18,-5.397281207544243e-18,0.0,0.0,0.0,0.0,1.3203729413654893e-19,4.764260428046534e-06,1.2599018690298323e-19,0.0,0.0,0.0,-2.021262900481124e-19,1.1772111035964018e-05,2.0000000000071938e-06,-8.060079813454952e-07,8.698642096942466e-19,-0.00018474290697112087,4.885969611799318e-07,6.509332375655001e-20,-3.3973899610936247e-18,6.530444132806368e-21,-3.460340541910474e-07,-7.725634283544085e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.8375759695917434e-05,-2.5828285123354123e-05,-1.3348933351670672e-05,8.845418599271823e-05,-1.4377884591240545e-06,-7.434495358430047e-07,-2.548030250589156e-06,-1.7515311284984992e-19,-1.0092520312014969e-18,2.8615480557650566e-17,-4.507070249646467e-19,6.35506159010177e-19,-1.111029307144823e-06,0.0,-1.6314178380274825e-17,-8.033751107188346e-18,-1.2075725535697548e-05,0.0,-5.158476963958422e-07,2.0618214567771017e-06,8.721307567032847e-21,0.0,-0.00010662374518278642,-1.5060506417609373e-05,0.0,7.282348775648747e-07,1.7202965781090225e-05,-2.8056899164277626e-19,-4.580148783569823e-19,-1.7314666055798915e-17,0.0,0.0,0.0,0.0,-2.3397178269046947e-19,-4.507780788767267e-06,2.712712656606608e-19,0.0,0.0,0.0,1.1731850949160446e-18,8.155453565302321e-06,1.99999999999313e-06,-1.2720833642207265e-06,-1.0071061853159995e-18,0.00019966082719125242,1.1845308716444576e-07,1.0985818179636724e-19,-4.6949152242178796e-18,-1.2783842365107541e-20,-3.4729358237696514e-07,-2.0652422601424626e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.00016484815678449906,-3.4669266840121715e-07,8.239757307978135e-06,-0.00012068926625382068,-2.092477153404482e-06,-9.142565244254532e-07,-3.083034687398042e-06,1.618378667407895e-19,-3.322004415928834e-19,5.57121528992626e-18,-1.0858729911769101e-18,-2.1912533321614644e-19,-1.027775545450637e-05,0.0,-1.924684450974843e-18,-9.185370844076871e-18,-4.869331184620916e-06,0.0,-7.3510698674363065e-06,7.391200701470795e-07,-4.2581332126432053e-20,0.0,-0.00016846854010161736,-7.476580762811276e-06,0.0,1.4787980394065217e-06,-1.4674516662801852e-05,-1.1869883442808075e-18,1.241476189995855e-18,-3.5751364522016584e-18,0.0,0.0,0.0,0.0,-3.037974226371976e-19,4.386736035432857e-06,-2.0333320676758521e-19,0.0,0.0,0.0,1.0613755317238591e-18,4.361282722966471e-06,2.0000000000073394e-06,-3.878287970340616e-06,-3.3818788396163703e-19,0.0004158497151901929,-4.0514720060459275e-07,5.0547301378650206e-20,-7.079710743383814e-18,4.238375008948999e-21,2.0560048855708545e-08,1.074104061945334e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,7.909799911492806e-05,-1.0549769830316592e-05,1.4876518895914044e-06,5.5701373470129e-05,5.740728001034232e-06,-1.2754384686788057e-06,-7.769429624079584e-05,6.111404954397674e-21,-1.0618291787984156e-18,-3.099657728151679e-18,-1.7491915853431537e-18,8.042862238598732e-19,1.2560301096921798e-05,0.0,9.111799084093046e-18,-1.474021415584171e-17,-1.2573940357786798e-05,0.0,9.877311025787484e-06,1.5627181609380027e-06,3.914500076824559e-20,0.0,6.0541909768587175e-05,-1.0095780390588962e-05,0.0,-6.827904976809169e-07,-3.648369904476781e-06,-1.117360133021047e-18,-5.456916822704584e-19,3.553006946853405e-18,0.0,0.0,0.0,0.0,-1.3030186332694479e-19,6.419914784469699e-07,1.9600733424826752e-19,0.0,0.0,0.0,8.75647082539613e-19,1.4679651022659332e-06,2.000000000007007e-06,-2.001214978235565e-06,-5.635318179441599e-19,1.0446957406533642e-05,-4.4621841542383644e-08,2.2911375147517812e-20,-2.3710186341391746e-18,8.203544159253671e-22,-4.2705047536716303e-07,-4.40889073226082e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,-1.3854279592449792e-05,2.16601998728915e-05,2.1675927777715858e-06,4.809318396836562e-05,7.478771719206863e-06,-1.530841814921427e-06,7.126272555370162e-05,4.814985281305237e-19,-9.318539336642158e-20,8.467334986517162e-18,-9.781360990436412e-19,8.892322948702957e-19,3.4361317080746505e-06,0.0,-3.88460832917696e-18,-3.968612186811377e-18,9.61049866868729e-06,0.0,1.0131533489314294e-05,-1.5984230694273185e-06,2.671800187555862e-20,0.0,0.00026147990151889194,-4.096893122968483e-06,0.0,-1.560503753962371e-06,-1.1107458797069106e-05,-8.490083827052857e-19,1.1239299292828655e-19,2.4702921104695562e-18,0.0,0.0,0.0,0.0,-4.542997952448806e-19,-1.7295708768880966e-06,3.505923889084378e-19,0.0,0.0,0.0,-5.993361389743404e-19,1.1497918222709419e-06,2.0000000000054675e-06,1.2025770228035185e-06,1.0143800076536438e-18,-0.00035086923494418213,4.3508474872676625e-08,1.2634325947380302e-19,4.023883468563746e-18,1.704100167125296e-20,6.123949697965893e-08,5.179182912427491e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
