milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-0.00014997166918580125,-6.319341843178461e-06,2.4618452441651876e-06,-0.0001393256125321041,1.0879532658055828e-05,1.1737623524260209e-07,-1.5116054226880734e-05,8.554101167291258e-20,9.48149651105585e-19,2.3272089340719903e-18,1.4128760745330503e-18,-8.712710401991802e-19,-4.397490044500042e-06,0.0,-1.631459115926422e-19,5.451595428105118e-18,-1.9800369096338705e-05,0.0,-4.2938676739801285e-06,-3.3433811068117137e-06,-1.3469358518751734e-20,0.0,-6.054653644884929e-05,-2.06710962440125e-06,0.0,-1.8045387451584068e-07,-6.623006237799383e-06,2.6280320258379477e-19,7.632493930741769e-19,3.121079054813705e-19,0.0,0.0,0.0,0.0,4.1407929512557017e-19,-3.4220969910211475e-06,-2.9907928024643427e-19,0.0,0.0,0.0,-1.2130758167511128e-18,9.705381840843837e-06,2.000000000006433e-06,-3.3474197401533133e-06,-1.0767440085131755e-18,0.0001540990348167476,2.2007048402300551e-07,5.0147844771276477e-20,3.0967462474536086e-18,1.7689483311623953e-20,-4.033574061131341e-08,-3.2068363742840694e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-3.1662067255505563e-05,2.161721065790576e-05,9.890917177650243e-06,0.00017020649948664711,1.115612314981445e-05,9.599483073071456e-08,8.356928573880534e-05,-3.88397073725896e-19,-2.189231509981113e-19,2.7713291769096872e-17,1.1237799086752621e-18,-7.293918240335291e-19,-1.3832176310513055e-05,0.0,1.1134038077844578e-17,1.6090577731149752e-17,2.1290718876467825e-05,0.0,1.7836015974872647e-07,3.016562408259408e-07,1.9759109911044355e-20,0.0,0.00028805206108016145,-1.7886398853064329e-06,0.0,1.2347322963699132e-07,2.2273260096098502e-06,1.084088706950607e-18,-4.0855915649448245e-19,1.2947181048833649e-17,0.0,0.0,0.0,0.0,-4.143430437584513e-19,4.699095085266132e-06,-2.923048330211565e-19,0.0,0.0,0.0,-4.761009166946886e-20,1.4683041406315749e-05,1.9999999999998936e-06,1.986363081318608e-06,-6.57454313244445e-19,0.000569295199422233,2.7972694817827807e-07,-9.999176317234937e-20,-3.2117951221117464e-18,-5.2755787186733804e-20,-4.9631744442671854e-08,-4.433474090895174e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-7.748883920811583e-05,2.884217131361293e-05,-1.8541664967528087e-05,-3.0845449770025064e-05,-4.465828508339395e-06,-2.3671643264493533e-09,-2.6821538704281236e-05,2.7079957211686035e-19,6.741744215557591e-19,9.414478662836453e-18,1.306218013707866e-18,-1.4886743309654975e-18,-5.604737160695754e-06,0.0,1.807810843060852e-18,-7.34318221278838e-18,-1.8362344675377776e-05,0.0,-8.747114383420354e-06,3.196204167199322e-06,-1.087014954314057e-22,0.0,9.206163113134624e-05,-6.150732852336866e-06,0.0,-1.4306567115068994e-06,-1.704671126178589e-05,-1.1742840828542532e-18,1.1579692905060724e-18,1.397292053305755e-17,0.0,0.0,0.0,0.0,-4.797213341905399e-19,4.317405812869376e-07,-2.6067792849463052e-19,0.0,0.0,0.0,-8.459392619705942e-19,-1.2480951594876313e-05,1.999999999999206e-06,-1.1688436173487991e-06,1.2965201660229637e-19,-0.0005394989744997927,-2.720100039846648e-07,1.0557824160487553e-19,-6.8598272439859244e-18,4.0943518611876054e-20,-4.0871119765152436e-07,7.548622033470664e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,-0.0001445415953566541,2.573247959481087e-05,-8.158792692505032e-06,-0.00016871035045428826,6.027618118389683e-06,4.881358025011865e-07,-4.414111182610699e-06,-4.989353116443869e-19,-9.036876935611036e-19,2.840518120092032e-17,-1.0777362215657472e-18,5.21072000216993e-19,-7.170838427111114e-06,0.0,1.451457755299756e-17,-1.5845477866838387e-17,1.6045370516757978e-05,0.0,3.6463976599477206e-06,1.1402655703307746e-06,-1.0504793239585785e-20,0.0,7.167287230268087e-05,-1.3535932904807756e-05,0.0,-9.339231283007112e-07,7.410619095768092e-06,-5.193116603032125e-19,-1.346186370132892e-18,2.1866529755249775e-18,0.0,0.0,0.0,0.0,2.196552132597014e-19,9.563481330826214e-07,-2.3263770795250507e-19,0.0,0.0,0.0,-5.690904866681394e-19,-1.4235169455017618e-05,2.000000000000199e-06,4.632685928400106e-06,5.531345724573943e-19,0.00029333924504337957,-4.198324884993462e-07,1.3809950468200237e-19,-4.5116360261787775e-18,2.6398926476486794e-20,-3.742202456092642e-07,-2.1367769260685546e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,-0.0001766720629686772,-1.5014711302176692e-05,-2.0060761599035222e-05,2.3510516612783067e-05,4.8793231553545335e-06,4.2920616388434885e-07,6.47203834354182e-05,3.719419183373728e-20,1.2461577204043446e-20,-1.0382392163436001e-17,7.529772989006396e-19,-9.380160817746307e-20,5.95465540145687e-06,0.0,-2.1033897105172332e-17,1.6871715956932146e-17,-1.2588238176592342e-05,0.0,2.8783449930772207e-06,2.73229131459382e-06,-1.5422029047167368e-20,0.0,-0.0001278736983442891,1.1274023087467553e-05,0.0,2.1616715011781166e-07,2.2908718136211526e-06,7.614994710181557e-19,4.432741375299685e-19,1.012405085947638e-17,0.0,0.0,0.0,0.0,-4.615977899987522e-19,-3.6755756042491052e-06,1.8881745416833495e-19,0.0,0.0,0.0,-7.1561764962310595e-19,-9.730745657029582e-06,2.000000000002435e-06,-1.7898009047024513e-06,-1.7914463744660468e-19,0.0003230212226877518,-3.6864244894037723e-07,1.3154856832838123e-19,6.8509295820080604e-18,-4.8690130721938657e-20,-2.832257211990619e-08,-8.732792481153142e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.0001152566189833804,3.0187544352918286e-05,6.603160566322747e-06,-6.0655718841462925e-05,-4.099168646761477e-06,-2.8518846871455056e-07,-8.13446541917771e-05,3.6600448297315456e-19,3.1067850198727256e-19,1.4238949160198343e-17,4.050057117618863e-19,-8.318205912471122e-19,-1.3041079513107481e-05,0.0,-7.338459445279175e-18,-9.290824175485606e-18,-1.4749977616856004e-05,0.0,5.6656236584977204e-06,-2.652002455035196e-06,2.049472043474953e-20,0.0,-0.0002657124702698648,-9.062470656202963e-06,0.0,-2.2463619329380697e-06,2.164180359426771e-06,6.71742422100464e-20,6.837005727281684e-19,7.656770373056756e-18,0.0,0.0,0.0,0.0,-1.7457841742504965e-19,-1.4838308117618769e-07,-1.711943654832166e-21,0.0,0.0,0.0,9.963916551468572e-19,2.7582099121047658e-06,2.0000000000025016e-06,2.4795900334205393e-06,-1.1151612654576656e-19,1.3878046997554193e-05,-1.154263306237412e-07,3.593492864720658e-21,-1.4633886259430973e-18,4.933494801764848e-20,-2.6752780737791365e-07,4.932675937616333e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.00010388060808397784,4.4209872895779954e-06,9.314615390556006e-06,3.334358831520161e-05,2.4674385435156127e-06,-2.0170215590864982e-07,-3.7257460063525036e-05,-4.144845017226766e-19,-3.0082297783664266e-19,7.086031430963759e-18,-8.024333326605821e-19,-1.1833166569374685e-18,1.4294111709559882e-05,0.0,-2.141734955815421e-18,1.5299791156631176e-18,2.0341551467477153e-05,0.0,4.7606000624398416e-06,-1.8301634358764634e-06,-6.784537118298103e-21,0.0,-7.857666510239064e-05,-6.343354910120451e-07,0.0,1.2558783245306442e-06,-5.35556316224487e-06,2.72449232125994e-19,1.3553111477198456e-18,1.437102391470186e-18,0.0,0.0,0.0,0.0,-4.1037597667249596e-19,4.1463502704873345e-06,1.8668501839491846e-19,0.0,0.0,0.0,9.971736910821196e-19,2.5558086461118e-06,1.9999999999962573e-06,7.744390837182343e-07,-1.0354722362639848e-18,-0.00014769012876960565,2.869312575931935e-07,1.348546351751051e-19,9.803483438568042e-18,-4.9085810644283176e-20,2.9170614229606945e-07,6.092507968073175e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,2.5666294382285097e-05,-2.650150765903781e-05,-1.979901892482997e-05,-0.00011833845427950994,4.158927038996489e-06,-3.9564391230595774e-07,-2.91248225695272e-05,2.868288405824256e-19,-3.6324709482630556e-19,-1.1965723760496118e-17,1.1399495667680874e-18,1.4880442007732263e-19,3.946764004173827e-06,0.0,7.460159573376725e-18,1.531999603158112e-17,4.796922566444211e-06,0.0,4.0113867634958715e-06,-1.7386057259372992e-06,2.3399460992919268e-20,0.0,-2.130139146378231e-05,3.073461983156861e-06,0.0,-1.2853660051937552e-06,-1.2125436704390056e-06,1.19505203047253e-18,-1.1495338449610701e-18,9.390103836112859e-18,0.0,0.0,0.0,0.0,-1.4313402415669104e-19,-1.1669090439107039e-06,2.5621235691350783e-19,0.0,0.0,0.0,-1.2178241736482922e-18,1.2036219554345297e-05,1.9999999999948533e-06,3.3386749152144827e-07,-4.746180138308478e-19,-0.0002864954931628733,5.688387160940518e-07,1.3739654885833381e-19,5.004341129868693e-18,4.172552632201781e-20,-1.516145398044834e-07,-2.9568355548335327e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,-0.00013702549528400173,1.9928327501639353e-05,-2.121802574340909e-05,0.00011422849722763118,1.0070199118116676e-05,-4.6062232037531644e-07,5.337310024608954e-05,-4.872963356011215e-19,-6.129087423721287e-19,-2.1970801635573837e-17,-1.3822164929586796e-18,-1.4086768354982607e-18,-6.694376518373402e-07,0.0,-8.746425212585556e-18,2.144211657879988e-18,1.6674290365353293e-05,0.0,-5.2466951804231e-06,-1.4774611278644553e-06,-3.61524395219696e-20,0.0,3.064062102284203e-06,4.534471379968046e-06,0.0,1.0300726464982435e-08,-1.646576980922463e-05,-3.2328597349866513e-19,-5.278592147829423e-19,-1.0953974015864257e-17,0.0,0.0,0.0,0.0,5.569814613468216e-19,3.5295258116789913e-06,3.2437368994371387e-19,0.0,0.0,0.0,3.170301424890444e-19,-5.5126173251410035e-06,2.000000000001902e-06,1.731779590065282e-06,1.0366805571180438e-18,-8.49120820813009e-06,-1.9577819345952086e-07,-1.020515399938533e-19,1.4882453478987176e-18,9.524004549887935e-22,-1.5183774779204674e-07,-6.1643507071804475e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,-0.0001436238041372273,-1.589637142914424e-05,-3.7049520331591067e-06,0.00016676355059617548,-3.1813724922927235e-06,-7.782986289577269e-07,-6.32622538513941e-05,1.536923154559954e-20,6.671890955020089e-19,-7.520970025412067e-18,1.5863733682624576e-18,4.055131883819812e-19,1.2666395241394628e-05,0.0,1.3280211120295868e-17,-5.695458259389304e-18,7.963311666339699e-06,0.0,5.088974539029091e-06,-2.2903161480946373e-06,3.402380178526338e-20,0.0,6.450990808148194e-06,-1.554013512140172e-05,0.0,-1.2372035614790106e-06,6.376431539403931e-06,-1.1502546349592495e-18,-1.3396119384016698e-18,-4.614686160139966e-18,0.0,0.0,0.0,0.0,2.0295287661760087e-20,-3.103753874968199e-06,3.0934409915286997e-19,0.0,0.0,0.0,4.60786373666777e-19,5.552230007158593e-06,2.0000000000072107e-06,8.314348923349173e-07,-1.0734157204144734e-18,0.00025423903165984425,2.594617717020959e-07,-1.3093039173394226e-19,7.165507777795295e-18,3.773409546405107e-20,-9.690661239394572e-08,2.274939456878447e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
