milliseconds,R,X
0,0.9908619761102003,0.004855484688610944
100,0.9974963693687293,-0.006546280714283619
200,1.0168013850557414,-0.011643374398456955
300,0.9936195786082894,0.008488316195849057
400,1.002968517073076,-0.0059712499643440635
500,1.0086935701642403,-0.0077780366768772065
600,0.9860551575545617,0.015432454097064797
700,1.018645234250003,-0.0012004667876932612
800,1.026092690598958,0.013562709797371165
900,1.0022806879235588,0.009028777781986295
1000,1.0157505688592403,0.006157192437057813
1100,1.0249511310994928,-0.004195781251973613
1200,1.0107989202978247,0.010365158562827291
1300,0.9779697255802099,0.009331446156049777
1400,0.9891304767663961,-0.016765867420491985
1500,0.9981681181778355,0.0008345487054628426
1600,1.003699423441055,0.016026611846069135
1700,1.0038060649100395,0.014340608175771473
1800,0.9877997712085504,0.00040282855715715335
1900,0.9789170576900472,-0.0077501717621317355
2000,0.9812314719720108,-0.013079948413478213
2100,1.0226922945498336,-0.017640162361933102
2200,0.9774520229425985,-0.008000880563934106
2300,0.9973920496694982,-0.009446779867937313
2400,0.9895687836427512,0.013369955945556579
2500,0.9975870144959693,0.003669472458473376
2600,1.024886093865978,-0.013695803796936605
2700,0.9769116697957317,-0.016639955309823252
2800,0.9971561809988798,-0.016517809961016705
2900,1.0163739030095282,-0.006695888977221383
3000,1.0151872751353994,-0.016754921357947497
3100,0.9753065867468705,0.014465333051257873
3200,0.9872865688320793,0.012204549984114802
3300,1.0101699108937519,-0.00906423495416587
3400,0.9922020789133934,-0.004394684198559874
3500,1.017168355161102,-0.0135878013691067
3600,1.0077611151139976,-0.007968523519581857
3700,0.9743808087141038,-0.004597698803661059
3800,0.9900953200113862,-0.008783342032027762
3900,0.9881948649523853,0.003201601228921787
4000,0.9788594019301576,-0.01603174061777296
4100,1.2126314137248342,0.08891075779802884
4200,1.32861883844441,0.16661621910001448
4300,1.4854041371049649,0.2527878377824822
4400,1.6181090948763546,0.3463003011340611
4500,1.6763409418147426,0.4037003864777182
4600,1.7322817180365104,0.4551608304827353
4700,1.7735914609200472,0.5163857338509457
4800,1.7663549564170267,0.5651569222706349
4900,1.7987353509265673,0.5997616223880609
5000,1.768608374261947,0.6385149908373233
