milliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
0,0.000761614397725229,0.001002260502592359,-0.0018740137879879864,0.24991747201569697,0.000859515891537328,0.001000861074063518,0.02589624824359975,0.000968992775562027,0.0006148169875909206,0.0007383133183730794,1.0
100,0.00503375021569823,-5.2693618468716805e-06,0.08743755270331145,0.2501423059951643,0.0012479322708103798,0.0009991004632510284,0.09406766455107181,0.001426291775817131,4.872717436520173e-05,0.004806976985369087,1.0
200,0.008816429720069529,-1.3862523683149734e-06,0.18260598246635884,0.2501751671809595,0.00208725384180986,0.000996656027809021,0.1904952316772033,0.0019201028729531934,4.649104181398579e-05,0.00872655565361559,1.0
300,0.012947591921526017,4.64520891625403e-06,0.288805261319955,0.2504573180214432,0.0023698273507310377,0.0009941965388912954,0.2965509313447663,0.0022367290636967556,4.263757562891604e-05,0.012160426322937673,1.0
400,0.01621426203091095,-1.922289917638888e-06,0.3852069550954842,0.2504975676718398,0.0029968701718009346,0.0009913263861831354,0.3977062332163239,0.0026385406523398804,4.0860779855066536e-05,0.016316246815614367,1.0
500,0.01933259931691442,5.249576898239133e-06,0.48095083405250283,0.25053075581665635,0.0031960005107517365,0.0009904979465273959,0.4881340399225715,0.002918220124881056,4.691915087458101e-05,0.018684248781312633,1.0
600,0.021814959278629618,3.799360638943276e-06,0.5601637750389515,0.2506950945586361,0.004126482465354699,0.0009888824725165486,0.539911324197391,0.003258711761727608,4.034904857713288e-05,0.021615398472305588,1.0
700,0.024614241689586203,2.5206104562835878e-06,0.6441761221835781,0.2507992945671069,0.0043723375623109665,0.0009872504836868764,0.6194242945452724,0.0035406726054209507,3.870271864074107e-05,0.024147445939881752,1.0
800,0.02701274414984309,4.589826553238364e-07,0.7317538834681984,0.2509855741452908,0.004518112529570631,0.0009846663192571202,0.6996539580386656,0.0037738221510500896,4.165679420174614e-05,0.026743374779875265,1.0
900,0.028551088487244528,-1.2922793718069436e-06,0.8367386236002281,0.25116473846869186,0.004932308660975952,0.0009826057346474528,0.7702712093069333,0.003864368113784708,4.20661176509551e-05,0.02807801269938944,1.0
1000,0.02926725683019661,-1.5308840746250297e-06,0.8961090067305773,0.25118829805956805,0.005914800404978411,0.0009801841472105478,0.8602776902373857,0.004168979636094598,3.657738738330876e-05,0.0301215297368415,1.0
1100,0.030902247249607384,-4.391229936674598e-06,0.9560255341420566,0.2512746398262193,0.005921292698738456,0.0009788162763244086,0.8874477504927443,0.0043338994756166776,3.9341412211602954e-05,0.031174050416127197,1.0
1200,0.031936038939763524,8.404830974073022e-06,0.9920510806362443,0.25142250436935504,0.006437914841237624,0.000977681928004343,0.9619761650407526,0.004449432510603213,3.13117362524691e-05,0.03192785171730257,1.0
1300,0.032359712056637756,5.646438318656164e-06,1.005574020216603,0.2515440960534455,0.006963939315952328,0.0009761105632666783,1.0270354855300987,0.00454705635146784,2.8743785175888865e-05,0.03257700977461559,1.0
1400,0.033106902126155406,8.295258488606263e-06,0.9896492810946673,0.2517465785153928,0.0074464542598973215,0.0009738135355848185,1.0478571447251184,0.004693317773676774,3.2488148169266195e-05,0.03240047349114619,1.0
1500,0.033249935579601354,-1.7467827380605413e-06,1.0116201310383395,0.251748063262302,0.007884823858730178,0.0009728781488066637,1.1294593897941474,0.004802114418197518,3.2543042765291555e-05,0.03302287657246226,1.0
1600,0.03368715176158713,-2.9551491004038337e-06,1.0096888195738905,0.252025900344886,0.008110922349686243,0.0009688551698008043,1.1878640962402598,0.004910026863605927,3.363817061480769e-05,0.0339196423454115,1.0
1700,0.0340882708606164,3.7790628398358758e-06,1.0041888674635004,0.2519915044615182,0.008893635769735475,0.0009680394817826278,1.2122571813889493,0.005001574338418485,2.5985035435183145e-05,0.03417758767223106,1.0
1800,0.03472744502873399,7.600007901577049e-06,1.002610942656015,0.2522807217184355,0.009230824925055767,0.0009667132593211366,1.2779070690940029,0.005152879328601785,3.103679093384661e-05,0.03463373418207583,1.0
