miliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
1400,0.03294581685908931,6.343245464621109e-06,1.0086373583822068,0.25169419982520663,0.007118720141204954,0.0009734441994954077,1.0752289258043612,0.004787097922487087,3.1397391669393056e-05,0.03238913331564202,1.0
1500,0.03321342072873081,2.621461560070159e-06,0.9929341120525662,0.2518882011828562,0.008013774919958985,0.0009714710757593186,1.146496250622796,0.004899137415139414,3.179313392873532e-05,0.03362960541671464,1.0
1600,0.03362898629780182,-4.943282942860224e-06,1.0033610999871265,0.2519568085834827,0.00833008806134206,0.0009703293635788697,1.171651141614984,0.005002379317988453,2.9071468918810994e-05,0.03417976399032107,1.0
1700,0.034402774780894284,-1.0401340663173863e-06,1.0049600621320758,0.25211983508642555,0.008523614253507193,0.000968655785419695,1.2039441017411536,0.00508436875692642,2.8309058683062085e-05,0.033954830748243306,1.0
1800,0.034500821461965175,3.897889200708961e-06,1.002294502092782,0.25214191706219496,0.00932033414538018,0.0009675739252892465,1.2580570859156326,0.005192068540437749,2.42709319966918e-05,0.034924243136044086,1.0
1900,0.03515562976006883,6.502170928884981e-06,0.9925792945602966,0.2523741721876205,0.009750431961595508,0.000964227500977263,1.2978918103604449,0.005285455411008534,2.447213159539677e-05,0.03474140110038842,1.0
2000,0.03577912902955419,4.663185269791344e-06,1.010489223240094,0.25245148258070116,0.010108163547531537,0.00096325306064586,1.3574061031123512,0.005340399802323002,2.628259259643663e-05,0.035456287493382775,1.0
2100,0.035868929210271926,2.3192766242710153e-06,1.0062505317032322,0.25250583188963566,0.010269873606341339,0.0009595587743855222,1.3531037431267807,0.005315575120906647,2.9005074124074027e-05,0.03558086143584842,1.0
2200,0.03635502813937202,2.005061472183621e-06,0.9872598924588054,0.252672427411963,0.01071118253881781,0.0009584538256250537,1.420210895390979,0.00537716506442003,2.4930899633297172e-05,0.03612120347099398,1.0
2300,0.03590923281954547,3.3058468398240482e-06,0.9945403364803933,0.25274300237809366,0.011273791296063722,0.0009578215962537528,1.471586338990422,0.005422697910031909,2.2594666315115212e-05,0.03650777356472655,1.0
2400,0.03608536278836013,6.726344777143426e-06,0.9998609699550534,0.2529189820412966,0.01145818062558341,0.0009539665164427612,1.459135937483643,0.00559944114318047,2.6484863678070237e-05,0.036907684593436296,1.0
2500,0.0369129202555015,4.23907540485821e-06,1.0123300826102342,0.2530467760104656,0.01188071827931062,0.0009534174307356515,1.4928705120644998,0.005569618638905908,2.136515756926399e-05,0.036625568115352905,1.0
2600,0.03649553237478557,2.6923549580586737e-07,0.9967933889887943,0.2532096529045506,0.012443945650040486,0.0009523308287787189,1.523288890708182,0.005620760284374346,2.4538092205451124e-05,0.03704235381585057,1.0
2700,0.03690997760773633,6.2108539942299465e-06,0.9958765199898548,0.25323125276589764,0.012725725331521512,0.0009502913782675864,1.5379135208451515,0.005718449056014648,2.1493688375215844e-05,0.03731344029589728,1.0
2800,0.036991489984862236,3.912759436771217e-06,0.9986500028098916,0.2533641859297791,0.013023288043400826,0.000948356638568571,1.5942956078441244,0.005707233022922962,2.049127371407357e-05,0.036880130371159926,1.0
2900,0.03698258785333389,-1.0155080230424336e-06,0.9923883327582448,0.25362929105504517,0.013387192392520385,0.0009456778311089233,1.6226675486839137,0.005719796133270775,2.1907341611189913e-05,0.0368181699275792,1.0
3000,0.03759909855106679,-3.835117992060886e-06,1.0019795958079771,0.2537673616108221,0.013496894011705514,0.0009443497983328307,1.6412345374580861,0.00578609873872485,2.7115880714480007e-05,0.037471361384766366,1.0
3100,0.037977580461586447,-4.2924207048393405e-06,0.9868766595853995,0.2537856096707391,0.014277986584886746,0.0009427168987542063,1.6582759534604572,0.00575510760158212,2.6645423044380464e-05,0.037134819341204314,1.0
3200,0.037165337223530916,-4.604330629877141e-06,0.987700463455857,0.2538401006490853,0.014648046281680876,0.0009409017338120028,1.6736427672169552,0.0057837995103998665,2.0093829551239132e-05,0.03800428411488043,1.0
3300,0.0373349860572825,-1.0083758812181258e-06,0.9962208392558043,0.2541319991039833,0.01492158701050697,0.000939247763410086,1.701251027414868,0.005852629574833517,2.2793570652400537e-05,0.03748933062273754,1.0
3400,0.03745672643958127,-1.872517260913008e-06,1.0073481827300637,0.25421055576223983,0.015201464984218194,0.0009370137792178016,1.7097802157872801,0.0059162972461513095,2.5833862560555393e-05,0.03742824854721635,1.0
3500,0.03801512854650511,-2.313980262064149e-06,1.0064881920421738,0.2543906285828716,0.015238107809237296,0.0009358607788511791,1.71421510498014,0.005932692514856642,1.953637664362435e-05,0.03781914185707803,1.0
3600,0.038156392889097016,-5.046989773280729e-06,1.0103244720305693,0.2543841743958538,0.015890217615023353,0.0009324831762945697,1.7500621972844357,0.005886195795818877,2.5813606053836512e-05,0.038030906945823645,1.0
3700,0.037993688355543655,6.7086367570027205e-06,0.991440692343674,0.25459440364751323,0.01605775244455987,0.0009319029515103929,1.7562283348722372,0.0058670105176887675,2.2118642297436836e-05,0.03754838203696238,1.0
3800,0.037676939333450996,7.869664954552077e-06,0.9955281980177022,0.25463910366046927,0.016523864239184134,0.0009310870198822615,1.7335151969033002,0.005877504174054222,2.2395308138262483e-05,0.03761286715567014,1.0
3900,0.03825868791140566,-8.327181280861939e-07,1.007691305939565,0.25487749586816166,0.016591546891886893,0.0009272214365506293,1.764843978152094,0.005905435794867715,2.0113068389408132e-05,0.03794027758789924,1.0
4000,0.03783727313829642,4.610874258808876e-06,1.0109184790181294,0.2549498484588376,0.01688980517628336,0.0009267897758691352,1.7781468241546174,0.005992496081976201,1.885798171808039e-05,0.03817968074058662,1.0
4100,0.0385352772107107,-3.3410248219478638e-06,1.0059515365704472,0.2549616469871082,0.017619650536500928,0.0009256462872070602,1.7970628144853338,0.005971264965373824,1.8548945701517746e-05,0.037783999435793365,1.0
4200,0.038175487541143076,-9.619119907763514e-07,1.011749079429839,0.2551116697615268,0.017986403002246125,0.0009223358335245329,1.8270496330302373,0.006026483194345348,2.1307008766284957e-05,0.03852201339049979,1.0
4300,0.038346609795719154,4.804458747156599e-06,0.9889115160818229,0.2553512182723183,0.01792965315936349,0.0009215643976279066,1.8253284937650258,0.005990408605064896,2.1579357836069635e-05,0.03786707734061022,1.0
4400,0.038306030301233994,1.1821614364217544e-06,0.996083160611138,0.2554592972046058,0.018559834005801454,0.0009200777676835974,1.793221717730926,0.005972544326449959,1.964585082498282e-05,0.038305522002331914,1.0
4500,0.03835514832398915,4.125190490252848e-06,0.9887796088186017,0.2556135034621127,0.01853543669607496,0.0009175202949486222,1.8226985379768934,0.005957248171248346,1.7767079281611286e-05,0.03845533585142311,1.0
4600,0.03835415455028875,-2.434682594232859e-07,0.9955180418684638,0.2556393630682428,0.01934347350128192,0.0009146422599685388,1.8147148629102956,0.005965877825702723,2.5076265094543117e-05,0.03796473260326913,1.0
4700,0.0383946117018684,-3.869376509702856e-06,0.9993598824254833,0.2557693212942509,0.01911627325867812,0.0009124819768117326,1.8176670403181776,0.00605625981194736,2.3372983135217112e-05,0.03782932633474612,1.0
4800,0.03836128705336778,5.39406170197136e-06,1.0012619689997773,0.25593524296639025,0.019943631345742032,0.0009132177410662302,1.8695000771293622,0.006059116464305325,2.4913744333960987e-05,0.0385736867363969,1.0
4900,0.038322269043511235,6.4708341225875265e-06,0.989682958499318,0.25595299621582523,0.020087977644989676,0.0009100687402352345,1.843324801692444,0.006119040435961103,2.2225143674575124e-05,0.03797457232208924,1.0
5000,0.03846221659705192,8.393173112682801e-06,1.011335156498894,0.2561885147256997,0.02026007693077076,0.000908488800492619,1.8758818152449417,0.006124019205296361,1.9747651763240603e-05,0.038490661293552775,1.0
