milliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
0,0.0006815627913510941,0.0010041927374659187,-0.008366759572975273,0.25000509792357517,0.0011155311522892252,0.0009998973895485202,0.018743417117563353,0.0010524811554939288,0.0006216888821599557,0.0008091048859412619,1.0
100,0.004838030308352648,6.344080788215709e-06,0.08746534640834001,0.25018540052100124,0.0012085471396914946,0.0009971634705629661,0.08842935044877775,0.0014054949952975741,5.0113250421913355e-05,0.0052973138205881605,1.0
200,0.008765376367120917,3.959002687964089e-06,0.19061337322188396,0.25028495291921976,0.0020935446543797216,0.000996000974393604,0.21484642506868948,0.0019038926501358832,4.607519839474038e-05,0.008629252992195129,1.0
300,0.012856293060122932,-1.6704136029358032e-06,0.2789980886271736,0.25027555704696636,0.002695108791450006,0.000994838086280631,0.2703339356718962,0.0022645925283907896,4.1727727943195694e-05,0.0123625223135663,1.0
400,0.016317806793633618,3.7681476778272518e-06,0.3883374177431896,0.2505115381485309,0.002672538851997415,0.0009937111072431933,0.37320628994682004,0.0026083965481347384,4.665250108121295e-05,0.015692490834557666,1.0
500,0.019432197986381954,2.7651252405637196e-06,0.47146922458490453,0.2505391850929052,0.003618562804534316,0.0009900809282674746,0.445199028822707,0.002963176309797249,4.186660252190961e-05,0.019204217818621836,1.0
600,0.021682902540634888,3.422995763752548e-06,0.5702620651890097,0.25072791344930834,0.003732518049576859,0.0009884362511396742,0.5310695702777019,0.003154883158727586,4.3063211409499564e-05,0.021819162631586144,1.0
700,0.024748374947646697,1.6378054421780322e-06,0.662464187344225,0.2509142734276485,0.004477715864192767,0.0009864165241694985,0.6426442656262236,0.0034694961775325454,4.37089224848609e-05,0.024367513714551214,1.0
800,0.026834093879579482,-2.5203490149941354e-06,0.7469178863525286,0.25091158815208897,0.004586153305153462,0.0009844691834835695,0.6861200496594541,0.0036865544160314275,4.045445486374132e-05,0.026806790563904802,1.0
900,0.028714502293994037,-2.524646831860802e-06,0.8345987232541084,0.2511139834033962,0.005478047185150559,0.0009819344291387539,0.7596181773154346,0.003892979258298186,3.444961388016082e-05,0.028586704622599244,1.0
1000,0.02977845482997776,8.578721541029206e-06,0.9045938389977336,0.25119992453141615,0.005542822187942159,0.0009803300207450374,0.8454624848500675,0.004084529629191851,3.3753205308563614e-05,0.029290428635064095,1.0
1100,0.03034641072530307,7.902142246877163e-06,0.9529645896905968,0.25136421471242054,0.005929579633151372,0.0009793135365638184,0.9238116591163693,0.00427659135786712,3.1586086382363806e-05,0.031033400858733125,1.0
1200,0.031495646486677714,5.780324684247559e-06,0.9970947243909388,0.2513948073099297,0.0064301713784270026,0.0009769973648348202,0.9463294790767331,0.0045112629383075925,3.2009678899458574e-05,0.03199115824078204,1.0
1300,0.03197740081772688,5.311001468892818e-06,0.9949320830275306,0.25167887626147073,0.006832142275449156,0.0009752691786568596,0.9946606292484939,0.004570333341638688,2.8617275233209973e-05,0.03236698659179449,1.0
1400,0.03257887005122742,3.4582310018455586e-06,0.9867843889210549,0.25168209984286455,0.007264892733696433,0.0009726275893050555,1.101179187711503,0.004725311893002531,3.2535529369504726e-05,0.032471376517308276,1.0
1500,0.033593951766907985,-9.578602732709414e-07,0.9952928221002959,0.25178427638523493,0.008076670263148851,0.0009727825047771843,1.1512384023692401,0.004894257829352902,3.247661986395407e-05,0.03295511373388004,1.0
1600,0.03420548664143594,3.8126556001028173e-06,0.992805092579086,0.25194379314503307,0.00838413502574343,0.0009712388028135645,1.194067358558048,0.00490957869564495,3.097207935417871e-05,0.03409284922789626,1.0
1700,0.03440930001716003,6.212769866515824e-06,1.005895512897226,0.25204505609562633,0.008751092317339547,0.0009671561732088099,1.2290096722276411,0.005029174906102284,3.2730403205893166e-05,0.034442059583931685,1.0
1800,0.03469222021512967,-5.593807795255669e-07,1.0055613478511125,0.2521593602580366,0.009231954637562203,0.0009654242011187955,1.2498256030740351,0.005171809745655607,2.9633293801532635e-05,0.03445391019352497,1.0
1900,0.0348685976382856,5.155168938082185e-06,0.9933478802455324,0.25230097090375453,0.009450052046173107,0.0009654116174545609,1.2899205069942177,0.005281505744175597,2.6068902033887795e-05,0.03533465978070321,1.0
2000,0.03581227453153308,2.9255741973342505e-06,1.0004676306030709,0.25244865363895014,0.009657392733314433,0.000962062548948604,1.3434334762006808,0.0053515749740682735,2.83209800630662e-05,0.03554722873766526,1.0
2100,0.036039360463034145,-2.9331707414068653e-06,0.9877193288425592,0.25260772395694725,0.010453160465109742,0.0009596547052070156,1.3545205679141459,0.005379548396011208,2.7130523332406032e-05,0.03587969254818767,1.0
2200,0.035633915370181096,-1.8133913630070403e-06,1.0041139391750111,0.25274485605970104,0.010829530441750277,0.0009579447922353762,1.3910641655248877,0.0053671451025717395,2.4326049905830306e-05,0.03612230635792578,1.0
2300,0.03640054202775528,-3.540371005944791e-07,1.0111347905446513,0.25283251454211536,0.011021696099652334,0.0009571181030672006,1.4415907168946818,0.0055033599709044196,2.647231320348674e-05,0.03636883187907854,1.0
2400,0.03660253925068636,1.4243050273215064e-06,0.9901489693178364,0.2528724338018839,0.011259725441950178,0.0009555485476260428,1.4888837613209267,0.005547228501775163,2.3263937818885508e-05,0.036029395119267005,1.0
2500,0.03640380254091645,-5.162630930952868e-06,1.0036286128840872,0.2530047110190172,0.011920187379138941,0.0009546464585447863,1.5279600561168796,0.005518652020430105,2.8198341453174054e-05,0.03710909137538435,1.0
