miliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
1200,0.03183457407133778,6.301826527335951e-06,0.9949515805678042,0.25142669254627753,0.006566384760561238,0.0009777566189277428,0.9753711595243425,0.004472905315311605,3.750267085649028e-05,0.031099199526239886,1.0
1300,0.032493958322309405,5.607111111147215e-06,1.0078751860730493,0.2515178745811903,0.006780112984292555,0.0009764344001314621,0.9992000929534636,0.004562012884014445,3.1205849530508864e-05,0.03256123340544599,1.0
1400,0.033251778042399774,4.1081967222154476e-06,0.9920498500725068,0.2516297268720636,0.007316567280460537,0.000975033036029518,1.0587087080398976,0.0046945174919605665,3.109250164246776e-05,0.03320606505849923,1.0
1500,0.03346694450465597,1.2795639988145933e-07,0.9983295646379369,0.25178907994972466,0.008049444319374575,0.0009730201727031515,1.1065516526441406,0.004846653742366677,3.0309364549886044e-05,0.033544164089429826,1.0
1600,0.03399224165393426,-1.0841328819222106e-06,0.9937625283862777,0.2519325455763732,0.008356215278845556,0.0009692070930462454,1.1919769717668403,0.004896106531706351,2.5870639182567583e-05,0.03349700627070979,1.0
1700,0.034517360626817484,1.9967450779981964e-06,0.9895918025893112,0.25210607691412795,0.008417602595811566,0.0009676312877998617,1.2079032074988,0.0051048327065848645,3.165932861242843e-05,0.0341527180496299,1.0
1800,0.03456543676473812,-6.315643196923438e-07,1.0056206807431805,0.25218764145059824,0.009086944644411846,0.0009671090948014173,1.2529945579049386,0.005096548486172318,3.173405937373745e-05,0.03450407505128712,1.0
1900,0.03524490510904202,3.5739093214315947e-07,0.999587352947711,0.2523758622746322,0.009344854919041592,0.0009646009592050935,1.3258031272849453,0.00515958958849771,3.14302991426097e-05,0.034845710189412744,1.0
2000,0.035447372912878354,-4.933655235990437e-07,0.9871395631649572,0.2523690729791998,0.010077255942283371,0.0009640460782654636,1.3208968285382408,0.0053313852325988795,2.612900535249203e-05,0.035667955996764644,1.0
2100,0.03586590556377643,4.01681563153228e-06,1.003909106574401,0.2525915934584535,0.010068598757736066,0.0009621532363533932,1.3842069574516922,0.0053497561912840275,2.6666177619337338e-05,0.03591796405648157,1.0
2200,0.036347395620673434,-1.6413583786742622e-06,0.9909174615022305,0.2526657654456245,0.01071044407712136,0.0009576227163809588,1.4321793372460567,0.00540589696062123,2.4716764885321803e-05,0.03590193448145304,1.0
2300,0.0361392390949525,3.542863666239422e-06,1.0031502411929898,0.2528961936564622,0.011336216124822938,0.0009562434845495671,1.4599344509607137,0.005480195782116271,2.437097321725413e-05,0.03592052359399704,1.0
2400,0.03685581348506778,-3.024349218575857e-06,0.9993928146460758,0.25294542437666523,0.011508261292248582,0.0009560939679762291,1.500017914824539,0.005535854254185127,2.321291784401453e-05,0.03620424940287325,1.0
2500,0.037106676732249814,2.793559089716252e-06,1.0044605202465646,0.25302868368298453,0.011670697504319177,0.0009526687004453959,1.5260890981177988,0.005581648174145304,2.8965691215818643e-05,0.03665040812628801,1.0
2600,0.03712204371338604,5.167703966383552e-07,0.9990632746230856,0.2532223773054239,0.012492089220556269,0.0009529417951482152,1.5551906693138853,0.0056554490108495096,2.8045985642388613e-05,0.03654177614698817,1.0
2700,0.03727085179403779,-9.484616048526508e-07,0.9924375495267113,0.25329925551933913,0.012543078663509528,0.0009505145096873098,1.5828230193918906,0.005630849527077823,2.6611230946600846e-05,0.03673234895871829,1.0
2800,0.03675824452871553,8.586716837617669e-06,1.0066726962845811,0.2534564754530707,0.013217676538648563,0.0009470529084366969,1.584713077969836,0.005668746778381524,2.791732906065303e-05,0.03702948402245725,1.0
2900,0.037269840633659075,2.6501676111254193e-06,0.9943667705995238,0.2535692032986661,0.013540088379334365,0.0009466941329088237,1.595118781006115,0.005768533761614808,2.241514395721663e-05,0.03755709702365279,1.0
3000,0.0370093109367684,8.528876957410949e-06,1.0047577934170382,0.2536849635144027,0.013466926006393402,0.0009440607792742767,1.6386534683314375,0.00572888746612567,1.9735917536496966e-05,0.037795514590174974,1.0
3100,0.03739465061908209,4.308427048058715e-06,1.0116893178669115,0.25385355044645047,0.013776951824056706,0.000942036012373706,1.6313220408157434,0.005733389485092044,2.7260061221186486e-05,0.03741568406041951,1.0
3200,0.037981801109145966,1.6364398734066582e-06,0.9869932765667537,0.25393583863736857,0.01430740331436181,0.000940204930959531,1.6539033282246614,0.005767930639326735,2.6139748437160888e-05,0.03799301300221795,1.0
3300,0.03785067907122513,2.5458703485191995e-07,1.009258519380526,0.2540112844825334,0.01470287095746363,0.0009374634162662859,1.6828700746492038,0.0058171928765049065,2.650444150590149e-05,0.03733310887674708,1.0
3400,0.03791149941590557,6.098142626416174e-06,1.0120637934249879,0.25412399605189684,0.015326905466662596,0.0009365440559390251,1.7004966314759367,0.005806051836778369,2.152360767793489e-05,0.037536347349037665,1.0
3500,0.03801998943442965,-2.6283404693786975e-06,0.9896250895998004,0.2543285990629551,0.015355073255834161,0.0009345407049907112,1.724287520879166,0.005856725958462003,2.6300769452226522e-05,0.03767651685058606,1.0
3600,0.03799671816776993,5.021796013328609e-06,1.0053897889947503,0.2544639083070687,0.01604415779984981,0.000932901947389479,1.709905577747631,0.0058675416396452495,2.119756812473205e-05,0.03752983152242271,1.0
3700,0.03827301041902031,6.410002601568807e-06,0.9916780600419852,0.25446688221754943,0.01599912181706771,0.0009319021774524612,1.7468935150564924,0.005851167536358534,1.9420632886985404e-05,0.03820843083050842,1.0
3800,0.037575667627305985,-4.344588591976218e-06,1.0006246127131213,0.2547464808349911,0.016556443293641598,0.00092843301398391,1.7797996231926794,0.005875858716284102,2.549064229578148e-05,0.037653263731044516,1.0
3900,0.03785101027535757,8.640135884865533e-06,0.9883086077726205,0.2548801634046391,0.016635482012104325,0.0009290097575334046,1.7726102800574377,0.005897043626246414,2.3262252302583267e-05,0.03809888228338975,1.0
4000,0.03792341819601244,4.802653195317782e-06,0.9920251715794647,0.25485890409694245,0.01721890467876551,0.0009263195183804154,1.800552449773639,0.005932750206920377,2.359346439566671e-05,0.03796994291048296,1.0
4100,0.03851153557449343,6.871889342718865e-06,1.0068086825618454,0.2549839635499132,0.01722880174884162,0.0009252820348239062,1.794746467093978,0.006026685605657682,2.3274964349371134e-05,0.03850741592708944,1.0
4200,0.038522480697979374,-4.3278933460146006e-07,0.9966793325038901,0.2551699091657775,0.017800374436194193,0.0009213322672680489,1.8113415301960762,0.0060298474672722075,2.436358438695709e-05,0.0383933620714912,1.0
4300,0.038499484237724584,7.32722874299722e-06,0.9942698870626105,0.25527484069749273,0.018360312204937574,0.0009203773925170812,1.7874143857125102,0.006058566059617262,2.047320573074304e-05,0.03791805076404066,1.0
4400,0.03833618716848782,-7.483827261163611e-07,0.9962511423437371,0.25549616131094566,0.018441721182841632,0.0009187162845587629,1.828227605455038,0.006076901819495198,2.5398764297579567e-05,0.03831518264639289,1.0
4500,0.03786569555898472,5.8474773849594796e-06,1.0045378967752008,0.25561528384320026,0.018837298735293884,0.0009177622836964098,1.847169897139596,0.006019070596269666,1.9992783034305772e-05,0.03840176116451075,1.0
4600,0.037820917798997836,-1.3144803003799974e-06,0.9866002126598628,0.25559523293407416,0.019086786623008535,0.0009145544320673083,1.8386548017768143,0.006073025572971634,2.3375692649248388e-05,0.03852115442278778,1.0
4700,0.03823218830919569,-2.652974547815e-06,1.006622886922456,0.2557996927041583,0.019193620380885935,0.0009133858864990828,1.853991932169238,0.006098618530685298,2.379325103205147e-05,0.038725558019716756,1.0
4800,0.03833142481538583,1.8263821460828896e-06,0.9884132300036231,0.2559290893550839,0.019475884016752446,0.0009116010613977785,1.866234744575326,0.0060727227866125355,2.311049701719114e-05,0.03851672319814803,1.0
4900,0.03871805083118545,-3.838207366543969e-06,0.9978365718919019,0.25596224701216974,0.020059961190790114,0.0009110128417370635,1.869520929802195,0.006064029262742093,2.180090917328791e-05,0.03867070577796192,1.0
5000,0.0384090693758117,3.0398259883773404e-06,1.0097666594472603,0.25607972225004394,0.02048737353197345,0.0009077564418961479,1.8630875425251916,0.0060639353333425475,2.287459846128048e-05,0.03814999376814851,1.0
