miliseconds,R,C,I,X,A
0,0.9999994995069644,-5.563376057149841e-06,0.9999897754084863,1.91966175092597e-08,-9.208104945061073e-06
100,0.999983950794158,1.119747618435217e-05,0.9999938608961363,1.9867303472003615e-07,1.4151289621833674e-05
200,0.9999862857231527,1.9938552680883143e-05,0.9999853968402199,2.8276379978101445e-07,-8.035108567386415e-07
300,0.9999748250278572,3.1111736527043254e-05,0.9999830328096233,5.267496775944174e-07,-9.193289085037822e-06
400,0.9999605670213391,3.774183451011696e-05,1.0000013378026311,6.201962578758543e-07,7.198526016025484e-06
500,0.9999555588664844,4.920274268630271e-05,0.9999851919334259,8.520402431062986e-07,7.696223531113198e-06
600,0.9999422979211376,5.616505590139078e-05,0.9999778130558172,1.0327872748943856e-06,9.647259827104437e-07
700,0.9999309234918609,6.113121588282607e-05,0.9999671927509586,1.3692768891522729e-06,3.2154883685057445e-05
800,0.9999272174157895,7.739728315754577e-05,0.9999773686733846,1.5614887434100886e-06,2.233260229209178e-05
900,0.9999078684589214,9.150276230380782e-05,0.9999625869525987,1.5630827954412456e-06,2.124676242452955e-05
1000,0.9999077630858457,9.540822448990567e-05,0.9999484788004678,1.92516953536155e-06,3.9963571959046995e-05
1100,0.9998899059510845,0.00010259787409535943,0.9999359886691188,1.994224347665266e-06,5.556374475691009e-05
1200,0.9998794592503457,0.00011943059704901648,0.9999340626755038,2.2325803355751624e-06,4.96438287841691e-05
1300,0.9998771550251467,0.00012581878019550597,0.999916264497273,2.3851321118460173e-06,8.496016879876975e-05
1400,0.9998671300368597,0.00013350122577157234,0.9999153642098949,2.6447354828091566e-06,6.747354222513505e-05
1500,0.9998509258485154,0.0001449753482793327,0.9999044455644623,2.684235445300662e-06,9.009430574067709e-05
1600,0.9998529785924388,0.00014720350226568092,0.9998951204782035,3.0500706759654188e-06,9.969528192080854e-05
1700,0.9998420659908337,0.00015293354374983675,0.9998783899596486,3.2237605811596564e-06,0.00011931047542067765
1800,0.9998240537815541,0.00016604349912529044,0.9998492728321051,3.3393182215860637e-06,0.0001335933589885709
1900,0.9998235134741751,0.00017332339856804233,0.9998490351930779,3.411157045847684e-06,0.00015649154544372442
2000,0.9998182452207598,0.00019063345269342339,0.9998424024784155,3.7119443266437866e-06,0.0001644888811975902
2100,0.9998018285128366,0.00018867154588426795,0.9998027893059539,3.837100045934066e-06,0.00019449519748059553
2200,0.9997912781350482,0.00020604074733399113,0.9997964326660861,4.103578339078788e-06,0.00021064677416763954
2300,0.9997869433882423,0.00021344097648052,0.9997928709972396,4.088931694609651e-06,0.0002243185488038377
2400,0.9997827150952308,0.00021847923856376978,0.9997697380113987,4.362228295532208e-06,0.00023974440487058174
2500,0.999774259067419,0.00023130212185693534,0.9997275236463973,4.5343229675425914e-06,0.00025971818048506795
2600,0.9997636194334361,0.0002332289541617996,0.9997131122326252,4.721738857142721e-06,0.00029250963992582163
2700,0.9997561720791653,0.00024365465155285653,0.9997132605336103,4.841892054809644e-06,0.00030991552989147696
2800,0.9997474342093537,0.00025293812171783614,0.9996673834666979,5.104119161620599e-06,0.00031042003311043117
2900,0.9997316882983645,0.00026577812822411957,0.9996493134571652,5.269385236294823e-06,0.0003367437931643851
3000,0.9997253358997397,0.0002704657082064441,0.9996204468675439,5.386584991096541e-06,0.0003648277653111429
3100,0.9997192920698091,0.00028221322083072124,0.9995953826138677,5.459875207668536e-06,0.0004037587215832205
3200,0.999715218381692,0.0002892833093007709,0.9995921512640757,5.627333927221789e-06,0.0004252648094059755
3300,0.9997107454986796,0.0002987838467794102,0.9995717930236028,5.800051224790233e-06,0.0004418359045959811
3400,0.9997009078207816,0.000301757858060317,0.9995261057183892,6.028532033387567e-06,0.000458396484706716
3500,0.999694732201553,0.0003104996509122737,0.9995202877480125,6.160761077944776e-06,0.0004942282677311494
3600,0.9996803421240831,0.0003213091871844482,0.9994750794000986,6.261031394555167e-06,0.0005108366505651795
3700,0.9996703807230644,0.00032808802996465026,0.9994461692132354,6.360563799197157e-06,0.0005532444386716082
3800,0.9996658205669361,0.0003377038160926106,0.9994235641147772,6.613916638627922e-06,0.0005695359735272437
3900,0.9996553405264051,0.000346870044839203,0.9994030496442818,6.792973081943127e-06,0.0006228139957106223
4000,0.9996545992620037,0.0003504815380313149,0.9993653360288175,7.042054048141332e-06,0.0006505922407513607
4100,0.9996493209125127,0.0003582363457509255,0.9993378812392989,7.175930650368815e-06,0.0006634600401148273
4200,0.9996333857493809,0.00036573057120540853,0.9993132893062189,7.360355514861013e-06,0.0007091116780506993
4300,0.9996355008551491,0.0003764177075784987,0.9992642123745399,7.328230318016781e-06,0.0007445551241780972
4400,0.9996206840289302,0.0003770072333680755,0.9992234208289255,7.442911368641309e-06,0.0007723297282643745
4500,0.9996210797613239,0.0003898450803805067,0.9991955396758284,7.620518961038839e-06,0.00080180018894839
4600,0.9996096807590745,0.00039833620460538515,0.9991719030396046,7.905187441289284e-06,0.0008544468005379228
4700,0.9996036548587534,0.0004000688184962159,0.9991245291281847,7.966099874467516e-06,0.0008692139781955536
4800,0.9995983274617295,0.0004160712659799149,0.9991147931354898,8.113442617147883e-06,0.0009025552070312205
4900,0.9995986506512603,0.0004133826494869271,0.9990719626572555,8.197789691890352e-06,0.0009539267053004689
5000,0.9995874590550475,0.00042831919885693556,0.9990346617152488,8.468949640740697e-06,0.0009908729916958093
