miliseconds,R,C,I,X,A
0,1.0000050083340435,-1.5864988952026851e-06,1.0000139800107042,-1.0692835834033436e-07,1.1713214073010703e-05
100,0.9999858440318695,1.191354470973551e-05,1.0000083074298964,2.664741730146353e-07,-2.5522385754685826e-06
200,0.9999746687456759,2.305666433528962e-05,1.0000073637005635,2.7954446226664434e-07,-1.2982221651010282e-05
300,0.9999655891644772,3.2607991868083646e-05,1.0000082123780492,4.769587835940453e-07,7.988236673335104e-06
400,0.9999623281729668,3.7233798626797995e-05,0.9999925608136909,7.528556627000055e-07,1.3560549598143623e-06
500,0.9999468989914531,4.618683503125198e-05,0.9999899446936795,9.572671192639278e-07,-2.2232544175979854e-06
600,0.9999423657106491,5.9234833063600995e-05,0.9999697079362774,1.0917663928822834e-06,1.784006809417455e-05
700,0.9999328377936095,7.090962344422849e-05,0.9999643713030129,1.396237066158185e-06,1.9581895924181392e-05
800,0.9999268932085774,7.072165448518892e-05,0.9999713492601287,1.6065365063808924e-06,2.088696688222724e-05
900,0.9999130454645533,8.531442901376228e-05,0.9999736209257711,1.7826676618575635e-06,3.6086539066931284e-05
1000,0.9999052516216911,9.627286248840244e-05,0.9999708027613483,1.8347375219960051e-06,5.482701351778494e-05
1100,0.9998875814922217,0.00010684142312512354,0.9999391269908005,2.006674844170343e-06,4.5353435171095195e-05
1200,0.9998831880290164,0.00010965322400366321,0.9999510456571182,2.1206549642692108e-06,7.004043921410617e-05
1300,0.999871934211867,0.00012698348649526928,0.999935597995317,2.3935154027850354e-06,8.244380560692013e-05
1400,0.9998660964617438,0.000126840745625011,0.9999196833869889,2.6359595509603302e-06,8.008185950874455e-05
1500,0.9998554276151524,0.0001439003601682321,0.9999102240613352,2.692413640553693e-06,0.00010545677911962292
1600,0.9998502304673369,0.0001470681960638951,0.9998885349923033,2.9913314304681597e-06,0.00012084358215237929
1700,0.9998438380150717,0.00015490569180154318,0.9998892733645091,3.1573746051329754e-06,0.00011474976262879161
1800,0.9998301790835031,0.00016249016526484356,0.9998622239666569,3.212971126948441e-06,0.0001266509357730538
1900,0.9998258545386083,0.00017748025280786805,0.9998355846349744,3.410695930136483e-06,0.0001490801496730794
2000,0.9998118795903045,0.00019103271399203314,0.9998218678772046,3.539555206926156e-06,0.00015240839061848936
2100,0.9998088917529873,0.0001941123051428613,0.9998137202949141,3.841288401208379e-06,0.00017219265503233425
2200,0.9997978278650731,0.00019837448248910417,0.9997897927350277,4.061971112328402e-06,0.00018544335391923003
2300,0.9997891567210432,0.0002132295006295177,0.9997718807737034,4.250730491929974e-06,0.00021948759039423234
2400,0.9997828418865142,0.0002203366489531181,0.9997732621604632,4.307801085163028e-06,0.0002498555904087014
2500,0.999764226191524,0.00022227252040667758,0.999739448976763,4.627789630709033e-06,0.0002611715678202346
2600,0.9997568117102632,0.00024007180028648526,0.9997189303550419,4.766683551484279e-06,0.00027200632963002844
2700,0.9997582679032948,0.00024336807483113474,0.9996993025729068,4.948027708297369e-06,0.00028700728485482976
2800,0.9997425393498917,0.00025300378602703265,0.9996647208675862,5.0929482260619395e-06,0.0003205855139716636
2900,0.999741772403384,0.00026273889846137294,0.9996476796737336,5.185660581450159e-06,0.000352682212784335
3000,0.9997317586543019,0.00026345107046437755,0.9996368920226543,5.370542204276608e-06,0.00037668180508549357
3100,0.999723874509234,0.00027296541145254577,0.9996147140891466,5.490518271522739e-06,0.00038247714157962003
3200,0.9997080313989407,0.00029217399144498287,0.9995757083208164,5.615687706740102e-06,0.0004301314598043756
3300,0.999705342476378,0.00029022656704427946,0.9995500292457455,5.90859567538518e-06,0.00044634114623822856
3400,0.9997029269348483,0.0003046314936263813,0.9995209044840895,5.921653158420383e-06,0.000484116590141061
3500,0.9996951767557956,0.000315167655485637,0.9995020937287282,6.042630470823423e-06,0.0004961247388473947
3600,0.9996847555397813,0.00031233284295284063,0.9994827974407933,6.2762869136363875e-06,0.0005268027391194123
3700,0.9996781683859409,0.00033074748853874326,0.9994589870599578,6.417433792985337e-06,0.0005437466956856651
3800,0.9996725317212201,0.00032854525736158606,0.9994140804863024,6.6594141490691235e-06,0.0005729092387609786
3900,0.9996623674991995,0.00034390718404251047,0.9993861745919113,6.881889144491655e-06,0.0005974945671829249
4000,0.9996554119614748,0.00035116239715067045,0.9993753495462389,6.992771130664959e-06,0.0006454747955375647
4100,0.9996453555406929,0.0003555436817244938,0.9993208736454023,7.094571659804103e-06,0.0006648306567585711
4200,0.9996390825407724,0.00036744895062097683,0.9992940552567303,7.236849253205452e-06,0.0007161429065658226
4300,0.9996382473961439,0.00037101895345819264,0.9992677268149062,7.459116878399892e-06,0.0007418753505575358
4400,0.9996295732580976,0.00037981784241091404,0.9992306559379724,7.658356719774117e-06,0.0007665056803470187
4500,0.9996150632890335,0.0003908234255723749,0.9992169210942622,7.735742185714047e-06,0.0008104606670900301
4600,0.9996179781793868,0.00039991621662832996,0.9991687106329175,7.917911275605403e-06,0.0008318157315854994
4700,0.9996044821073684,0.00040016320990857905,0.9991367084351443,8.12696779610937e-06,0.0008816259491094445
4800,0.9996048488774913,0.00040371403860464634,0.9991144897573168,8.040224100170098e-06,0.0009151529336973825
4900,0.9995974214353404,0.00041764050061611805,0.999070587329169,8.317999128630552e-06,0.0009438597521075299
5000,0.9995891974614333,0.0004220765765215379,0.999033221092997,8.3713562846099e-06,0.0009977163802517698
