miliseconds,R,C,I,X,A
0,0.9999970686104399,8.603779477970403e-08,0.9999902617244195,2.079215079361268e-08,-1.442906083924306e-05
100,0.9999896072859058,5.727145290269068e-06,0.9999959066894121,8.223728806533934e-08,-8.683912763199087e-06
200,0.9999793400611152,2.213625479159647e-05,0.9999992431971036,3.563206786144458e-07,-1.1102415095027622e-05
300,0.999974966340415,3.060389392253609e-05,0.9999872233751603,4.614854427429582e-07,1.6445272361537816e-05
400,0.9999614456072533,3.5365080351296035e-05,0.9999910603014526,7.949854153390043e-07,1.099499949601278e-05
500,0.9999561639923438,5.0040954718257944e-05,0.9999834661629172,8.497008318802197e-07,2.1273654584853905e-06
600,0.9999464752454866,5.219671193600309e-05,0.9999719997646409,1.237262645741608e-06,1.3418712058423657e-05
700,0.9999375212207432,6.57171391783202e-05,0.9999687526363779,1.2961085709174209e-06,5.740804698933899e-06
800,0.9999187179135738,7.954103685672377e-05,0.9999739029847552,1.4538935659864707e-06,2.1182428423649433e-05
900,0.999917763464591,9.208369482615652e-05,0.9999786588287878,1.8052205492809405e-06,3.1981785184092885e-05
1000,0.9999009292999186,9.121720058850553e-05,0.9999516424000079,1.908314126025268e-06,4.941589546871284e-05
1100,0.999889982854214,9.939644755613435e-05,0.9999551063140933,1.9860614822747023e-06,3.784851829400414e-05
1200,0.9998797489497576,0.000107653009760367,0.9999435293540361,2.2470181404973824e-06,7.365882926248739e-05
1300,0.9998796409246252,0.00012188812013301119,0.9999381240587356,2.422532539835757e-06,5.8371815686059686e-05
1400,0.9998697339574831,0.000136548375793163,0.9999226428121185,2.58146786997565e-06,7.981012360911557e-05
1500,0.9998598519040476,0.00013575599576270958,0.9998983307798498,2.8633737007763407e-06,0.00010891978453596869
1600,0.9998516232029213,0.00014932371645947292,0.9998854492207763,2.9220341509381925e-06,0.000104107755718992
1700,0.9998439056586871,0.00016148039974057978,0.9998903762563853,3.259405774574642e-06,0.0001091733622364159
1800,0.9998342359054944,0.00016661177842213883,0.9998518105547819,3.3981928260380554e-06,0.00013744957960928113
1900,0.9998222260685504,0.00017408510048604593,0.9998512538944816,3.5430436765623954e-06,0.00013843772841257515
2000,0.9998144860279862,0.0001794065846093009,0.9998295130481621,3.6689047343614897e-06,0.0001564250103127784
2100,0.9998030590369,0.00019210367618065967,0.9998114863499149,3.894314826925847e-06,0.00019627285625482694
2200,0.9997889153913723,0.00020604880802844829,0.9998065499642964,3.934952232591255e-06,0.0001945934560218905
2300,0.9997819752221593,0.00021612850053452924,0.999775872148257,4.125550084115688e-06,0.00023308050880347362
2400,0.999776776260745,0.0002180949268978384,0.9997512597035484,4.235221395553944e-06,0.0002372742102064516
2500,0.9997694121527885,0.00023191493168868316,0.9997396648391856,4.40987976993994e-06,0.00024294951520732402
2600,0.9997555124040765,0.00023659654642673242,0.9997126129723448,4.8133822419730365e-06,0.00028219652958000167
2700,0.9997544812888497,0.00024609650082360374,0.9996961472772642,4.738666102202996e-06,0.0002930534970459438
2800,0.999750204082872,0.00025496519879982356,0.9996815921525991,5.071338896004592e-06,0.0003282675219405934
2900,0.999740075597943,0.0002666321002205479,0.9996491637562689,5.067244148162419e-06,0.00035526864040767405
3000,0.9997291892486456,0.00027568545347621037,0.9996436011816966,5.44517398971844e-06,0.0003602635504572791
3100,0.9997172279494727,0.00027302090506492785,0.9996004931286809,5.499959214802716e-06,0.0003946575263240952
3200,0.9997140597933204,0.000290937678432886,0.9995724191581189,5.580990048918155e-06,0.00042518890846197547
3300,0.999704119103514,0.0002924957059976915,0.9995627905329922,5.900593613990691e-06,0.0004451741382244429
3400,0.9996971249579812,0.0003027255215483804,0.9995345504855198,5.9959956435411925e-06,0.00048129694154159136
3500,0.9996839144844542,0.00031344832326097113,0.9995016317148846,6.240957828767697e-06,0.0005022392294691624
3600,0.9996795896170444,0.0003196412833327325,0.9994833846567079,6.330829448767592e-06,0.0005128296010163767
3700,0.9996696675730452,0.00032618250216892716,0.9994458403399797,6.391645477064427e-06,0.0005541501709330329
3800,0.9996685695103844,0.0003351476530188485,0.999426728279441,6.723136402455423e-06,0.0005819442695910988
3900,0.9996654763890901,0.00034717213729401684,0.9994005425809548,6.898515131487907e-06,0.0006098935115773646
4000,0.9996474413181401,0.00034629902232488966,0.9993659021778636,7.068003788154438e-06,0.0006312261220491899
4100,0.99964875098472,0.0003602380535327107,0.999335605228332,7.008049451100156e-06,0.0006777951923068266
4200,0.999640222546268,0.0003705080947779921,0.9993137736285416,7.231883682846127e-06,0.0006962858571118779
4300,0.9996322502493598,0.00037640972835709975,0.9992759329134159,7.353002738635385e-06,0.0007243196227498784
4400,0.9996212793676208,0.0003765896633950649,0.9992467045729243,7.658732565508677e-06,0.0007601042219373053
4500,0.9996244262551046,0.00038352996230584576,0.9992146282961193,7.737439647748324e-06,0.0007972130823618106
4600,0.9996059236198855,0.0003891267695599772,0.999182101959388,7.848253466902232e-06,0.0008412395226761191
4700,0.9996055866620779,0.0003984645183099458,0.9991268827910275,7.910534006808367e-06,0.0008844327807270563
4800,0.9995931604993586,0.0004137653411457809,0.9990983928387196,8.05818189675193e-06,0.0009126515640631901
4900,0.9995884641060948,0.00042182218298125057,0.9990568211038557,8.416179728085518e-06,0.0009343860808815918
5000,0.9995913352577986,0.0004236382369333108,0.9990164503241121,8.337696261896704e-06,0.0009927829465127204
