milliseconds,R,C,I,X,A
0,1.0000053779997418,4.936522215530169e-06,1.00001030647424,1.1435905012306075e-07,4.159921349766401e-06
100,0.9999846952859779,1.0325299265084436e-05,0.999995137614632,1.008936139855199e-07,-9.403519123043419e-06
200,0.9999752292735593,1.744295258298281e-05,0.9999999453502276,4.1329212295532287e-07,2.0126344474274816e-06
300,0.9999711642671488,2.6246978862272494e-05,1.00000468206882,5.302732598369805e-07,1.959823607312319e-06
400,0.9999634469647749,3.7633201766125085e-05,0.9999930643398343,7.471082450798858e-07,1.2423666125788162e-05
500,0.999948784201752,4.461615219742118e-05,0.9999764326122348,9.79130601535853e-07,1.1223942907337962e-05
600,0.9999446527818111,5.2669058442433015e-05,0.9999806627988881,1.1250306990243536e-06,2.4801859856493843e-05
700,0.9999298654645079,6.128001282238943e-05,0.9999772580217072,1.3381829354937048e-06,3.413344987162398e-05
800,0.9999188114931536,7.990028881391e-05,0.9999830104518297,1.4376255454103464e-06,1.2174655477034674e-05
900,0.9999129503212101,8.180651706582044e-05,0.9999554443824591,1.5592180822938804e-06,4.441065453476849e-05
1000,0.999896748984946,8.948340563505488e-05,0.999947694369563,1.8407269999897294e-06,4.351355225932996e-05
1100,0.9998933157206141,0.00010067434672739226,0.9999580887386018,2.066808399522613e-06,3.7266426400308236e-05
1200,0.9998814945861836,0.00011118993365166382,0.9999240927529176,2.1851207855892977e-06,7.466775290501238e-05
1300,0.9998758679522962,0.00012069442013735715,0.9999241213699923,2.357775428130417e-06,7.753725898041308e-05
1400,0.9998682833514415,0.0001329885155823715,0.9999085429493713,2.5190809665279594e-06,9.587908517888629e-05
1500,0.9998541795684518,0.0001423176551580226,0.9998969617710772,2.7314864360595417e-06,8.511657083092943e-05
1600,0.9998431871375771,0.00014534881306984542,0.9998773431215169,3.0006333481664123e-06,9.723076661828321e-05
1700,0.9998430104987178,0.00016305142075809522,0.9998791118772525,3.1421283091197455e-06,0.00011085679286262149
1800,0.9998316577412463,0.00016611686704352414,0.9998772303712827,3.324485026283569e-06,0.0001412954000326338
1900,0.9998213512750413,0.00017578905204831293,0.9998369181936251,3.404048730064535e-06,0.00014264151422326682
2000,0.9998154729219321,0.00018117842161779918,0.9998213829574114,3.635176661051967e-06,0.00015584649146024686
2100,0.9998078969592136,0.0001895001677317869,0.9998159859393977,3.7952790771434045e-06,0.00018337700704282347
2200,0.9997994645793196,0.00019674844275124353,0.9998082981527016,3.981142032059767e-06,0.00020266396476073087
2300,0.9997802263898559,0.0002056973233785134,0.9997749963563223,4.252673730996312e-06,0.0002196258265321211
2400,0.9997760293304564,0.00021858180672495602,0.9997597771013692,4.3326709365524015e-06,0.0002254038448920797
2500,0.9997708998292455,0.00022405877556221383,0.9997285846848106,4.475220708925197e-06,0.00025334830364022714
2600,0.9997553655077767,0.00023665518418255555,0.9997128900717931,4.65205230941734e-06,0.000280161731360192
2700,0.9997487674478265,0.0002425092792356077,0.99969849687815,4.9669360120704795e-06,0.00031023692212657413
2800,0.9997399655215129,0.0002524696509252207,0.9996751677999722,4.933631097645153e-06,0.00031220053150448436
2900,0.9997343767358072,0.000263170623178759,0.9996473522514895,5.273746034586527e-06,0.00033930102112931317
3000,0.999734221493638,0.0002687050702624962,0.9996234959424664,5.2874240530145345e-06,0.00035547188226348314
3100,0.9997185943023955,0.00027896774550710155,0.9996082081396261,5.609821292166826e-06,0.00039993815639687767
3200,0.9997162318187138,0.0002821974760674406,0.9995837305133509,5.716483135498656e-06,0.0004053623113617427
3300,0.9997089449940676,0.0003000717786854753,0.9995509935875281,5.735352073654295e-06,0.0004505961609781227
3400,0.9996966677293259,0.0003027541881144815,0.9995196571740391,5.953358093086959e-06,0.0004803006358696424
3500,0.9996953550209132,0.0003143452769874651,0.9995200678116685,6.075770628420605e-06,0.0005045909813546853
3600,0.9996789158968047,0.00031856076562312405,0.9994844939685616,6.39516028841496e-06,0.0005193407202035862
3700,0.9996752932890652,0.0003300345318255343,0.9994637489656292,6.580931127874208e-06,0.0005566825539024744
3800,0.9996720464590145,0.0003358243746052024,0.9994085412456243,6.599106908154192e-06,0.0005735010638383536
3900,0.9996589438029497,0.0003443444532966175,0.9994000757965613,6.866647519653408e-06,0.000625986260660008
4000,0.9996541446410177,0.0003527408084788557,0.9993622681978919,7.041947276062973e-06,0.0006350095115324586
4100,0.9996457776110901,0.00036144001644140974,0.9993428673688158,7.143665418299407e-06,0.0006689258789415848
4200,0.999634112359209,0.00036198478891218296,0.999312351183679,7.169199127456131e-06,0.0007139107020858223
4300,0.9996279686591407,0.0003680519326614256,0.9992696375473531,7.53086275302912e-06,0.0007440230140167614
4400,0.9996224313487619,0.00038297070807319285,0.9992318775132497,7.527827748540229e-06,0.0007725704854492034
4500,0.9996208954106408,0.00038315173989157317,0.9992170016650189,7.66134421096724e-06,0.000795268559241625
4600,0.9996108977223913,0.0003977800613677009,0.9991856540102526,7.988065809589514e-06,0.0008385925344718727
4700,0.9996108011577073,0.0003978689697171074,0.999146620593634,7.949953493075026e-06,0.0008712511903375477
4800,0.9996007258403056,0.00041076295348655334,0.9990955149517311,8.119336884457362e-06,0.0009131490728120622
4900,0.999591146986562,0.00042146254424077365,0.9990661792841379,8.22563289017982e-06,0.0009479722989360882
5000,0.99958898498093,0.0004187635173479481,0.9990292912704483,8.452770134933219e-06,0.000997435326319275
