milliseconds,T,B,E,R,V
0,3.0,0.0,100.0,1.0,0.0
100,3.0581473511546764,0.0008902400819853645,114.64285897528238,1.1078615839183272,0.0
200,3.117404425534655,0.001814183273406861,124.8253257559545,1.2278436565814042,0.0
300,3.1778023021622452,0.00277305879060968,132.69050858629078,1.3567476103214964,0.0
400,3.239367619016037,0.003768141454588043,139.10300045600388,1.4927414143941202,0.0
500,3.3021252698739745,0.004800751126403107,144.5062023136311,1.6346157522487528,0.0
600,3.3660994392029804,0.005872253041129565,149.1612449503862,1.7815020846009908,0.0
700,3.4313140798660964,0.0069840585257628695,153.2363233850475,1.9327424895642817,0.0
800,3.4977931738729104,0.008137625895225915,156.84643343689058,2.0878185479685665,0.0
900,3.56556089363119,0.009334461450920385,160.07510247216672,2.2463074579834315,0.0
1000,3.634641676123953,0.010576120564801696,162.98456874316705,2.407859726823032,0.0
1100,3.7050602826246966,0.011864208771854413,165.62259577634458,2.5721817810867744,0.0
1200,3.776841850518261,0.013200382888869563,168.0261786499334,2.739022742664231,0.0
1300,3.850011934505755,0.014586352136053075,170.22524785471253,2.90816309181664,0.0
1400,3.9245965209116167,0.016023879277269615,172.24460817056874,3.079409778427831,0.0
1500,4.000622037078356,0.0175147817512094,174.10466673797546,3.252593561107068,0.0
1600,4.078115369312777,0.019060932777802093,175.8222955708331,3.4275647395331688,0.0
1700,4.157103883110884,0.020664262447813286,177.41182907709737,3.6041886083164107,0.0
1800,4.237615434398188,0.022326758797279557,178.8856719713483,3.782343099136828,0.0
1900,4.319678376177716,0.024050468855635124,180.25456680159658,3.9619177432083004,0.0
2000,4.403321567078881,0.025837499656501086,181.52780879002313,4.142812432839027,0.0
2100,4.488574382500697,0.027690019176254167,182.71352540027684,4.324935799118349,0.0
2200,4.5754667232302655,0.029610257329078314,183.8188767166421,4.508204012131804,0.0
2300,4.664029024792987,0.0316005066635071,184.85019872168508,4.6925401464806615,0.0
2400,4.75429226401236,0.033663123605930545,185.81317431459883,4.877872831120211,0.0
2500,4.846287971768059,0.035800527797849965,186.7126667605467,5.064137699866642,0.0
2600,4.9400482344015275,0.03801520534926326,187.55334353960052,5.251272946044247,0.0
2700,5.035605704729877,0.04030970862993902,188.33958249015288,5.439220116339318,0.0
2800,5.132993615568137,0.04268665418119492,189.07493010233776,5.627927776517106,0.0
2900,5.23224578097256,0.045148726928225365,189.76299085132143,5.817345487788876,0.0
3000,5.333396610228895,0.04769867718082312,190.40676210759457,6.0074280018873925,0.0
3100,5.436484832282493,0.05033950987068176,191.00896756718188,6.1981337347327905,0.0
3200,5.54153919669823,0.05307377991311871,191.5722933799363,6.389420706994824,0.0
3300,5.648598618937381,0.055904544247400094,192.0989997881822,6.581252962561243,0.0
3400,5.757700477475172,0.058834868032856306,192.5912557064323,6.77359519542009,0.0
3500,5.868882345362635,0.06186784000264421,193.0511299387089,6.966413382311757,0.0
3600,5.982182476568092,0.06500662277557362,193.4804696036158,7.1596763770590774,0.0
3700,6.097639588117701,0.06825442274713094,193.8810619363705,7.353353887932165,0.0
3800,6.215292978746982,0.07161450657784053,194.2545375329539,7.547417698093915,0.0
3900,6.335182901779517,0.0750902321622842,194.60235927027435,7.741841849032649,0.0
4000,6.457350191830354,0.07868500881127292,194.92592250005924,7.936601410093517,0.0
4100,6.58183614377648,0.0824022873422874,195.22655306769886,8.131672423684082,0.0
4200,6.708683053591009,0.08624560601245324,195.50544796060686,8.327032794415803,0.0
4300,6.837934058955801,0.09021856942436852,195.7637192596834,8.522661718807598,0.0
4400,6.969632445151876,0.09432479187314419,196.00246801606917,8.718538573030422,0.0
4500,7.103822658299726,0.09856797770509237,196.22267836366453,8.914644509174437,0.0
4600,7.2405500307460855,0.10295188998258888,196.42526638360167,9.110961773917342,0.0
4700,7.379860294251855,0.10748031337235164,196.61112441989388,9.307473013179882,0.0
4800,7.521800279719202,0.11215710386627968,196.7810607117748,9.504162219274003,0.0
4900,7.66641669781347,0.11698610294553835,196.9358992389072,9.701013138963475,0.0
5000,7.8137583854358486,0.12197126667923795,197.0763262266785,9.898011759205959,0.0
