milliseconds,T,Th,Tc,B,A
0,9.0,7.0,1.0,1.0,1.0
100,1.7532956903205705,8.192071515731865,1.6904881034445998,1.651826573790254,0.8560087007190124
200,0.9693175853122173,8.539890063407634,2.012036556194187,2.2983583155264182,0.8450171819978635
300,0.6679290371309348,8.694395573852942,2.2587162072931415,3.10700051981511,0.8789456959877141
400,0.507926471862573,8.759012953534002,2.4748781989503246,4.150395898161718,0.9513687820784245
500,0.40843901722918413,8.771467725136546,2.6759771875973075,5.505610534539846,1.0663604984521757
600,0.34038703065145637,8.750002452831433,2.869152179944154,7.2661540388494625,1.2329080054414077
700,0.2907485177429378,8.704908446413377,3.0582420627433415,9.548508840536718,1.4641195681074963
800,0.2528194447021739,8.6425909661599,3.2455141012781072,12.498357176537327,1.7775472678987927
900,0.22279098804754918,8.56732227661754,3.4323928203958336,16.29758063413994,2.1959880863685672
1000,0.19833969782057576,8.482098067118548,3.6198080455761708,21.17240410107813,2.7486163425869186
1100,0.17796355978917933,8.389102715277781,3.808379835218745,27.40295843878318,3.4724269308489837
1200,0.16065177181677856,8.289974972711342,3.998521553889593,35.33450408412387,4.41401800845418
1300,0.1456939584946177,8.185976240270653,4.190503715567514,45.390499823201345,5.6317462194887415
1400,0.13257663828053481,8.078094840188808,4.38449246242099,58.08775803233821,7.1983145046018535
1500,0.12091735826431542,7.967117190995335,4.5805750666593505,74.05388154726603,9.203851848120873
1600,0.11042460157709108,7.853676094030914,4.778776675379925,94.04720030476511,11.759557810004965
1700,0.1008706418455539,7.738285665160988,4.979071937408316,118.97927354077413,15.001960976260051
1800,0.0920748221934717,7.621365922456411,5.1813929664043865,149.94027747627499,19.0979153604278
1900,0.08389176961654331,7.503261479916967,5.385635068348947,188.22733812035895,24.250398619438446
2000,0.0762031291269532,7.384256370711188,5.59166119621217,235.37571734183706,30.705170194042232
2100,0.06891323982821551,7.264585404180484,5.799305671096542,293.1929296906783,38.758390736511956
2200,0.061946323067908544,7.144443894420809,6.008377601230574,363.79577735744294,48.765307168704766
2300,0.05524543885863905,7.023996361739862,6.218664692695294,449.6500082394628,61.150028158646386
2400,0.0487731043502136,6.9033845739102,6.4299378869189905,553.6124625578512,76.41646260081492
2500,0.04251264983509179,6.782735605679361,6.641957229297754,678.9755369700429,95.16048928586177
2600,0.03647014236461943,6.662169980424664,6.854479394060494,829.5137170940664,118.0833146198925
2700,0.030676065344526833,6.541809912001226,7.0672670775788236,1009.5322621981408,146.0060652671256
2800,0.025185460450152655,6.421787365251174,7.28010002038985,1223.9181883334788,179.8855566020685
2900,0.020075327941258665,6.302251122364101,7.492787057762164,1478.1940700028372,220.8311816438902
3000,0.01543765820875431,6.183371770240761,7.705177638651127,1778.5753202556218,270.12295375070573
3100,0.01136722513886943,6.065343065342141,7.917170860118246,2132.031825539929,329.2306584060739
3200,0.007944517652575062,5.948378414905922,8.12871908371213,2546.353994314123,399.83432218370046
3300,0.005216406103405563,5.832701455174918,8.339823957206907,3030.223051029536,483.8462284326977
3400,0.003179805159746344,5.718531397166896,8.550523604589973,3593.283586853849,583.4348868584458
3500,0.0017749678499209968,5.60606565085091,8.760872111739204,4246.215350209486,701.0513927972197
3600,0.0008930854607137875,5.495463998855257,8.97091651393049,5000.800754347062,839.4582091968499
3700,0.00039779741781415017,5.386838393480629,9.180676557118371,5869.986387738008,1001.7602736674211
3800,0.00015365323410533233,5.280251559292226,9.39013333407853,6867.938050936211,1191.437672216827
3900,5.027053064246105e-05,5.175724069874271,9.599228953281715,8010.0913574689375,1412.3789913635028
4000,1.3563527018191315e-05,5.073246425877121,9.807874874293942,9313.200175685019,1668.914668624904
4100,2.927774202665571e-06,4.972791518535018,10.01596372783506,10795.383669165956,1965.8501702505828
4200,4.885005267549112e-07,4.87432405885542,10.22337967819982,12476.170594705998,2308.499262575228
4300,6.060628498299438e-08,4.777806036984239,10.430005046240643,14376.53849586103,2702.717685827371
4400,5.353450911227124e-09,4.683199145519714,10.635723521229231,16518.945843849142,3154.937266953884
4500,3.2063899515359634e-10,4.590465589795909,10.840421375854655,18927.35612532398,3672.20021224918
4600,1.3495588920773302e-11,4.499568281005815,11.043987859425691,21627.25344260856,4262.193195957777
4700,2.2352105104638913e-12,4.410470859495736,11.246315345447462,24645.64927480581,4933.280873384542
4800,-1.2733162880321439e-12,4.323137685131749,11.44729942089569,28011.079991061804,5694.538499292478
4900,-9.321497447000978e-14,4.237533823398072,11.64683895882271,31753.594526427154,6555.783477729929
5000,-2.170394946668718e-13,4.153625031569686,11.844836179390699,35904.73218212878,7527.604947639989
