milliseconds,M,TF,CP,CP2,IC
0,1.4,0.13,0.037,0.046,0.37
100,1.401235688874665,0.12446619990864746,0.03735201983917324,0.04752149669031832,0.3755338000913525
200,1.4013648528902523,0.11906340423085546,0.03760828750556704,0.04934519675139525,0.3809365957691446
300,1.400440874623277,0.11375415195919307,0.037837652336302215,0.05139799771875452,0.3862458480408071
400,1.3985130356947408,0.10852223157761372,0.038045335153529806,0.053646294590496475,0.3914777684223864
500,1.3956297112179177,0.10336389572661833,0.03823199400320001,0.05607027022272342,0.39663610427338175
600,1.3918401690129631,0.09828340231264672,0.03839789462287754,0.058658289920441226,0.40171659768735346
700,1.38719554668358,0.09328995860851443,0.03854340525514031,0.06140379092069226,0.40671004139148575
800,1.3817491213811273,0.08839580062848262,0.0386689691029197,0.06430346693450022,0.41160419937151754
900,1.3755562147658968,0.08361487980640137,0.03877513599998236,0.06735604189826161,0.41638512019359875
1000,1.3686738082005478,0.07896175077098141,0.038862550878763544,0.07056126276944591,0.4210382492290187
1100,1.3611599581364997,0.07445078677731155,0.03893194094183434,0.07391921125878034,0.4255492132226886
1200,1.353073065148089,0.07009570477328392,0.0389841048212002,0.07742990602572325,0.42990429522671625
1300,1.344471173742138,0.06590910507352839,0.03901989539721072,0.08109290517498344,0.4340908949264718
1400,1.3354112605331137,0.061902087202911425,0.03904020438695963,0.08490697801713319,0.4380979127970887
1500,1.3259485397225999,0.05808393692907941,0.03904594636632601,0.08886983493542773,0.44191606307092074
1600,1.3161358431252868,0.05446195617614487,0.03903804174027842,0.09297797339117632,0.4455380438238553
1700,1.3060231333699674,0.05104131408484679,0.039017402463971756,0.09722654077907268,0.4489586859151534
1800,1.29565704530556,0.047824946815418726,0.03898491740420835,0.10160923213610042,0.4521750531845815
1900,1.2850807291020618,0.04481362494845692,0.038941443252017496,0.10611832178352724,0.45518637505154325
2000,1.2743336111461758,0.042005969659843184,0.03888779937330321,0.11074466654180894,0.457994030340157
2100,1.2634513344084493,0.03939854762956639,0.03882475680270388,0.11547776884834962,0.46060145237043376
2200,1.252465845094495,0.03698605738507491,0.03875303473965704,0.12030592224807148,0.46301394261492523
2300,1.2414055397102028,0.03476156513323154,0.038673297462972614,0.12521640320341684,0.4652384348667686
2400,1.2302954138298061,0.03271675516827942,0.03858615848786158,0.13019567922218764,0.4672832448317207
2500,1.219157266350436,0.030842189503549063,0.038492178582700126,0.13522962574598182,0.46915781049645106
2600,1.208010014416936,0.029127647113543154,0.0383918709179041,0.14030381975769318,0.47087235288645696
2700,1.1968699471924138,0.02756238660203275,0.03828569744200112,0.14540376366862756,0.47243761339796736
2800,1.1857510002310225,0.026135413823531056,0.03817407600462091,0.15051511219969455,0.4738645861764691
2900,1.1746650331788115,0.02483574817210816,0.038057383492911045,0.1556239009183021,0.47516425182789196
3000,1.163622091704151,0.023652621696944324,0.03793596545699994,0.1607167141823551,0.47634737830305585
3100,1.1526306308103635,0.02257565603936334,0.03781013418707591,0.16578083330223964,0.4774243439606368
3200,1.1416977403806816,0.021595009103971753,0.037680170689184424,0.1708043533094982,0.47840499089602834
3300,1.1308293418306865,0.020701476419388763,0.03754632699789173,0.1757762596396157,0.47929852358061137
3400,1.120030350121336,0.019886524625856956,0.03740883333788829,0.18068643826492897,0.4801134753741432
3500,1.1093048284487665,0.019142332388498398,0.03726790524887467,0.1855256987909904,0.4808576676115017
3600,1.0986561283386604,0.018461808638371224,0.03712374108874375,0.19028577411915562,0.4815381913616289
3700,1.0880869862820932,0.017838551798288423,0.036976521817571724,0.19495926729952145,0.4821614482017117
3800,1.0775996181784981,0.017266821051726885,0.03682640601123314,0.19953960535271853,0.48273317894827317
3900,1.0671958043680383,0.016741493224513123,0.036673544819112204,0.20402098166942673,0.48325850677548693
4000,1.0568769670855267,0.01625801924161714,0.036518081264044745,0.20839830195504594,0.48374198075838293
4100,1.0466442160408753,0.01581235933792218,0.03636015950687751,0.2126671125729122,0.48418764066207787
4200,1.0364983901757234,0.015400933320100589,0.036199898150658015,0.2168235427734844,0.4845990666798995
4300,1.0264401109583106,0.015020576362770825,0.036037411997382536,0.2208642486134554,0.48497942363722923
4400,1.0164698143804176,0.014668486981727551,0.035872805714627906,0.22478635383198803,0.48533151301827254
4500,1.0065877772165601,0.014342186870080978,0.035706186032102925,0.2285874004578116,0.48565781312991907
4600,0.9967941412045435,0.014039479297002552,0.03553765141274486,0.23226530459120873,0.4859605207029975
4700,0.9870889350851328,0.01375841300794129,0.035367294763625774,0.23581831339248643,0.4862415869920587
4800,0.9774720876439293,0.013497251189321931,0.035195200092787586,0.23924497048685184,0.48650274881067807
4900,0.9679434419665857,0.013254447135366458,0.035021448091895044,0.24254408434399646,0.48674555286463356
5000,0.95850276899862,0.013028620052547164,0.03484611751736797,0.2457146991685737,0.4869713799474528
