miliseconds,Akt,Akt_pS473,AMPK,AMPK_pT172,mTORC1,mTORC1_pS2448,Mitophagy,FoxO3a,FoxO3a_pS253,CDKN1A,CDKN1B,JNK,JNK_pT183,ROS,DNA_damage,SA_beta_gal,IKKbeta,Mito_mass_new,Mito_mass_old,Mito_mass_turnover,Mito_membr_pot_new,Mito_membr_pot_old,Nil
0,10.014667078772867,9.972886129646074,10.082871481498824,10.069932838631663,10.004306805857517,9.960937393038648,10.038535336135837,10.05344688295393,9.99998644842325,10.02745619218976,9.946836201106885,24.928940827597216,9.918357295495214,9.888445333220384,0.9792845901199988,0.8227059598600495,9.997263560825917,0.9957630022932658,0.025891243395464388,24.971243465272547,12.108457806805195,-0.00015404256105005433,-4788.016340260747
100,10.415873132573553,9.520213970007747,10.588550142804818,9.287774376680831,10.687096913844417,9.258759210513354,13.220664965969195,6.386768995483893,10.436485337958219,10.900882817632194,11.640083340075154,25.024507106082165,9.997059643909342,10.752033892821698,32.013864165770954,0.8167206702238894,10.156403525489537,0.9616167807248014,-0.0012869155266917037,24.99528302906632,8.722394612640993,8.662334176052628e-05,4830.030212467652
200,10.795987158684722,9.160408441446203,11.176596296913399,8.902299416948486,10.608232941905879,9.366520812496303,12.81946851080357,6.597546848107653,10.273611274527774,12.451891203230916,12.320664603560909,24.87562538466357,10.202062034589137,11.082986175253499,31.26750751578269,0.8738452058305649,10.052708001293862,0.9678580998245242,0.062468677534058444,24.978078985592965,8.66650983138276,0.000329910383742262,23540.45188782608
300,11.128904046339802,8.83558856929982,11.58222829494711,8.314730383076702,10.514226343298086,9.458487484068696,12.315711689291064,6.8715196050730984,10.271352660226224,13.052207612317828,14.158101062460743,24.792617758450888,10.139935911538355,11.513904269090895,30.077532290150618,0.9868885242803789,10.161342251261129,0.9778906571760148,0.021838706178546705,24.891364539072587,8.740634496674092,0.00026638882914529734,24088.734989728313
400,11.395005622147542,8.586908790795542,12.02118472607428,7.932153691438623,10.384810545837292,9.5426084780394,12.029732320823685,7.115556502280827,10.27858297835796,14.312298944647644,14.795095237967743,24.71400090844859,10.189340203616084,11.637309060723652,29.535039079469737,1.0858492423497532,10.18516292562985,0.9834340372039236,0.18311532628915572,24.822144669341707,8.91904570190261,0.00032093758047741964,33337.66859479209
500,11.653953102577375,8.306650716767585,12.484612334047913,7.594303735158907,10.319730482412496,9.68641918862493,11.75904434966856,7.339929879620757,10.280575870008272,15.180083030193734,16.449535509608978,24.722751785721083,10.313225860541227,12.172758438775626,28.777528736221445,1.0812692144215261,10.6177920563918,1.0053020894729259,0.18983288507797996,24.872861619332177,9.124608562823806,0.0004345688061390471,39548.41703945533
600,11.947244072710488,8.14682200642768,12.763480151498163,7.21388033037482,10.255471771493658,9.746776306089643,11.392180447698482,7.507680441312639,10.284070464806968,16.18227811780246,17.17929542408534,24.66719895837311,10.338652793874891,12.1319709259314,28.261384740484345,1.1386492092904816,10.645735687566138,1.0171903719080673,0.22427534200161156,24.74353347126594,9.287969595494264,0.0005291901427806219,54257.74847070627
700,12.122271074924184,7.891554439783483,13.078653830009232,6.841233459186964,10.124763389235532,9.876695348630244,11.027904914949255,7.762052619895478,10.28703377639998,16.92565932394122,18.49184672858108,24.471079254937994,10.517015728628138,12.421762444162638,27.238771537167946,1.2809147863299608,10.848160153612692,1.042824534020765,0.21690711591944442,24.688076155019306,9.486876034437419,0.0004744375124824233,56995.98312408827
800,12.247389247771192,7.718582660674688,13.392204631913899,6.634250089599452,9.984075308877234,10.019117805737842,10.617582927766488,7.888470258063934,10.293397831251122,17.83492429905375,19.580050462386204,24.411641731659536,10.618998084391093,12.826060569671672,26.77229834319068,1.2858764319741989,11.007765086618694,1.0749467377309607,0.3629447701108238,24.682914771175362,9.56613396292877,0.0005536947292560325,64438.08590774713
900,12.390270653113552,7.60314738562833,13.747040311820435,6.368770561361069,9.929185161715072,10.116715268534646,10.38015372285489,8.054128716514802,10.297370690673652,18.58087896867059,20.19340319557292,24.387512539735017,10.688565153311021,13.085214058053701,25.88245278229438,1.342389526783755,11.346564495430474,1.0876876924419867,0.41550812560898387,24.549974867454566,9.768833148275222,0.0008264372658721346,78601.14260684598
1000,12.547664606779819,7.420842783449913,13.977307248492663,6.179371531710094,9.809796024548229,10.182282347320282,9.983682109070738,8.21791135685513,10.299095269533456,19.387767127635126,21.05477355991822,24.244516111231096,10.816396051457309,13.570254915486348,25.116519254618467,1.4869953051820706,11.27857273471887,1.1083064833894845,0.4596242286386191,24.493075527223876,10.00863727487365,0.0007235540688079442,82589.90251197864
1100,12.720146521203652,7.3034264527460255,14.187396376357963,5.932909598575703,9.73452248374698,10.245195618717588,9.845375146127516,8.325018689648383,10.302150312182953,20.38057747387344,22.46308642812081,24.146647582956106,10.865910211022147,13.782970014417627,24.161527393320743,1.584731541965667,11.697256374730102,1.134830383670782,0.41317200224356304,24.44327332507174,10.340346233944299,0.001024157042085396,95333.94164418307
1200,12.803740263140462,7.237117897059014,14.36461016669005,5.7363080684212635,9.59454152541865,10.350057045545382,9.42783914301237,8.468737651570951,10.30189665310843,21.2572989831164,23.25264994461117,24.142399765602157,10.938526684302587,14.080167885632164,23.923411770799454,1.5841924656797204,11.6560656919461,1.158381323762631,0.4785108232810148,24.355076420165226,10.474097358553019,0.0012017585563633315,101910.29318499005
1300,12.846241952945018,7.1518305760365335,14.5643214902827,5.417774639614851,9.559055452259896,10.471751004535388,9.266914385882204,8.637927843236517,10.303612376340029,21.932147508461654,24.21590525873058,23.925339502708326,10.929102063769342,14.216265199387164,23.023607402943362,1.7476587156408085,11.931003334775612,1.1794814112228276,0.629835552832586,24.285277494446998,10.745540541524631,0.001297756323558887,110254.7107387304
1400,12.963711831386387,7.069820964748197,14.7165722739756,5.2699705782979684,9.467265732658596,10.594912508768157,8.892933537359273,8.727777132392966,10.305472491938517,22.608634380790864,24.991204379024904,23.915866348300373,11.033242902521335,14.578857874870893,22.682417974810313,1.7387185019362266,12.449872191685166,1.208158672470634,0.6525112599014102,24.174989534893147,10.876107411169327,0.001592172936787398,118859.56124932582
1500,13.019918872935841,6.979879534794097,14.801218245945385,5.148781656795708,9.37450109269924,10.62368499843538,8.724226969169257,8.80862562396845,10.307556804943916,23.275573659458964,25.483431211567478,23.7726826525305,11.235138516785735,15.176659742907004,22.235836770024793,1.7994267143928637,12.528863163300072,1.2319625836454924,0.8039225863965171,23.995876142680345,11.170372173069058,0.0020609395585219903,118059.32434247804
1600,13.173557569680622,6.884293356008774,15.006783737331693,5.102229373348335,9.292063507416831,10.781605481649173,8.589566624258476,8.921789715337507,10.309605733243432,23.495003567370304,26.66768183430833,23.708470938195184,11.365106018217157,15.57085703638948,21.703930941345185,1.8917483719628987,12.641415924022713,1.2618358396759302,0.8542419507894866,23.857348364145338,11.401124385309164,0.0018296941226207362,124747.42546156714
1700,13.235039702064512,6.8352946290159835,15.114048209758385,4.9189793609001935,9.132504384713725,10.80313474843903,8.337980440081493,9.032805282966313,10.31158773740698,24.07286083729035,27.246985039292607,23.652366796239118,11.383358419852524,15.811642243841995,21.072072486095706,2.02870957648969,12.930168483920374,1.2902418015865214,0.8762435989035424,23.851723220924438,11.587296152377064,0.002663657852705012,135939.18899217513
1800,13.292886722726015,6.688007745209126,15.316042069403165,4.7718246686677555,9.108964404973376,10.911320635497203,8.171999951968704,9.171064817202078,10.312379266806241,24.372215318782747,27.456314047240223,23.501590904542265,11.545780506272127,16.254593572879084,20.636499795646166,2.139927448122279,13.224535706622413,1.2991537754394689,0.9374728439105253,23.73129304655899,11.823678532103157,0.0029593251056250877,142256.5742006601
1900,13.293443688274055,6.650128406619689,15.290388191546999,4.677227899400124,9.04207367669375,10.952130810664633,8.052443494190285,9.171116841189898,10.315114470605929,25.07014543154162,28.395554178039646,23.433814805399845,11.555622989662696,16.481434425570228,20.043731673505736,2.1306791570115102,13.678845138907025,1.3213626864190278,1.064428497852123,23.604831814935388,11.888950482142604,0.003257696555574278,153805.50715882494
2000,13.380329525037126,6.641914915595358,15.534172992342276,4.523755063994597,8.908894503686543,11.03478256481318,7.709635827732657,9.267942974325019,10.315826672598874,25.530333037941666,28.676265432457857,23.237568798482606,11.704906951612479,16.819513962747376,19.519810741061487,2.240982091196474,13.900214433314392,1.3424891623906332,1.1257956317469011,23.42694252504968,12.12535439428393,0.003400818212892635,157072.24225035703
2100,13.45962633579277,6.524243573643798,15.612113279105351,4.528912684092406,8.846160512616656,11.157515745349992,7.732189586789489,9.406180785911147,10.319591251979267,25.96469043891571,29.576253646321273,23.099221797586026,11.79900765063951,17.22964906937797,19.129127453855045,2.3678763739247057,14.21782669925264,1.3696959053701812,1.2306825982754728,23.43867692035207,12.378654280680056,0.0037700896872567093,161409.4696471761
2200,13.447592355408664,6.535189811831764,15.67251909270585,4.367604639358046,8.784050094535049,11.183964080719297,7.571466350185474,9.401216159775673,10.31934435948661,26.188003170658767,30.000931540682043,23.031905102396436,11.972332367557778,17.679034549145477,19.02378485790007,2.4013267518132255,14.560664802154175,1.3907772695230534,1.3398584785367131,23.29245776290664,12.464586503126887,0.004108725453363782,173177.39743788273
2300,13.546230627233626,6.441865041134156,15.793783936386921,4.3559142252162495,8.733861852599707,11.237460157079576,7.361471357951903,9.479726115405583,10.320004227659688,26.775253558687144,30.123673683990454,22.887246290980396,12.010976247656854,17.814341932909898,18.51318221577128,2.5294482824675026,14.909163025587231,1.4063325993320006,1.4433494558294229,23.08252009889659,12.721133981635752,0.00427540645282965,175205.63238557163
2400,13.604165965506446,6.429091503298496,15.806273792246222,4.18386233314944,8.675389506680537,11.311557234201084,7.293896712807237,9.577248967182676,10.318794504702483,27.044454660376097,30.42137045732323,22.84721392180445,12.16937041983114,18.05612318627097,18.273916548819173,2.5873973334872518,15.138226674998375,1.4111741454313114,1.5359827889793822,23.024116493048627,12.82178694907385,0.004998619340893289,183276.92109664873
2500,13.611395623982327,6.376155380631656,15.894016011843773,4.142355819197139,8.61576730414878,11.381937088795905,7.09616848741769,9.616280525927875,10.321241561584902,27.361612638831364,31.110152368482446,22.645109043418156,12.396624196639086,18.47458152792981,17.68655746487396,2.7021420102069595,15.606756861313066,1.434551075453465,1.6397602301815366,22.95092407260851,12.930369791991632,0.005315982720546342,189833.40139730112
