milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,1.0,1.0,0.0005219,5.05e-05,0.0002272,0.0009477,2.5e-06,0.049198,0.0001101,9.1e-06,0.0094397,6.1e-06,2.2e-06,0.0097108
100,0.9908309794608091,0.9977100591623711,0.0005193155225358279,0.0033456076133894655,0.00022619947926217493,0.0009508974862570793,3.379289197038348e-06,0.045899166783919,0.00010999309175477556,0.0006611741728995211,0.009430375487668502,7.303512791816955e-06,1.0221324721000603e-05,0.009049352671308363
200,0.983894456715972,0.9956811089527626,0.0005156628975980547,0.005991377038484176,0.0002247961682675408,0.0009554851078615503,4.597981564894033e-06,0.043248128900129246,0.00010984168102320936,0.001181894783846346,0.009417192401549158,9.10649815774523e-06,2.1437621556668776e-05,0.008515385634481874
300,0.976957933971135,0.9936521587431544,0.0005120102726602813,0.008637146463578887,0.0002233928572729067,0.0009600727294660212,5.816673932749718e-06,0.040597091016339494,0.00010969027029164318,0.001702615394793171,0.009404009315429814,1.0909483523673508e-05,3.265391839233694e-05,0.007981418597655384
400,0.971229429823644,0.99182906082762,0.0005075776804165206,0.010935455447989637,0.0002219151609505226,0.0009717806793495689,6.966058211485678e-06,0.03829215161097656,0.00010950906460819409,0.002127850446724805,0.009387545415369626,1.3821155497001672e-05,4.3469076284531236e-05,0.0075398379276042145
500,0.9696742987300709,0.9907171261500214,0.0005004505149725655,0.012033383872333905,0.0002201804837148306,0.001008087411271934,7.876002044365698e-06,0.03718288755948805,0.00010922492553480885,0.002223209071333381,0.009359747202637672,2.0563035732626404e-05,5.289840910644162e-05,0.007417426825386353
600,0.968119167636498,0.9896051914724229,0.0004933233495286103,0.013131312296678167,0.0002184458064791386,0.0010443941431942992,8.785945877245716e-06,0.036073623507999544,0.00010894078646142362,0.002318567695941957,0.009331948989905718,2.730491596825109e-05,6.232774192835205e-05,0.007295015723168492
700,0.9665640365429249,0.9884932567948244,0.00048619618408465517,0.014229240721022428,0.00021671112924344659,0.0010807008751166642,9.695889710125733e-06,0.03496435945651103,0.00010865664738803838,0.002413926320550533,0.009304150777173762,3.4046796203875826e-05,7.175707475026244e-05,0.007172604620950631
800,0.9650089054493518,0.9873813221172261,0.00047906901864070003,0.015327169145366689,0.0002149764520077546,0.0011170076070390292,1.0605833543005746e-05,0.03385509540502253,0.00010837250831465314,0.0025092849451591086,0.009276352564441809,4.0788676439500506e-05,8.118640757217282e-05,0.00705019351873277
900,0.9634537743557788,0.9862693874396276,0.0004719418531967449,0.01642509756971095,0.00021324177477206261,0.0011533143389613942,1.151577737588576e-05,0.032745831353534025,0.00010808836924126792,0.0026046435697676842,0.009248554351709853,4.753055667512519e-05,9.061574039408316e-05,0.00692778241651491
1000,0.9618986432622058,0.9851574527620289,0.00046481468775278964,0.017523025994055214,0.0002115070975363706,0.0011896210708837594,1.2425721208765777e-05,0.03163656730204552,0.00010780423016788268,0.0027000021943762603,0.009220756138977899,5.427243691074991e-05,0.00010004507321599359,0.006805371314297049
1100,0.9603435121686327,0.9840455180844304,0.0004576875223088345,0.018620954418399477,0.00020977242030067862,0.0012259278028061244,1.3335665041645794e-05,0.030527303250557004,0.00010752009109449742,0.0027953608189848368,0.009192957926245943,6.1014317146374614e-05,0.00010947440603790399,0.0066829602120791875
