milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
0,1.0036629196310543,0.00253513903144743,1.1145871410567878e-06,3.330964217113193e-11,9.379272661878804e-07,1.0000018648448203,1.0010217722104031,-0.0007843717475904961,0.9999869701601529,4.3195528606965124e-06
100,1.0038778698690825,0.0059141152007180335,-9.502169769590104e-07,-6.268005713795291e-12,-2.0074167300937796e-06,1.0000007442458747,0.9974525312981147,0.004931198051079623,0.9999780193046341,1.4846646685750309e-05
200,1.0057039137602628,-0.004740166181798413,-4.6799468354203596e-07,7.543507566251166e-11,1.6042555328558786e-06,1.0000008127914681,0.9959065917052147,0.004845747261995833,0.9999696205671198,7.771617942692795e-06
300,0.9926159859062889,-0.004814569323556582,1.1360482914613638e-06,5.681616955764143e-11,3.2974202980296425e-06,0.9999978034889458,0.9872267352283576,0.012269714285857606,0.999955542744165,2.450550253991649e-05
400,1.0032400126287095,0.0036555514236440716,-8.214953175145464e-07,-3.6878115740516464e-11,3.363017176174316e-06,0.9999995924895039,0.9876309905578,0.012530909870339123,0.9999498444586447,3.41467323675904e-05
500,0.9908541725259169,0.004447114096924645,-7.068169962337436e-07,-3.884556306961665e-11,-5.925704391514222e-07,1.000000327744614,0.9834968687815933,0.01709167871286834,0.9999490211905435,4.450547056589028e-05
600,0.9955206881570314,-3.10302676966856e-05,4.789105118041761e-07,2.2049679970167596e-11,4.800970902835352e-06,0.9999976724770282,0.9805501614362194,0.019261421885760723,0.9999261914467571,6.937911609882329e-05
700,0.9910686420541852,0.003119811614688478,9.04486290410276e-07,7.91863222916331e-11,1.4516749798414222e-08,0.9999962474028916,0.9746849646352238,0.023732486559284435,0.999938578152133,6.670209594187706e-05
800,0.9924364304323178,0.0019863010682651377,-7.445392791833798e-07,5.815965793200535e-11,5.817269403873052e-06,0.9999995386703738,0.9735435067649888,0.026586151158301104,0.9999081788794049,7.966576675511722e-05
900,0.9833656604878008,0.0179432865464647,-2.315916347203881e-07,7.365898775514295e-11,1.4313322433214193e-06,0.9999964463414162,0.9704218943618971,0.02693318612849615,0.9999170711986507,7.4514468675589e-05
1000,0.9853799442449045,0.010167276691127812,-5.855153111410334e-07,-8.041602897560671e-11,5.204604909166779e-06,0.9999939770563656,0.9677570710197435,0.03328525501738173,0.9998988927371735,9.46430585198622e-05
1100,0.9870685022475825,0.012119138252064931,3.7706266675948214e-07,5.649801813241465e-11,2.78514650201116e-06,0.9999957111201991,0.9664189780635027,0.03576390658607816,0.999875234306969,0.00011734398357469641
1200,0.9818309507523463,0.022259459387967227,-3.3386869053878265e-08,-3.9533979094437874e-11,6.039552136993133e-06,0.9999930507641627,0.9634301613002477,0.03461017033363803,0.9998863934205451,0.00011887226077680194
1300,0.98250873783845,0.024726148515407963,8.0802211634075e-07,8.03628698706345e-11,9.568883145908536e-06,0.9999917150046169,0.9590034273034975,0.041097892832375776,0.9998562264510019,0.00011371255463421959
1400,0.9820267443761025,0.027283047578143475,1.1913788488157267e-07,4.4040106655665967e-11,1.101651418407472e-05,0.9999903092923299,0.9599590862087967,0.03997681314755904,0.9998727055133685,0.00013259270146244735
1500,0.9784671828302378,0.028444962667376655,2.316064799219957e-06,3.6522585897628373e-11,8.197858510637973e-06,0.9999926819840483,0.9521950759940196,0.04580994640046201,0.9998544304639214,0.00014585642977714465
1600,0.9643078101532067,0.03697570277433588,1.230761888841671e-06,2.2557673409539007e-11,1.0889249464688007e-05,0.9999877524191969,0.9503379381859562,0.0457034603386964,0.9998347594249736,0.00015595213420689443
1700,0.9657600467099243,0.04083997214302924,7.76277604275536e-07,-3.2834279342649784e-11,1.6014174977267504e-05,0.9999897094344463,0.947396324063613,0.04974950422284162,0.9998340016211624,0.00015555018203466145
1800,0.9616248069924891,0.03604176436723865,1.8702642024158801e-06,-5.5120883609758785e-11,1.6327542431369273e-05,0.9999830289165896,0.9441486754790377,0.05479212224993627,0.9998140138704222,0.00015957359904998297
1900,0.9540049368574741,0.037233207906252945,2.0248330054477533e-06,6.408882710974718e-11,1.496829539430899e-05,0.9999863606769145,0.9408542264277641,0.05387694464582459,0.9998223304869357,0.00017847207299246255
2000,0.955218099429787,0.04807615434345508,2.719040576612074e-06,-3.808760966686584e-11,2.1003588394942072e-05,0.9999793782618849,0.9440795824498337,0.05592078820138865,0.9997961226455429,0.00018793575261269463
2100,0.9453555631265079,0.05653735386136236,3.1006353910576768e-06,-8.412163936478838e-12,1.8120872171875777e-05,0.9999827504407185,0.9418860565662371,0.0601131764968978,0.9997748617743265,0.00019661657996535484
2200,0.9419719426449681,0.06448129096874368,3.2657304791273222e-06,8.660288001175573e-11,2.1443139570568317e-05,0.9999742358720208,0.9378358333284815,0.06237398190225172,0.9997883531067626,0.0001978278976888222
2300,0.9439258995812474,0.0623753987014357,4.9431808282795165e-06,6.690565899030701e-11,2.633086915121186e-05,0.999978101947448,0.9336484663288384,0.06847376091774583,0.9997630434769922,0.00021564649130068162
2400,0.9299705824285743,0.07386825107971491,6.659002128471252e-06,8.272225267984604e-11,2.9539775372704495e-05,0.9999733784545921,0.9337196087756288,0.06958159491736915,0.9997670964290195,0.00022487729095967257
2500,0.9312387510750565,0.06702816505680376,6.368612791642637e-06,2.4977756010052827e-11,3.1081852543793926e-05,0.9999743222264673,0.9305985435367823,0.07337617800340161,0.9997313982573935,0.00022422364195155868
2600,0.925292880536623,0.07610887283177155,6.082804595416532e-06,1.4382896952842198e-10,2.7635622404584956e-05,0.9999670568163648,0.926791414851024,0.07140680771948829,0.9997342427033811,0.0002465061640617973
2700,0.9222879005993373,0.08054354711503034,7.522091621272085e-06,6.043955647258036e-11,3.570728789320518e-05,0.9999694844545818,0.9249002340302267,0.07572815922299107,0.9997370669357015,0.00024928931041091646
2800,0.9126337925790303,0.09376749238329889,9.293513282543302e-06,1.2802642245587884e-10,3.349829857612287e-05,0.9999645330601133,0.9227425212182931,0.07591790660561008,0.9997231509482019,0.00024245031433365894
2900,0.906126297927444,0.10016136917628898,9.180598110684708e-06,1.1887611980996724e-10,3.944472340240585e-05,0.9999605554484121,0.9224288848568123,0.08018860670248643,0.9997090761946694,0.0002640881254896287
