milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
2400,0.9300501251913955,0.06965456572772441,5.022216841614154e-06,-2.6878595685256587e-11,2.9609978535481384e-05,0.9999751931380177,0.9316440108359072,0.06928982365993373,0.9997633814571573,0.00022787528328984812
2500,0.9226654860861335,0.07561646853886547,7.266197872428308e-06,-3.529160856555896e-12,2.8657921262122195e-05,0.9999704429744339,0.9263844798735718,0.06926484050221533,0.9997534997934088,0.00022679166732598525
2600,0.9222924528497372,0.07595551881625262,6.725951088474859e-06,8.34051532160771e-11,2.9888005430985193e-05,0.9999679575176504,0.9294098552021188,0.06971389854099647,0.9997321744134605,0.0002288032962061662
2700,0.9205198453562419,0.08399532814308526,7.103320447954379e-06,1.3978956059509273e-10,3.62792670892012e-05,0.999964544522954,0.923123193904135,0.07174333178668228,0.9997367127371952,0.00023698997697579703
2800,0.9093364029709742,0.09495801959902893,8.872176127867613e-06,4.440006087293379e-11,3.285800904955635e-05,0.99996487798814,0.9237877797662376,0.07914568983785376,0.9997018556092417,0.0002632445134194069
2900,0.9021213202496149,0.0897906573729137,1.0895114751571004e-05,1.7950604272691413e-10,3.8082931211195074e-05,0.9999647480654056,0.9215185524456654,0.0767317631657763,0.9997033556231533,0.00027037966007176505
3000,0.9043316563917906,0.10355924213340588,1.0153736222991385e-05,1.9952917833737785e-10,3.901747897430591e-05,0.9999563249034304,0.9162995339937641,0.07996882359603737,0.9997026632914612,0.00027774324206303563
3100,0.8899934632547546,0.09925097492149677,1.0567128088015664e-05,1.4910634516158913e-10,4.058385618212578e-05,0.9999573361159643,0.9187503408384939,0.081157936102507,0.9996767175786923,0.00028567627756429165
3200,0.8853574338115358,0.10571095598026474,1.2044011325507643e-05,2.6952456105498224e-10,4.87026357852319e-05,0.9999528946437367,0.9144892894943938,0.08579879918068538,0.9996568819154996,0.0002801862373653576
3300,0.882988017562322,0.12510623886007113,1.3459645760518598e-05,3.739699079804235e-10,5.2473751906145e-05,0.9999510949159822,0.9137237000976115,0.08440970146147261,0.9996693489564239,0.00029701695488392317
3400,0.8822423237386708,0.11790509975660486,1.578621617159864e-05,3.5751656248059756e-10,5.1651287765631464e-05,0.9999499330725512,0.908607318683632,0.0906595819629657,0.9996421294581649,0.0002917859737180668
3500,0.8729561502675319,0.12561399172164758,1.830150486765644e-05,4.0715702167394403e-10,5.309929113354285e-05,0.9999456153269688,0.9094998780675063,0.09250681723810078,0.9996471049705059,0.0003120228716991335
3600,0.8655618726751416,0.1340326102485221,1.8749762535223152e-05,5.772812794793028e-10,5.821170217496693e-05,0.9999420459561266,0.9073474293352929,0.0923565068804177,0.9996109732003314,0.00031755852641468025
3700,0.862729535603547,0.15040338145598045,2.0437622170046105e-05,5.854526400326857e-10,5.935565410780458e-05,0.9999380738001045,0.9047396713929308,0.09338527904137757,0.9996118835443877,0.0003268308213371445
3800,0.8480932186795513,0.15384078027954648,2.1883795016373504e-05,7.328018095642034e-10,6.35576764413356e-05,0.9999370537893405,0.90294918441266,0.09369002558468847,0.9995918130607476,0.00033197672675999316
3900,0.836260290084944,0.1629147751105679,2.2497670495340383e-05,8.414024745877224e-10,6.833115380494653e-05,0.9999326283581486,0.9028478068699516,0.09758198328755467,0.9995909656680488,0.0003431090467503516
4000,0.840834139662857,0.1584657156827341,2.6101960078356886e-05,8.705924961476548e-10,7.034345189686827e-05,0.9999305579969494,0.8995636592112557,0.09675618240889904,0.999585392068996,0.0003475161171362913
4100,0.8237140553585156,0.1706247465660619,2.7411258596274804e-05,9.704618038398013e-10,7.697173994715949e-05,0.9999225916506314,0.898222612469736,0.10159394910977139,0.999562332781914,0.00037449139232114006
4200,0.8305747611854462,0.1785939876766139,2.843293469911917e-05,1.2666576552513292e-09,8.109547510162831e-05,0.999919923607612,0.8951430240566387,0.0993054273670507,0.9995548458267723,0.00038059882559999956
4300,0.8171417873973482,0.1791115588476512,3.0553336419832154e-05,1.458901290002346e-09,8.469480072098721e-05,0.9999168856890436,0.89623895830469,0.10747020332422934,0.9995333460783877,0.0003758713268138536
4400,0.8144447183602117,0.19499462920242858,3.285320655091825e-05,1.60771652060059e-09,8.39865390552255e-05,0.9999139446914602,0.8953041704614008,0.10298319733927584,0.9995099869781554,0.0003867701405224828
4500,0.802891017156599,0.19426001837049944,3.6747756478181304e-05,1.8412641934267123e-09,8.942197341486486e-05,0.9999087482115345,0.8933717111077711,0.10488803145256981,0.9995178945971551,0.00039233670141934385
4600,0.7952206357560543,0.2061072342528541,3.9002589909598976e-05,2.054155371649051e-09,9.46620594865966e-05,0.9999056445026268,0.8892456282870538,0.1119227251509999,0.9994873902973228,0.0004000263719368159
4700,0.786787012234757,0.21171200388457737,4.080612536219417e-05,2.27155936498167e-09,0.0001012090677036084,0.9999016041908649,0.8902502669887267,0.10694722650314266,0.999468736518196,0.00043235174932567186
4800,0.784713407768732,0.21581589519721195,4.547105989062227e-05,2.610394104597432e-09,0.00010411032872059675,0.9998961038696292,0.8912953121587751,0.10972902841637351,0.999451760935462,0.0004328976309379208
4900,0.7762222237214332,0.22361175018167553,4.872961876583797e-05,2.8143006281887356e-09,0.00010845716563377195,0.9998935834753244,0.8884738259714103,0.11228934661224718,0.9994505129582846,0.00043212045331779094
5000,0.7694273275705714,0.23065091819819444,5.141435954836979e-05,3.2697772505135404e-09,0.00011258654350766027,0.9998917356797257,0.8882415182155518,0.1155377483888073,0.999433300917518,0.00046258571922875
