milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
1400,0.9728950156928381,0.02536589147469048,2.1978604148776e-06,6.013885897383076e-11,1.115805142398474e-05,0.9999890693434705,0.9547708695724365,0.03994952258454409,0.9998538120020529,0.00012237106157523658
1500,0.9778990294041907,0.0329457289123223,2.672964797316282e-06,3.1122509134214525e-11,1.2785967149085722e-05,0.9999877621643073,0.9558780908407077,0.0437781824796524,0.9998605843663028,0.00013879513262076752
1600,0.9635063192576728,0.03186446173939856,1.3757758757503525e-06,-2.6003830989544723e-11,9.107751659932384e-06,0.9999866789373707,0.9512870929060498,0.04879515817527254,0.9998404909755958,0.0001531303020867518
1700,0.9587551186382544,0.0396614513774799,1.979396606105795e-06,5.7695706601805104e-11,1.1596842442614289e-05,0.999985805882818,0.9500132425651835,0.04829559164552938,0.9998247957040179,0.000166681525057109
1800,0.9556031191727713,0.036761198977022305,3.6720556056291225e-06,6.303128130953571e-11,1.1838739005773111e-05,0.9999847101035918,0.9434933818903354,0.05355904418359582,0.9998057234695928,0.00017646593550748802
1900,0.9554917154820841,0.049768567355346155,2.1206661960898173e-06,-5.408070940773167e-11,1.558272634475096e-05,0.9999816314570491,0.9452034745503218,0.056899868676866514,0.9997937838074862,0.00017818699879355464
2000,0.9501104235969533,0.04985788960469509,4.2408274435626084e-06,7.38006829367415e-11,1.9532589001903608e-05,0.9999817191746768,0.940695649723625,0.05623455929693378,0.9998096466162412,0.00019147118572573966
2100,0.9430288098303157,0.04614226928605916,4.398285049865413e-06,-4.2785016931718994e-11,2.381462555229974e-05,0.9999792534617025,0.9371441094552545,0.06102690103811919,0.9997741168927305,0.00019027812951687934
2200,0.9437568223337792,0.05991030821018539,4.849542324306355e-06,-3.9019965977670096e-11,2.1088225335268577e-05,0.9999773680622909,0.9374721025725485,0.06582395217163942,0.999782790019024,0.00020629349608393516
2300,0.9341142102007991,0.06514558726281493,4.8309099622171286e-06,7.79393109784827e-11,2.505740756030231e-05,0.9999735557185877,0.9311331610110479,0.06297809425832099,0.9997652774408431,0.00020229345778274873
2400,0.9274714152623292,0.06552042500188623,6.705757622484553e-06,4.777976277231566e-11,2.5939603629160735e-05,0.9999763442820819,0.9335815356269477,0.067871307955408,0.9997425315946155,0.0002237736474607899
2500,0.9259375156080739,0.06980396473423625,5.985812973897409e-06,1.275218742602758e-10,2.5968027457053727e-05,0.9999742976594062,0.9294700666282509,0.06998948143145536,0.9997376175512723,0.00022013743639106328
2600,0.9212185332707239,0.07235229296031884,6.712797325329907e-06,1.0800469014990534e-10,3.346395768881978e-05,0.9999677410953642,0.9253090684939943,0.07166921031185784,0.9997451814384363,0.0002331069844225332
2700,0.9094852504117015,0.08477340763619476,8.616728279359618e-06,1.2861532194164336e-10,3.475223573414623e-05,0.9999660844165963,0.9260766335966103,0.07194090598800787,0.9997193010818592,0.0002312949364210452
2800,0.9163853329951375,0.09383810962231773,9.769800382270286e-06,1.5139069963211892e-10,3.6185152264202555e-05,0.9999630231575645,0.9237955854137969,0.07977681852812264,0.9997008617969497,0.0002598801396527469
2900,0.9093641822847668,0.10116755901351719,9.20609850290887e-06,2.314441478877083e-10,3.531496626805625e-05,0.9999586097367038,0.9234201676234847,0.07797764155371449,0.9996960997150772,0.00026029951308519973
3000,0.8926434234364351,0.10162175197512532,9.56516436871094e-06,2.654324728990426e-10,4.3018063703032114e-05,0.9999587654777146,0.9187356192600434,0.08136104359342922,0.9997069222531791,0.0002760121384356959
3100,0.8878948467854646,0.11160307187945435,1.1704283631452626e-05,2.8672874142219336e-10,4.081178949977583e-05,0.9999544034705206,0.9151737619872218,0.08407187512604306,0.9996769079420557,0.00026657920218451714
3200,0.881633482404657,0.11005596074002798,1.2745487872942961e-05,1.8824124213681158e-10,4.73708462227164e-05,0.9999546784707012,0.9132775362626138,0.08332476264244533,0.9996712593006294,0.0002918810829994275
3300,0.8789338819425041,0.11129366044281075,1.3081502507283777e-05,3.3344776872585505e-10,5.0702431353378475e-05,0.9999538993832684,0.9101412765730206,0.08815362509928316,0.9996621075723989,0.0003008567575093318
3400,0.8682925759678345,0.12460171043448937,1.5721791930417552e-05,4.054073713074358e-10,4.9032660492686295e-05,0.9999489024718733,0.9091791897660858,0.0916920034460577,0.9996311681527337,0.00030432357694706034
3500,0.8639627232466379,0.13357744371464095,1.7117733872688322e-05,3.7075639061842315e-10,5.238432012226688e-05,0.9999436166367677,0.9097181443311895,0.09008998204016319,0.9996356053176797,0.0003016847986985404
3600,0.8590803791080336,0.13416522998739447,1.7249261577748103e-05,5.230254533806106e-10,6.0364584128183614e-05,0.9999447023937515,0.9047830548971061,0.08940736865570403,0.9996160971073602,0.0003161669757754959
3700,0.8518217113307935,0.14127059637657338,2.159608919595449e-05,6.314242373763031e-10,6.316139188010392e-05,0.9999395245122444,0.9092379868823622,0.09567088241569831,0.999627507187667,0.0003308528942717953
3800,0.8550986312097518,0.14405111389094172,2.107104560067561e-05,6.151733578708803e-10,6.638933046257209e-05,0.9999330128472267,0.9042826041876189,0.09399788298387683,0.9996044702192677,0.00033497393652093103
3900,0.8363000929190646,0.1620926687491761,2.3134546296301713e-05,8.694039407964788e-10,6.667538768361586e-05,0.9999300094712203,0.9031832738665877,0.09794864483189038,0.9995848685799407,0.00033644706288069173
4000,0.8305175346132777,0.16103267277051503,2.5417500216358268e-05,9.283734647890519e-10,6.945653510121114e-05,0.9999268861212489,0.8990424656424312,0.10083442040621965,0.9995762652804144,0.0003463820111930811
4100,0.8265063358612235,0.17566804845083275,2.8182090528733824e-05,1.1018570811840966e-09,7.615242835531325e-05,0.9999277227175872,0.8999063528467435,0.09874605125019653,0.9995725603129947,0.0003562688429289776
4200,0.8239665885421263,0.17388096341413142,3.009222113657182e-05,1.2545983783762937e-09,8.148774027488717e-05,0.999924812440737,0.8945520722647956,0.1015625027620564,0.999556256860147,0.00036879291195208834
4300,0.8164300000861211,0.18284492471147873,3.0431764618985312e-05,1.3505159380104126e-09,8.087680628817868e-05,0.9999209872967488,0.8954236201951302,0.10309458770559682,0.9995259674767797,0.00037604573301622897
4400,0.8043739009718937,0.18916063070603278,3.25828420719848e-05,1.6051316880849233e-09,8.385653102477137e-05,0.9999144342781182,0.8923979699201254,0.10499783303277994,0.9995154253814258,0.0003963149978496587
4500,0.7999338919974757,0.19262122313775248,3.698789221029253e-05,1.7348213470196062e-09,9.071306079098147e-05,0.9999071292100676,0.8919647960212164,0.10516605447707432,0.9995237681359425,0.0004007996946951753
4600,0.7960198380146143,0.1988264283236688,3.763718069225075e-05,1.9938244619015224e-09,9.503897276916812e-05,0.999908591741763,0.8903628082463396,0.10716655762778145,0.9995080207481851,0.0003997610055020029
4700,0.796234225133904,0.20672479069638866,4.243355679272654e-05,2.2698178209519183e-09,9.482643972135095e-05,0.9999021965377847,0.8916403922812663,0.10700829355797374,0.9994809873414541,0.00041029715229361316
4800,0.7805278185799365,0.22090156898726243,4.337467292355911e-05,2.62711292170549e-09,0.00010390919754716363,0.9999010097457334,0.8858442737824267,0.11076611310465057,0.999451935355061,0.00043873055333154846
4900,0.7790465827576789,0.22645800400006563,4.8736650543563465e-05,2.803501322197259e-09,0.00010534514600956912,0.9998925226816017,0.8883344911377631,0.11574464269102346,0.9994526670083933,0.00043078744703128126
5000,0.7732329356533977,0.23796645542349915,5.007195465072061e-05,3.2132435299463364e-09,0.00011364553006908826,0.9998895518210409,0.8849275502006609,0.1151102142798115,0.9994492917684168,0.0004458673068389931
