milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
0,1.0068919279994664,0.0030994787606456464,6.302205486543276e-07,6.686854090812468e-11,-2.4663522155381467e-07,1.0000007871769845,0.9989262079623625,0.0019284949001371937,0.9999992519761871,-2.6573462943154443e-06
100,0.9965588923390112,-0.001175256501226397,5.187481573624277e-07,7.863457135990404e-11,-2.9729114283651253e-06,0.9999999996062467,0.9951142738092681,0.0020045426539293493,0.9999979546390991,1.3341777431093595e-05
200,1.006573751452,0.00020631251215182128,2.9352277773689364e-07,-2.3457446498375458e-11,-5.038809787844066e-07,0.999998895199808,0.9939966567546961,0.008844719145390383,0.999996269912882,7.160188815531646e-06
300,1.004609883408983,0.006205486609622386,5.6135858828327e-07,-2.3900752607150134e-11,7.337183840820055e-07,0.9999968429774905,0.9873980000085143,0.012267800637566304,0.9999790430706929,2.644701372200661e-05
400,1.0043838557298639,-0.004520632854642251,-2.742586013836369e-07,-3.453470372800009e-11,-1.8238659446548947e-06,1.0000014036809532,0.9885196443085774,0.010923131568233872,0.9999544119139151,4.906734209514283e-05
500,0.9992454898391483,0.0032217747598904897,8.901933107934211e-07,-4.904386195586503e-11,1.1830322555601759e-06,0.9999960333712721,0.9854632060099029,0.015735013950052612,0.9999458281308665,4.270311539661816e-05
600,0.9976519901711652,0.006823030152309318,-1.0191073386833142e-06,7.380867085642258e-11,2.7633461306538693e-06,0.9999964240232166,0.9804514954745973,0.01909485547164649,0.999930496366019,6.930459627504185e-05
700,0.9978424174219945,0.012911216782303413,1.52108796135812e-06,-3.414630858002363e-11,3.35306121516882e-06,0.9999962479905635,0.9761677380795124,0.02201466161272705,0.9999244640717396,5.7365785138037806e-05
800,0.9880798885648635,0.014415956080781866,1.541661759377471e-07,-6.7459071008376e-11,2.8779347341799327e-06,0.9999983557653892,0.9717420942548916,0.028736670639871807,0.9999261962446606,7.753619961131615e-05
900,0.988328840084885,0.01062066833784955,1.156247389365079e-06,-5.070758319018638e-11,6.335305717019094e-06,0.999993837578588,0.9727484616538444,0.02649661617682552,0.9999156141410939,9.059782203874308e-05
1000,0.9828688258263887,0.01085605258733826,5.096945389404636e-07,5.839250911906487e-11,3.63082273058966e-06,0.9999976027516317,0.9706422187541597,0.031188664937563903,0.9999018394196193,0.00010453629061892452
1100,0.985877081736669,0.013681653459502507,1.0958719808702933e-06,-3.896611178496901e-11,8.066489190129557e-06,0.9999961634653995,0.9637064004482919,0.03376874959141316,0.9998745671053908,9.961463043199323e-05
1200,0.9866391121439612,0.013379244053427518,1.208299082755329e-06,-5.5669533751708894e-11,8.632818508031458e-06,0.9999958774201877,0.9597146265762407,0.038502240164320516,0.9998900978347757,0.00010106179549172433
1300,0.9714241690153518,0.024454376769312527,-1.2581190421531145e-07,5.382001945303691e-11,1.127020663114087e-05,0.9999943610912552,0.9579652397293962,0.04390816426928333,0.9998613434174869,0.00011054415252591271
