milliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
2900,0.23142808278342092,4.8847343764466995,0.11526562355329957,5.0,100.0,5.116162459727926,1.1786732793167083,1.32224267196354,1.7912915051413083,1.791291505141308,3.2087084948586932,5.0,0.0,4.395804458610337,4.395804458610338,1.3822262362600681,100.0,1.7912915051413083,1.791291505141308,3.2087084948586932,1.9703793433007235,1.9703793433007217,3.0296206566992794,4.841829390176162,1.4467202840480227,0.15817060982383704,100.0
3000,0.23463997552096302,4.880894798322339,0.11910520167766009,5.0,100.0,5.115534774341108,1.1931326861466203,1.3263439702618194,1.7912893070740863,1.791289307074086,3.2087106929259153,5.0,0.0,4.378123861699893,4.378123861699894,1.3935402482194026,100.0,1.7912893070740863,1.791289307074086,3.2087106929259153,1.9486731113806282,1.9486731113806264,3.0513268886193745,4.840160289613891,1.4334847486954954,0.15983971038610856,100.0
3100,0.23767041731183444,4.877061947897768,0.12293805210223151,5.0,100.0,5.1147323657074075,1.2067735672425446,1.330466220913944,1.7912871501896785,1.7912871501896783,3.208712849810323,5.0,0.0,4.360606617761663,4.360606617761664,1.4040134623201992,100.0,1.7912871501896785,1.7912871501896783,3.208712849810323,1.9295224371504713,1.9295224371504696,3.0704775628495318,4.838515186217018,1.4219229520217185,0.1614848137829825,100.0
3200,0.24053436698994834,4.873235705261668,0.12676429473833137,5.0,100.0,5.113770072749421,1.2196614725750252,1.3346047413173374,1.7912854476951043,1.7912854476951041,3.208714552304897,5.0,0.0,4.3432499280439965,4.343249928043997,1.4137303201100473,100.0,1.7912854476951043,1.7912854476951041,3.208714552304897,1.9126436793368418,1.91264367933684,3.0873563206631616,4.836890982018544,1.4118744469731876,0.1631090179814555,100.0
3300,0.24324548836244472,4.869415959872346,0.13058404012765346,5.0,100.0,5.112661448732595,1.23185648061126,1.3387552201105026,1.7912833758592521,1.791283375859252,3.2087166241407497,5.0,0.0,4.32605111390429,4.326051113904291,1.4227666322086001,100.0,1.7912833758592521,1.791283375859252,3.2087166241407497,1.8977806257114036,1.8977806257114018,3.1022193742885995,4.835284967454569,1.403194071637807,0.16471503254543143,100.0
3400,0.24581628524187266,4.865602609659153,0.13439739034084516,5.0,100.0,5.111418895398831,1.243413707857939,1.3429137202917505,1.7912823973048242,1.791282397304824,3.2087176026951774,5.0,0.0,4.309007605461537,4.309007605461538,1.4311906060729251,100.0,1.7912823973048242,1.791282397304824,3.2087176026951774,1.8847029982970749,1.884702998297073,3.115297001702928,4.833694712042066,1.395750176709583,0.16630528795793437,100.0
3500,0.2482581876074539,4.861795560391502,0.13820443960849696,5.0,100.0,5.110053748496761,1.2543836951434353,1.3470766633385365,1.7912829165950488,1.7912829165950486,3.2087170834049528,5.0,0.0,4.292116933902487,4.292116933902488,1.4390635320152518,100.0,1.7912829165950488,1.7912829165950486,3.2087170834049528,1.8732045468373617,1.87320454683736,3.126795453162641,4.832118070992363,1.3894234978464,0.16788192900763685,100.0
3600,0.25058163224010827,4.857994725149761,0.14200527485023764,5.0,100.0,5.108576357887674,1.2648127216070384,1.351240771149346,1.7912840960734853,1.791284096073485,3.2087159039265165,5.0,0.0,4.275376725452178,4.275376725452179,1.4464403243660793,100.0,1.7912840960734853,1.791284096073485,3.2087159039265165,1.86310078698343,1.8631007869834282,3.136899213016573,4.8305531668759665,1.3841062661641623,0.16944683312403344,100.0
3700,0.2527961751888238,4.854200023540626,0.14579997645937282,5.0,100.0,5.106996199227255,1.2747432566496157,1.3554030920284883,1.7912857622460758,1.7912857622460756,3.208714237753926,5.0,0.0,4.258784691462281,4.258784691462282,1.4533704078882261,100.0,1.7912857622460758,1.7912857622460756,3.208714237753926,1.8542275470525402,1.8542275470525384,3.1457724529474627,4.8289983185550325,1.3797006710496789,0.17100168144496702,100.0
3800,0.2549105470293527,4.850411381326993,0.14958861867300513,5.0,100.0,5.105321928854152,1.284214189506318,1.3595609363501941,1.79128689389558,1.7912868938955797,3.2087131061044216,5.0,0.0,4.24233862454793,4.242338624547931,1.4598980562506338,100.0,1.79128689389558,1.7912868938955797,3.2087131061044216,1.846438592837605,1.8464385928376033,3.153561407162398,4.827452055980155,1.3761183202214362,0.17254794401984588,100.0
3900,0.2569327332727274,4.846628729854623,0.15337127014537574,5.0,100.0,5.103561463625156,1.2932611616094296,1.3637118924634521,1.7912874622458936,1.7912874622458934,3.2087125377541077,5.0,0.0,4.226036391562978,4.226036391562979,1.4660630096350455,100.0,1.7912874622458936,1.7912874622458934,3.2087125377541077,1.839604288330242,1.8396042883302401,3.160395711669761,4.8259130663463825,1.373279147200829,0.17408693365361788,100.0
4000,0.25887004654330315,4.842852005551991,0.15714799444800745,5.0,100.0,5.101722052593099,1.3019168676256445,1.3678537889146696,1.7912874245816615,1.7912874245816612,3.20871257541834,5.0,0.0,4.209875927803895,4.209875927803896,1.471900988805951,100.0,1.7912874245816615,1.7912874245816612,3.20871257541834,1.8336097104700122,1.8336097104700104,3.166390289529991,4.8243801827416775,1.371110556748925,0.1756198172583234,100.0
4100,0.2607291775220969,4.8390811495552475,0.16091885044475016,5.0,100.0,5.099810327575151,1.3102112790506404,1.3719846865917484,1.7912873274229162,1.791287327422916,3.2087126725770854,5.0,0.0,4.193855232741235,4.193855232741236,1.47744405911879,100.0,1.7912873274229162,1.791287327422916,3.2087126725770854,1.828353319557689,1.8283533195576873,3.1716466804423145,4.8228523602,1.3695467748729424,0.17714763980000073,100.0
4200,0.2625162460556449,4.83531610734694,0.1646838926530575,5.0,100.0,5.097832353900391,1.3181718626085486,1.376102843937886,1.7912872745913815,1.7912872745913813,3.20871272540862,5.0,0.0,4.177972366033019,4.1779723660330195,1.482720974325581,100.0,1.7912872745913815,1.7912872745913813,3.20871272540862,1.8237455497160928,1.823745549716091,3.1762544502839103,4.821328672338503,1.3685282712835876,0.17867132766149685,100.0
4300,0.2642368619987808,4.831556828326564,0.16844317167343378,5.0,100.0,5.09579369082315,1.3258238335072015,1.380206705261341,1.7912875009315616,1.7912875009315614,3.20871249906844,5.0,0.0,4.162225442553033,4.162225442553034,1.4877576077666321,100.0,1.7912875009315616,1.7912875009315614,3.20871249906844,1.8197073215484396,1.8197073215484378,3.1802926784515635,4.819808287821367,1.3680010076605194,0.18019171217863303,100.0
4400,0.2658961563621488,4.827803265582591,0.1721967344174072,5.0,100.0,5.093699422442544,1.3331902933652102,1.3842948738329284,1.7912877439194412,1.791287743919441,3.208712256080561,5.0,0.0,4.146612630124285,4.146612630124286,1.4925771333694813,100.0,1.7912877439194412,1.791287743919441,3.208712256080561,1.8161690194742575,1.8161690194742557,3.183830980525746,4.818290472905366,1.3679161195214244,0.18170952709463403,100.0
4500,0.2674988271066782,4.824055375565331,0.17594462443466682,5.0,100.0,5.091554203169815,1.3402924208718925,1.3883661073549498,1.7912879697374975,1.7912879697374973,3.2087120302625047,5.0,0.0,4.131132145814523,4.131132145814524,1.4972003371721203,100.0,1.7912879697374975,1.7912879697374973,3.2087120302625047,1.8130694072561013,1.8130694072560996,3.1869305927439022,4.816774573919166,1.3682293592863741,0.18322542608083406,100.0
4600,0.2690491817895356,4.820313117777169,0.17968688222282847,5.0,100.0,5.08936230006451,1.3471496577710305,1.392419296115285,1.7912879792993648,1.7912879792993646,3.2087120207006374,5.0,0.0,4.115782252546219,4.11578225254622,1.5016459026761646,100.0,1.7912879792993648,1.7912879792993646,3.2087120207006374,1.8103544707287262,1.8103544707287245,3.189645529271277,4.815260009421575,1.3689005999988724,0.18473999057842558,100.0
4700,0.2705511638946819,4.816576454573691,0.1834235454263066,5.0,100.0,5.0871276189661785,1.353779823639989,1.396453461051783,1.791287907226325,1.7912879072263248,3.2087120927736774,5.0,0.0,4.100561257005345,4.100561257005346,1.5059305712801332,100.0,1.791287907226325,1.7912879072263248,3.2087120927736774,1.807976808042324,1.8079768080423222,3.1920231919576794,4.813746261649617,1.3698935294566943,0.1862537383503844,100.0
4800,0.2720083857701765,4.812845350917854,0.1871546490821436,5.0,100.0,5.084853737185836,1.360199262955389,1.400467736283711,1.7912877801663365,1.7912877801663363,3.2087122198336657,5.0,0.0,4.0854675069828,4.085467506982801,1.5100693591988796,100.0,1.7912877801663365,1.7912877801663363,3.2087122198336657,1.8058948233988583,1.8058948233988565,3.1941051766011452,4.812232870144309,1.3711752672882,0.18776712985569124,100.0
4900,0.273424162264965,4.8091197741347065,0.1908802258652919,5.0,100.0,5.082543936897476,1.3664229888078978,1.4044613591955573,1.791287747811625,1.7912877478116247,3.2087122521883775,5.0,0.0,4.070499388733447,4.070499388733448,1.5140757708621742,100.0,1.791287747811625,1.7912877478116247,3.2087122521883775,1.804071874277763,1.8040718742777613,3.19592812572224,4.810719423382113,1.3727159786360668,0.1892805766178879,100.0
5000,0.27480152877222497,4.805399693768071,0.1946003062319279,5.0,100.0,5.0802012230381,1.372464766919707,1.408433659812368,1.7912877711209036,1.7912877711209034,3.208712228879099,5.0,0.0,4.055655325536897,4.055655325536898,1.517961901398157,100.0,1.7912877711209036,1.7912877711209034,3.208712228879099,1.8024759125375065,1.8024759125375047,3.197524087462497,4.809205556564369,1.3744886796096472,0.1907944434356322,100.0
