milliseconds,APC,APCAxin,APCAxinGSK3B,APCBCatenin,Akt,Axin,BCatenin,BRaf,C3G,Dsha,Dshi,EGF,ERK,GSK3B,MEK,P90Rsk,PI3K,PIP2,PIP3,PKCD,PP2A,PTEN,RKIP,Raf1,RafPPtase,Rap1,Rap1Gap,Ras,RasGap,SOS,TCF,TCFBCatenin,X,bEGFR,fEGFR,pAPCpAxinGSK3B,pAPCpAxinGSK3BBCatenin,pAPCpAxinGSK3BpBCatenin,pAkt,pBCatenin,pBRaf,pC3G,pERK,pGSK3B,pMEK,pP90Rsk,pPI3K,pRKIP,pRaf1,pRap1,pRas,pSOS,null
0,96.60200323641294,0.001500221000465456,0.007599962833251715,3.4392005442053333,200.00000012910513,0.0008000736574329754,42.72199888773796,200.0000057235113,499.99614806288764,0.0,100.0,599.9161307051935,259.9999999994671,49.138000775611026,679.9999996956511,60.0,99.99666668373207,699.999999873378,-4.2228129730138114e-07,1.0215858961962367e-05,240.0,270.0,20.91086593870874,99.99999987814127,60.0,200.00228446624246,12.0,100.00324886899185,100.0,99.99991947165375,6.187900306316208,8.81210607241738,10.26300000153044,-0.2796343634638718,294.5798912012859,0.01530006674514012,0.002000012018330311,0.002000033615738632,-1.7586254528866855e-07,0.9880995193724822,-1.0298084542135288e-05,-0.0008411326438103765,-6.63511994080261e-10,0.8559331718602985,2.666999367493001e-07,3.14382299053959e-16,-0.001065722237771367,0.8632231798036899,1.1137352344703137e-07,0.0002648306723571842,-2.6091264833094814e-05,-0.0002563691262414063,0.8432756991166875
100,96.60145806334518,0.0015035147386715227,0.007599808289449695,3.4397423462382797,199.9999998289937,0.0007964884708557925,42.72137491248495,200.00000833733202,499.99464802829516,0.0,100.0,599.5530228102792,259.9999999994383,49.139124624135476,679.9999999103657,60.0,99.9996572608475,699.9999993712185,8.576261228443063e-07,9.214768836144938e-06,240.0,270.0,21.195736302100848,100.0000000874269,60.0,200.0023826706838,12.0,100.00484959315692,100.0,99.99983863805873,6.187822279643311,8.81217274557042,10.262999985308769,0.2875766796251947,314.1746169313588,0.01529735559662917,0.0020022789660118596,0.002000413114219334,1.8206373601925198e-07,0.9880998272524691,-8.836026482630516e-06,-0.0037106265683406305,4.626162641626389e-10,0.8548875597893955,-2.8264462715686663e-07,-4.447982197214618e-16,-0.00058614084002656,0.5746296161973582,-3.1938328779382844e-08,-0.0003127554640184479,-1.820910556545132e-05,-9.432061595303294e-06,0.8615078101786128
200,96.60139585922501,0.0015066229686185224,0.007599455245460188,3.439791614197819,200.00000005211206,0.0007939137726519147,42.72126745375037,200.00000235675142,499.99955962151563,0.0,100.0,599.5212244820827,259.99999999935704,49.13929753214086,680.0000000272789,60.0,99.9959236312154,699.9999997765406,7.653933515060638e-07,2.2326470661386017e-05,240.0,270.0,21.372533934702194,99.99999994123189,60.0,199.99925422151028,12.0,100.01172239165729,100.0,99.99956151663348,6.187768358785843,8.812239087142103,10.263000017381975,0.692288052471693,322.0655923037125,0.01529548516320228,0.0020034525283880163,0.0020011251424940906,8.243626097133685e-08,0.9881002174849112,2.8257497521011077e-06,0.00324218041880736,4.261522357600563e-10,0.852576383219104,-1.4849784377723333e-07,8.082417656494603e-16,0.004647185176527822,0.3861071829151124,2.4118481548078153e-08,-4.222305437860691e-05,8.944669321589598e-07,0.00045262189215811074,1.0482956856515888
300,96.60139718806064,0.0015091677797350127,0.007599058699162714,3.439798726900268,199.9999998310076,0.0007920611550865697,42.721198142542285,200.00000917626426,499.9898074992963,0.0,100.0,598.7829769666656,259.99999999998425,49.143015747305185,680.000000217764,60.0,99.9952035793982,699.9999998649822,-5.051330928106435e-07,4.312989356527563e-05,240.0,270.0,21.505439138611496,100.00000010767653,60.0,199.99830228540142,12.0,100.02407895958254,100.0,99.99950574308693,6.187705407267883,8.812286276670065,10.263000012575153,1.2491050627095115,335.1549586411336,0.015294120759170853,0.002004003063584357,0.0020019194987193328,3.3379358086809285e-09,0.9881002457009913,2.5358159338768536e-06,0.002552191035609658,-4.4886328099831293e-10,0.8506837882922825,-1.7466843440506592e-07,8.027343410596947e-16,0.0004414890035840627,0.2624123899874254,-1.328944756719924e-07,-0.0003051738768078758,4.525561438902293e-05,0.0004592872429739837,1.3283591536449322
400,96.60139440803175,0.001510964389882662,0.007598753007002814,3.4397956993546934,199.99999988538258,0.0007903437229473242,42.72115618008417,200.00000119218694,499.99236101885896,0.0,100.0,598.5912669294274,259.9999999993634,49.143402698794326,680.0000001049281,60.0,99.99446853436606,699.9999996581688,1.1596927181153838e-06,5.085811482995672e-05,240.0,270.0,21.579744245553144,99.99999990419703,60.0,199.99732683889462,12.0,100.02683510267258,100.0,99.99930746032162,6.187655989797702,8.812341781065784,10.263000024464018,1.6877232758164853,334.72095509907126,0.015293107096191845,0.0020042989317550198,0.0020025284842566495,-4.557497387709523e-08,0.9881020230583227,4.889633061027837e-06,0.010734347640743942,-3.2154783789123836e-10,0.8500427209009909,8.684460602916118e-08,6.973946203108372e-16,0.0009001221834955315,0.17274593957429907,-5.636169577681706e-08,-0.0006004608881607408,7.315168904759027e-05,0.0011500276510620557,1.3039065838774695
500,96.6013962398711,0.0015122682621753734,0.00759849882374117,3.439790294226123,199.9999998818089,0.0007891944860185008,42.72111307967545,199.99999738625377,499.9776815122093,0.0,100.0,598.3281070260443,260.00000000073123,49.145536525087856,679.999999719172,60.0,100.00004626703789,699.999999880214,1.0920079110154582e-06,6.794443821754283e-05,240.0,270.0,21.635698525892693,100.00000009162407,60.0,200.0011394907827,12.0,100.03987017154076,100.0,99.99893712419554,6.18761554866872,8.812379023699533,10.263000031827849,2.046969809009714,340.7901475208453,0.015292520729811568,0.0020044196420151267,0.00200306216159776,8.997890952581018e-08,0.988102788828487,6.732231941976384e-06,0.023054996594245647,-1.4590270232492485e-10,0.8498128413264318,2.4255730407659786e-07,-3.990428658218396e-16,-0.0011625742758660318,0.11372636693126659,-5.118060757328261e-08,0.0003020438073767603,-1.098641132377584e-06,0.0014038982093143545,1.2883289231703123
600,96.60139778353746,0.0015132536507119047,0.00759826487917245,3.4397902040012394,200.00000013826053,0.0007881332030132243,42.7210787233007,199.99999180162263,499.9735462818966,0.0,100.0,597.913138621125,260.00000000044133,49.147137451280045,680.0000001230667,60.0,99.99548480535123,699.9999992923349,1.3314771681168663e-06,8.263138402842427e-05,240.0,270.0,21.665801613628993,100.00000012089541,60.0,199.9974867651043,12.0,100.03838392022864,100.0,99.99857214575023,6.1875819004785555,8.812421981905494,10.26300005520175,2.3052240206069015,352.3591616889828,0.015292014885362495,0.0020044748283487377,0.00200349060805567,8.462835398084463e-09,0.9881025972251167,-1.0106685648738416e-05,0.027594722651998697,-2.8382751748554884e-10,0.8469804372089872,-2.5879503977866745e-07,-2.625367338475469e-16,0.0005239229447496821,0.08478060242608872,3.299557709001607e-08,-0.001466466828351446,8.412481076874959e-05,0.00176189118463482,1.235026172078274
700,96.60140510213074,0.0015145674231492085,0.007598156003021532,3.439781088913881,200.00000005960084,0.0007875237366166129,42.72105105948361,199.99999872477517,499.9615810317509,0.0,100.0,597.0982041649955,260.0000000002471,49.14779637322561,679.9999999570709,60.0,99.99339428806206,699.9999982433173,1.6073895941339458e-06,9.89892348938913e-05,240.0,270.0,21.68386835630266,100.00000000787158,60.0,199.99709253578237,12.0,100.05019362527663,100.0,99.99781612540914,6.187550867107758,8.812442329918476,10.26300004745625,2.5397653456914018,373.54559900714764,0.01529177776524071,0.0020044675837464117,0.002003794522301439,9.00779713793161e-08,0.9881047559336235,1.1223716507816135e-05,0.03741284631877466,4.824871883263149e-10,0.8470809944654489,-9.375001992447675e-08,-8.90879994388993e-16,0.008924862899825291,0.05708974266964165,3.541206638797286e-08,0.0037487646475165837,1.2589171775774632e-05,0.0019143909306211793,1.3233102834793664
800,96.60140516284102,0.0015150367692130186,0.007597770658131579,3.439783340976009,199.99999974863044,0.0007870327156374497,42.72102448959569,199.99999257674335,499.96077339661974,0.0,100.0,596.2957354555092,259.99999999992696,49.14945391168161,680.00000008055,60.0,99.99232487493761,699.9999980234197,1.956718573973753e-06,0.00012472092685549064,240.0,270.0,21.700436176164846,99.99999996104334,60.0,199.998064094058,12.0,100.05806879302466,100.0,99.99758263236657,6.187529227008013,8.812483283902397,10.263000081854017,2.9847343743953263,374.10852339198914,0.015291586185690112,0.0020044241806556414,0.0020039174604312405,-1.1301101126391328e-07,0.9881050084944406,-4.505366183321187e-07,0.03521214978762506,1.0816804458138333e-10,0.8446241331830187,-2.4848875625650896e-07,9.482426559762216e-17,0.00639774951324683,0.03837991086138602,-5.813712704377557e-08,0.002549853942971782,4.288686694129804e-05,0.002391307786568687,1.5559873480851643
900,96.60140817996475,0.00151593434343417,0.0075976466308401115,3.439781057267135,199.99999975768282,0.0007865793469410658,42.72099619591379,200.00000825798568,499.94549433534286,0.0,100.0,596.5104007587422,259.9999999999919,49.15127025527932,679.9999996999071,60.0,99.98995135626254,699.9999981858182,1.9275420129576014e-06,0.0001337537329196478,240.0,270.0,21.715278797982563,99.99999991574431,60.0,199.9981642896525,12.0,100.06085449643815,100.0,99.99711932413177,6.1874933401532415,8.812506255536999,10.263000081536537,3.607494584548876,384.00565055509855,0.015291390346321971,0.002004403375720876,0.0020040694731546997,1.1792093771313664e-07,0.9881072986878032,6.173870340505142e-06,0.050543735903178934,-5.552607562508768e-11,0.8435183551630697,-1.7747852386596624e-07,7.403857738862838e-17,0.006731795419213813,0.027218173576401276,1.0617750914040211e-07,0.0008532239295058249,6.722704260954222e-05,0.002674803350821215,1.8258928632477567
1000,96.60140624210304,0.001516445944873295,0.007597513694056673,3.4397795139564535,199.99999970793058,0.0007862195693802116,42.7209915835329,200.00000037625267,499.94824210064735,0.0,100.0,595.2731884297966,259.999999999935,49.154413447570306,679.9999998831513,60.0,99.99222921547188,699.999998003595,2.8864238805422788e-06,0.0001364968646579191,240.0,270.0,21.718582206204125,99.99999986416493,60.0,199.99598397160125,12.0,100.06734670212681,100.0,99.99633868383798,6.187472598272198,8.812529253267313,10.263000114310248,3.721523164660228,394.6095888308965,0.015291318782525815,0.0020043944017507647,0.0020042013693613294,2.988470207785035e-07,0.9881074868400811,-2.434318671726617e-06,0.052833778608241094,-2.7291030129901807e-10,0.8428780409447225,1.6695401546711279e-07,-1.023195580169612e-16,0.015212381236856056,0.011481994341632292,1.7147146812894718e-07,0.004669686646850094,7.745716843002148e-05,0.003626898101690783,1.9240773431755698
1100,96.601412645623,0.0015169851624185363,0.007597309214989859,3.439777043286242,199.99999996979489,0.0007861336181751267,42.7209693722293,199.99998612103508,499.93078430476066,0.0,100.0,595.6467520015171,260.0000000003133,49.15479089540134,679.9999999262283,60.0,99.98729718707798,699.9999978476354,2.564442857438298e-06,0.0001528496081536978,240.0,270.0,21.70832942237303,99.99999998274357,60.0,199.9947339099406,12.0,100.08318597102911,100.0,99.99632778933247,6.187460696433199,8.81254597796721,10.263000121872931,4.059187650624645,409.00168669460777,0.015291232746521092,0.002004428094145336,0.0020042435378447372,7.897007190823411e-08,0.9881088681381631,-4.174159776252722e-06,0.06877624865070744,-6.915626971693579e-10,0.8414208013595262,1.0421345845112868e-08,-1.6590618865104197e-16,0.011834784339240198,0.012672286579825462,1.1506617744720317e-07,0.00325047620664553,0.00012380331899083957,0.003593753165946069,1.907088107725312
1200,96.60140874238178,0.0015169687891583882,0.0075970175650879835,3.439773524332282,199.99999979927554,0.0007860011020963763,42.72095375019643,199.99999983601202,499.92567462134986,0.0,100.0,595.1062437863504,260.0000000006315,49.15754362875509,680.0000000365288,60.0,99.98550102638696,699.9999971957411,4.167336952886898e-06,0.00017059690512797438,240.0,270.0,21.709149971077334,99.99999999321064,60.0,199.99462948568024,12.0,100.08795236232365,100.0,99.99552086983454,6.187447014256199,8.812561217200532,10.263000156484228,4.763979810648865,419.738804786456,0.015291283472197631,0.002004389791081363,0.0020043408145189,3.399073668037439e-07,0.9881111401159265,-5.105054576952322e-07,0.0730082238503277,-3.6469750701840227e-10,0.8389699119250891,-2.0916470729910216e-07,7.281015452862239e-16,0.015157993915167924,0.011768711547844993,2.343910461120138e-08,0.005459485331828414,0.00016702817948200372,0.004695826282367514,1.9152833690264695
1300,96.60141519832959,0.0015175140067840336,0.007596836048274021,3.4397740358741116,199.99999969772566,0.000785691556276291,42.72094104240194,199.99999520270214,499.91898932207084,0.0,100.0,594.0606061183353,260.000000000042,49.158020910300074,679.9999997375198,60.0,99.9831045175908,699.9999952149732,4.10022596145762e-06,0.00019472521520287215,240.0,270.0,21.716784266363113,99.99999994445834,60.0,199.9906353726792,12.0,100.09134750276017,100.0,99.99520025982933,6.187432811330675,8.812569078115661,10.263000163190627,5.3282701318285675,418.458282252793,0.015291213948445006,0.002004393813013088,0.00200435597309558,2.891467038289888e-07,0.9881111596503587,1.3160131256063136e-05,0.07733370117039773,-6.324112134332177e-10,0.838242008176661,2.2877006526105812e-07,4.580028839730798e-16,0.015702394223046395,0.002883873922301558,1.2004131504399641e-07,0.010104530523799869,0.00026896022753804385,0.005021802054686111,2.287413079489042
1400,96.60141167688458,0.0015175401643812074,0.007596610273587835,3.439769365337879,199.9999997387578,0.0007857957012679513,42.7209274710838,199.99998671662092,499.90494769907133,0.0,100.0,593.8364118959474,259.9999999998525,49.160218880254,679.9999995914092,60.0,99.97713547452376,699.9999959235099,3.88134167921997e-06,0.00020889902736066573,240.0,270.0,21.70457574802927,99.9999998141414,60.0,199.99142692355684,12.0,100.09796668933332,100.0,99.99444663938263,6.187409434490715,8.812585026753425,10.263000171932934,5.719542797443153,429.80364981224875,0.015291180144139474,0.002004366344641779,0.0020042995363636668,5.54466560838061e-07,0.9881134096950833,1.950338886986723e-05,0.09245667440247304,4.748702107758633e-10,0.8371460792808189,1.149765664117424e-08,5.374573872485533e-17,0.019458109666671077,0.009234118485751713,2.355215506715942e-07,0.00840452132278415,0.00021558653909611758,0.005793614609663947,2.3476781990103204
1500,96.60141061099048,0.001518033806111462,0.00759636852831766,3.439771577662116,199.9999995630027,0.0007856783094535188,42.72090318150208,199.99999597190265,499.9065461998146,0.0,100.0,593.328764096315,259.9999999994426,49.16160515711581,680.0000000981297,60.0,99.97827418671913,699.9999948299203,6.248650058407678e-06,0.00021313556279104788,240.0,270.0,21.70025738830549,99.99999988889569,60.0,199.98983569792054,12.0,100.10704810184653,100.0,99.99430776080295,6.187406673005802,8.812592937100113,10.263000213963366,5.987540282903238,440.71430084530334,0.015291214670357956,0.002004361457068967,0.0020043884729166617,5.194470396455478e-07,0.9881151249962243,1.0622623638613327e-05,0.09767034563868861,2.548896609573992e-10,0.836430661629001,-5.864876846493377e-08,-3.0058142756362926e-16,0.026003970524512504,0.00870853988963392,8.037046070173422e-08,0.009263532271906672,0.0003254930487584505,0.005911942005115193,2.613815370668381
1600,96.60141662373319,0.0015181078370311526,0.007596287122157742,3.4397689216373597,199.999999479404,0.0007855772222972276,42.72089837194251,199.99998669907956,499.88645323620165,0.0,100.0,592.9292974898938,260.00000000006486,49.16195326116386,679.9999996021882,60.0,99.96891204477224,699.9999945010183,6.439538718656458e-06,0.00023515462674731353,240.0,270.0,21.70380197396082,99.99999985680795,60.0,199.98567152831941,12.0,100.11772705893534,100.0,99.99378163818196,6.187391043114359,8.812612217743466,10.26300024300487,6.101763009118618,446.02916600927483,0.015291052539345146,0.002004333135988116,0.002004382642299231,7.930647775710274e-07,0.9881163932919621,1.3457459201563246e-05,0.112415438496483,7.727054986985389e-10,0.8353053021586523,1.3201766915679297e-07,-4.481959206418357e-16,0.027652366324615395,0.002986468149793009,1.8928736695051308e-07,0.012684267014670375,0.00040772753061194434,0.0062439708525552145,2.731742345774203
1700,96.60141334583555,0.001518347998151308,0.00759609346344694,3.439773151365031,199.99999919665697,0.0007856242337997656,42.72088843678351,199.9999863882472,499.8896088898335,0.0,100.0,592.2622390193749,260.00000000042894,49.16524193189651,679.9999999222839,60.0,99.96711929610419,699.9999922241733,7.844640037845763e-06,0.00024279286369376492,240.0,270.0,21.69753454840284,99.99999965665458,60.0,199.9831025919783,12.0,100.12594692417497,100.0,99.99261303690423,6.1873845624490516,8.812622239607077,10.263000244407735,6.774258754093352,465.3243722381024,0.0152912035173633,0.0020043884764407733,0.002004373981175111,6.200356175029609e-07,0.988117652114386,1.7126203573895468e-05,0.11094741584221257,7.879081543337188e-10,0.8329613949772346,4.02646129949549e-07,-2.355433279856628e-17,0.03080058208724905,0.005487324041088648,2.5540235766907524e-07,0.015495143778622107,0.0004187448616421194,0.006787711079485131,2.906302136815954
1800,96.60141814395178,0.0015187498686480595,0.007596020066190941,3.4397679087915667,199.99999901443164,0.000785598002331491,42.7208698476098,199.9999775842128,499.88116691926865,0.0,100.0,591.4961707552661,259.9999999998289,49.166685496959204,680.0000000255596,60.0,99.96559657821128,699.9999913864168,7.462437692183725e-06,0.00026171476451320336,240.0,270.0,21.69181519117163,99.999999490009,60.0,199.98079177978246,12.0,100.1269609282857,100.0,99.9925326801227,6.187375741721716,8.812628372688469,10.263000277107746,6.937562980699494,473.4484892987153,0.015291181999212517,0.0020043634486576678,0.002004319869351473,8.355626107196582e-07,0.9881189123302867,1.8212648053685572e-05,0.1222036890709779,3.1895679987595674e-10,0.831376195169748,5.900214166077349e-07,3.652649294131109e-16,0.032488997600308246,0.006012657082250154,4.72802481139156e-07,0.018816269928812673,0.00047130930501228235,0.007251849889074419,3.2760592472664687
1900,96.60141742390192,0.0015187810323811475,0.007595747383986586,3.439771595157295,199.99999911380087,0.0007857070176192464,42.72086686798627,199.99997390740097,499.860247585347,0.0,100.0,591.4818091454298,260.00000000000944,49.16842434025247,679.9999994216907,60.0,99.95753240728563,699.9999904265844,7.98987417314288e-06,0.00027405647351258305,240.0,270.0,21.68726353707747,99.99999969185617,60.0,199.98179152720206,12.0,100.13843285134563,100.0,99.99210861281814,6.187367339245665,8.812626193343277,10.263000298123586,7.593655816694333,481.59981923227986,0.015291181354779778,0.0020043536107169023,0.002004397816125181,1.1651796469395704e-06,0.9881195222713444,3.678446539358266e-05,0.13705346660609752,3.3479286454365245e-10,0.8316600781063124,5.211622890468128e-07,9.160642856440359e-16,0.04303926525891105,0.006677999038418083,4.856862330779602e-07,0.02140648222021225,0.0005139521573048168,0.00833639552420131,3.392959844279532
2000,96.60141963278443,0.0015189769029747278,0.007595602835236225,3.439768639854133,199.99999887555754,0.0007858522144127491,42.72085516762558,199.99996256266212,499.8595727799635,0.0,100.0,590.7211205711378,259.99999999945777,49.168848830103244,679.9999994775984,60.0,99.95863551633998,699.9999896684185,9.508881958188816e-06,0.00029718086626388975,240.0,270.0,21.684321227560634,99.99999939353586,60.0,199.98021979538908,12.0,100.14533563716688,100.0,99.9915266798775,6.187367123819731,8.812639962467914,10.263000327845377,7.49208828734032,487.5174673075193,0.015291046201159586,0.0020043320181170545,0.0020043386567284893,1.2848115647795195e-06,0.9881208563516649,4.1307368013247686e-05,0.13719183669070767,-1.3330425316239084e-11,0.8291728873281944,5.532197954893827e-07,-3.6808851463367647e-16,0.04779209510450626,-0.0014236844179490017,6.1664433789587e-07,0.020329709021375923,0.0006366029094632339,0.008758963201881312,3.483352062869579
