milliseconds,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,0.9650038490657812,1.0463286750049823,0.9888361592238011,1.070421772726972,0.961225089415835,0.9853176484510803,0.9593944004730981,1.059783755111937,0.9864938047017897,0.7210512862813053,1.0093354699721921,0.9048376174726945
200,0.9293428997002631,1.0855747558592361,0.9761417264787265,1.137639838398091,0.9235776794447819,0.969383878442801,0.920018050929059,1.1133738620448204,0.9731365240534544,0.533380090712428,1.016927103569701,0.8187309377123975
300,0.893596273278947,1.1181631916560069,0.9622506966752055,1.2016104645040195,0.8872219490956277,0.9523674429518225,0.8820422356976686,1.1611320727129049,0.9599348135289849,0.4069004417442549,1.0228255019536632,0.7408183820491162
400,0.8581695785156438,1.1445466299004021,0.9474427419759138,1.2623217527052097,0.8522663508043864,0.9344327275212749,0.8455753145039228,1.203420473544899,0.9468929300778651,0.3214458037113069,1.0273513431910257,0.6703201764126928
500,0.8233471543491785,1.1651868974791175,0.9319517898377576,1.319787654038231,0.818778989343454,0.9157371445501752,0.810681307116928,1.2405960702673036,0.9340134970112741,0.2635074536301469,1.0308985500855503,0.6065307804354273
600,0.7893275663827496,1.1805425813815542,0.9159735996617581,1.3740430052541575,0.7867987921122631,0.8964295174099826,0.7773929308181133,1.273007224346489,0.9212979999488131,0.22401570013841815,1.033794937299598,0.5488117451808304
700,0.7562471963860437,1.1910610450567929,0.8996720275752672,1.4251395092390273,0.7563433725091661,0.876649206062658,0.7457205155146744,1.3009913850878796,0.9087471063148989,0.19689821699668422,1.0362705943272226,0.4965854023530104
800,0.7241971725618183,1.1971730564003504,0.883184364406523,1.4731423332270681,0.7274149262511443,0.8565256916559034,0.7156585419345258,1.3248736074281815,0.8963608896010766,0.1780845008322554,1.0384741446293184,0.4493290542274351
900,0.6932352962870124,1.1992894334899638,0.8666257384711008,1.5181273050173665,0.7000045523178029,0.8361785081046941,0.6871903368800573,1.344965686966406,0.8841389844995359,0.16484470179225139,1.0404988516861773,0.4065697426965783
1000,0.663394619712656,1.1977990885848606,0.8500927448601325,1.5601785924074243,0.6740954630865253,0.8157174127877396,0.6602915024078533,1.3615657329028876,0.872080697090479,0.15534955556882898,1.0424030244782314,0.36787951738343805
1100,0.6346897409344606,1.193068022984225,0.8336664389031505,1.599386774327407,0.6496654004077108,0.7952427126102815,0.6349324598742697,1.3749580448166137,0.8601850850039816,0.14837294624855796,1.0442234035428735,0.33287115375586696
1200,0.607121474190403,1.185439008537506,0.8174148042424177,1.6358472370210386,0.6266884655925717,0.7748456957252488,0.6110803525861869,1.3854132129523025,0.8484510166133998,0.14309283822842683,1.045983462538298,0.3011942761985575
1300,0.5806803349157317,1.1752317542288182,0.8013947837356816,1.6696588408184485,0.6051365058352158,0.7546091295265585,0.5887004706513829,1.393188379396237,0.8368772150812009,0.13895821365087493,1.0476983933671808,0.27253185210676045
1400,0.5553491804411499,1.1627434054021524,0.7856539563828042,1.7009228076985554,0.5849801735365334,0.7346077955295129,0.5677573292519432,1.3985276116871808,0.8254622917257606,0.13559956710244056,1.0493781703031604,0.24659701819946087
1500,0.531105216691073,1.1482492752587086,0.7702319202724999,1.7297417933572141,0.5661897323349967,0.7149090414407476,0.5482154819917825,1.4016623562654595,0.8142047713899936,0.13276917169334976,1.0510294281355528,0.2231302099595914
1600,0.507921538821878,1.132003727964636,0.7551614352040773,1.7562191109866325,0.5487356703587775,0.6955733348963689,0.5300401355634533,1.4028119449364813,0.803103111933598,0.1303009092354411,1.0526566450049015,0.20189656455420363
1700,0.485768318111703,1.114241158512785,0.740469366559774,1.7804580809291475,0.5325891623744395,0.6766548085351041,0.5131976105919445,1.402184135489227,0.7921557192408649,0.12808340915361313,1.0542628932672637,0.18268357124006646
1800,0.4646137309777297,1.0951770256819358,0.7261774709107498,1.802561480867689,0.5177224174714721,0.6582017893932038,0.49765568749515005,1.3999756710249116,0.781360958930902,0.12604173750060377,1.0558503301951483,0.16529893759078548
1900,0.44442467007338915,1.0750089137177898,0.7123030379222222,1.8226310871812217,0.5041089262612867,0.6402573065409223,0.48338385250725885,1.3963728489100582,0.7707171652448693,0.12412553739450528,1.057420505741933,0.14956866734994703
2000,0.42516728836861833,1.0539175955150761,0.6988594125686266,1.8407672908431718,0.4917236268417426,0.6228595720246669,0.4703534639915728,1.3915520888331503,0.7602226477156431,0.1223012311623176,1.058974557880696,0.13533533019686578
2100,0.4068074454089633,1.032068077752824,0.6858564384188511,1.857068761901015,0.48054301864640586,0.606042436233529,0.4585378683989348,1.3856804920599803,0.7498756964889755,0.12054611681974192,1.0605133606373742,0.12245647395521124
2200,0.3893110407459938,1.0096106237886098,0.6733008104230569,1.8716321697118332,0.470545215158602,0.5898358126346763,0.44791245690713205,1.3789163890174314,0.7396745860834469,0.11884485587016966,1.0620376091411676,0.11080320281953966
