milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
2700,92.2319059049476,5575.115116568119,12127.608618294897,3389.684048468226,3451.813031812949,151.16984170632927,5514.9149663697535,12058.589803471708,3237.7795860786255,3300.4782766910735,0.0
2800,92.98737082776722,5570.640283422025,12171.686339509997,3381.538612212699,3392.2688108621223,157.13980843112085,5507.984027558781,12172.89225234961,3303.7748481699527,3333.255878710265,0.0
2900,96.32644755976133,5570.010661839432,12188.69169408193,3258.871194966084,3320.3294722723736,157.32087313533728,5505.713637998282,12232.075685699647,3431.6310981424494,3469.1294631546784,0.0
3000,98.093795961989,5565.825187538751,12262.507083590264,3245.927480494503,3269.9454678314787,160.28223510746693,5502.586976183436,12290.884001029925,3519.950465585711,3444.406764266096,0.0
3100,102.77617196897607,5562.726513867948,12287.635877721466,3130.0170734459275,3203.842359857632,167.05736220467244,5500.501049945324,12324.102932297772,3556.4754614274584,3550.0023577882826,0.0
3200,103.83014945478814,5562.3610029863,12435.205815832369,3064.160761521711,3147.304962884536,166.78458235681313,5495.443224308838,12408.167333704303,3641.659755959698,3572.675862392733,0.0
3300,106.26920141433665,5559.074851956437,12454.854358055505,3074.839506934597,3003.263955675096,172.89239180747697,5490.483972708058,12401.418236269834,3715.087965793162,3683.8614030461677,0.0
3400,111.47317461480353,5555.142241227837,12553.876672691324,2987.477274427885,2966.410120428053,174.64457283670617,5489.957646727181,12513.732901327137,3722.9392101144854,3754.9373247960675,0.0
3500,113.44590423218162,5550.46292456936,12520.793983097381,2947.3135248273243,2885.9775487976394,180.96278599899773,5487.331098436697,12598.259046067373,3809.568984081401,3787.6827600385222,0.0
3600,115.81178765177965,5550.46813395496,12614.908224175188,2831.2027881722383,2872.3658735228883,182.2736969958123,5483.275161147104,12577.838040843204,3906.760606359878,3898.620646467734,0.0
3700,118.2759298707659,5544.223138147327,12683.060859108287,2853.8607901824716,2798.9093086112407,187.6140544588193,5478.555240998181,12702.154532066586,3962.8657784424036,3905.5966704777834,0.0
3800,121.40845381427701,5542.856202380484,12684.399139129502,2778.789984213016,2797.216193196689,190.11889456941947,5474.9318867401225,12689.173854283155,3969.9676819678893,3990.4627705443677,0.0
3900,127.02794447843658,5541.183488998868,12818.588181348912,2754.2004692713226,2699.520684411169,196.84062416689943,5470.0646463721105,12783.931083610456,4070.3947370768847,3989.588007821454,0.0
4000,129.25897984790583,5535.803358208938,12837.428330045354,2719.695550589171,2639.781966639549,196.584449881388,5464.321805932554,12812.23680483782,4132.2002504177435,4132.638688026315,0.0
4100,133.22519497423417,5534.269401926136,12846.766932320552,2592.6122403949453,2567.792750177944,204.5637193219387,5463.146726015026,12912.589282076942,4158.773375029617,4089.0048163562615,0.0
4200,136.996936049699,5529.782817820166,12879.818241564823,2580.4705136867265,2604.4214368944404,208.2446384370983,5459.906050842413,12924.621908324512,4205.560946286712,4142.655443245112,0.0
4300,140.83633998345456,5525.864836888014,12979.850673632716,2546.810137608732,2498.0220576558813,210.2857625513534,5452.814257440374,12929.220700039601,4252.84846837436,4255.255699477335,0.0
4400,144.13976860462594,5522.058855838645,12986.1314388081,2460.7096429395983,2513.962467342809,216.39512240197786,5447.613100651956,13005.911344832994,4285.408920604047,4262.060817856977,0.0
4500,147.61460910889932,5519.166398370886,13041.660364325404,2434.567373454323,2460.2698463586134,217.2636607412767,5446.739974929994,13061.042472994624,4304.075993988566,4390.234773213087,0.0
4600,148.9726301071914,5514.959479035664,13144.159019530889,2415.3482103791184,2382.591207022644,224.7259968822188,5439.81602156168,13155.371826020191,4441.886403833,4412.835380322374,0.0
4700,155.10843260166442,5509.862106934112,13173.65832518228,2290.5786173599586,2286.446320622526,228.09981235824586,5436.603935533716,13128.215055622191,4454.797276754492,4396.124025999498,0.0
4800,160.12732677339164,5505.263766510451,13174.620739053735,2319.4040500207498,2246.1155359465606,231.55887964362134,5432.39063087343,13204.125160114325,4547.095042087369,4495.780479984917,0.0
4900,162.98691124486027,5503.562681215632,13224.256567498562,2269.8631108350105,2259.1148192713395,237.4607408570063,5425.345113406062,13299.788352883797,4555.398526454584,4531.512292269563,0.0
5000,165.70523550891525,5497.494646432127,13293.237650717507,2154.1735779087917,2209.1494805125444,241.96354690241492,5420.517084733131,13304.308989158317,4606.729815421146,4607.178381364656,0.0
