milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
0,39.363952994277795,5625.227933855858,9818.859212495923,5759.821471996239,5760.200316161924,64.22246356640238,5601.397653184079,9837.795348627442,862.5965535462738,869.6313667970941,0.0
100,50.51061206007084,5614.804737219431,9864.196964272629,5657.46299619464,5582.096527653842,83.66286445761406,5577.099633058707,9921.975069636583,1073.6017835705657,978.7970964126658,0.0
200,52.31310857726501,5615.051383819383,10027.140748309286,5458.10135200752,5552.702728830296,89.41148364115807,5577.045580153346,10043.874773931375,1167.2226213051938,1159.1399557358968,0.0
300,52.8455330978128,5613.241103970217,10112.05886968502,5363.2935073243525,5400.247504797148,88.30152077691464,5573.391403464213,10114.67803932769,1248.5802760925817,1281.4049817245664,0.0
400,51.91692357810596,5613.897237365764,10245.07527432556,5310.831273453382,5297.452950202947,91.88286551942264,5572.41309883683,10218.100054281089,1342.2784892472023,1381.3595854144812,0.0
500,52.62258658013987,5612.833839585413,10296.744227889116,5138.150122275386,5152.9754560432,93.47516152250418,5572.718849560295,10281.887876245699,1456.797498697297,1479.2662473024468,0.0
600,52.976602078506666,5611.853944913331,10367.238336151086,5069.241173813886,5056.689550421427,95.53651111785888,5568.416323415724,10368.002327338125,1583.2936681022366,1590.6321959399352,0.0
700,53.63821743030279,5608.692671512629,10552.125079201227,5020.393985132363,4955.6366405404,99.6935538845645,5567.714570416032,10545.212058463634,1636.22353777926,1631.6943596373706,0.0
800,55.7333531798307,5606.983854675162,10631.441097501172,4893.0122410007125,4882.46790065973,101.24806642167268,5564.988628021789,10585.368709141994,1729.3360774115317,1786.3417380040974,0.0
900,56.3383697836099,5608.654854392634,10710.207025262116,4852.529414279548,4808.532031960884,104.488902673512,5562.7940301203425,10684.2106798569,1829.3146169624347,1837.1614953769954,0.0
1000,57.96697287585411,5606.313335402762,10839.293370325462,4739.858028721904,4737.918454049115,103.46917040105114,5561.040302028102,10833.02917629802,1997.8781856207388,1903.7160434117272,0.0
1100,60.142528594590864,5605.813730899132,10867.721986303846,4593.44096847003,4578.978458418879,108.1939011459668,5557.628185926861,10919.193927801218,2091.3605977165657,2029.4647409725887,0.0
1200,62.21205367303784,5604.719267453713,10976.952923153454,4522.1642539457025,4555.108226890832,108.68697131326442,5555.793222997383,10971.043055916807,2105.603734151369,2083.394598786248,0.0
1300,62.9531925832304,5603.03001872999,11096.079839313114,4429.181172451639,4452.297795714778,114.8780260512162,5551.248116242315,11033.47970976962,2181.367236257587,2172.2232759685467,0.0
1400,65.86589815975996,5601.319806091163,11131.342165765202,4401.745503228103,4343.221675387178,117.38334992977892,5549.797665014355,11132.621103583488,2307.1184866972153,2355.9380459022796,0.0
1500,65.6508898271515,5596.622240595365,11252.095741141708,4324.474214625879,4316.930957051294,119.65283546094207,5549.2390771411665,11195.453701646162,2396.5195603592347,2351.9425148081514,0.0
1600,69.25873067068216,5595.044116527542,11292.1155026282,4171.300248053092,4165.012404188482,120.01202619404445,5544.375094264134,11341.249234468454,2424.15058610163,2466.744438980685,0.0
1700,71.68117355405084,5595.674510896619,11414.973828067246,4097.067404074982,4088.001556638941,121.63684720159023,5542.517536112714,11409.737969973705,2509.029706236773,2524.3758548403403,0.0
1800,70.3825737562685,5593.213003332833,11420.479058895578,4009.1645688463136,4064.730283031796,126.54851785635374,5539.434642286451,11460.611685848411,2608.1077190455185,2612.953968167984,0.0
1900,73.7404111894186,5590.46695850882,11567.412511344422,4014.1609231476073,3969.660211982026,126.99547965056833,5537.636378246434,11507.816281941261,2707.19263972328,2754.2388419476374,0.0
2000,76.13505646184126,5587.304846398742,11635.18757022172,3867.393800734839,3858.271893219212,129.40156632873624,5535.1438624167085,11576.98839502678,2838.3546865510325,2774.046394180019,0.0
2100,78.66352803635014,5586.459481684711,11662.858913066615,3828.024489381582,3860.438277786132,132.6493740703504,5529.236707456946,11688.31921823045,2884.9439643569913,2905.963033040072,0.0
2200,80.52002099530083,5583.34241391836,11746.95479776844,3748.0889335109605,3794.488758004778,136.04351059396393,5529.142139727607,11726.09409916874,2930.221205585362,2918.39471838216,0.0
2300,81.9360092389776,5581.717660204159,11856.916342953451,3723.4984608143645,3698.533439392035,138.86858062398446,5523.201438281887,11838.627115957706,3000.867304940435,2979.9941958866225,0.0
2400,84.23245170327509,5580.544657611642,11900.300540861757,3601.1784481576065,3593.0034346376765,145.11407002728131,5519.7978703923045,11834.641273699748,3070.432249420637,3114.8189826761572,0.0
2500,87.77062824662366,5579.609211662278,11973.636671585647,3581.463861498608,3561.6711360482877,148.16531557982455,5518.114189658711,11985.35062438637,3147.1273757818994,3154.119716685804,0.0
2600,88.41843124338833,5575.637147674891,11982.713848555875,3527.2251219187806,3459.297539807691,151.30806781807374,5516.5225306441,12012.642556626311,3250.0287544641433,3233.1509198776575,0.0
