miliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
1000,59.168065411770556,5604.834528651227,10829.531586052251,4712.943055928259,4707.1502304614905,105.72127709819507,5561.063836831884,10781.97212081489,1907.9053588141953,1917.937219658237,0.0
1100,60.937986607120784,5603.682563235017,10909.428967913667,4644.1613620147045,4618.1976872874975,108.37565101520981,5558.517475754084,10833.489037890722,1988.7334788707703,2016.3577379379035,0.0
1200,60.80052132504977,5601.712368517644,10932.539704407793,4497.322712969755,4580.95884143894,112.18540477075464,5554.713313227128,10978.226964647218,2178.2830544186595,2186.0653082525096,0.0
1300,63.069686099212305,5601.598291254671,11093.652961171287,4482.395471188481,4428.765579004462,112.6832420539025,5550.360487366508,11041.762264973695,2182.2655711072234,2240.7486438738215,0.0
1400,65.76360192134698,5600.532506271913,11111.429427544395,4344.448585367854,4381.942466264278,114.41741684751628,5550.146970107505,11134.255843782517,2317.195039743806,2278.425455638375,0.0
1500,68.13773326326404,5597.602897287068,11165.291977156154,4300.415006605283,4239.602887345979,117.05922219162277,5546.635331443837,11243.57180813582,2367.4002881451706,2384.6400712450422,0.0
1600,69.69429299348958,5594.858882896356,11325.257223869728,4182.767823146796,4192.222201325446,122.25236192325515,5545.775950403554,11274.035552766052,2462.5753831461716,2456.144196272845,0.0
1700,69.9455182176299,5593.875173288367,11424.462196254563,4140.886334873543,4169.892283955076,123.73531960579565,5541.76434086563,11356.485817884757,2508.3336267925024,2584.2782471467335,0.0
1800,70.5212568321182,5593.395442993606,11501.729234712291,4053.415138597266,4067.321677978659,125.08189666947055,5539.780371558145,11450.971563223588,2655.88691558134,2596.2225243418384,0.0
1900,75.70157627309716,5589.738356631784,11568.99307380233,3946.8430676388616,4005.4923669475093,126.67513683319432,5538.318541283434,11543.6650184965,2720.716743300874,2682.650959089829,0.0
2000,76.59892046963458,5590.179845117292,11635.765226504918,3934.357475343242,3944.4961990925417,131.8339779851474,5532.88950628528,11650.280860278692,2833.455056372917,2794.060653571665,0.0
2100,76.80054309057284,5585.6973847710915,11674.143777031351,3815.798229198372,3812.9122698049,133.09923507462048,5532.967321977961,11724.118527466166,2905.9071565152462,2879.036889331133,0.0
2200,81.45524378609892,5583.550866674059,11779.613281036804,3735.0126376474786,3759.2956255373124,138.29280010409815,5525.949342390279,11716.514011455385,2929.8870192324516,2905.561492116296,0.0
2300,83.82788297998358,5582.389846268878,11802.096614958997,3702.9700314886727,3660.141917923732,139.01629110463278,5524.725362244574,11852.777913462753,2962.278537803778,3039.1063433851364,0.0
2400,85.3261230546777,5581.577585491994,11898.226435798646,3626.5930228727048,3645.8243949036555,145.14064028992138,5520.95007845397,11861.432674049733,3083.6121246987223,3054.4968718115742,0.0
2500,87.64773330575568,5578.728931850404,11961.524063805138,3536.006278967052,3531.1110696164237,144.9716145066299,5517.448732801698,11920.251682798526,3177.5987841716624,3132.133443906793,0.0
2600,87.1889428654112,5575.277031161734,12040.158491984954,3458.727123087446,3442.3376316153685,149.90339016892364,5517.811228451671,12050.38218698794,3180.064813697803,3174.6628983062205,0.0
2700,92.8005834944287,5574.298614321545,12044.526282555355,3460.6505268999904,3370.43634520801,150.02797968238332,5513.8731510274865,12047.29119414158,3271.7609336317378,3307.1184289463567,0.0
2800,92.80002112042538,5569.506755659479,12132.834011255674,3401.092599436017,3396.6768341563566,157.19011953432772,5509.715942840168,12110.871383689542,3340.788542347229,3385.455666195555,0.0
2900,97.49850956122071,5568.340357385265,12257.661975065548,3332.4833451582904,3295.8653007634725,158.2557478224322,5504.098166198058,12240.698144566857,3380.755853667432,3437.192259623548,0.0
3000,100.03421528695341,5565.533252378763,12268.684054612671,3196.3051209518985,3214.0931474902504,160.87223266000547,5501.579595537951,12233.53704727934,3461.2493663745163,3494.006748010143,0.0
3100,101.44946060810472,5564.520716821994,12281.871303139584,3174.8734759573313,3213.171690297494,167.02952588197235,5499.642849554732,12346.761034343477,3521.1722108350705,3570.959179256583,0.0
3200,105.45282176238163,5559.738220536279,12396.363948536044,3112.087571011326,3091.1082956353744,166.83149969902163,5497.479698894079,12378.295113400429,3635.0223864619666,3573.179707013031,0.0
3300,108.6062403741539,5559.282750235271,12416.016318316457,3072.64033805233,3051.694363828213,174.36653916028158,5494.121062933469,12454.994172470953,3707.7878894269948,3715.8856457009842,0.0
3400,108.45366759838525,5556.59175837314,12558.35030837478,2989.8759488877213,2967.6796651522036,174.23346129718024,5487.580843450358,12547.689476833451,3785.316014285649,3789.6497019702215,0.0
3500,114.60915519236715,5550.974385980856,12583.416388649679,2937.690517301189,2907.7640638754706,178.085397173312,5483.564584253098,12534.11596246834,3745.0026016519046,3805.0211443313387,0.0
3600,114.73496516141896,5548.66124588936,12598.268478228323,2890.4555211549355,2877.042612323398,185.20993198082024,5479.868268248162,12622.513676985769,3801.147801201356,3898.398575746728,0.0
3700,118.42108257822488,5545.124326256293,12699.714124163032,2808.8886335160223,2855.5593580494956,188.24031508196805,5476.004070768503,12664.673745891658,3858.180958446888,3922.8559845546033,0.0
3800,122.83655507938738,5541.284854038148,12746.361909459663,2730.319662658856,2767.1987363340095,188.8674359124738,5476.244014218604,12677.059226775233,3997.3781879810645,4025.878497537771,0.0
3900,126.43112799402118,5538.427951096852,12827.811008236993,2770.4212724046547,2771.116326758385,192.60930290210277,5471.948565686431,12745.18522015187,4064.6154909823395,4005.92134074568,0.0
4000,130.06534822124203,5534.759931427791,12791.993590758562,2657.4557887389615,2637.534277248435,197.72405378031624,5465.82748300375,12842.317117158893,4036.811552475629,4069.520210428732,0.0
4100,133.27623926581168,5532.56133654685,12867.970810701561,2666.406474199403,2580.3484758757436,201.4696567694448,5463.298241987669,12880.599495937951,4139.984165480815,4123.486851898438,0.0
4200,135.3186479257169,5529.873628426728,12903.188071348768,2608.1138530530616,2588.62719273249,208.03789514159905,5459.38931355339,12896.516558178833,4230.943368141797,4237.932181872471,0.0
4300,140.44113035949582,5527.045447646208,13009.577324573209,2490.9071825954225,2570.456388871617,212.99390881087643,5452.700143098454,12962.575468734147,4223.287896980677,4278.241511111466,0.0
4400,143.12624401005374,5523.440668145186,13010.760119806968,2501.603708848505,2490.440246834298,216.64429825580686,5451.540860535892,13013.796184178122,4250.883314079524,4247.832086030039,0.0
4500,146.45460892964218,5516.749070058833,13049.139077217591,2423.7240339754444,2415.435463993426,217.1101387410374,5445.125050554519,13097.692085141785,4374.072776426578,4392.311951833338,0.0
4600,150.55866205615592,5514.194027524165,13070.378331801046,2351.0774762056303,2382.0371465315648,224.42961379584585,5439.463409014074,13085.17717410093,4389.888772014521,4432.241119660712,0.0
4700,154.74172845282126,5511.39508114549,13175.867962854476,2359.2935655932897,2377.9608074641465,230.1042039499679,5435.138251340035,13143.88888283372,4480.367108394441,4472.831194798744,0.0
4800,157.8085536406659,5507.078056227586,13220.401108277127,2295.39759210681,2289.9128927540705,234.09458158263138,5431.865641605205,13224.782700186839,4509.321161043176,4473.822085240189,0.0
4900,164.24506986304814,5501.012231529894,13261.532329646247,2296.654497487645,2218.2707337982642,239.058600494419,5429.225374187881,13209.80994079342,4543.062356720968,4504.177946459059,0.0
5000,166.01244347818962,5497.446790203935,13306.976033374982,2154.81587966313,2167.287400084233,242.24550070612793,5421.203931472524,13247.506175108501,4560.442247553043,4555.617357728323,0.0
