miliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
0,40.02416676063411,5626.572706362825,9779.907138776567,5669.388023246326,5733.26833361353,61.69271106465946,5600.313355517309,9769.75364582608,894.5135917782832,926.5425310324875,0.0
100,49.83093865098822,5615.906681414253,9837.867108900013,5652.203381804182,5563.861703882523,86.20781695077515,5579.31842813477,9923.20005319812,1040.2683724451679,988.0820587988966,0.0
200,50.28010198134617,5613.644483386219,10022.173759871861,5530.842218413931,5526.565195618997,87.26231250272257,5575.244206588302,9985.63990717395,1170.9347671371609,1162.6270942200083,0.0
300,49.9995184569672,5614.844268262603,10130.232034303515,5384.585649073636,5432.230952553647,91.34517273062336,5576.00513476513,10068.345185692871,1267.164019810759,1207.8235608230952,0.0
400,52.77461673704868,5613.1397384294005,10208.803775810864,5257.259041918035,5320.5632266266775,91.42077510460493,5571.880701394049,10255.891970165252,1402.8225970634312,1308.8981758026,0.0
500,54.9300600165352,5612.838818909022,10279.860124352588,5219.755819641594,5153.233584375025,92.70656756423037,5570.682983407752,10353.072951037297,1514.0164505901869,1450.1194384138153,0.0
600,54.10044333183082,5609.187624981136,10394.325032273548,5052.388348079532,5095.47832503459,96.76188618653173,5570.618261655144,10443.058609064228,1515.130030658742,1546.8201769988548,0.0
700,53.63738447076946,5608.815955219504,10471.949394090938,4951.63229007401,4945.518921634543,97.29307519396409,5566.13575923878,10485.967857418575,1683.1619122120787,1672.6434622069626,0.0
800,55.77984948920234,5608.0876275676455,10601.779360116932,4918.384901378204,4857.9388464047015,101.92937782368219,5564.237689861331,10630.596758632624,1713.3177536593,1714.0674383066603,0.0
900,56.81058633242502,5608.381735061004,10730.087242654192,4788.602830028628,4758.884320374966,102.57289656079445,5563.5008996850875,10721.778600729138,1904.0802702457886,1805.6863586588822,0.0
