milliseconds,AC_active_cyto_mem,G_GDP_cyto,G_protein_cyto,G_a_s_cyto,GRK_bg_cyto,iso_BAR_p_cyto_mem,PDE4_cyto,ATP_cyto,AC_PKA_cyto_mem,R2C2_cyto,PP_PDE_cyto,BAR_cyto_mem,BAR_G_cyto_mem,iso_extra,iso_BAR_cyto_mem,MAPK_active_cyto,MEK_cyto,MEK_active_cyto,B_Raf_active_cyto,bg_cyto,B_Raf_cyto,PKA_cyto,AC_cyto_mem,AMP_cyto,GRK_cyto,PP2A_cyto,MAPK_cyto,PTP_cyto,PTP_PKA_cyto,c_R2C2_cyto,c2_R2C2_cyto,c3_R2C2_cyto,iso_BAR_G_cyto_mem,PDE_high_km_cyto,cAMP_cyto,PTP_PP_cyto,PDE4_P_cyto
0,0.0,0.0,2167.2,0.0,0.0,0.0,240.8,3010000.0,0.0,120.4,120.4,94.0,0.0,6020.0,0.0,0.0,108.36,0.0,0.0,0.0,120.4,0.0,300.0,3010000.0,0.602,60.2,216.72,120.4,0.0,0.0,0.0,0.0,0.0,301.0,0.0,60.2,0.0
100,0.03503020449583093,9.617593115297915e-06,2156.991529478255,0.0038457418598111773,3.250787203581638e-07,4.6250951420635795e-06,240.8,3009999.0034646797,0.0,120.39994625300908,120.4,31.54368500866333,3.660310856704291,5914.167192557652,11.468264759267116,9.274594536678043e-27,108.36,7.520583350070241e-24,1.3108495502918451e-20,0.010861075273370725,120.4,3.9880490981827317e-19,299.9649697955044,3010000.124180422,0.6019996749212805,60.2,216.72,120.4,6.114057535972291e-22,5.374697889295837e-05,1.1993972436294421e-11,2.5249762820141746e-15,47.32773473725018,301.0,0.8723011492532968,60.2,2.0371458177380328e-20
200,0.17500860442813101,4.9709329106425334e-05,2151.384707528466,0.007767840767090523,2.857612412767526e-06,8.016724577618902e-06,240.8,3009997.9921961664,0.0,120.39980176864034,120.4,10.751285988628524,2.8284207681552695,5875.243472162198,4.386339991862177,1.4693450205715945e-23,108.36,5.8669374436542285e-21,4.991257122745031e-18,0.042816413369418535,120.4,7.371072325123606e-17,299.82499139557217,3010000.457754535,0.6019971423875882,60.2,216.72,120.4,2.3267267189864252e-19,0.0001982311964423957,1.6306342690853037e-10,1.2654281826909883e-13,76.03394522160148,301.0,1.5498510643320431,60.2,7.74895202583582e-18
300,0.36994632357809576,0.00010913664394163104,2149.3976817365465,0.00986899835792631,9.012110944846628e-06,9.64718061162831e-06,240.8,3009996.9524923414,0.0,120.39958583278286,120.4,3.6899845959404085,1.7972583778148343,5860.677037352748,1.718251438177177,1.002217865158904e-21,108.36,2.632414347593507e-19,1.4615963402939418e-16,0.08395838760655204,120.4,1.402558779180719e-15,299.63005367642216,3010000.9559587385,0.6019909878890561,60.2,216.72,120.4,6.809452233697002e-18,0.0004141665047656124,7.112125723134175e-10,1.1523592234956932e-12,86.7944959278582,301.0,2.0911347498960176,60.2,2.2667690983608893e-16
400,0.5855519957187929,0.00017967996401281787,2148.68721311692,0.01122648700696114,1.9273630153988408e-05,1.0404170793633496e-05,240.8,3009995.878514562,0.0,120.39931215218436,120.4,1.275007004153544,1.1674736470191076,5855.196465172101,0.8036310068207925,1.9005147074249653e-20,108.36,3.702851304106724e-18,1.5135539851206103e-15,0.12849729248458833,120.4,1.0652248322651372e-14,299.4144480042815,3010001.587048852,0.6019807263698471,60.2,216.72,120.4,7.047322196453554e-17,0.0006878458507056252,1.959617463675674e-09,5.268997327854754e-12,90.75387792480704,301.0,2.5337487338831908,60.2,2.34482589410225e-15
500,0.8087478389205682,0.00025819378699520895,2148.413108855223,0.012310438620888927,3.3752063857979016e-05,1.081726198434374e-05,240.8,3009994.7681002547,0.0,120.3989907825116,120.4,0.44634267767949876,0.8485765099122047,5853.130854537656,0.4907817821037703,1.7967049575307579e-19,108.36,2.7746024985869793e-17,8.924627318327925e-15,0.17428444812814967,120.4,4.9268027723097374e-14,299.1912521610797,3010002.3277770183,0.6019662479361431,60.2,216.72,120.4,4.152896146029107e-16,0.0010092132585070796,4.2132232029848575e-09,1.660623985720264e-11,92.21428820001381,301.0,2.903113502641456,60.2,1.3810953872913421e-14
600,1.0347214950489656,0.00034351985986745987,2148.2884062444086,0.013294459847349956,5.24206886622742e-05,1.1106476456709857e-05,240.8,3009993.6204562434,0.0,120.39862924100969,120.4,0.161410818195979,0.700806470591014,5852.3519911198055,0.38352069092580554,1.0972658173198867e-18,108.36,1.401129343511913e-16,3.700903141027926e-14,0.22052985802835826,120.4,1.6731698395263495e-13,298.96527850495136,3010003.160787816,0.6019475793113388,60.2,216.72,120.4,1.7210670269790756e-15,0.0013707511868789092,7.761724117875644e-09,4.1510915252791616e-11,92.75425090078201,301.0,3.2173851713861583,60.2,5.720738804755706e-14
700,1.2616992417834954,0.000435230287464155,2148.2149757212783,0.014242366460114297,7.520409361538955e-05,1.1352609224042405e-05,240.79999999999987,3009992.4352933825,0.0,120.39823320177554,120.4,0.06327485767393981,0.6357903422199096,5852.058317359797,0.3466796216054112,4.968357145664728e-18,108.36,5.402983597972496e-16,1.2073419109022124e-13,0.26694224101067227,120.3999999999999,4.607232967582262e-13,298.73830075821684,3010004.0729949805,0.6019247959063855,60.2,216.72,120.4,5.611056875854063e-15,0.001766785260453511,1.2874888298934759e-08,8.865697381347331e-11,92.95424381286279,301.0,3.48994482256815,60.2,1.864133868028638e-13
800,1.4890256077029187,0.0005331655297784101,2148.159172380506,0.01517769843724076,0.00010201046095626561,1.1584113504019688e-05,240.79999999999956,3009991.2125085182,0.0,120.3978069685842,120.4,0.02942138680814808,0.6081373764041154,5851.947605773771,0.3340088591160221,1.8104215882878322e-17,108.36,1.7136599431033008e-15,3.311801023067066e-13,0.3134139750466568,120.39999999999971,1.0909508505353646e-12,298.51097439229744,3010005.0544803645,0.6018979895390445,60.2,216.72,120.4,1.5381512853049585e-14,0.0021930114420666987,1.9803537942105895e-08,1.6907612214180378e-10,93.02842078052949,301.0,3.73081806188388,60.2,5.107479376713224e-13
900,1.7164578840006075,0.0006372646250801142,2148.1094387041376,0.01610916197754097,0.0001327434326186639,1.1810898644972516e-05,240.79999999999887,3009989.95206729,0.0,120.39735381389991,120.4,0.017724250979417436,0.5966523250126756,5851.905877836773,0.3296474757960198,5.59621853525169e-17,108.36,4.688841935430874e-15,7.97166853793636e-13,0.3599052599701341,120.39999999999922,2.306666151063643e-12,298.28354211599975,3010006.097706509,0.6018672565673819,60.2,216.72,120.4,3.6999967297336625e-14,0.002646157018824505,2.8782797514669857e-08,2.96166610151314e-10,93.0559641242845,301.0,3.947579983728771,60.2,1.2279529733623865e-12
