milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,5.000136851803381e-08,1.3008368322889086e-07,1.3113456581426167e-12,2.2180195842504658e-07,-2.162305235674382e-11,1.26865340000931e-07,-3.6063637800551706e-11,3.801093977485061e-12,8.892821401556947e-08,-5.709145262097726e-11,5.337792359547284e-10
100,4.9946066133531294e-08,1.3001447898506957e-07,5.490826031087247e-11,2.115051412541295e-07,5.181165085030801e-11,1.2690844373476363e-07,-2.454648787452157e-11,1.9055209906273384e-11,8.079541465020495e-08,7.525979358033815e-11,1.0880890040894079e-08
200,4.993891923383498e-08,1.29792854360741e-07,6.168735535788758e-11,2.0189588220816864e-07,1.8627790450711153e-10,1.2710433584393534e-07,-6.606333554018106e-13,5.4430057476681905e-11,7.317475795973134e-08,-7.443034018327565e-11,1.7517984247305596e-08
300,4.993511197404178e-08,1.2970095347097615e-07,6.457045183957073e-11,1.951723982646738e-07,2.959492990248085e-10,1.2677125213433305e-07,2.5823601824649135e-11,7.982626305316545e-11,6.5233824748649e-08,-7.374689249804806e-11,2.2516347554771114e-08
400,4.993383036610219e-08,1.2946835447825814e-07,6.57970785499414e-11,1.9030672359567458e-07,3.501958186271899e-10,1.2695528692551954e-07,6.269186976184709e-11,1.0631859767181177e-10,5.958289051476015e-08,4.819834387211092e-11,2.956470180769055e-08
500,4.9932087078420386e-08,1.2946935684389032e-07,6.933706494457715e-11,1.8642530864450452e-07,4.317749875363343e-10,1.2669520526868066e-07,3.111868911296914e-11,1.1342045518128328e-10,5.6868725789707014e-08,4.516125344629496e-11,3.350315686256716e-08
600,4.9928578473066823e-08,1.2931535652096964e-07,6.985750784609505e-11,1.794421378861794e-07,5.212389861469741e-10,1.2647683518275153e-07,8.577273874244243e-11,1.564626486791698e-10,5.157794518963105e-08,1.743158101259497e-10,4.032439432750069e-08
700,4.9929162471788116e-08,1.2918909943627318e-07,7.038352849901413e-11,1.75276804270848e-07,5.594474972660595e-10,1.2647390948271962e-07,9.359445780965292e-11,1.6045213696319743e-10,4.7472806480404525e-08,2.501132925079676e-10,4.4883668909117875e-08
800,4.992814489992847e-08,1.288128642909325e-07,7.452439500796953e-11,1.7316557137894976e-07,6.264822502308658e-10,1.2663782256468843e-07,1.5867536533623046e-10,1.89879248796925e-10,4.3256617329692396e-08,2.2622811615464788e-10,4.6548876291392114e-08
900,4.992430180943459e-08,1.2887450379925499e-07,7.422328161718937e-11,1.6675772348718232e-07,6.928893684590513e-10,1.2651993613998046e-07,1.9030514656428198e-10,2.0740774407159238e-10,4.096667697086904e-08,3.3623729500729384e-10,4.899322428356625e-08
1000,4.9924079767580303e-08,1.2857061598953626e-07,7.487827493016958e-11,1.638995523407953e-07,7.250314134698676e-10,1.2635067382830377e-07,1.6515672822087573e-10,2.1169197622490064e-10,3.736816291775311e-08,2.621042970326702e-10,5.102932987491991e-08
1100,4.9923715884769466e-08,1.287126851575884e-07,7.644667420528252e-11,1.635546935798431e-07,7.411533259510306e-10,1.2605656479306565e-07,2.3711232660059944e-10,2.3549762130245177e-10,3.488157056248116e-08,4.054637970536344e-10,5.6266307813575904e-08
1200,4.992081133168418e-08,1.2858719341642548e-07,7.705508701985474e-11,1.6252742287316654e-07,7.5717082347423e-10,1.2590381251773258e-07,2.05165339378793e-10,2.2965534489736364e-10,3.286614522841662e-08,5.269397166379052e-10,5.582205688469483e-08
1300,4.991999050302931e-08,1.282635167304766e-07,8.049025587396728e-11,1.5962868234865384e-07,7.805731257456963e-10,1.2605576667170385e-07,2.2874975207137025e-10,2.5063249406748863e-10,3.0305717178181705e-08,4.5141079165369633e-10,5.7739907344342577e-08
1400,4.991961306281878e-08,1.2808478384616204e-07,8.145556708835799e-11,1.5858838362305798e-07,8.359764152689835e-10,1.2577623282805363e-07,3.052123455014272e-10,2.6469456303477144e-10,2.8630627098357416e-08,4.979770162727499e-10,5.989251721146152e-08
1500,4.9920147701649824e-08,1.2813560353354313e-07,8.185049525141201e-11,1.540218190007364e-07,8.653825042354043e-10,1.2588345787321495e-07,3.3971593218082297e-10,2.768483605500377e-10,2.7309153571252882e-08,6.512857213614611e-10,6.457160837974631e-08
1600,4.991752201313491e-08,1.280625033200754e-07,8.089242680367261e-11,1.5462657739831761e-07,8.862331756635537e-10,1.2568703851182255e-07,3.6242193244726046e-10,3.0842195715973216e-10,2.6151563229202395e-08,8.39995571958819e-10,6.611604591637122e-08
1700,4.991844014344085e-08,1.276451215969406e-07,8.150743949645124e-11,1.5015714866097993e-07,8.976483696754803e-10,1.2561857072290867e-07,3.710922358543609e-10,3.051569512105343e-10,2.482469897332665e-08,8.590735560073688e-10,6.751896358402217e-08
1800,4.991706491671815e-08,1.2768350532668078e-07,8.384608449789137e-11,1.5036963534986118e-07,9.10834538400584e-10,1.2531069963318823e-07,4.193861332860221e-10,3.166163200669484e-10,2.176036464100637e-08,8.683867925879999e-10,6.535767758824245e-08
1900,4.991665639918456e-08,1.2749741272753712e-07,8.291036289894573e-11,1.4723073800962008e-07,8.925323349485714e-10,1.2533984377104914e-07,3.7487003687723395e-10,3.5308320561103733e-10,2.102758170265783e-08,1.1085022302862515e-09,6.699784888417577e-08
2000,4.991707632527197e-08,1.2757117347345975e-07,8.323300790301625e-11,1.4949312126219634e-07,9.052260134586222e-10,1.25174247077747e-07,4.5760830043851027e-10,3.5535748217546464e-10,1.963471310494043e-08,1.0738149982476722e-09,6.826403217492221e-08
2100,4.991504802470838e-08,1.2747230813258302e-07,8.470809759686732e-11,1.4675268061739064e-07,9.168835233216547e-10,1.2508306889401389e-07,4.644389018310351e-10,3.772118822803701e-10,1.784389902664024e-08,1.2082726359227355e-09,7.072081095838031e-08
2200,4.991425298949261e-08,1.2700273084468785e-07,8.636934657437025e-11,1.4633532133358777e-07,9.398191854402844e-10,1.2473344151055802e-07,4.811021173246912e-10,3.7159487925268376e-10,1.610748707899342e-08,1.3390275034342815e-09,6.881295140443661e-08
2300,4.991431217040689e-08,1.2699216404683567e-07,8.462060580387541e-11,1.451808617251593e-07,9.501489364724292e-10,1.2468051972053028e-07,5.386138850444042e-10,3.6942696652290704e-10,1.8058652161888737e-08,1.4627696503928008e-09,7.072386157291164e-08
2400,4.9912837978274405e-08,1.2707399350948247e-07,8.565719181019053e-11,1.4411168111715646e-07,9.450606723257824e-10,1.244683006496201e-07,5.355229362365086e-10,4.0505980179106195e-10,1.540279253622841e-08,1.3726759017542768e-09,7.321568940757745e-08
2500,4.991401701987361e-08,1.2686057421953104e-07,8.719596788566617e-11,1.4360077677128904e-07,9.474061060068205e-10,1.245616905662018e-07,5.535883507156933e-10,4.200374738994622e-10,1.7506233397722186e-08,1.5171900228061595e-09,7.148722045860287e-08
2600,4.9914355515162855e-08,1.2679455403810633e-07,8.805555954708966e-11,1.4476878411413168e-07,9.955170865905362e-10,1.2437350435674217e-07,6.264392081980756e-10,4.2084972200928234e-10,1.6346496369022568e-08,1.7170227793360452e-09,7.364042033901483e-08
2700,4.9913400891270825e-08,1.2661214605871073e-07,8.696628055514983e-11,1.432866497853581e-07,1.0027897967782537e-09,1.2434782824927505e-07,6.5667895713064e-10,4.3527281694921153e-10,1.3432101004482248e-08,1.8398659261669812e-09,7.214320591394395e-08
2800,4.9912263465336705e-08,1.2625032360191642e-07,8.69578562437659e-11,1.419482754714014e-07,9.80742190978132e-10,1.2392856826528936e-07,6.446042946433148e-10,4.214203696330684e-10,1.5499604347381433e-08,1.7899763867748961e-09,7.336863026600004e-08
2900,4.991179652602306e-08,1.2611806252170374e-07,8.742370648048386e-11,1.4244654804516311e-07,9.750683043894719e-10,1.2378706665110856e-07,6.686514237710031e-10,4.5206046674887575e-10,1.522353970194599e-08,2.0362944392549635e-09,7.569750260456637e-08
3000,4.9911924823681995e-08,1.261191148883422e-07,8.900275980399405e-11,1.4205076402934834e-07,9.960474672835558e-10,1.2365279406626105e-07,6.871977286708404e-10,4.3865719613100263e-10,1.2667255320813033e-08,2.0884560015585013e-09,7.65134678695175e-08
3100,4.991240474536308e-08,1.2603498788123146e-07,8.843891778500808e-11,1.3926928682159944e-07,1.0062942380549955e-09,1.236080078353897e-07,7.339114029278875e-10,4.5302095832992435e-10,1.2578980002441137e-08,2.240205944854626e-09,7.666948064318678e-08
3200,4.991071823676776e-08,1.259949694262956e-07,8.689518951507286e-11,1.4088372779981636e-07,1.0099205216148873e-09,1.2361605782895582e-07,7.306017201342595e-10,4.5969770892170334e-10,1.289619454808563e-08,2.287072319649921e-09,7.45637032344295e-08
3300,4.9910535642074066e-08,1.259113132003015e-07,8.775625065424922e-11,1.405458694294157e-07,9.984472814117195e-10,1.2332611076696658e-07,7.781388297987905e-10,4.736689499055604e-10,1.1375835613639787e-08,2.248475235749138e-09,7.474672521282743e-08
3400,4.9912397019443755e-08,1.256789887242799e-07,8.869866083375105e-11,1.412820794243468e-07,1.0171701540546902e-09,1.2318455429764714e-07,8.149881299969332e-10,4.664809943638588e-10,1.0506502517120799e-08,2.4932204552189798e-09,7.561990642952218e-08
3500,4.990989583660736e-08,1.2564058567470966e-07,8.913051395433547e-11,1.394933294639786e-07,9.794839045727262e-10,1.230286571972783e-07,8.363750136970582e-10,4.974889106185644e-10,1.1139277630370526e-08,2.5282073486152143e-09,7.417006544122634e-08
3600,4.991115300726473e-08,1.254263016574155e-07,8.762139071928654e-11,1.3968295550553106e-07,1.0163716040318416e-09,1.229144632397733e-07,8.447308373820215e-10,5.132158189164115e-10,1.138482419762182e-08,2.4931743052568053e-09,7.473800947031013e-08
3700,4.991093380227531e-08,1.2522552505355097e-07,8.939376437209068e-11,1.3816398537207637e-07,9.85802340083614e-10,1.227800989165174e-07,8.929014507354537e-10,5.105345559342388e-10,1.0122874108380733e-08,2.5885009285090038e-09,7.471285932401078e-08
3800,4.991131444941309e-08,1.2526334730432765e-07,8.922990600551384e-11,1.3780443080609874e-07,9.90802642238293e-10,1.2266003169178197e-07,9.263205723841643e-10,5.124970538700982e-10,1.2681019894547857e-08,2.7110454206044506e-09,7.489340350603425e-08
3900,4.991229023543135e-08,1.2495875928247869e-07,8.92149542900137e-11,1.3973597169245886e-07,1.0146312573928157e-09,1.2281077460729176e-07,9.093513550770671e-10,5.054390754789509e-10,1.093477476457586e-08,2.852094424580281e-09,7.775750226963673e-08
4000,4.991022349627574e-08,1.2502200714439267e-07,8.951436124602737e-11,1.3936940634057104e-07,1.0077710500840308e-09,1.2268314010488377e-07,9.396598320268916e-10,5.101529707319183e-10,9.262510550969871e-09,3.1109656056681537e-09,7.565431088407596e-08
4100,4.9911884766454716e-08,1.2462267438199592e-07,8.839611289460724e-11,1.3833074918251706e-07,1.0229358214123906e-09,1.223921008439253e-07,1.0202049911825653e-09,5.374058926334945e-10,1.1770936358192318e-08,3.156435946964369e-09,7.810674879540045e-08
4200,4.99108786347743e-08,1.248310763267808e-07,9.04956573323402e-11,1.3688861635253126e-07,1.002587495989475e-09,1.22183613702328e-07,1.0151882399487523e-09,5.409705483167538e-10,8.06429015725584e-09,3.2105458306489096e-09,7.640930355792932e-08
4300,4.991013562276674e-08,1.247004633550278e-07,8.893193006269937e-11,1.3609121122598645e-07,1.0018476224071315e-09,1.2200339369483855e-07,1.038602649406327e-09,5.339370925272431e-10,9.310264314842578e-09,3.2105623058186093e-09,7.821230781393578e-08
4400,4.991130489969949e-08,1.2427128156166268e-07,9.085045217391832e-11,1.3525610899312448e-07,9.943254035638698e-10,1.2188904883310026e-07,1.0201781435948573e-09,5.503319728760919e-10,1.068026929217938e-08,3.531708294317753e-09,7.715118038739793e-08
4500,4.991050825233529e-08,1.2412865876718116e-07,8.81750159587069e-11,1.3869930334475663e-07,1.022603616804916e-09,1.2169399890198794e-07,1.0932603785418864e-09,5.579968906996864e-10,9.48720174499906e-09,3.5966588511017797e-09,7.6459366741499e-08
4600,4.991189606465149e-08,1.2436766196875463e-07,8.919943315885231e-11,1.3754177670224977e-07,9.972552770579779e-10,1.2163529540868416e-07,1.097467094156588e-09,5.493586811800937e-10,9.837173856160167e-09,3.732455172975306e-09,7.666531159659863e-08
4700,4.9910489423949905e-08,1.2395974434516675e-07,8.844163820086398e-11,1.3503439762515788e-07,1.0447331176216438e-09,1.2148256091928967e-07,1.1455594648967165e-09,5.773818962790414e-10,1.096171471488953e-08,3.621787780701901e-09,7.71127697516381e-08
4800,4.990941386022089e-08,1.238072941428341e-07,8.893164285042756e-11,1.3805190880818593e-07,1.0233989440678985e-09,1.2137474865033435e-07,1.1477505746741643e-09,5.688526322895765e-10,8.108633366254529e-09,3.789246100597644e-09,7.598252636748428e-08
4900,4.991036953261504e-08,1.2395375761693488e-07,8.942614527199518e-11,1.3631433422571864e-07,1.0260995749103405e-09,1.2122495482433087e-07,1.1849255816055176e-09,5.729307031821627e-10,1.043955691541671e-08,3.945979932732775e-09,7.880165968160106e-08
5000,4.9911132016447426e-08,1.2360144906103596e-07,8.902167601945702e-11,1.357434411160987e-07,1.046822722698352e-09,1.2139288104481177e-07,1.1910764692992512e-09,5.967980813668362e-10,1.0208979918636191e-08,4.057365272959506e-09,7.828852138116369e-08
