milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,5.000055748992996e-08,1.2986726161903325e-07,5.285257358106917e-13,2.2204023139018545e-07,-2.1469178034676945e-11,1.2698060039145005e-07,1.694822293109373e-12,1.3453718391465144e-11,9.084305231276942e-08,5.565610934224525e-11,1.4143796089654832e-09
100,4.994550891778017e-08,1.297339060366687e-07,5.377131561920995e-11,2.0993681170501788e-07,9.324022483652857e-11,1.2714526168814776e-07,3.155569733132355e-11,1.4977027903371068e-11,7.97555861386164e-08,1.1151637635516814e-11,9.756026275527675e-09
200,4.99393226549856e-08,1.2987510713575882e-07,6.105068484093396e-11,2.0283357917072779e-07,2.0392388797858287e-10,1.2696488066914373e-07,1.9831344356706037e-11,4.410972348248031e-11,7.476300469373276e-08,7.915310269052515e-11,1.841640909311697e-08
300,4.9936839518565585e-08,1.296162785125937e-07,6.508851317946944e-11,1.9410962903783528e-07,2.956653565282395e-10,1.2702174296052218e-07,4.179688749243986e-11,8.657435553937297e-11,6.586331322295629e-08,9.787356112405591e-11,2.4822289201529055e-08
400,4.9934574642911057e-08,1.2930515067979343e-07,6.721216218258637e-11,1.8929782242560716e-07,3.8659327263583185e-10,1.2693013964736236e-07,2.4149549764471524e-11,9.993424687123504e-11,6.190828675556961e-08,1.0131516815429189e-10,3.072520526947832e-08
500,4.9932998818580416e-08,1.291887805069755e-07,6.889013338886094e-11,1.8255683822165556e-07,4.657688028169253e-10,1.268217774493956e-07,7.171160973231543e-11,1.1165249591602389e-10,5.329049661605027e-08,1.251377574954005e-10,3.6655322278125104e-08
600,4.992886225982767e-08,1.2928629743512845e-07,7.05359072461111e-11,1.8128606223196912e-07,4.887245217440546e-10,1.2661355287812013e-07,1.0848425940116311e-10,1.2852275421435193e-10,5.132137278097768e-08,1.6683597253371023e-10,3.815033694143246e-08
700,4.992972940487349e-08,1.2906828405250098e-07,7.208851130388391e-11,1.7730409236847778e-07,5.704365596259631e-10,1.264167568298292e-07,8.772688038399097e-11,1.7662627732191515e-10,4.769623602213289e-08,8.674408099715588e-11,4.23023972693799e-08
800,4.9926009672875515e-08,1.2893812918605513e-07,7.354347807969499e-11,1.7104054319122887e-07,6.181378018300465e-10,1.2652654130964275e-07,1.1753964720800203e-10,1.7155188665202376e-10,4.115811960981555e-08,3.309184419431057e-10,4.728397274079285e-08
900,4.9925158472024895e-08,1.2886447813186878e-07,7.566783091965603e-11,1.7071707147813107e-07,6.767824608994967e-10,1.2654958130465477e-07,1.6134315213811566e-10,2.0827566582347802e-10,4.035189150855174e-08,3.0557727009571987e-10,5.104785753688371e-08
1000,4.992354758284121e-08,1.2888581248478444e-07,7.667215178470812e-11,1.6515076304203847e-07,7.292025150174234e-10,1.263481127000761e-07,1.655777464695754e-10,2.1568495410153314e-10,3.7020922239094855e-08,2.6576331649095325e-10,5.2241492427835715e-08
1100,4.992200670380165e-08,1.2854272933162469e-07,7.711249231482434e-11,1.6442486022742772e-07,7.623061625652428e-10,1.2600880742417262e-07,2.2983818430384163e-10,2.4540920085219573e-10,3.56697193967972e-08,5.203856218679044e-10,5.389522108914482e-08
1200,4.99229269409131e-08,1.2826718001018945e-07,7.779799324155676e-11,1.6258108229090007e-07,7.738569853146427e-10,1.2609569182272663e-07,2.536235132873473e-10,2.533373678922102e-10,3.0701937146272157e-08,5.097414399129772e-10,5.8145266071020835e-08
1300,4.9921021052912736e-08,1.2833047469569882e-07,8.026213872345474e-11,1.5657934916543327e-07,8.285071790369406e-10,1.2601974730503453e-07,2.648518844045931e-10,2.727105247727604e-10,3.048903440519878e-08,5.773391447415107e-10,5.7819782725362105e-08
1400,4.992001302114297e-08,1.2815267760927928e-07,8.090818480842933e-11,1.5640899709401245e-07,8.446463560199645e-10,1.2567532871280204e-07,2.5207413389299324e-10,2.693993720514772e-10,3.006816507082543e-08,6.770005939836303e-10,6.24806826112115e-08
1500,4.99179538433512e-08,1.280907510100818e-07,8.216308528804803e-11,1.540087532643379e-07,8.662201361087879e-10,1.2557005251304734e-07,3.0389029233013586e-10,2.8948319241049567e-10,2.5338569815326765e-08,7.232405648463762e-10,6.371237735619936e-08
1600,4.991840771969256e-08,1.2778162968922619e-07,8.079808901516342e-11,1.5138837167539204e-07,8.787727383455802e-10,1.2559606310723948e-07,3.456486923328237e-10,3.0066411920348796e-10,2.5383314685963598e-08,8.073038993715598e-10,6.512500520102858e-08
1700,4.9918832263480555e-08,1.2779480059553113e-07,8.343053272878898e-11,1.5333029461495541e-07,8.92500778562725e-10,1.2561733304430895e-07,3.401891699480998e-10,3.296976568539122e-10,2.4024792949464845e-08,9.685268982388982e-10,6.731397000265873e-08
1800,4.991603866124257e-08,1.277283799889696e-07,8.32015260952512e-11,1.4928904127194384e-07,9.056758487350278e-10,1.253046196769087e-07,3.847033666509818e-10,3.1891198123788883e-10,2.052958230231813e-08,8.447303387258835e-10,6.847638768490818e-08
1900,4.991500423467168e-08,1.2771231892399162e-07,8.440150454047246e-11,1.4728877659997736e-07,9.044509038471293e-10,1.251649643065687e-07,4.1038756698401144e-10,3.489710810526655e-10,2.031779194107487e-08,1.0836903086729133e-09,6.850296911967676e-08
2000,4.991489041440208e-08,1.2729340863264517e-07,8.394843547109306e-11,1.4995234132269519e-07,9.349337590971055e-10,1.251304735363466e-07,4.4707993866825784e-10,3.5742897896549017e-10,2.047666625628575e-08,1.0173947555237134e-09,6.906284910207993e-08
2100,4.9914091080608816e-08,1.2718474661610918e-07,8.619570402876572e-11,1.4735566557704942e-07,9.347684070176458e-10,1.2498617581777347e-07,4.412547323330054e-10,3.655004232791685e-10,1.7870416767936006e-08,1.263883282170735e-09,7.127777081627748e-08
2200,4.9913577650151984e-08,1.270357719844775e-07,8.618993641843588e-11,1.4700875082659043e-07,9.289043874552467e-10,1.247122853523691e-07,5.242024466100965e-10,3.875954683820969e-10,1.6529408530063044e-08,1.2099074049697625e-09,7.160221703441691e-08
2300,4.991522207794777e-08,1.2691784976864093e-07,8.54034012012623e-11,1.4659926043716418e-07,9.461163512219955e-10,1.2468555181021885e-07,4.962574861098476e-10,4.014328543290328e-10,1.6489372488238952e-08,1.3231083331955222e-09,7.2841617960631e-08
2400,4.991426175538095e-08,1.271025809212047e-07,8.733748985308343e-11,1.4565135819982753e-07,9.710048897997496e-10,1.24418298543812e-07,5.266406735875056e-10,3.8072897630176714e-10,1.6058669606384172e-08,1.364310465309735e-09,7.389045062550393e-08
2500,4.991327247362402e-08,1.2685086741792266e-07,8.636472085761322e-11,1.4465519185875363e-07,9.446155085439792e-10,1.2430846729138066e-07,5.957971143646536e-10,4.0268728064779064e-10,1.741843877551422e-08,1.4572714307466434e-09,7.323283031303731e-08
2600,4.991292700401092e-08,1.2650277268563984e-07,8.723606102125882e-11,1.4220616228530389e-07,9.703741334816313e-10,1.242240792768057e-07,6.176824726685357e-10,4.307154520094426e-10,1.4807500829303024e-08,1.620451594843446e-09,7.233581377704274e-08
2700,4.991228558072841e-08,1.2650926262380084e-07,8.711667612027621e-11,1.405730894174915e-07,9.852196128165154e-10,1.241530795763493e-07,6.332303023173728e-10,4.3982229829944254e-10,1.472504649019434e-08,1.6600056476545879e-09,7.380689462283093e-08
2800,4.99119271970916e-08,1.2625578150104078e-07,8.858037994138411e-11,1.4198421594302917e-07,9.588169539581637e-10,1.2400338511251466e-07,6.313732447496388e-10,4.2666942796312955e-10,1.5511003636033824e-08,1.9379723682930335e-09,7.49126079263663e-08
2900,4.991158142161915e-08,1.2632009916661482e-07,8.828157921622027e-11,1.3975807375379527e-07,9.751430151300358e-10,1.2379081870024775e-07,6.676798490587195e-10,4.535059821339271e-10,1.4945133985380568e-08,1.8285600322913218e-09,7.256936098593395e-08
3000,4.991233469407415e-08,1.2616707812733702e-07,8.921385554354863e-11,1.4223257454537163e-07,9.777598879737403e-10,1.239577448091587e-07,7.259173750604665e-10,4.5719466389643916e-10,1.2149481784250364e-08,1.978713796919604e-09,7.516776518692032e-08
3100,4.991131133866289e-08,1.2603145398677758e-07,8.838412915027927e-11,1.3948685013967178e-07,1.0204286030514895e-09,1.2356006895447692e-07,7.657952488475185e-10,4.645897776096055e-10,1.4628715901295263e-08,2.2215219561007546e-09,7.538007635719818e-08
3200,4.991092234587424e-08,1.2583553568528742e-07,8.885444069788729e-11,1.389623095256962e-07,9.761933911998453e-10,1.234942056982984e-07,7.938574688806714e-10,4.802329574101144e-10,1.0915086309660192e-08,2.3052221702627096e-09,7.509855487351701e-08
3300,4.991264489708578e-08,1.2573801114934546e-07,8.794253066894186e-11,1.3795799259975965e-07,9.862849827095811e-10,1.2351694091479842e-07,7.855218458178975e-10,4.815829348389938e-10,1.1664406126665573e-08,2.2993941562583604e-09,7.416186503726208e-08
3400,4.991207482164403e-08,1.257568803366394e-07,8.747563365857115e-11,1.383797710419369e-07,9.759538462757257e-10,1.232869766982161e-07,8.014028878405159e-10,4.924925912955655e-10,1.0520269427959152e-08,2.2964165025120387e-09,7.746965938062955e-08
3500,4.9910903393636594e-08,1.2560833136620485e-07,8.972864544746635e-11,1.3793363135592442e-07,1.013363970287005e-09,1.229961932445144e-07,8.221036761794253e-10,4.848652760025143e-10,1.0883163248580686e-08,2.5398562994103133e-09,7.492348810851017e-08
3600,4.9912144327117676e-08,1.2544568611700677e-07,8.810850883306181e-11,1.4064945950930744e-07,1.0187349869424614e-09,1.230373024276756e-07,9.004157414139e-10,5.009985352413754e-10,1.0670133369216404e-08,2.605676061779442e-09,7.513928249495769e-08
3700,4.9911881766753946e-08,1.251379437105221e-07,8.886597758015694e-11,1.3920183682515058e-07,1.0328572406448644e-09,1.229634564290238e-07,8.909088294235157e-10,4.881034848434915e-10,1.2738059124838466e-08,2.728876338988954e-09,7.809835952924521e-08
3800,4.991238721945006e-08,1.2503560633928295e-07,8.948183745003082e-11,1.3866117365695562e-07,1.0068670825481273e-09,1.2288476260685142e-07,9.48378595058566e-10,5.191952860546982e-10,1.2024431907309695e-08,2.8828896153681506e-09,7.463640506637596e-08
3900,4.9911168723677954e-08,1.252334578600475e-07,8.923553821796156e-11,1.3796804214534088e-07,1.0115468234109934e-09,1.2268996727053653e-07,9.122685655519893e-10,5.240560511687128e-10,9.608197970627216e-09,2.860508727297923e-09,7.5299314990523e-08
4000,4.991182079079365e-08,1.2499907883978884e-07,8.952625655455218e-11,1.3621332131134703e-07,9.997819995324794e-10,1.2235712268828765e-07,9.919999743718544e-10,5.294173137879462e-10,1.0905503079911805e-08,3.036344859181716e-09,7.786546312555976e-08
4100,4.990957988862439e-08,1.2473723989504413e-07,8.923021786307584e-11,1.3588776989940167e-07,9.891231168181654e-10,1.225132629195955e-07,9.930274077063928e-10,5.237378518548561e-10,1.1177866995424368e-08,3.219509631287302e-09,7.720764071186064e-08
4200,4.991114467815443e-08,1.2481074679584598e-07,8.980937017646357e-11,1.358687546353863e-07,1.020780059297906e-09,1.2240687858739975e-07,9.76342176653309e-10,5.370505048205905e-10,1.0824933399402519e-08,3.1606031003383113e-09,7.803459670240287e-08
4300,4.991052896322782e-08,1.2456155753345628e-07,9.054968692441781e-11,1.3622517033617755e-07,1.0181387221193286e-09,1.2211468146922405e-07,1.0090670968043554e-09,5.572135163438376e-10,8.043922237783646e-09,3.1817633402439744e-09,7.848633796236173e-08
4400,4.991179947996595e-08,1.2431991238633865e-07,8.855649797056763e-11,1.3603101321204141e-07,1.0144399740612774e-09,1.2193762387736784e-07,1.0253953078487894e-09,5.398151599062422e-10,9.11950655671427e-09,3.4256911322099336e-09,7.788769215706885e-08
4500,4.9909965474425695e-08,1.2420184960622704e-07,8.781055577805931e-11,1.3762251703592453e-07,1.0337416261766e-09,1.2197544390207804e-07,1.1004139053287677e-09,5.620488216404329e-10,1.0519620498279058e-08,3.5701082866697314e-09,7.577684560271267e-08
