milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
3600,4.9910300364618605e-08,1.255912287351963e-07,8.82625060505016e-11,1.3965966489111505e-07,1.0148581149729633e-09,1.2319191102504764e-07,8.341380895202844e-10,5.031154283713483e-10,1.0945725110430126e-08,2.589001981935728e-09,7.776148247653215e-08
3700,4.991018562610092e-08,1.2526257821525636e-07,8.886381882692399e-11,1.3999922293306452e-07,1.0100492451812356e-09,1.227721658040994e-07,8.994072591387186e-10,5.040674469903767e-10,9.902266088653061e-09,2.655104728860666e-09,7.824536744869952e-08
3800,4.9911967129602986e-08,1.2528701739590538e-07,8.971094230218797e-11,1.3968925916823918e-07,9.873869655934643e-10,1.2290351368022554e-07,9.257229934799681e-10,5.233559561565758e-10,1.1184591007454285e-08,2.7370514735766474e-09,7.763426723844088e-08
3900,4.991202706660813e-08,1.2489437399761847e-07,8.915143966280515e-11,1.3615611302215293e-07,1.011685736233266e-09,1.2265206842839712e-07,9.104045511672673e-10,5.092857977336334e-10,1.1438927324025913e-08,2.9554807086517538e-09,7.85214854658237e-08
4000,4.99110347138851e-08,1.2503260674070194e-07,8.872813130759967e-11,1.3609615565992783e-07,9.98651044135734e-10,1.22469858024737e-07,9.348724181179605e-10,5.404781146228634e-10,8.32700425879754e-09,2.9946983861829896e-09,7.67876035142898e-08
4100,4.990964460890403e-08,1.2463664761916793e-07,8.968484104351255e-11,1.3778223237007119e-07,1.0077687165218728e-09,1.224870337310944e-07,9.671951266089887e-10,5.393665090027163e-10,1.1083839313615999e-08,3.0861468192023477e-09,7.61971049958674e-08
4200,4.9910396719450074e-08,1.2458234717380368e-07,9.009432862983446e-11,1.353650660641612e-07,1.006239378049982e-09,1.222990823290909e-07,9.935725470283569e-10,5.219981128760715e-10,1.058088588616023e-08,3.1930452233158917e-09,7.512361847474349e-08
4300,4.99097988078138e-08,1.2445417145567548e-07,8.971560793502576e-11,1.3633167824933635e-07,9.921100215587165e-10,1.2224881687067188e-07,1.0241827923372802e-09,5.511375689641413e-10,9.162563973978606e-09,3.2679523482704584e-09,7.778225398191064e-08
4400,4.9910369174355945e-08,1.2435067773489962e-07,8.959984929748367e-11,1.3637116296236895e-07,1.021631557168232e-09,1.2202480333622982e-07,1.0592076630206486e-09,5.322794895228501e-10,9.448074305919275e-09,3.3227915912814766e-09,7.883708729350089e-08
4500,4.9911768985713777e-08,1.2432656327069662e-07,8.892689719937193e-11,1.384579087966575e-07,9.96970879308582e-10,1.218574619230508e-07,1.039350624354387e-09,5.405738644518897e-10,1.1063808501873565e-08,3.3821701642865413e-09,7.89558479755779e-08
4600,4.990980920738901e-08,1.2425612707225192e-07,8.802103389172392e-11,1.3482541782025805e-07,1.0153965387994482e-09,1.2177843994250264e-07,1.093440956175402e-09,5.474805399171736e-10,9.103441518129566e-09,3.576051080012102e-09,7.597880726776956e-08
4700,4.991068231843833e-08,1.2412185201561727e-07,9.001224004229859e-11,1.369629468401092e-07,1.0300821746321827e-09,1.217113641120867e-07,1.0768932291647117e-09,5.766443519238225e-10,7.341291928603113e-09,3.665663652583164e-09,7.623206951514403e-08
4800,4.9911349240548825e-08,1.238412309192278e-07,8.841307015696077e-11,1.3532686799052867e-07,1.0375746412895088e-09,1.2154460586498797e-07,1.1178305955689244e-09,5.765482796462643e-10,7.952951123760064e-09,3.8798353381305855e-09,7.777067979608052e-08
4900,4.99108547089974e-08,1.237565766867179e-07,9.055153821360128e-11,1.3814068878865176e-07,9.965256603230827e-10,1.2137727901804016e-07,1.1215585142943348e-09,5.61508910942287e-10,1.0296553110177256e-08,3.989747611126532e-09,7.624716591262527e-08
5000,4.9910348566636964e-08,1.2382861089834793e-07,8.951534974242395e-11,1.3578600946679888e-07,1.0242766571363813e-09,1.2121301113459788e-07,1.1416156116397333e-09,5.825384807639229e-10,1.0318056304883965e-08,4.127082853902593e-09,7.757820316475453e-08
