milliseconds,P,N
0,9998.563113822676,-2.044591264926704
100,9953.264639988633,64.4970822385408
200,9725.452606176736,105.25590685655676
300,9528.576870126339,121.4966188232641
400,9462.810279526262,124.9183901652094
500,9217.589651650813,126.23463863134643
600,9052.844366482204,126.6511840738815
700,8877.137732713201,126.87642404226646
800,8810.492984120761,121.65301826221834
900,8580.574487391836,121.68313279401039
1000,8617.604533195408,121.30700710156088
1100,8457.85219962775,117.59545285092246
1200,8194.050405659413,113.39505224409264
1300,8178.573435282574,114.86469641252889
1400,7932.060992785399,109.57054702992845
1500,8017.95629246879,108.92647179616013
1600,7915.696634974987,106.01818001409163
1700,7690.387023117495,108.1824439396851
1800,7629.820971512615,105.69499940960883
1900,7517.382059797843,102.27307494911064
2000,7264.485905956205,101.6649367942446
2100,7295.2543374403,97.55503663566162
2200,7119.606921760017,98.49849230938607
2300,7111.746027056548,96.66822960731291
2400,7141.378054383268,95.40410601542786
2500,7038.253516690351,91.81927921220868
2600,6794.96338023089,92.64947045566528
2700,6692.14846137056,89.19288149994688
2800,6663.203838922767,88.29524622203876
2900,6577.361039449569,90.21888509316932
3000,6460.426720519361,86.98121965937688
3100,6522.857296829789,87.41594652496737
3200,6357.447592436046,85.22681831662192
3300,6184.071979889444,85.12743195026995
3400,6368.679638927781,84.91978964883967
3500,6262.281849609725,83.56884353927069
3600,6046.774181091857,78.74204632792615
3700,5988.419972281095,77.79937863677438
3800,5990.643495065175,79.97848735617917
3900,6004.2832807217155,76.36579537945404
4000,5830.677906431274,75.62194286118778
4100,5717.882903030993,77.6286942586194
4200,5706.485024470236,76.65174565002465
4300,5757.8890614787615,73.40397737705808
4400,5612.530307797707,73.70981405325323
4500,5644.824648278212,73.93835478233578
4600,5538.270842736421,72.76571186751856
4700,5486.496100704942,71.85343168496442
4800,5499.758327153813,69.0591828618655
4900,5281.721440473128,69.99361688282431
5000,5274.4949411960515,67.43769936091196
