miliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
1500,0.22453189810073612,4.763089594140963,0.030250963628468203,0.0191262073503507,0.00013066362825186142,0.03545308878930673,0.9641414142237295,1.2202282534409706e-05,0.012919276938921104,0.4582480432467986,1.0457259985652132,0.027471478323804383,0.06256480776622153,0.006687509520700649,0.490021183171926,0.9546565056143813,0.044464652044731205,2.5248813659806607e-06,0.00016838269112119767,2.2164136034637992e-08,0.011312350302384344,0.0015079960239903255,0.4828973668735367
1600,0.23132550416644654,4.745043115616187,0.0312689112137022,0.01839877657295613,0.0001372043301277953,0.0364355976159584,0.9633250695379593,1.4249399141884656e-05,0.012724541177875007,0.4557756586937011,1.0301373752381513,0.027466297758763115,0.0625695567492675,0.012303035521373167,0.4918497720369413,0.9531530527700562,0.046903022269124586,3.6547740719696975e-06,0.00018679800403956673,1.2677066632189402e-08,0.0113818196987169,0.0015925225134340044,0.4786764989931246
1700,0.24015186020293922,4.739176571803717,0.03319942378676356,0.02182970586293187,0.00014620126990401536,0.038071790137328254,0.9622109420067935,2.1228407573819327e-05,0.007205307527991323,0.45524809300170915,1.0266253273859487,0.02803510065022624,0.0628524253986699,0.011536613588908345,0.48956518893654377,0.952589814064924,0.0486262827833111,3.937150334749764e-06,0.00021335290978047623,2.0690595283259533e-08,0.011377574792078356,0.0017522634713754935,0.47741388029160003
1800,0.2414241765317109,4.73334836910015,0.03346578783322706,0.02439154136712066,0.00015492412518272258,0.03895697305827329,0.9611909462756035,2.622499588867456e-05,0.010400654554801486,0.4538242874511337,1.0186780436034488,0.027858314495484936,0.062306636379709554,0.013974765746468198,0.4900093909207352,0.9503485909781196,0.049438537466981756,4.505990056090481e-06,0.00026248245575143244,1.70871652121721e-08,0.011623599883680303,0.001777416225003514,0.47539838954799446
1900,0.24831353138719506,4.726063003782589,0.03405997074203387,0.027359373545733683,0.00017768259756901337,0.03930141996515566,0.9599462544898172,3.146620393589374e-05,0.011847177522099002,0.4535307155907008,1.001917311302179,0.028406042362631365,0.062343358729021525,0.010768302797756365,0.4891589178133389,0.9467215050102774,0.05251648516317989,5.932797725290692e-06,0.0002679544303643424,3.576805275680832e-08,0.011694075268947104,0.0018576099742580916,0.4722631415861949
2000,0.25142616695233877,4.711350699083566,0.03423800348662475,0.02808727071876494,0.0001866771321261309,0.04084467021410434,0.9599220138569459,3.433857410922895e-05,0.009191132587127863,0.45251576243410085,0.9938371338353665,0.028280826145538368,0.06238115012877615,0.01355134042754464,0.48860392172677347,0.9464193063672455,0.05278678583446319,5.769617484570301e-06,0.000314256192472047,4.373761541175694e-08,0.011637523727419044,0.0020175705819187144,0.46749945186080494
2100,0.2578714587584661,4.70614017280682,0.03602303053548272,0.03206739087312821,0.00019941452155998747,0.04043261827996236,0.9582273664986029,3.739030554554886e-05,0.005464678248117491,0.4505584412535175,0.992502325139675,0.02880643963489324,0.06303717376622084,0.010458645182984876,0.4883979182427113,0.9448074839393291,0.05631399233626097,6.6093584774007455e-06,0.00032219278947209524,4.9427858933082083e-08,0.011732899058692209,0.002072897069059036,0.4650884268727026
2200,0.2636203630476775,4.697546078910315,0.03591687679834204,0.03617001692156805,0.00022067786647937852,0.04172205554058621,0.9584152542008391,3.995035493750072e-05,0.010938414389935713,0.4495761579957792,0.980274072836947,0.0287921197433643,0.06225339754473142,0.009687741936117433,0.4845547958529528,0.9415906138041398,0.057102040089653645,7.297471446456618e-06,0.00035009863569718263,3.954706179579923e-08,0.011981198931520515,0.002218210012178875,0.46185184545608804
2300,0.26559017243861655,4.698955339436377,0.03657181302802264,0.037459790133050175,0.00023150358661128272,0.04256158904691744,0.957844638942095,4.352381619206286e-05,0.004745134503830729,0.4489470832095696,0.9616699451651511,0.029085662818326297,0.0623244404607239,0.011403319124474787,0.48740990560359426,0.9410309130662219,0.058674659581588094,8.932418886329974e-06,0.000373608573925051,5.644167304219811e-08,0.011946391794040353,0.00231365187694575,0.46114622046529985
2400,0.2702522417033948,4.693182514199979,0.037608699676036146,0.03945514994002806,0.00024212166789638545,0.04351697250632401,0.9572785566255418,5.512390898924197e-05,0.012030541632015099,0.4488917844793477,0.9551085194031056,0.02889711666910577,0.06188303960312145,0.009561935809098384,0.48904038593243204,0.9389460473012227,0.060412635748565986,1.0095910806821762e-05,0.00042472909344916707,5.9265256270664273e-08,0.012034853838659912,0.002383366183708747,0.45528113173530016
2500,0.2725173476520927,4.6832435929047405,0.037727215930212804,0.04314976148828668,0.000254875776218174,0.044078008332202365,0.956701942212766,5.7728458284070354e-05,0.007475649761413672,0.44741541215071,0.9423662376616685,0.029180685841096534,0.06204688426184395,0.01181403378258372,0.4858797058357433,0.9379476559994718,0.06104163224554057,1.0195806574857398e-05,0.00043770181539246614,6.597785651277625e-08,0.012223002482773025,0.0024855239930015355,0.4543089047727893
2600,0.27836510320805463,4.6750624690781475,0.03811677047685423,0.04437013907393435,0.00027312391869714153,0.044357185967451945,0.9559648022417936,5.8897187584398815e-05,0.012008250874541099,0.4461344024336971,0.9320420730688959,0.028997582080592943,0.06191592767678203,0.015514552402792273,0.4875508737870024,0.9356351953449784,0.06258105406150886,1.1083235038863688e-05,0.0004523773822097787,9.040455646115233e-08,0.012223230524909257,0.0026139224539972633,0.45007313050981745
2700,0.2787258182433885,4.670028220026841,0.03979304872799972,0.04894889561117758,0.0002777674624339409,0.04507880488957519,0.9544280068642762,6.969106141893116e-05,0.005860106667952272,0.4445238660841848,0.9340821006122713,0.029094998169663367,0.061134817965640506,0.01315372192079798,0.4887649274645452,0.9352741442259792,0.06326416453521669,1.2170804439060897e-05,0.000486339083473947,8.489474525343764e-08,0.012471180536879643,0.002653249226419286,0.44944762508647834
2800,0.2818653379821613,4.663201209627723,0.040268146973009046,0.05075694306148315,0.0002881330576820986,0.04553807061180606,0.954952535214653,7.924480858583065e-05,0.007124445072372154,0.44442087268238345,0.9204241027168375,0.029381374348606857,0.061019091577056615,0.015369566914653068,0.4839549354067286,0.934430388725107,0.06480110182100274,1.3098043038021718e-05,0.0005206038629466739,9.739244776317913e-08,0.012534062117119094,0.0027354861822158232,0.4428152935316434
2900,0.2866632857702106,4.655918138641605,0.040337039381190785,0.05392119028910732,0.00031576430243017195,0.04594046378530883,0.9536799545402896,8.119543830472257e-05,0.01149012058595619,0.4435215945278549,0.9094773275792013,0.029681764110265282,0.061020909893552945,0.011670642174367467,0.48398729972097887,0.9330846902159688,0.06545361866118118,1.4818919396164055e-05,0.0005752543611336512,1.2555606055673262e-07,0.012675924037823758,0.002945280407804562,0.44029771721781913
3000,0.2914305261762818,4.650470253390821,0.04032738828931419,0.05514630666445374,0.0003281822973141551,0.04624194749500478,0.9530624962691254,8.631457427096009e-05,0.009472649077758293,0.4418764018039188,0.8956315693507999,0.029506938339092632,0.060021433127966276,0.015029512757039603,0.4845843553433498,0.9330572302558996,0.06714113446954445,1.5450981701712854e-05,0.0005900217753631239,1.2453547033555836e-07,0.012822726397351448,0.0029905441735166506,0.4381455524429409
3100,0.2922768428655308,4.649230692780565,0.041685433337941724,0.05777346596159215,0.00033268057731820796,0.04661041521192352,0.9522830362445363,9.441426522336922e-05,0.009917421711835761,0.4423797106776982,0.888435084045568,0.02975038148699957,0.05986839835504976,0.017668012400858482,0.48387632020329996,0.9310086220158794,0.06879655107511547,1.678618060179244e-05,0.000613809838762449,1.5156675106107994e-07,0.012968130637337942,0.003139264957708304,0.4354330346363824
3200,0.291772859863262,4.641129108269799,0.04241839530236528,0.062190191553362056,0.00035569642897442376,0.04740999406178001,0.9525314646910737,9.903233519321978e-05,0.006906904009842014,0.4403877913669563,0.8869472650866684,0.0301178756999114,0.06030786734242999,0.013490486647928025,0.4812026275367778,0.9312557945835453,0.0693241892450626,1.796860020692648e-05,0.0006527256166638549,1.6231402464480077e-07,0.01300142335107956,0.003224566301382731,0.43314180508088185
3300,0.2915174255695027,4.641571460424151,0.04208406979673901,0.06298307137654005,0.0003707285663395602,0.048376103292515064,0.9514740689849136,0.0001086279612543796,0.005154130294486331,0.4399063503292737,0.8765758521311326,0.030264291935842572,0.0591221493685241,0.013142701942625096,0.48270144971861595,0.9289409968837611,0.07112928648350267,1.8766630581776407e-05,0.0007096712258285048,1.8105254659941887e-07,0.012941963406831203,0.003309751768711351,0.4298892339579187
3400,0.3006082647124233,4.6372471832774975,0.04275101185106781,0.06786889053129912,0.00036837515726277365,0.04866235824386817,0.9513421532672199,0.00011654303378032279,0.00601701379825747,0.43842629670889577,0.8680810167557922,0.030125926424774973,0.058774768515643526,0.015368687778939417,0.4805786157860232,0.9274383596417667,0.07180020188462692,2.0320574412028263e-05,0.0007077060604424762,1.9515075864507654e-07,0.013036981538715707,0.0034528557904677046,0.4250823168483609
3500,0.2972611737173345,4.632849730836897,0.04330791042946447,0.06848583234502575,0.00039004365448319563,0.048775977905537005,0.9505571333989085,0.00012471548324676014,0.011475405610942683,0.43874066801849615,0.8595191339640181,0.030378053998040975,0.05860380115663162,0.015921813607172756,0.48632340589681433,0.9270236457461682,0.07252423183740049,2.1886777420102242e-05,0.000765366532979046,2.236971278928123e-07,0.013165689621034952,0.0035127610057890503,0.4211822832981782
3600,0.29700253763281353,4.633464827778882,0.04397775709114174,0.07116255946729548,0.00040402993808550986,0.05004217250745173,0.9503636859552437,0.00013656828840530221,0.003459905624848942,0.4375184577808714,0.8488302465934426,0.030043879758828582,0.05874003583314915,0.014547011383673442,0.48005460772122854,0.9276704190635308,0.07218842183875943,2.2789025559455243e-05,0.000792650686794867,2.3071717026795664e-07,0.013299206916885029,0.0035689293369711543,0.4190960505968724
3700,0.30177507620958927,4.620111386206571,0.04480456481677555,0.07294075716677806,0.0004202770836059768,0.05029842751860398,0.9501770059159586,0.00014637757218662937,0.004074448728277783,0.4369657617416574,0.8364420333093245,0.030591229702975713,0.057662374744063216,0.01824382818834745,0.48629803679010725,0.9265535214432049,0.07183390920505858,2.3733857069498947e-05,0.0008247912586883517,2.5120781436684335e-07,0.013489920584258104,0.003744996288158039,0.4148123617645969
3800,0.3040696380916513,4.624935072128167,0.04593019004302976,0.07831727312026099,0.0004288264353464884,0.05014017632337956,0.9493532125441443,0.00015015547554466052,0.004942221169935185,0.43586856765535276,0.8197928219660616,0.03062850885550562,0.05794791347919022,0.016034907486724283,0.4838764126287256,0.9253505582078521,0.073279941858799,2.5361787747123157e-05,0.000846114413408459,2.806808406441845e-07,0.013594474244490286,0.003846280157832691,0.41291115640315657
3900,0.3065827565688014,4.617961320013305,0.04573287026056388,0.07980226873069833,0.00044259527258463016,0.051576032808380065,0.9479727474962059,0.0001629729167716983,0.0034274877245138455,0.4352219613152897,0.8208397265899632,0.03072943012792642,0.05680877987471034,0.014972639434156719,0.4805712966806303,0.9249772391383558,0.07501530400297887,2.6075179034589224e-05,0.0008899342805398647,3.113311810835689e-07,0.013712983703935389,0.003927421661124988,0.41119647095756834
4000,0.3085912727048042,4.617666688411671,0.04668320742158568,0.08140807867092117,0.0004508128997400049,0.0514895063873412,0.9482012999937692,0.0001741359690318254,0.008043035232474767,0.43387733838694875,0.8016766467815274,0.0306378041701291,0.05688397788623306,0.01509293858730797,0.4861210736141543,0.9248707882010256,0.0738566189965992,2.7786018592383504e-05,0.0009526768851869665,3.357687436068284e-07,0.013750914443886092,0.004048693547185523,0.40820888716234466
4100,0.30547144053806463,4.608286566026714,0.04713363887904015,0.0839061612070344,0.00046693358537698305,0.05174524526276131,0.9476192210583044,0.00017685361841016748,0.004343859932056122,0.43305795370307903,0.8036317476973469,0.030660919091522132,0.056134399096439046,0.017244659895396287,0.48063820623539577,0.9251249155387293,0.07416364011385879,2.8209217875559025e-05,0.0009824271213070203,3.669086874500447e-07,0.013775361266177868,0.004135999063789437,0.40336109182113566
4200,0.30908746994342484,4.610902450341837,0.048413131028027516,0.08655829225927814,0.00047941286277446523,0.053256905496098475,0.9467116416747806,0.00019327280556155258,0.00420274167386075,0.4329990357838698,0.7904013319273957,0.03087678105241654,0.05647581855301233,0.018204617901583366,0.4846632634893319,0.9236074572485051,0.07543543586492867,2.949962236485634e-05,0.0010210012683608148,3.898541040170762e-07,0.013815072694601698,0.004119270320153903,0.4020084929078371
4300,0.3035713561878526,4.60389133747906,0.04886985565370858,0.08820915980042619,0.0004917229359716732,0.0527453510904055,0.9466920882154475,0.00020090141362804156,0.004961314189356717,0.43205193489856636,0.7789122955822396,0.030876291961922913,0.056025980728893775,0.017514333657980677,0.48053090234302154,0.9223879247967149,0.07534150411393042,3.053790638443994e-05,0.0010372022809854112,4.097780707263637e-07,0.013921036369322832,0.00429778833434578,0.3978477604227968
4400,0.3064952255159061,4.603428413196238,0.04937000652891853,0.09309026053021455,0.0005043716441947576,0.05347847238913024,0.9453401071484974,0.0002153305147265783,0.010775621184036759,0.43085251901324056,0.7648259606359186,0.03121816814044522,0.055517278255340134,0.014879374272270181,0.4818167318786901,0.9222255748935481,0.07597257231636566,3.178086804018707e-05,0.0010672889853570742,4.433103706268951e-07,0.014106937458876142,0.004396735217444754,0.3922572959228328
4500,0.3087331131960542,4.599141488225177,0.04934292228554189,0.0927694448856596,0.0005330953847083891,0.05371308420759476,0.9459269831260064,0.00022085636221042738,0.008346198703865802,0.42962868512759006,0.7610991260027832,0.03121652331316897,0.055119538939191144,0.01826396059718217,0.48146655273060085,0.9228458322401456,0.07545627178200683,3.297658534515234e-05,0.0011163311419520492,4.7182154905160845e-07,0.01419102126526283,0.004508711888072116,0.39036820885494466
4600,0.3117294250733345,4.588295673933397,0.049469649140602215,0.0966132866947568,0.0005317750053069138,0.05444718606607132,0.9448710508417605,0.00022946859104630565,0.006864127694844296,0.4302670253999568,0.749799780459683,0.031111261854072304,0.054813104842787945,0.016551152020114382,0.48131229596066066,0.9222184666408692,0.07658263972033293,3.484291377179407e-05,0.0011582319139866425,5.021961121090807e-07,0.014347257893626513,0.004556141565660183,0.3892287203945838
4700,0.30838574701934457,4.593987474021969,0.05073921684923017,0.0984762134956671,0.0005487430252057246,0.05502557853967656,0.9446997022216475,0.00024455943743961517,0.005282370264721205,0.4296708874000271,0.7472114688881794,0.03136182531195534,0.053816541428079845,0.018311071474354745,0.48161081805510475,0.9226909714651339,0.07676152793945303,3.5373012270492505e-05,0.0011790709063985827,5.262986772753257e-07,0.014469287886206854,0.0047475733705828575,0.3861221140070925
4800,0.3128839220627293,4.586534922064707,0.050491834815038515,0.1017286225360198,0.0005681020955373923,0.05572928132228538,0.9438171890445074,0.0002562960706153181,0.005536830614768359,0.4289150178649403,0.7357894804411599,0.03139936645473671,0.05354544736454013,0.01547023121391861,0.4849336070382812,0.9226126186119342,0.07693684824386227,3.7098357880132365e-05,0.0012301536701264603,5.728462992550722e-07,0.014580089116491434,0.00483421096150967,0.380717696389171
4900,0.30845741433319984,4.585190648133439,0.05214021938999778,0.10558407341024643,0.0005826844562157679,0.056136706213280964,0.9427551573129628,0.0002718792737774301,0.0033726795802372497,0.4270833111896365,0.7226782082282291,0.031320596761143495,0.05279726314437032,0.013956174675290195,0.4792449776869635,0.9218202933471646,0.07671946081187918,3.804954719419392e-05,0.0012868778353274089,5.955295977004407e-07,0.014588853230720225,0.004828914507215195,0.37745164584407837
5000,0.30870971703819167,4.579019401136103,0.05259669441374183,0.10656765775101781,0.000581012638523317,0.05749492609089398,0.9424818760797959,0.0002802518861098008,0.00942202822659944,0.4271452893492085,0.7212257124890066,0.031186943792010032,0.05268688792500602,0.01688870624699351,0.4802470997091087,0.9213426162475213,0.07702938318437894,3.923112249886093e-05,0.0013033027753644511,6.354856131584025e-07,0.01469258972374295,0.00499857909732126,0.3740118972930452
