milliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,0.0026168509808483886,4.999106925738444,-0.0005208679732084231,0.0004773419763414336,4.805405995305552e-06,7.308987261006696e-05,1.0002905208504693,1.21118156856721e-06,0.603083785912478,0.49949892751152974,1.2062267048437734,0.000269201650358662,0.0001920025947832741,0.5007127163304195,-0.001342995344343606,0.9998074095410131,-0.00028996260891514763,1.1656914222023042e-07,5.620255513468674e-06,-3.1298231996546625e-09,-1.668065485996994e-05,6.296568545784012e-05,0.5005420647441233
100,0.020247736045573343,4.97114958366592,0.00266517234331768,0.0005195960693782831,2.6412590467310025e-06,0.00399266963790227,0.9950760797948689,-1.4311379736264342e-07,0.11933478210173204,0.4887034723629003,1.171799525932542,0.01116672330555959,0.02598650445973189,0.056650484205864125,0.44972961918018206,0.9954303259009899,0.00450626996128095,-4.840236796910139e-07,-7.833488861342521e-06,3.989554042713606e-09,0.003964757891443789,3.807364895665553e-05,0.5015974852189087
200,0.04409464753710937,4.948723398896877,0.005914756092405156,0.001665484250751822,-4.272030806868557e-06,0.008612481750369487,0.9911792111815703,-1.7120451824373901e-06,0.06646673007168746,0.48333203737255015,1.1656825528860433,0.01531621802517821,0.036241948987917355,0.022215274202666724,0.47784409125166083,0.992348036978355,0.008316263416678689,6.403707503925756e-07,1.5221166982807697e-05,2.105239581268974e-09,0.006249245433566822,0.00015848143494654802,0.4990890106676795
300,0.06617128060631632,4.93636382943965,0.008666217669247973,-0.00049697813574621,6.539177190489537e-06,0.012228700712454174,0.9870537117532346,1.1866949878725012e-06,0.047546981569810916,0.47823799393995964,1.149474914653783,0.018077470095337656,0.04337710675499344,0.01226761631022977,0.4864631822575983,0.9879865184395061,0.01197964630706142,7.8022992768647e-07,-3.763784456733891e-06,3.557014174600765e-09,0.00791559404463414,0.000365513310696283,0.49908491023018325
400,0.0864627182360144,4.915641682708494,0.012070962619121543,-0.0008349853049821379,1.9326139627760967e-05,0.01547241753015221,0.9836183879315512,-1.9363701974870274e-06,0.040915210957661,0.47528145633513147,1.1373884381269581,0.0199697540942263,0.04803426768988222,0.012404896177683866,0.49116044398117104,0.9849914979587152,0.015337172322467767,-3.379977794082898e-07,-5.21886538058884e-06,-5.4808168761760866e-09,0.008839026863785442,0.00039852845542262923,0.5005422655139701
500,0.10309417751232783,4.897719032059644,0.014818431718434678,-0.00018816797100880997,2.187062826778662e-05,0.018093820267030346,0.9814628987847761,2.473847376630809e-06,0.036402829270672225,0.47285869130243735,1.1339883538057314,0.021595059805520286,0.05159241456286202,0.009563459609653125,0.4934165703142907,0.9832566258418574,0.01670556353687715,3.7023815626412604e-07,1.8381086079083625e-05,4.033644673572582e-09,0.009458437968112708,0.000562515870308152,0.4993564588605644
600,0.11994660924125335,4.876551457330615,0.016335404124481766,0.0022660979837055627,2.8829931582546518e-05,0.02135536631609719,0.9787959575417643,2.523808922963195e-06,0.03100018133858322,0.47074597554254943,1.1182788892119389,0.022486272122191894,0.0535580504515162,0.0071067459850598464,0.4938480429390605,0.9784253198588131,0.020145216171904703,3.146881022616063e-07,2.795540168990869e-05,4.872806126019578e-09,0.009834948692347332,0.0006687296117373221,0.49761306748180034
700,0.13345901339189417,4.857187697215439,0.018368922968261064,0.004597648674104211,2.7501753642388198e-05,0.024162087934049274,0.9765666327996909,-2.3520057441718674e-06,0.025383447444235097,0.4685728774877365,1.1159772322343458,0.0238051919201267,0.05641031534875641,0.006939985592473658,0.49541710222070734,0.9766607063440308,0.023689654294662427,1.4306340216720136e-07,4.166217183956828e-05,8.84546032621231e-09,0.010167757450467602,0.0007019687218177193,0.4963715545702807
800,0.14857913868609463,4.848647385926738,0.020320213689819677,0.004806134752810019,5.18994871183385e-05,0.025527711676791097,0.9734400869609842,3.947474251501109e-06,0.01987000801355963,0.4679007872399101,1.1087828032302176,0.024340865325637506,0.05732008982745763,0.008497411174277358,0.4948220100787035,0.9722268857137747,0.026953385175367814,8.712002368972933e-07,5.9516482851860184e-05,9.062094535744616e-09,0.010279777602593687,0.0007362214702130106,0.49691619064395054
900,0.1642515067490412,4.825230483930888,0.022876859045378752,0.004151890001076371,4.69004717428898e-05,0.027254069296709284,0.9728492775873562,2.82576560493457e-06,0.020765341519637867,0.46570281312836603,1.1007028012729723,0.02520352635262423,0.05869663278465782,0.009856810233310264,0.4948143631432538,0.9708598794662874,0.029858394037045297,4.398093991218274e-07,5.036583476728436e-05,1.1632375271899402e-08,0.010429111706449378,0.0009669361096348605,0.49375344117263653
