miliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,-0.0008777709793092925,4.998386684834807,-0.0005736014394037933,-0.0008210526685341801,-7.867580216889345e-06,0.0006783604238439473,1.0005632749885631,-3.29358866372218e-06,0.5972043352605024,0.4994683214272839,1.2059725817636853,-0.00016553865135845913,0.00027000642990722374,0.49976689942509483,0.0020057441299719324,0.9991296779116288,-0.0004130703317680484,4.117973099740596e-07,-1.4824745112897012e-05,-1.6313377047691805e-09,-6.0899036181943794e-05,-6.127321199518307e-05,0.49963277211263374
100,0.0267771368819012,4.971476220541705,0.003059571988915134,0.0013212391229915944,-6.338578259655305e-06,0.004009855688354659,0.9956737425993231,3.6230977913020005e-06,0.11571984896154125,0.48740926137218654,1.177106558295739,0.010912913456127434,0.026170236267662895,0.053387538650317756,0.44808347224180156,0.9963331818136332,0.0028701329657966684,6.603567824347225e-07,7.908033761647721e-06,-2.2637796230738145e-09,0.003942182820998987,0.00013353388152262413,0.4992314313265631
200,0.04923071101519823,4.949889133276141,0.005895342953874342,-0.0015857704646442987,3.0028936421505437e-06,0.008453226955789666,0.9906054460593325,7.160509881771357e-07,0.07384623138099611,0.48197143293444017,1.1546100320758659,0.0153938981001684,0.03687999467859047,0.020553590938418485,0.4781642158665371,0.9919512913338548,0.007120090857943217,5.984054389740738e-08,-1.132818935374769e-05,-4.129461375272143e-09,0.006263055141168606,0.00017930040248442602,0.5018086687697507
300,0.0701946632244722,4.93338141324957,0.009058168947906758,0.0019478896147614832,1.1337342262350389e-05,0.012939260791075257,0.9877442571704765,2.0693309821887306e-06,0.05377065904014309,0.4783191877826571,1.1536042793242738,0.01773578805643143,0.04265218414143637,0.01128643630774676,0.4828620306444585,0.9899340726007727,0.01146640345644217,3.84076202329848e-07,-1.108567665237897e-05,-7.086509316234433e-09,0.007841972720976562,0.00024730113499256954,0.5010800194673933
400,0.08304583074923405,4.915024418861069,0.011466649875312962,0.00015862826315846102,5.92753025398964e-06,0.01654877864444913,0.9843526754294603,-2.982208590785261e-06,0.03725859425911982,0.47499161019239894,1.1382573588626617,0.019663511800546395,0.04778608964972717,0.009303847382336299,0.487713670315347,0.9845358071700714,0.014587115775065896,6.481446025492171e-07,4.552026541203334e-06,2.3448709643539852e-09,0.008711832983687842,0.0004129246922130637,0.5005560391001989
500,0.10109258032078314,4.892503141098668,0.014413412753530544,8.1545194132336e-05,1.7333607108168827e-05,0.01878182972504022,0.9808625415550927,7.189706830143973e-07,0.032332490433259836,0.4731741496503596,1.1311334495695393,0.021168783105081586,0.05140404069210711,0.006304202254333617,0.4883697649979253,0.9831761636346872,0.018741014958397553,-1.0232915041486401e-07,1.2941723028151365e-05,4.150853316623773e-09,0.009567142478056631,0.0005155402206775038,0.49838247585606194
600,0.11938533249305089,4.871024129338399,0.016397020280700184,0.002555453912992366,2.8664398652852942e-05,0.021666607467105397,0.9786042604820158,-9.410533628684456e-07,0.03078184905140527,0.47135105050281223,1.1285934356910783,0.022591810795611948,0.05379536731123716,0.0065766498220558404,0.4939290523290917,0.978418034274002,0.02137880658379499,3.695269638388254e-07,3.8103792573897853e-05,-2.941666117499543e-09,0.009758899750986712,0.0005969503776221725,0.4996030041932948
700,0.139658126001814,4.863835818466241,0.01846578209549092,0.004646093264246306,3.171106095725879e-05,0.023268625021055055,0.9758638338045351,-2.805569428559426e-06,0.025564531444667297,0.4694841322085482,1.1066328017314646,0.023371418423020242,0.05610194814377851,0.008755722753556999,0.49545197723424483,0.9767437152608814,0.022800856563456002,6.780405065943983e-07,3.0119174923136977e-05,2.4335048968549326e-09,0.010277035163314747,0.0007689023851475987,0.4986769453603327
800,0.14701443587121873,4.841881958481109,0.021224338920307177,0.00299790759518231,4.925836157932832e-05,0.026535540853867383,0.9745166329617759,3.560832108084013e-06,0.02163914662316551,0.466636940353984,1.1026722697186773,0.024579207602504503,0.057484551994897166,0.005840737429083136,0.49337123381451337,0.973088431533157,0.026162795421830986,1.1305131558817424e-06,7.634040062473674e-05,1.1721124913428213e-08,0.010392841424290136,0.0008448077382736463,0.4968120207826154
900,0.16621946253265624,4.825208510476229,0.02347687090827592,0.0045201673268106535,5.083817424733339e-05,0.02789768736643892,0.9724414956835573,6.923661093997946e-06,0.020838832458114593,0.46526571516558923,1.09140323008784,0.024978674243928016,0.05877211599617632,0.00433742896085631,0.49558337368271216,0.9700516046998787,0.02875231631719256,9.738440128229947e-07,7.891435051202812e-05,6.609514412036065e-09,0.010506467637645804,0.0008293701309021313,0.493220799413133
1000,0.1793028461127595,4.821426840309236,0.024149857473827255,0.006365756302192728,6.28068427459441e-05,0.029313268701531666,0.9705564189633584,7.925359455116652e-06,0.015478408754501087,0.4638650835020576,1.0875744874592546,0.02557196168330618,0.05975627443130516,0.0061815544532350135,0.492410691546585,0.9676048987407133,0.03171613525218641,1.1936495324075133e-06,9.6936304693688e-05,4.055066964446148e-09,0.010728329040086094,0.0010026845008047189,0.49118063579955895
1100,0.18743268867640264,4.805431003322645,0.025696804066753766,0.010083539969757159,7.300797351840559e-05,0.031005591127828042,0.9686127031776751,1.0128237640236042e-05,0.01228507713301604,0.4625600952092542,1.0819134193053797,0.026113474211810324,0.06108655273245624,0.009708070868070576,0.48960713869683536,0.9661973536359296,0.03451723330300415,1.4514672914480493e-06,0.00010994753874900791,1.1473922209037272e-09,0.010909046406644798,0.0010762431441547792,0.4902433794320357
1200,0.1990956012935716,4.7902500353866815,0.02763100102933435,0.011424217992884978,9.046160114923712e-05,0.03309426855662546,0.9676838454766287,7.72626313122448e-06,0.015735197305582923,0.4613363069772402,1.0686368209024677,0.026548030120876375,0.061728373310245006,0.010146129684209604,0.48888650616277174,0.9615668657566864,0.03642427048736194,2.240032691473448e-06,0.00010720554510288284,9.971158583354571e-09,0.010892693652116895,0.0011425683781787195,0.4875781584777539
1300,0.20486471838239992,4.776676467864982,0.028697126156352618,0.012722844312684646,9.072212985746563e-05,0.033978195560299435,0.9667893618211547,1.3841894729086388e-05,0.01037623749852683,0.45929934209258566,1.0554478180096603,0.026857123032645758,0.0614168392732008,0.006523288818669629,0.49214319775542364,0.9608344258128129,0.038619237118096325,1.7585925721213965e-06,0.0001497122929287051,1.3266050120240427e-08,0.01108394385343592,0.0013180019327438991,0.48545080081745606
1400,0.21669883382048988,4.7692274984857095,0.02919582761226624,0.016252266008827402,0.0001165328792970769,0.03490409035482164,0.9645996726755275,1.002296228724715e-05,0.009366752485360903,0.45858600839264047,1.054848221167973,0.02688491077794481,0.06266073442644862,0.008543263712654929,0.48967643479521783,0.9588175464034094,0.04141946966049379,2.0942172889626464e-06,0.0001732161762841471,1.931582327563623e-09,0.01126782252675247,0.0013939748402729882,0.484904417093597
1500,0.2203867919222838,4.753945460315329,0.031344346572404105,0.018837863944884237,0.00011449594026932688,0.03561925763709325,0.9643144898612216,1.617184889602405e-05,0.006354679546178376,0.45725478183549007,1.0430612822018563,0.02753257114316689,0.062328177988199784,0.011595844860274977,0.48935046085768646,0.9559591059083304,0.04337864647468137,2.7306740290970074e-06,0.00016011283328563316,7.482683333404256e-09,0.01137430098435568,0.001528186214861197,0.4794888873428736
1600,0.22964432379938574,4.746464224695128,0.03197010060648612,0.01860044717871062,0.00013291242000035405,0.03672924376748326,0.9623545986860277,1.9658801998456283e-05,0.010321272506271668,0.45645481785473824,1.0373764870895659,0.02764917339246461,0.06226616522323322,0.006781911735201866,0.48981691126525095,0.9529088553100932,0.046291857353544026,2.9845759310227905e-06,0.0002146265864576593,1.617018878932456e-08,0.011475148794389286,0.0016726957554305008,0.4774693977142221
1700,0.23939800098892253,4.742162120091959,0.031987834292715484,0.02196463442727616,0.00014522450974035225,0.03840048066159728,0.9627400225545537,1.823633217276266e-05,0.008073169159532647,0.45450738973298915,1.0295776145091715,0.02769754674936842,0.06300357209858491,0.008331407983951072,0.4862821110518837,0.9526286279429536,0.04867339478681734,4.507112494691679e-06,0.00023361998382627263,2.803239276690663e-08,0.011540241264852627,0.001687496509740996,0.4767368857208444
1800,0.2456009867238241,4.73650504598182,0.03294990933011876,0.023320657344865176,0.00015503132121378222,0.03847210191886281,0.960655150882547,2.1382056791719598e-05,0.008870619180754664,0.45373493557089306,1.014358792726562,0.027815499604932452,0.06221609649814407,0.01351748418709545,0.48865742393566547,0.9489598058308061,0.0506947060887127,4.16658857695651e-06,0.00025520290985230385,1.6005315223352746e-08,0.011517734315531925,0.0017828185753456522,0.4717261460604774
1900,0.24767966417317153,4.72023570108242,0.03383668456015742,0.025548115881561723,0.00016647432190859438,0.039581046267408444,0.9606029728093906,3.1623799387108644e-05,0.010988686623002095,0.4524547940119821,0.999528890522256,0.028437566302336837,0.06304477736515833,0.010268080833960944,0.4876089259078402,0.9471122584353778,0.051399461888536696,5.822866228228669e-06,0.0002698768793824444,3.083978862616602e-08,0.011760558085493082,0.0018683263510301668,0.47249560215334263
2000,0.2573866695352658,4.71440108920915,0.03415194617276193,0.030693102949159917,0.00017970184251739292,0.03984983507222864,0.9590348607585961,3.0022096801265708e-05,0.005404194030904072,0.45225034516556767,0.9907191480957768,0.02854114993909827,0.06263730778004484,0.011840863302571693,0.4871008504077843,0.9447247704112309,0.05347011582966239,6.495982735161151e-06,0.0002951900458441762,3.359068225024267e-08,0.011805506820512662,0.001949523786226352,0.4691118933764785
2100,0.2548284013918563,4.70524198575433,0.03488609176147368,0.03210723127516925,0.00020743690205281693,0.0406911463997323,0.9591379981005665,3.8429921146709475e-05,0.00839588533528144,0.45111483125242036,0.9857421531118683,0.028551886115518982,0.06282348714173036,0.009070504445647588,0.4900856319786093,0.9430512069718892,0.05577990225403421,7.045051932137585e-06,0.0003272312772732641,4.185652546300362e-08,0.011815177979555802,0.0020771116154996248,0.4652987336091255
2200,0.2626290348296953,4.7033383100933275,0.03598566323563623,0.03460800058519325,0.00021482112550919814,0.04229093834793934,0.9585435259490059,3.8209318925535916e-05,0.010553363621352497,0.4493568995337619,0.9752408013999166,0.02854295602115161,0.061918917722806846,0.015148211206983246,0.48875242654806156,0.9427834359880704,0.056903027489059996,7.220890765613178e-06,0.0003714701983071005,4.009691414203279e-08,0.011945359583364313,0.0022049777311543995,0.46263896684611305
2300,0.26652885011233357,4.696253656322092,0.03629511237151847,0.03896431203191461,0.00021949880848547496,0.04286486870776927,0.9569235686040559,4.2527353718250356e-05,0.011711953610049688,0.4493412040069673,0.9649884821030222,0.029050183234387558,0.06179093037894826,0.01479558364644041,0.48842363154550955,0.9405932184633687,0.05869809620459709,9.088907821697488e-06,0.00036422702523813895,5.526767096885524e-08,0.012105227997879414,0.002230630149466119,0.46073363162304715
2400,0.27396519228399197,4.694541492385921,0.038003912449139254,0.03918831902375529,0.00024150387743637086,0.0427531236910814,0.9573528744669518,5.173442221404968e-05,0.006141161572063857,0.44741680677408596,0.9619441001189333,0.0291960265279426,0.061498205335991096,0.01401599180114574,0.4872912557929768,0.9401809092344526,0.05915566868274371,9.246293691338467e-06,0.0004253786750695452,6.556855304554609e-08,0.012068886378737603,0.0023263314833170496,0.45805586366295725
2500,0.27864313680838154,4.67856884184781,0.038162018642708434,0.04379151721686802,0.00025498095745657163,0.044265156299566635,0.9568330819596805,5.362903218860243e-05,0.009907530600493437,0.4478079590145509,0.9527643885317477,0.02941719234050982,0.0614471876603067,0.014912873467564666,0.4884544824856584,0.9384478392481407,0.06150537947340373,1.0136645595816531e-05,0.0004541253377033968,6.812152168494544e-08,0.012330284420230327,0.0024953321877036034,0.4531344131149855
2600,0.2790104012671397,4.67667963451928,0.03873924056757207,0.04470561468909116,0.0002667525606076872,0.04396382679804097,0.9549511205143222,6.24459334861473e-05,0.010339831082611174,0.4457017055807583,0.9406557218918461,0.029296256398163356,0.061515119783929574,0.011207719382892299,0.48283015198313045,0.9358845413385012,0.06192886504810496,1.1698840095625634e-05,0.000478223289041419,9.225146216447489e-08,0.012331122593062597,0.0025892923654768914,0.44923426516610543
2700,0.2810849731175596,4.666412504080702,0.03872377763636169,0.04768492734134794,0.00027635734471487397,0.04514377414576831,0.954538342254437,6.617504292985415e-05,0.010438394818266871,0.44504818224815706,0.9296466544820112,0.029381686004304776,0.06154396148966581,0.01102104252496358,0.48347571059862343,0.9356529750960354,0.06410595677630904,1.2062953814408947e-05,0.0005114414299348734,9.626042921964483e-08,0.012488397321160484,0.0026934525834289348,0.44601935654781505
2800,0.2851742715318846,4.660726027562776,0.04003095985059153,0.04950899549147326,0.0002860592867226062,0.0450856085882328,0.9549000198949112,7.621845191538025e-05,0.006490585401297643,0.443780529364123,0.9158582045548781,0.029766292820281814,0.06104493084660159,0.017526899754854983,0.4829149091134362,0.9334411913302134,0.0656860098841399,1.3231920344869005e-05,0.0005148064758815603,9.863303207771514e-08,0.012619338232510118,0.002841690060864922,0.44629686195657914
2900,0.286746085601767,4.6593454017834,0.04073131304204379,0.05279544424420518,0.00030920169899076425,0.04642123946561394,0.9545878182223763,8.467595007944875e-05,0.00798247234882018,0.44394334090338144,0.9054377939519895,0.029527131209876427,0.06068697858977341,0.012397213709305823,0.48384767874184875,0.9337081962725403,0.06606975552293586,1.400626285767798e-05,0.0005601136445120745,1.2361300740975463e-07,0.012565060110160554,0.002899183031498944,0.44352129418913827
3000,0.28846964057222263,4.658316483681141,0.04111209326569579,0.057494477351154955,0.00031909169152533946,0.04675931874150573,0.9531081581159657,8.817531153764842e-05,0.009581198397130978,0.4422739650672408,0.9065564940606886,0.029938352565771268,0.0600838070444498,0.013110522042908742,0.4862572930521379,0.9311216212585838,0.06705724908658031,1.531253748692266e-05,0.0006037325918021711,1.2469174374969902e-07,0.012868522584312503,0.002969681823092782,0.4368656132954028
3100,0.29025963118425396,4.649159228814224,0.040882247215260376,0.058966773518320435,0.00033525394457810837,0.04741455381641176,0.952852181960579,9.42940614677414e-05,0.011554891087665286,0.4414449992949723,0.8967282387499013,0.02995051844080189,0.05983264179277839,0.01313815179871959,0.4877371728085378,0.9320454125835808,0.06924179539746954,1.722849956576024e-05,0.0006173013493905482,1.568734976880935e-07,0.012795377977801198,0.003136841155512286,0.43454018937651046
3200,0.2934674685540938,4.646130951716272,0.04171295797325264,0.0619699631653295,0.00034605852012361426,0.04807054577380244,0.9525609674587597,0.0001025197992134526,0.004093481704949921,0.44123116165793536,0.8830670025500417,0.03012916170994592,0.06021383653599926,0.011878504879460145,0.48348539094613824,0.9290909273371103,0.06809276229575208,1.738429401016389e-05,0.0006755845921342367,1.7095866015364069e-07,0.012819299551711728,0.0032275462859988817,0.4343672796370272
3300,0.2976165969696173,4.638014266227,0.04312919836116466,0.06507823613222705,0.0003622128605406429,0.04778924344671904,0.9516614084229842,0.00010986913646368629,0.008446129165032495,0.440208597279696,0.8696119037585541,0.02970448569465303,0.05894175695887026,0.014734358780335547,0.4806707692350856,0.9293681615008156,0.06998731945214229,1.916644230234663e-05,0.0006908095896257914,1.841104511642152e-07,0.013010202775239102,0.003227121276599325,0.42925638314362824
3400,0.2984010832157019,4.642160960784606,0.04261604876422732,0.06722210618588274,0.00037284987427283617,0.04889425701733995,0.9507037505871785,0.00011469661576299782,0.008111010512969643,0.4398476840016049,0.8650327623373321,0.03029631456420525,0.05943725762283792,0.012997785932683564,0.48422809746399215,0.9274964695416896,0.07051352774220902,1.9991156806669685e-05,0.000742405245266649,1.9785558936895473e-07,0.013081684301298658,0.003427607698293322,0.42608547028297444
3500,0.30221861008321116,4.632881289484441,0.04325952540118448,0.06923435335721595,0.0003975966279702937,0.04949216000464084,0.950436748660433,0.0001222228290640554,0.011402044384055149,0.4378974064281338,0.8513336651809573,0.029899544515834247,0.05873726301977637,0.016570335305908495,0.48639914861153205,0.9279029116603935,0.07059878364961021,2.109316587016229e-05,0.0007488785278491093,2.1736250994202246e-07,0.013161710031303057,0.0034576159241636755,0.4225046604336449
3600,0.2979536590649685,4.6317571431100895,0.04499963748033036,0.07001109831998377,0.0003979541642771835,0.049407526726946066,0.9508492212924654,0.00013520421280140303,0.01068082023576757,0.43676800172506886,0.8403398978881214,0.030497319903348512,0.05811245949124273,0.018436367670014872,0.4836716876673423,0.9261318021752483,0.07167023170927501,2.2872918117307628e-05,0.0007928204124824977,2.3975502068530525e-07,0.013393060259308644,0.00353338566434852,0.4193959741610271
3700,0.29810992617404913,4.622032235768248,0.044880539552806416,0.07293883137816905,0.0004116516448960486,0.05088434573525183,0.9490507710950685,0.00014400653313176258,0.009189249101988886,0.4369829042691438,0.840529641899222,0.03020443219554752,0.058083675990536654,0.015957388764162087,0.48053281492561034,0.9269650417277032,0.07195054791249073,2.330217266832278e-05,0.0008152101106272745,2.6825981943324123e-07,0.013291510381809693,0.003753792543397886,0.41547948047933064
3800,0.30586921632026864,4.617362900116289,0.045031594516276814,0.07495376293443984,0.0004383015877154372,0.05028308782872772,0.9487239111458213,0.0001553501323434701,0.007381596989521976,0.43495393444942315,0.8305117835830989,0.030524132885072938,0.057993859110053704,0.018985644489842902,0.4845531268467638,0.9260053607746955,0.07438544377759994,2.438574903439923e-05,0.00086068965689779,2.7923560599555456e-07,0.013652734542128668,0.0037958659893645315,0.4117064693727261
3900,0.30446510154328654,4.62288336784857,0.04626710296577082,0.0807921341805944,0.0004441444580095821,0.05150369532756858,0.948230283482811,0.00015641368259819777,0.00465295033217244,0.43503294620584876,0.8105869171821883,0.030690720712286804,0.05679513824472162,0.01848078285655159,0.4805651662066928,0.9256412689666866,0.07466147250102204,2.658610336364566e-05,0.0008899610565679586,3.066413981305485e-07,0.013564578965528417,0.00384350755580017,0.4122214792825606
4000,0.3025358739693332,4.6179737744898635,0.04669772305140895,0.08329654015388532,0.000464795323598143,0.05225089613269641,0.9476437766900431,0.00016589631347694225,0.006237433125978795,0.43385951788003174,0.8114416105554014,0.03053845921246776,0.05691210927777866,0.0137613307332646,0.48441059818667004,0.923401858302328,0.07478198189440612,2.7565278096896115e-05,0.0009208227222251787,3.2501725765803796e-07,0.013602842446820132,0.0039946801350623316,0.4060702877639258
4100,0.3098802920699546,4.61011206039923,0.04688400921836222,0.0831740472571702,0.0004674405910361209,0.052869997236751766,0.9471675261330562,0.00017772515750331765,0.0040479401362495835,0.43283246375833623,0.796905019791621,0.030868618211622515,0.056861130718287516,0.016777504858942232,0.48324094969440634,0.9238463102446386,0.07596513089277196,2.8289301609278127e-05,0.0009793920995761567,3.6120777162982686e-07,0.0137023333275648,0.0040863033059816934,0.4029463337439682
4200,0.30730771882874297,4.609693510461709,0.04794081932342403,0.08669060375702856,0.00047502682681989123,0.052700447362066145,0.947054237347354,0.00018790059311724023,0.007281882339008387,0.4318548642897652,0.78823283459018,0.030901852870052923,0.05567574781246938,0.01344516012478677,0.4797301991998769,0.9242326344386226,0.07572291328303142,2.914310405455759e-05,0.0010108654901302009,3.793001335972387e-07,0.013841482320164845,0.004254552008533352,0.4021083576575411
4300,0.3053287194270129,4.6035999394682525,0.04895726879623631,0.08930594762708137,0.0004968781967069018,0.05328520929913197,0.9462173411420302,0.00020129870451062194,0.004394589372557451,0.4318064557152723,0.7727352470644823,0.031121893924939893,0.055205656757914244,0.014549563944899976,0.48081301406051696,0.9234243722895816,0.07480810347385368,3.068254120877263e-05,0.001066917760680841,4.080055304313241e-07,0.013948751771587853,0.0042851747481842265,0.3976179941669382
