miliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,-0.0006990554993245084,5.003663663510048,0.00035537184285198596,0.000934417596122266,7.859541288666703e-06,-0.0006630676721232252,0.9996659958727301,-1.3794808298393915e-06,0.602611451954871,0.49971378707153985,1.1959898708994816,-0.0001451363817925982,-6.892753700457526e-05,0.5010408756331378,0.0024970943783910833,1.0007884321885314,0.00021195888549844848,-2.71557200482621e-07,9.031980933227482e-06,-5.601338428173295e-09,5.7312872084010566e-05,1.3063486013487403e-05,0.5010783352702566
100,0.023469256984140468,4.976681552297277,0.0036673877979628497,-0.0013802496645352687,-5.827179363470804e-06,0.004539723363679734,0.9954588816187081,1.6179097947295829e-06,0.11421031997650549,0.4870578984804079,1.1785454935067454,0.010752680976743334,0.026010121377700066,0.051159882288023616,0.44344615723913766,0.9950070729168191,0.0029015746383799475,7.178151191933527e-08,-1.7120672784785357e-06,-2.6689528350543767e-09,0.003917397664378066,6.146977909203023e-05,0.5026146755387126
200,0.049599180186743794,4.951963797423644,0.00588751593750295,-0.00015013634192614808,-4.4230259277571115e-06,0.008165207395050651,0.9912270640146704,2.06679965922067e-06,0.06772557400992708,0.4824705432359669,1.164033673512732,0.015218162619314657,0.03645441311990295,0.021084138639762204,0.48001053036176605,0.9920094440343574,0.007416785306619181,-2.8465796837495046e-07,1.3389109105131674e-05,-8.532989355254304e-09,0.006345477911238626,0.00014662100712415545,0.5010572269018545
300,0.0675342630481243,4.93050309397285,0.008571733995447707,0.0004199133028338972,1.401656697007784e-05,0.013258193759055615,0.9872718417788443,-2.6198496948070466e-06,0.04960478615788378,0.47953962389565963,1.1421866106566259,0.017888875917476222,0.04299528566357846,0.011182884785257956,0.48599521854012456,0.9896298244809189,0.011914470748990384,7.904365914969089e-07,-9.017981470150422e-06,7.570281520761131e-09,0.007897567000925927,0.0002758041843758584,0.5015319393099057
400,0.08434704052715662,4.907584412276502,0.011242940858194243,0.0012915226017053976,1.632842229853992e-05,0.016189976129828337,0.9838033348130868,-3.501584416713158e-09,0.03882718818879462,0.47614467937836286,1.1370660140304552,0.019889808342456117,0.04754083554209213,0.007035938933571077,0.4891982471425664,0.9854017667441047,0.015274833984993855,4.7652357648605576e-07,3.1624339551806655e-05,-6.079072558474189e-09,0.008926619015187511,0.00040974520719493443,0.5015066512611845
500,0.10553525834196942,4.8904490753585685,0.01447425580282104,0.0022093465471611433,2.2146019208564827e-05,0.018416835181451856,0.9810179869935047,3.1234799626545233e-06,0.0322239433884742,0.473232275959453,1.134494300331398,0.02125843182118014,0.051544672963119556,0.006388253710166117,0.4917097305952185,0.9819303273109724,0.01836379116881937,7.869057033620696e-07,4.252058542087521e-05,-5.5257300042875295e-09,0.00951229446386051,0.0005212845476710215,0.500136855802663
600,0.12503035654966574,4.881502510941734,0.016433547837147372,0.001650917263062004,1.6773059771713543e-05,0.0219975269648701,0.9780538068867152,-1.7069670998640995e-06,0.030694290212847947,0.47065850664820386,1.1217013749213278,0.02285165267381257,0.053648837815142715,0.00494772177078655,0.4933184455730909,0.9794721119221512,0.02153573601172071,1.4337739468380597e-07,3.116276188490619e-05,6.154127943443664e-10,0.009818727524962921,0.0006433122476299626,0.4982200090214054
700,0.1335369559327784,4.85437053376163,0.018424985017192433,0.003470921571399462,3.474671459744789e-05,0.02305919007626675,0.9766058798763138,4.179802172241414e-06,0.026605263110718237,0.46972181480306024,1.1112693417419084,0.023670423877190795,0.05580429194140617,0.009986475621848477,0.4918313365050206,0.9764838462375712,0.023379340269064772,8.252209827981182e-07,3.4524925915030733e-05,3.094424881970811e-09,0.010166888070888851,0.0006956019297639891,0.49676770724162317
800,0.1523952622009252,4.849294543617453,0.02049984324158896,0.005102272267832366,4.652760500433899e-05,0.02633793908399904,0.9740678160526927,4.704542362943537e-06,0.023175237673496774,0.46762743272696156,1.1084761144833386,0.02451837907497073,0.05728819610087457,0.005521022752442202,0.49417738911540193,0.9736283936185679,0.02719008287997406,1.0440689959034654e-06,4.7935596792836755e-05,5.9953113327331466e-09,0.010304328559230504,0.0008458549546001167,0.4941510915926649
900,0.16744524002189076,4.831234147416553,0.022200304849987536,0.0059926664015961745,4.869277003838816e-05,0.027472248684319543,0.9715779291160052,6.003615351849612e-07,0.019375628928112495,0.4661433138473191,1.1009364259627266,0.025183376909713985,0.058862476952014096,0.00997614223153885,0.4916720932610805,0.9710891410574486,0.028428039238995385,1.0937786708732466e-06,5.146418929244488e-05,-5.882236263996565e-09,0.010451712817577334,0.0008705280526944332,0.4949014297217532
1000,0.17373605086168528,4.818667814648335,0.024399613397030083,0.005973897338917545,7.114722514725776e-05,0.0293269888648138,0.9699420254854455,3.879604199991529e-06,0.01273194031599429,0.4649153316758473,1.0925529168038237,0.025431339231135955,0.060356847510964616,0.005023557957943009,0.49552783769362196,0.9679284683788096,0.03306677597319848,1.40842434333582e-06,7.156810059091874e-05,-5.030573562977098e-09,0.010768542336989189,0.0009647323312100126,0.4938116122397354
1100,0.18575452198930298,4.800909096525972,0.026654522842087035,0.010260663063535378,7.388852077921175e-05,0.03084282070649974,0.9688857682962206,2.8723125448266154e-06,0.013610292184832338,0.46332536224647763,1.0751971451122366,0.02616301751088218,0.060756196364743796,0.007328725653900074,0.49286835784795013,0.9644584808190675,0.03375372960868239,1.8966616702353105e-06,0.00010695732719778586,2.2476278099339103e-09,0.010762535293046997,0.0010933139922672359,0.4909859583119123
1200,0.1946472885814311,4.791908400146916,0.026737075880736975,0.009313224686930074,8.890391845346225e-05,0.03190602725856065,0.9678645334681346,7.822846552767679e-06,0.012390323919042328,0.461880907688179,1.0738786232977118,0.026733355438493398,0.06104849756667159,0.004812185797392267,0.492509010163652,0.9624172102000013,0.03725235979894291,1.280907890998343e-06,0.00013275010909398745,8.628499775149762e-10,0.010963969850027745,0.001218853682200817,0.4896007336898959
1300,0.20686348908303845,4.78310152406682,0.02872246304092777,0.013205625570927595,9.281790777380943e-05,0.03352207448670857,0.9656804793243718,7.4643175076440575e-06,0.011119638498877517,0.45955647103364544,1.0578002683023053,0.026652054892826293,0.06240992159522257,0.008859638265524536,0.4897028225781803,0.9606946036856372,0.03894058254870765,2.377789257667942e-06,0.00012104712462508607,1.0568102268325349e-08,0.011162871336799208,0.0012783759548920326,0.48826177163957313
1400,0.2188042128619049,4.767539766223189,0.02966791466828144,0.016599910002426096,0.00010319753224425215,0.03461517682176278,0.9652768459234388,9.598093044100184e-06,0.009575637452015038,0.4581048547055509,1.0553768787866182,0.02731502219761457,0.062344128644407644,0.012278540458078907,0.4887260421872456,0.9571258706199871,0.04110775466924217,2.1582085580647356e-06,0.00014848364510119437,1.6134520163045333e-09,0.011110545738157757,0.0013566255502207992,0.4831304356668432
1500,0.22650890634169127,4.755438456477699,0.03035349869436369,0.01670149831315684,0.0001192160041730532,0.036283390535104265,0.9644604132811028,1.1415698833147092e-05,0.008135101498889184,0.45788222328141265,1.043898417032047,0.027434194265207962,0.06281725721213723,0.01213687574179103,0.4918562280572158,0.9552278863089774,0.04447179799974428,2.8431553068527703e-06,0.0001984189569022535,8.215769398817557e-09,0.011283785569210688,0.0015088771844428853,0.48348593452073135
1600,0.2324123344066904,4.749638278604592,0.03234708290342017,0.019585909004753113,0.0001260755573480896,0.03645652036862239,0.9635383458470798,1.8014177793425203e-05,0.00817306753109329,0.45678493153208655,1.0355636487069648,0.027827474698138992,0.06253182728120688,0.006760021142935457,0.49123194508216,0.9545989676956735,0.04664796511689487,4.121219766993207e-06,0.00019680040082705716,1.9680124762989734e-08,0.0112334933980334,0.0016641359326216598,0.47965258923452364
1700,0.2381224010023886,4.7392860962299235,0.032407844306831524,0.02076482333970408,0.00015063691789690697,0.03743026750171193,0.9617054920251572,1.838576382408145e-05,0.011886688339000815,0.45598809935511875,1.0257902829678953,0.02780395634079206,0.06281338509171021,0.010020671144293431,0.49027643347681377,0.9504903559590674,0.04870622240934856,3.653767262456902e-06,0.00021823346141272682,2.03145260716239e-08,0.011523264450933565,0.0016650820562452075,0.47570516904155064
1800,0.24120679192116368,4.731349787034017,0.032975287116315255,0.024114402197460257,0.00015473319676110646,0.0386707178106092,0.9606166064411795,2.4462957741869648e-05,0.006286192754154309,0.4546459175308021,1.0184702380773663,0.028213273515375906,0.0622350605213734,0.012523899745805213,0.488208751671558,0.949099921720294,0.04981744809745626,5.093329912106499e-06,0.0002627097446386559,2.446156395177262e-08,0.011678161824343947,0.0018133524644372253,0.47289155994937
1900,0.25078333924761853,4.723968503852722,0.03433939941256848,0.02693723418880386,0.0001691874118430994,0.03908741396523437,0.959906060355358,2.8194417663444694e-05,0.010197520656849228,0.4523708180603894,1.0029766509181741,0.02822825918440835,0.06265496712286062,0.007734900669887422,0.4874601633391505,0.9467593314664626,0.0516657145643754,5.570091693385704e-06,0.00027463516544464856,3.5431624158171334e-08,0.01166988112715298,0.0018658872139539413,0.47281231722171
2000,0.2560211159036359,4.712129413897185,0.03541865959002294,0.030886093797011988,0.00019483733432365373,0.04035092489906972,0.9596718916236862,3.1555923861736074e-05,0.011433106919344432,0.4519183999442283,0.998593115392818,0.028403297987329972,0.06224274777664531,0.008615879345071013,0.485566560470642,0.9447153981430733,0.05306503959093436,6.4986529677795645e-06,0.00030527898340808866,3.2883020482105905e-08,0.01175059223493433,0.0020404857198664415,0.4700326311223887
2100,0.2622672744009754,4.709460362646726,0.035732881594343686,0.0313076808400213,0.00019970131210056609,0.04122883233674717,0.9592687030558662,3.5883845714719516e-05,0.007711349885251104,0.45192352095696137,0.9873947062496554,0.028668860714275157,0.06257450711341137,0.009013663302566484,0.48727900433893795,0.9430668675737666,0.05617141240775772,6.6552852042362465e-06,0.0003127417529896497,3.7107089872274616e-08,0.011899306380877729,0.0021635937371629736,0.4669855131141134
2200,0.2614473177337593,4.707502561985205,0.03662068053490384,0.03572254727959687,0.00021286632786125359,0.041647448926205505,0.9586359415738348,4.2958530635594666e-05,0.00895696483101906,0.4493020862870303,0.9827210855460212,0.02884181049080809,0.0620527540966245,0.011175424627449667,0.48762516580412013,0.9433953719229324,0.05814740297068796,8.397997295715e-06,0.0003654639611464677,5.515916852455113e-08,0.011848443924596296,0.002223364600084224,0.46403869975391304
2300,0.26337255710016894,4.699127023298692,0.0365063734851404,0.03880884946267268,0.00023358163542582392,0.042023494502618976,0.9568961270297333,4.415125538909129e-05,0.01137452562109774,0.44927413553264245,0.9705781825387313,0.02899881877849663,0.06269850776276661,0.013646346735819432,0.4868126879927007,0.9418331643733632,0.05767492039939473,8.737804998020741e-06,0.00036288097038223187,5.589166599903531e-08,0.011952819744839607,0.0023421128528787315,0.45787635661391285
2400,0.2710154503595048,4.684853757162324,0.03673458573651214,0.03870441527050975,0.000244213810194206,0.043683911012530365,0.9567880332723471,5.3340494069660524e-05,0.010329264453307306,0.4483046561626172,0.955664279271623,0.02873394901582775,0.06189811093387801,0.012973737771606092,0.48851704588617584,0.9394243533238067,0.0595141550992964,9.66020696020944e-06,0.0003986222901643248,5.910130800698826e-08,0.012255164478518701,0.002443419820982765,0.4564594440517907
2500,0.2756831541402229,4.68156416014596,0.0386096627131106,0.042289434557143714,0.00025346102395747903,0.04360673878565745,0.9566246031142067,5.613892460078215e-05,0.01054530494171474,0.44660195167016753,0.9537474809285542,0.029359017896446574,0.06228407826890759,0.011909189002576261,0.4856887350624154,0.9381731413509595,0.06120543974119208,1.011966059056995e-05,0.00045268616397465785,6.368898737075168e-08,0.012168479163407402,0.0024503120883740187,0.45583222634289716
2600,0.27987267702279145,4.68068450006044,0.037949119288732715,0.04450280585836957,0.00027198750649440556,0.044694376385783066,0.9555856781770894,6.634887710528984e-05,0.007547131506687042,0.4454890098582262,0.9457276879721731,0.02923717302325123,0.06155865250755012,0.01027564166046668,0.489271836701711,0.9372590536443449,0.062262143613284096,1.1128813237712434e-05,0.00047946546055924226,8.21010513888962e-08,0.012473274309019304,0.0026207967883190506,0.4497040872069663
2700,0.2799871047460536,4.674929822234178,0.039716259824010225,0.047005712685207354,0.00028173206246475985,0.044522372509390645,0.9549166388129071,6.914310531409783e-05,0.009214165016652431,0.44466859772017486,0.9228406412427425,0.02920506220037965,0.06149274199680311,0.013982392762151259,0.48827598976872294,0.9345245370222677,0.06348008869026846,1.2384526783789325e-05,0.0005190476635746698,1.0377838345736065e-07,0.012542535127052582,0.0027442440162406077,0.449784381468294
2800,0.28114673539703405,4.663832207813024,0.039821466669738056,0.05080610795182036,0.0002918003920982301,0.0454537496092561,0.9548991572971302,7.568699844966726e-05,0.00553909921507281,0.4442893080514336,0.9144816604522149,0.029482586425644847,0.06115652171681816,0.010826136309754621,0.4870642985781595,0.9334506325539224,0.06445546100659495,1.4015816983449256e-05,0.0005400012427072556,1.0786467429998101e-07,0.012545841324317599,0.002794843347163708,0.4437746241039973
2900,0.2878777562443407,4.660747935684078,0.0397163307173043,0.05270963283664327,0.0003069752730121511,0.045645401906818775,0.9543972236593958,7.939890728091893e-05,0.005775329383795453,0.44408186284213735,0.9136802610561233,0.029315171645737055,0.060454538694845766,0.012009753780834987,0.484321869277293,0.9332178736412478,0.06686265673923479,1.3976830430789785e-05,0.0005716473916846429,1.1621169762033831e-07,0.01253392661717486,0.0028539163618473604,0.4424772279553026
3000,0.2893110166005762,4.657170439151879,0.04151048888371385,0.054492663483167884,0.0003224373833862488,0.04690363033635861,0.9540273236472429,8.576865366300274e-05,0.01155016060810853,0.44255780328046784,0.8977426832183545,0.029668664170182938,0.05996472077299681,0.014460440034887919,0.4833432552897524,0.9327211949819352,0.06770645453989542,1.568978915600023e-05,0.0005989387810983437,1.2470436758500887e-07,0.012729288251793335,0.0030667372639832046,0.4398906393843556
3100,0.29240019249727695,4.651576898934356,0.04162920299393748,0.06027657745594428,0.00034366454315211723,0.04668097473501024,0.952857075445149,9.114596462477931e-05,0.011242801871682443,0.44081982811957815,0.8932848743305346,0.029888589403100237,0.05992780472212667,0.013185719295587787,0.48390118431280166,0.9313239496375011,0.06717364934423317,1.6978258179099653e-05,0.0006262712271763347,1.4118948395125327e-07,0.012800713631961894,0.0030468378575725296,0.43613748873891023
3200,0.29182965586580456,4.648991157826982,0.04228293381946452,0.06107418630543946,0.0003497925462673301,0.047233858793992486,0.9520599161703235,0.00010243427158443735,0.009725607458141203,0.4405759854630554,0.88645827212099,0.029852538354104265,0.060258446881000016,0.015673293136609305,0.486272215104219,0.9299810666869304,0.06807866470378904,1.8044500265693995e-05,0.0006461703283860825,1.6873950999838114e-07,0.013043712571206994,0.0031314756298697457,0.4331167665598819
3300,0.29414646958456464,4.643351695067601,0.04209366523229891,0.06389521315859295,0.0003698838467697484,0.04753738353974381,0.9512756093118203,0.00011061937991231906,0.005320782295679387,0.4402713261437029,0.8725009867147059,0.03001692109775827,0.059795308306437096,0.015461348700496483,0.48145405878297454,0.9285848658727343,0.07072512069469251,1.8869730594007772e-05,0.0006811964191750781,1.7970751648486945e-07,0.013158734108745308,0.003271389563323235,0.43081895774830536
3400,0.2925659918083343,4.64142920063098,0.04297333532884288,0.06796522525852652,0.0003828893682790169,0.04799570318358721,0.9514754566952698,0.00011709485777360238,0.008538902757763568,0.43821246187986357,0.860781813297055,0.030300887524674757,0.05865067055581571,0.01640255129168702,0.48279795319724245,0.9295864942814782,0.07183711762156138,1.9673005242183846e-05,0.0007095211538949703,1.9138374791902016e-07,0.013215724376307723,0.0034432485009555057,0.42798851862539083
3500,0.29797162056406684,4.638535270593709,0.043977344434701644,0.06929176212566449,0.0003964564715039851,0.049749258209455846,0.9511009832212568,0.00012283370958270383,0.005858001071303408,0.4377820718313367,0.8594063636595349,0.030295209420066967,0.05871255426073521,0.016733817644198623,0.4859611117389389,0.9279801412833611,0.07219163705613311,2.0740309394913082e-05,0.0007580714504056646,2.200259753060987e-07,0.013339232372063524,0.003540064067682284,0.42479221328905237
3600,0.3024991726092442,4.624700297566085,0.044731288175093566,0.0719163948657895,0.00040892264919537187,0.04939342283995729,0.9500558412686664,0.00013378766080328764,0.0036407247479044603,0.4372410362232845,0.8458673529517933,0.030044777487843937,0.058053593386723036,0.018309739706246598,0.48321571062561486,0.9280587592073283,0.07273048897382584,2.2326353014142602e-05,0.0007851509920105052,2.423445140907894e-07,0.013273463709766706,0.003665258701667568,0.4178967918456851
3700,0.30033002978326684,4.623552139912134,0.04504890169830559,0.07543050210560516,0.0004239416954809225,0.050847405192854876,0.9501288751742965,0.00014334659533728122,0.009944883107489953,0.4358077882388925,0.8303391605535071,0.030493734408945317,0.05783602387205768,0.019037324489933755,0.4839369804107011,0.9265272342446372,0.0739396883526646,2.309373644297991e-05,0.00084799194419406,2.514406018756914e-07,0.013344505834608205,0.0037604840216408707,0.4175193703491386
3800,0.3003230690948211,4.623392911286368,0.045091035336526905,0.07726598381815464,0.00043173447570739185,0.05106672766898383,0.949398144655492,0.00014797051512535698,0.009824925769607104,0.43646421702966676,0.8201230380506414,0.030396920255393017,0.05785841632248457,0.016020351116940612,0.4854473107569409,0.9256450538231944,0.07435175846599593,2.4655215231450637e-05,0.0008653740498634166,2.885464295576117e-07,0.013620646843454558,0.003767013617185974,0.4135532900520246
3900,0.30382116933269404,4.616888503583966,0.04642700535555596,0.07824354541336948,0.00044092643859214124,0.051010477485608476,0.9483698629278506,0.00015726803837514512,0.0036922985483295308,0.4354370186024059,0.8142532254116072,0.03081417025590785,0.05680620903985881,0.015877608604417025,0.4836030597878721,0.9238552634655848,0.0733535626267708,2.641589458148276e-05,0.0009033434981397731,3.1169211467829895e-07,0.013547238619067738,0.003835866908367992,0.40826323147158705
4000,0.30601342998776554,4.613811864167549,0.046306072110446295,0.08039544339500358,0.0004508827664241285,0.0514758097417704,0.9479995652122418,0.00016962498876350163,0.011096457501587283,0.43497583803656226,0.8116092542213181,0.030828321494262432,0.05683042181942343,0.019432744524031036,0.4821298955173453,0.9239349042553646,0.07559433866168565,2.7492404364618318e-05,0.0009405722937579457,3.2928977964449223e-07,0.01363559137142482,0.003991467043246192,0.4065890305699654
4100,0.30628499535604004,4.614093766067221,0.04762521165581387,0.08556970766238133,0.00047732564607137263,0.05161975093708999,0.9478354578812,0.00017864259259998822,0.007917858841304205,0.4332588661264862,0.7916605320840433,0.030489958192266308,0.05633171460046085,0.017068588645358526,0.48069488645620884,0.9248383073863994,0.07572328957978984,2.8514613062021926e-05,0.0009575991441281849,3.5288571159606337e-07,0.013940881871620877,0.004066474315938077,0.40433333806514715
