milliseconds,Z1,Z2,Z3,Z4,E1,E2,E3,E4
0,0.5004299988750666,9.999925399996583,9.999973938001654,99.99994745546681,7.056586422166092e-05,7.596209420603238e-05,2.6004336092176893e-05,5.339958973403922e-05
100,0.5004319024829077,9.999924748497778,9.999974126578804,99.99994674357161,6.902199961165433e-05,7.491448109124728e-05,2.606292757744847e-05,5.260144407254956e-05
200,0.5004310095033135,9.999925715372154,9.99997459772191,99.99994710931979,6.794867530816734e-05,7.353702806100859e-05,2.5891724615407106e-05,5.2647563243410726e-05
300,0.5004323434108614,9.99992662152772,9.999974655736635,99.99994797760226,6.80718656681713e-05,7.40683480369344e-05,2.538323202408425e-05,5.151733843417812e-05
400,0.5004329838812273,9.999926295322023,9.999974358302051,99.99994830246459,6.73108231166427e-05,7.239796856404305e-05,2.5373497233485928e-05,5.161794248835124e-05
500,0.5004332144526498,9.999927220748543,9.999975199148915,99.99994891895571,6.732504885055688e-05,7.340891070955269e-05,2.500031327725886e-05,5.0854849203012886e-05
600,0.5004345119285829,9.999928588559229,9.999975056363155,99.99994910235978,6.552405099186765e-05,7.178239167035763e-05,2.458045579625918e-05,5.011786516569421e-05
700,0.5004338643304818,9.999929223267817,9.999975426226978,99.99994957383218,6.595897615987291e-05,7.171515954687327e-05,2.5065551402788292e-05,4.978022664181021e-05
800,0.5004343692577741,9.999928414150391,9.999975452629018,99.99994978258033,6.49981129430685e-05,6.99210995930999e-05,2.465398838012045e-05,5.0455914846300424e-05
900,0.5004356275191445,9.99992952021492,9.999975825339803,99.99995037895947,6.542644994130698e-05,7.040511919018852e-05,2.4242236559105813e-05,4.953208362852897e-05
1000,0.5004355243961863,9.999929696488003,9.999976004744301,99.99995036898153,6.467127173181316e-05,6.910207850881963e-05,2.3878766664334215e-05,4.8625179729828936e-05
1100,0.5004364202021161,9.999931163209318,9.999975771991643,99.99995098674566,6.34436799392959e-05,6.997758542495048e-05,2.4162673054013385e-05,4.8364487186558016e-05
1200,0.5004366698640044,9.999930522355028,9.999975913675458,99.99995181569224,6.435211672894464e-05,6.92011915494833e-05,2.3873080766992785e-05,4.820453351348147e-05
1300,0.5004380061671876,9.999931111010142,9.999976074946938,99.99995270596655,6.353553916437048e-05,6.847143087750833e-05,2.384325779523151e-05,4.804321766140921e-05
1400,0.5004381273945582,9.99993202049564,9.999976693083989,99.9999524688751,6.304846093483786e-05,6.85762515186129e-05,2.3437751061846118e-05,4.696406938229214e-05
1500,0.5004387785329344,9.999932868931618,9.999977042241495,99.99995244814163,6.14851440320946e-05,6.655880323123534e-05,2.3073254289274988e-05,4.7034600627912705e-05
1600,0.5004397487206751,9.999933623223095,9.999977263857827,99.99995258547898,6.14614046053304e-05,6.62081059854696e-05,2.3290817903160173e-05,4.6844998188309774e-05
1700,0.5004395874581234,9.999934783934263,9.99997691574519,99.99995397923455,6.156330091875895e-05,6.53671981402675e-05,2.297557863567905e-05,4.657910587169592e-05
