miliseconds,IL7,pJAK1,STAT5,pSTAT5,SOCS1,IL7IL7RJAK1,IL7RJAK1,IL7IL7RpJAK1,IL7IL7RpJAK1STAT5,IL7IL7RpJAK1SOCS1
0,0.9884510235030343,0.0,2.486040208091657,-0.0049655589272809995,-2.747544582616265e-05,0.0063945540933096675,1.670094890388961,0.0002285996755969207,-0.0006193553890423962,8.287284637560598e-05
100,0.8651607907033836,0.0,2.489516844747726,0.000428292864665314,0.0003675690449632077,0.12920993420990357,1.5159634651589569,5.3147534381287834e-05,-0.0009644171763093662,0.00012570849044672342
200,0.7436219725458644,0.0,2.496470237230326,0.0022298529344658667,-0.0001720667142124532,0.24779166637991668,1.40855423950427,0.0012053628098930575,-0.0005084812096752618,2.8782807473882226e-05
300,0.6508388770850331,0.0,2.4827876472006625,0.005330282629831871,0.0005583268576867005,0.3411696008709706,1.3223714652785574,0.005931898195852827,0.0029805515651504452,2.0276506827995934e-05
400,0.5594962625519975,0.0,2.4855174325678266,0.005393610753462406,0.00010635518511196632,0.41823009193599936,1.21028895652298,0.007468544739585004,0.005140227638680748,-6.325188922221468e-05
500,0.47013471863598716,0.0,2.4791561451391217,0.0035389219402855976,-0.0007561199441205451,0.5092397822918485,1.1393004172735375,0.008704050428653026,0.004335956614838519,-6.411257869769443e-05
600,0.41081404699109575,0.0,2.4793726252355786,0.0021370427227261892,0.0002587304196346112,0.5665795201757027,1.0757442591231734,0.012907152420953825,0.008360576209361086,-5.848911905626525e-06
700,0.3544374103843654,0.0,2.475177217887921,0.006193687408220697,0.00015198753712420576,0.6187130546732198,1.015049755698104,0.015043854510334076,0.00765918446831956,-3.2918601235173056e-05
800,0.31849252399599276,0.0,2.471235318250667,0.006134628300091553,-0.00010632189538127193,0.6475139036763121,0.9857273074732678,0.014969572235230271,0.013767501116750824,-8.539757945390823e-05
900,0.2687401604617235,0.0,2.4688395773689873,0.00822277640159919,0.00032664425162979535,0.6743569744080442,0.9539922662471537,0.0180484517374676,0.015548233895957872,-2.6723645981826747e-05
1000,0.26094112779342926,0.0,2.4648616518656463,0.009191061666225528,0.0004356234894052347,0.6893268702771306,0.9120710416191473,0.02312662934570226,0.017404170573828016,7.213510044610804e-05
1100,0.23763853816933384,0.0,2.450798619242828,0.008672124357599712,0.00029726317127236633,0.7194251199687177,0.8744719540817093,0.023581031311879268,0.0201560204081927,0.000105767356785691
1200,0.1479527127468486,0.0,2.4570254642752642,0.009443141726721171,0.0013644028760374266,0.783846222867706,0.8077327197778753,0.028575663406674758,0.026874100412180163,-1.3916611140999752e-06
1300,0.10077453782192117,0.0,2.450476589367115,0.014502573614071802,0.0019644312336650933,0.8318094335249941,0.7538536662460696,0.02986676311784302,0.024575294435533333,-2.7578585746865534e-05
