miliseconds,IL7,pJAK1,STAT5,pSTAT5,SOCS1,IL7IL7RJAK1,IL7RJAK1,IL7IL7RpJAK1,IL7IL7RpJAK1STAT5,IL7IL7RpJAK1SOCS1
0,1.0112474875367952,0.0,2.4969615552453015,0.0006604770300841405,2.6141681418842135e-05,-0.0023837712102464125,1.6719343895033316,-0.0016534304606448467,0.0024657246310250207,0.00012504817316846318
100,0.8695370703475505,0.0,2.497104130690446,0.0018888265343900152,-0.0006434527378781674,0.12275226566573076,1.5213239547514392,0.000834612299853664,-0.0017586094292894505,-1.673674901577313e-05
200,0.7535683254025733,0.0,2.4941050788931056,-0.0013996638135343501,0.0007842006290676205,0.24212539529426302,1.4138116854978109,0.0011545677769333477,0.002222077366937635,-7.032483384962916e-05
300,0.6437089138352967,0.0,2.4846328937304576,0.0030496769962899068,0.000564066330970559,0.32974183843252786,1.32233809539026,0.0063033163132052514,0.001493099822913175,-0.00010079334449527102
400,0.5771284982118627,0.0,2.4815564356165045,0.0024936371161571155,0.000493415481642959,0.41738282508619984,1.2212085667355044,0.006682102902345288,0.003683209222982771,0.00014212611801526576
500,0.4802682898259123,0.0,2.4791162534408557,0.002569945223326635,-0.00011376353675257662,0.4906783985586574,1.1487351460957929,0.009041429794077113,0.006657366444591853,5.7030674166854504e-06
600,0.41665815039134585,0.0,2.486955219643394,0.0033987170954725503,-7.252162874179881e-05,0.5754657468942864,1.0841128645734066,0.011115461703663636,0.006594235226552008,0.00011463459590995212
700,0.35775555414692045,0.0,2.4725979093637465,0.0027086599059683502,0.0006194073540909187,0.626871978550063,1.0131481836066778,0.013349492487660708,0.009204954029152347,0.00013330543876054996
800,0.31007388289192445,0.0,2.4778059511710513,0.004819699148415918,-0.0004969166776785134,0.6554804546003679,0.9678110606487325,0.015143989974500867,0.014533858962598947,-7.730994834507748e-05
900,0.2808366555616187,0.0,2.4676944600617006,0.008428253340212938,0.0007074772542801126,0.6747731041892627,0.9409884678084937,0.018464410563162077,0.017087895769813986,2.75384571479704e-05
1000,0.26007499197382183,0.0,2.469599151759105,0.00942081625484256,0.000558104093538167,0.6935384780550725,0.9149845954352462,0.021550980415118097,0.016261390692888712,-4.933766820311063e-05
1100,0.2271684094397776,0.0,2.462500285648816,0.00866767217992099,0.0008283421545694072,0.7137856998275528,0.8879971947059895,0.025995600912306654,0.02113583473390842,-7.729975876339915e-05
1200,0.17601706022853658,0.0,2.455470333760852,0.014750894225826412,0.0015470026645445735,0.7990362772862286,0.8374572769538579,0.02847865938272446,0.02333546311003075,9.158200868629956e-05
1300,0.10605637145340463,0.0,2.4450123904818266,0.02172930012255471,0.0007094242981107187,0.8445840891377364,0.7554568474067742,0.0306996923242698,0.026454635063752386,0.00018775230840415553
