milliseconds,RuBP_ch,PGA_ch,ATP_ch,BPGA_ch,GAP_ch,Pi_ch,DHAP_ch,FBP_ch,F6P_ch,E4P_ch,X5P_ch,SBP_ch,S7P_ch,R5P_ch,Ru5P_ch,G6P_ch,ADP_ch,G1P_ch
0,0.3366185907051644,3.340555142941518,0.49806569504934395,0.14801676427488406,0.013298481037117293,1.5668065946857557,0.2942898161275313,0.027868403428111702,1.3654422085435012,0.41369302480323444,0.003615535000037822,1.568325338898222,0.0054558526420268065,0.005963934381508415,0.002360147473967964,3.148930539369874,0.0014947644708060467,0.18197907064591107
100,0.37544140540944493,0.9269912941411527,0.4976529692456127,0.0781320658145996,0.01042354884291408,1.0694036771483824,0.2306171301394619,0.01711746010706533,1.8319876112324422,0.7180926903674313,0.0022316243595914944,2.147970748552881,0.000898794821865624,0.0037607431725326782,0.0014893402228685264,4.1994567482326,0.0018982077536089772,0.24361955189254383
200,0.371566997202738,1.049456722059603,0.4974457564583403,0.07702295111182766,0.010072783706507871,0.748864007057711,0.2207897376457559,0.015734189342622287,1.9281019216922055,0.7323945039038059,0.0022148216144689983,2.0889670449650874,0.0010260390732014638,0.0037611179621631395,0.001483674916330651,4.417601244587832,0.00210967275412271,0.2575391479996583
300,0.37227218172587506,1.0461987669827446,0.49743458425985826,0.07640207263348377,0.010066649961603334,0.7317150316040304,0.2221612035820968,0.01582705270190509,1.9246870271617567,0.7298989481012813,0.002227917691298357,2.0982327930773352,0.0009637639050246435,0.0037509662016179607,0.0014858778430884552,4.431698138248935,0.0021225230825022328,0.25710908170997804
400,0.37190599882621966,1.0495294847860963,0.49742347423727684,0.0770325494079879,0.01007504247515789,0.7411730433300426,0.2217741933307082,0.015889328763490536,1.9183197112598107,0.727502485579369,0.0022436628936154794,2.0926114048603432,0.0009954865405147376,0.0037188570165033086,0.0014835668014953735,4.421891831136689,0.0021144935895483228,0.25734660863152453
500,0.3723900870190005,1.02995030377588,0.4974266250724836,0.0759046127501557,0.010092495348165696,0.7336335144410385,0.22064993938678423,0.01581613510749249,1.9196865416903068,0.7291280148874469,0.0022383502385979496,2.1044400083756596,0.0010320963881878407,0.0037505803206919,0.0015006060875227152,4.416547373586105,0.0021123748567852107,0.2575022943807611
600,0.37216315541476847,1.054064975119669,0.4974274481732206,0.07672943849824822,0.010035653654954457,0.7475327325349044,0.22135237860457135,0.015660022497180223,1.918006798000635,0.7257808277764022,0.002235337693057631,2.0959151335333703,0.000989719726247526,0.0037296170263539357,0.0014916838250869768,4.431938546844364,0.0021273026970409867,0.2574792611945108
700,0.37157122242605,1.0514791568152275,0.49741967187089425,0.07664014469069552,0.01001810112636833,0.7454421104438426,0.2203555929428319,0.015852677786000767,1.919233461111321,0.7268099769916326,0.002231394750788389,2.0951954100229733,0.001034958246572182,0.0037068131172083222,0.001485636320550732,4.416404975821123,0.002123949389216464,0.2564599594586407
800,0.37182894274689526,1.035422625657972,0.497430787465182,0.07656545778021491,0.0100674999672509,0.7460452823584748,0.22051919561085426,0.015659844903600197,1.9313271049550704,0.7278451385557998,0.002231718104846912,2.0975234354184678,0.0010218873329414949,0.003764776687515073,0.0015036687116229735,4.4363895308851395,0.002123035299039639,0.25571887018177164
900,0.3715051436925903,1.0372743771169863,0.4974304536541278,0.07762460301379029,0.0100575161321171,0.7460411001081397,0.22202682451985348,0.0156720128836794,1.9218711420323846,0.7279244890695936,0.0022338242558624785,2.094124175018095,0.0009424677239941704,0.00375105845372315,0.0014855538008913254,4.427679359255668,0.0021278738031866246,0.25671729137884
