milliseconds,T_Tumor_Cells,L_CD8_T_Cells,D_Dendritic_Cells,H_CD4_T_Cells
0,1001880.6412980912,9.998944123644124,10.385777718989875,4.991202321872982
100,1039556.5269975372,10.002234168004271,9.658366061287586,5.003182924713618
200,1176044.9629913133,10.00039114795207,10.477222420121835,5.022336370381539
300,1094907.5201354758,9.999893361816742,11.329684093342253,5.017896574743438
400,1367101.9530019937,9.99649711311286,11.617608555007813,5.032385492783779
500,1243154.5300873737,9.994172713742085,10.80859621344146,5.046175503283147
600,1491337.9498909754,9.997556633567315,11.615123964623187,5.053763515003821
700,1244679.8499080462,9.998341994694872,12.041783739585629,5.063879752502536
800,1309016.227890732,9.992588706711338,12.0308913325537,5.066621837078282
900,1453457.280586961,9.994195051058885,12.341132189381318,5.063502555916063
1000,1321019.7017974865,9.99001947299372,12.484585121952621,5.071791440249514
1100,1674038.3302443542,9.991111186496973,12.36542726473213,5.08108221029858
1200,1689722.621736745,9.991535287358465,13.590857634543125,5.1101274024231
1300,1889986.3700712458,9.993635470243278,14.175714853572638,5.101484945676814
1400,1950345.9551759271,9.988945911456993,13.776858940813872,5.11985298483398
1500,1921503.2715038178,9.98696280966239,14.460222352272135,5.124614911308743
1600,1965441.3158640526,9.985701131122314,14.065684730395112,5.145398629584447
1700,1914161.7831803279,9.98900569335008,14.651630439517314,5.1521396271401585
1800,2294597.938418634,9.98520507535157,15.266026374991558,5.159337245639741
1900,2416389.7602710393,9.983997905461287,15.4045137026611,5.1579174324578005
2000,2474205.6812828863,9.98418466917526,15.506213402874312,5.158163447561462
2100,2375753.739676102,9.9782375867723,15.692656228620496,5.177281583181947
2200,2398937.353863138,9.981971739262212,17.348642499407788,5.195500778530862
2300,2651029.408218883,9.974980326119901,16.74471305743096,5.2034109085090146
2400,2902903.663441918,9.978367976745016,16.986955790447524,5.210527425082126
2500,3038191.9423552128,9.97398125231129,17.835946479960526,5.205454658353185
2600,3195339.516108506,9.97259445399088,18.949333463489673,5.2296193223710095
2700,3273985.6865654117,9.970010973069158,19.302236151223084,5.220411700690162
2800,3207736.1744336467,9.970630036652231,19.143063260017627,5.2419081980391855
2900,3412930.728374478,9.963635353683571,19.44341336329206,5.243914838963307
3000,3459811.604800018,9.963476210494541,19.81114488140186,5.259289047429646
3100,3787382.2857327955,9.96234654372164,20.775912570075363,5.2740846631252865
3200,3995844.3064917275,9.958607212603082,21.601743871172324,5.269564666775744
3300,3956082.943525258,9.955037646262419,21.650774423310526,5.292027556581187
3400,4476945.695076124,9.95389618109345,22.08087812090346,5.2819361981445025
3500,4458153.370040939,9.94664738197242,23.128033960354482,5.298254125159585
3600,4812713.442342281,9.944178923869991,22.89044511537988,5.308797808062151
3700,4783209.363612285,9.942607883285284,23.248022504373,5.331595814380576
3800,5219266.6448270045,9.941339205479643,23.672114643620294,5.325896534385741
3900,5373642.44388774,9.936315167379778,24.798157390892573,5.326552519118704
4000,5557698.3020731015,9.930649939321125,25.373719967397538,5.350906372734496
4100,5904755.569724205,9.928839963321586,25.516490846981025,5.35296521460968
4200,6250016.253236533,9.921274966093629,26.65634594048037,5.364768758153795
4300,6421502.25296981,9.917102237927377,26.777574030075428,5.373972887180914
4400,6800861.090781964,9.916462339130225,27.504161373781415,5.38318326275931
4500,6728463.771004678,9.913242445935014,27.986855056150816,5.379152344804567
4600,7235589.576154746,9.90752827530438,29.156053839594637,5.388215975134771
4700,7589233.937601892,9.898030761057406,29.572622311492932,5.415019293378726
4800,7907662.300158601,9.893438203387085,30.198374290938172,5.427357774469338
4900,8373224.775143516,9.886567154657763,31.123208882108187,5.43838272038104
5000,8591562.81024811,9.887142565920142,32.62659394578695,5.436337874428096
