milliseconds,ACA,CAR1,PKA,incAMP,ERK2,REGA,excAMP
0,3.39,2.45,1.6,1.2,1.13,0.9,0.48
100,3.383474717513384,2.452923998086774,1.6576085806224468,1.2161572002484493,1.129759086690316,0.8700140242190446,0.48153767574954087
200,3.3628286464096093,2.4563006600827166,1.711092556276509,1.2334335067694455,1.1250537392405238,0.8443933985481931,0.4816813319110376
300,3.3310689274041505,2.457187254925928,1.761192266707104,1.2510542154584392,1.1167346302898693,0.8229323624043091,0.4802823452210712
400,3.2902762234409835,2.453658746614025,1.8083802733667798,1.2683783679900822,1.1053938420436902,0.8053569207243131,0.47738923172730885
500,3.241943182753308,2.4446618788443533,1.8529284845983613,1.284867178477112,1.0914612483404251,0.7913720895429358,0.47312760555670125
600,3.187208830156664,2.4297951586249535,1.8949539862477927,1.3000662827440472,1.075271678346189,0.7806868480249467,0.4676459911103285
700,3.1270316177416126,2.4090726595513345,1.9344620085504434,1.3135911372739297,1.0571142296058702,0.7730270834162334,0.4610918765948813
800,3.062278609889665,2.382769147142204,1.9713755654657596,1.3251197834581168,1.0372575450951709,0.7681403378122521,0.45360572044876524
900,2.993772830714119,2.3513174361072524,2.005559330867981,1.3343879614875884,1.0159629406308648,0.7657968952242534,0.4453201764217788
1000,2.9223190311636933,2.3152323013064993,2.036841714554312,1.341185245241583,0.9934911434313535,0.7657888444188685,0.43636133711872155
1100,2.848709501463802,2.2750629186386337,2.0650341861815633,1.3453519940846836,0.9701031392952035,0.7679278370573684,0.4268505837746478
1200,2.773711723306133,2.2313833047266267,2.089942796042182,1.3467775238732085,0.9460557755940262,0.7720422677175645,0.4169055485153304
1300,2.698060860739892,2.184776418820598,2.111379788290615,1.3453976023068446,0.9215987052520042,0.777974920412053,0.406639858680932
1400,2.62245281015745,2.1358197367430733,2.12917374384325,1.3411916305017808,0.8969714440562109,0.7855806110686652,0.39616258024642953
1500,2.5475356888888614,2.0850767652832856,2.14317760594024,1.3341798543023522,0.8724000068145624,0.7947238350398544,0.3855776354371603
1600,2.4739017384558752,2.033092481061788,2.1532745036759353,1.3244204417572145,0.8480937344437705,0.8052766949173671,0.37498296366264355
1700,2.4020819187010862,1.980389525433445,2.159381551227873,1.3120062514352109,0.8242429844239227,0.8171171252546744,0.36446955707589845
1800,2.332543929980111,1.9274630343905095,2.1614525230272257,1.2970613369645183,0.8010179376175504,0.8301274724294608,0.35412064654171516
1900,2.265692792212839,1.874775335572155,2.1594795277467616,1.2797373093604465,0.7785682665264675,0.8441932677917473,0.3440111854004127
2000,2.2018731240606755,1.82275161336933,2.1534937306819946,1.2602096311867212,0.757023430404247,0.859202156673253,0.3342076637397945
2100,2.1413721170400866,1.7717768970527537,2.1435653547427154,1.238673903307245,0.7364932708170331,0.875042950664853,0.32476811725861865
2200,2.084423459326749,1.722195523810596,2.1298024231386434,1.215342163264248,0.7170690436727567,0.8916048796292633,0.3157424328488828
2300,2.0312115123851093,1.6743119215420794,2.112348712387399,1.1904392195078923,0.6988246034907443,0.9087770366071628,0.30717262869818424
2400,1.981876952095199,1.6283908941513319,2.0913812515151466,1.1641990269008684,0.6818181095718212,0.9264480049693397,0.2990933054396964
2500,1.9365227014306214,1.5846585608190866,2.06710742895779,1.1368612095194062,0.666093887525523,0.9445055604662316,0.2915322706693799
2600,1.8952196211711756,1.543304317608829,2.039761721798316,1.108667775319252,0.6516842730492802,0.9628364484669062,0.28451126111852315
2700,1.858011795586312,1.5044836400590078,2.0096021227093277,1.079860061550184,0.6386113763643348,0.9813262567597686,0.2780466944724562
