miliseconds,TGF_beta_ex,T1R_surf,T1R_endo,T2R_surf,T2R_endo,LRC_surf,LRC_endo,Smad2c,Smad2n,Smad4c,Smad4n,PSmad2c,PSmad2_PSmad2_c,PSmad2_Smad4_c,PSmad2n,PSmad2_PSmad2_n,PSmad2_Smad4_n,TGF_beta_endo,TGF_beta_ns
0,0.05000641310044411,0.7056870432734738,6.519086061425494,0.1978578302329691,1.435589551694928,5.18833087942924e-05,0.0038569792869198854,60.63066123284601,28.497833172530328,50.80999027259452,50.79573022728177,-0.002273853780080333,7.980306679993864e-06,-0.009340364824366282,-0.0003129752357058021,-5.9600182748237514e-05,0.03992234019359169,-0.0001427159537836912,1.4525826005878333e-05
100,0.04971175560777901,0.6446593155000581,6.520002850500889,0.143649479772892,1.4375932346065532,0.060121466207977606,0.0021735402462815874,60.62602954862625,28.50568253269748,50.81293506357226,50.79485256580724,-0.0019422121790487867,1.9135838944679147e-05,0.010850349480013453,-0.0019774203684022234,-0.00010781620188003854,-0.033338496927497165,0.0001804338416196714,0.00019550587422552073
200,0.04949607877410097,0.5994695520160356,6.516213624937077,0.09766947036038805,1.4385180710232934,0.10388317303936231,0.0012656523013676304,60.58201907347155,28.494159459882837,50.804337864920306,50.79597141584877,-6.309310541128426e-05,3.870444734517615e-06,-0.0012045495021438374,-0.001689520651582947,-3.5353989962637485e-05,-0.007433687990806784,0.0001372930703917455,0.0003740658819601011
300,0.04929097448841983,0.5630641719119991,6.512290585787684,0.06396053649623919,1.4304472126281103,0.14271991204839202,0.011100736763173698,60.56463799558234,28.49261473587627,50.818759336565236,50.80134339141829,0.003942145698344143,3.0449974265266484e-05,-0.007672287883047731,0.0026634244110008776,-0.0001033749377867975,-0.013290571362758848,-3.481958949977673e-05,0.000535247505391469
400,0.04913037344088166,0.5326278641308039,6.507689399842119,0.034392265221932575,1.4251547162878175,0.1675542943641718,0.012768267719966352,60.581840159751074,28.495826399591817,50.78662717443983,50.80182457263429,0.0032105911643934668,-3.5796117780323894e-06,0.002487767466284108,-0.0017266820358326073,-6.457197806114465e-05,-0.004501104557461529,0.00015765009273380329,0.0006855024317440352
500,0.04899301709406559,0.513049273626694,6.509204916354394,0.010895428125406456,1.42437941680498,0.1869750010841917,0.021287119316607893,60.58513304069457,28.502725553685977,50.77352715798883,50.794295895908675,0.005131545451956189,2.795160807965754e-05,0.015374910498970572,0.0008539321068172854,-6.861677311776579e-05,-0.027162552631710208,0.00026185076334642957,0.0007896657044546002
600,0.0488564113941372,0.5038752333944072,6.502404138460596,0.0031286591005566765,1.414773179420499,0.19723921071519693,0.018558904162096154,60.55390591175377,28.49680387493448,50.77442095690181,50.79427641786333,0.00816968731356477,2.0836285625645946e-05,0.023067493449524103,0.0033118271010689404,-9.634618763141673e-05,0.006213442198735282,0.0005751715362722469,0.0008712738483563333
700,0.048782044744976306,0.5027446291956938,6.497788479816461,0.0038375294164595224,1.408705338768635,0.1975949825670466,0.028643902596002285,60.59771449835113,28.498872627400814,50.77266927489839,50.792238675360494,0.007010680180927431,2.079497690943825e-05,0.018885135193684986,0.0013446398367633762,2.276364492731048e-05,-0.0009557621092208483,0.00019387808601496824,0.0009364716604761443
800,0.04867738962410924,0.4889913800493748,6.486790470912061,-0.008981286071328478,1.4094963229860566,0.2063773504734515,0.033643665587309135,60.54252798491224,28.498684322710872,50.74614261992299,50.7940635097682,0.011433743329718778,-1.3064503137587012e-05,0.03544617122745,-0.0013919245302468249,4.069965586720752e-05,0.0390695362856574,0.0007833630234051475,0.001027592165392431
900,0.048542566144550006,0.46785780276325056,6.485251304604609,-0.030926631542166214,1.402975397144638,0.23315719236006732,0.03633178781598617,60.556038132451604,28.495241660917042,50.736060571010654,50.79044493438042,0.012715929635956302,2.280115660563198e-05,0.02066311705798555,-0.00022323909095556217,0.00013624630992521963,0.02217329076760078,0.0006811018097233744,0.0011076440261742373
1000,0.04843759602234141,0.4423552267766454,6.4750597429488135,-0.055174343209408935,1.390030345884028,0.2550918731211358,0.0503463675994787,60.50161662611532,28.482206206040942,50.76676949475449,50.786311879352326,0.013201657967439943,-2.200691016553998e-06,0.03255755965153949,0.004279216986904695,8.25522140092842e-05,0.05889419780720566,0.0011893239218860397,0.0011882387283971372
1100,0.04834383527756803,0.42323932602868647,6.471893632243169,-0.08154313743003667,1.3844436262873645,0.27634942185089173,0.05450734123431875,60.5103162269057,28.48802465534652,50.75813068873132,50.78703231188011,0.015282403245562688,7.460896460824334e-05,0.05963184797402628,0.007157311714989425,0.00010695954539448382,0.08952155751049354,0.0013913381670289792,0.0012510332019311213
1200,0.048263689702776225,0.4020549375238119,6.459850677025957,-0.09657230649661994,1.3827926484505588,0.2947337025397553,0.06294738552651719,60.47445440501714,28.482071948704323,50.73824215669935,50.78148907748351,0.020526808016816916,5.6400758926366604e-05,0.07161141179965322,0.007622925521656355,0.00011598490518608193,0.04087719599629778,0.0013176652425235676,0.00131422336053545
1300,0.0481791118283945,0.3904794935289703,6.45223284686138,-0.10872584448989422,1.3739091014375941,0.30798545143422007,0.06696835629180176,60.445134825052065,28.476031386256096,50.719135755327876,50.77312105932823,0.02423734663324481,8.586378116714447e-05,0.07185779785990676,0.005715449336127267,2.093102182655637e-05,0.0839632954335921,0.0020081105914581546,0.0013535008538618691
1400,0.048136339039353306,0.3772787934583457,6.446391487020056,-0.12796597939975318,1.3615893339926441,0.323137172136182,0.08052380736384199,60.450476673117976,28.47623684424873,50.69562693724132,50.76929246392425,0.02737032282330334,0.00010350613930418923,0.09107805251816303,0.008780693886286252,-2.5167463779657146e-05,0.08608570572028457,0.0018275126583985907,0.0013892458001679797
1500,0.04811352427012354,0.36771530029300487,6.441400530876538,-0.13058612193158883,1.3527841251953439,0.3334053338795223,0.08945666007600521,60.407428377894114,28.473781280609803,50.63739678999952,50.76609727549288,0.032070706751786006,0.00010192235299523258,0.09988724880168601,0.008601335205740707,3.5333873918628634e-05,0.14347482741739462,0.0023529881758772935,0.001422823432689813
1600,0.048083598767064986,0.3607823241386206,6.434047811285452,-0.14302275561164404,1.351019598870471,0.34210699124006766,0.09683505657139507,60.41623692447424,28.457665947818743,50.62383513635611,50.759355359837286,0.03721192184677701,0.00013873370535428032,0.101126544127523,0.01348050916129397,6.449042607009225e-05,0.12954988475845858,0.002546357086309337,0.0014357572699629753
1700,0.04807602438787488,0.35696818686378917,6.420425724342433,-0.14300623288666095,1.3375715369834942,0.3444547961419867,0.10750290616032905,60.38016319866352,28.466031540190617,50.595438414284764,50.759299793214566,0.040097320682893275,0.00011757706640027456,0.12846889877341003,0.013021329354864865,0.00018038194801936504,0.19575767588879137,0.0031811547201831226,0.0014177393041607663
1800,0.04807803703843778,0.35874575296945155,6.411537335228397,-0.14421141782197297,1.326834540854736,0.34339370634669053,0.11033203322834566,60.30979649521723,28.457312648349575,50.608528043651596,50.75474720391997,0.04569616557572746,0.00014902198041118198,0.14512053004621625,0.021316192815204194,0.0003104534808576417,0.2016427663612083,0.0033387265938047118,0.0014143575886761323
1900,0.048091433501240025,0.35391140451542435,6.4045966918651365,-0.1427145754444289,1.3205200738159173,0.33833868023206926,0.12646530749340307,60.29797186804326,28.440532893287887,50.537133594306454,50.753853084634244,0.04555195877467047,0.0001811479462477613,0.15021239263970063,0.02244922320916115,0.00016780526404706875,0.21004861591919105,0.00399766742212147,0.0013816572386369753
2000,0.048093808336696804,0.36132000320356594,6.390510238768524,-0.14410367624249645,1.3147766862577688,0.3361778477987001,0.13382390493957153,60.27199004244502,28.44486411279321,50.5009087478181,50.750499796479836,0.05191492008849695,0.00025180819361042415,0.18243044703372588,0.02764455485187483,0.00035799910900273713,0.28469360995941007,0.0038959673172436846,0.001377060129265118
2100,0.04806861201120065,0.36253261358981337,6.382409267986939,-0.13788364811582246,1.3074087917206993,0.3345409510992832,0.14401300975960243,60.200763314970295,28.42917934748509,50.5072310848298,50.7340281415024,0.053847556981821955,0.00031779505254087893,0.19812247198531444,0.02905456094765775,0.0003277344256568335,0.3183919688329965,0.004365871581334393,0.0013933184630578678
2200,0.04804430941634773,0.3620863745761682,6.377697715168432,-0.13650341051822693,1.2967847105167294,0.3324071805733339,0.14542239033815405,60.21301207880164,28.43073839890301,50.459553021719955,50.73475278495891,0.057813401556008295,0.0003134617589429114,0.2060836786639116,0.0296690263449302,0.0005327851068375013,0.3896575800580674,0.005157067145324474,0.001412875521190891
