miliseconds,TGF_beta_ex,T1R_surf,T1R_endo,T2R_surf,T2R_endo,LRC_surf,LRC_endo,Smad2c,Smad2n,Smad4c,Smad4n,PSmad2c,PSmad2_PSmad2_c,PSmad2_Smad4_c,PSmad2n,PSmad2_PSmad2_n,PSmad2_Smad4_n,TGF_beta_endo,TGF_beta_ns
0,0.049975370952440736,0.7055586286714404,6.519029307566219,0.19895625156632643,1.439332705215382,-0.0021933792873956516,0.0013517963169240432,60.60259741822575,28.503424651547967,50.81676019829686,50.7995703535999,-0.0018449121212206565,4.049512734851486e-05,0.009195882463226914,0.0013983306495649252,-9.012976678956071e-05,-0.040792820119861836,0.00031978987594017067,-2.4620481522585048e-06
100,0.04970193430423929,0.6419437625979864,6.519674295534336,0.14224358250461683,1.4353422841941512,0.055491322617372135,-0.0010142023699723376,60.575570037212614,28.499671875367625,50.782996001612574,50.80017386836641,0.002362054121734142,3.452194090958887e-05,0.007536634454600989,0.003530855052531054,-0.00010803993048478517,0.019210661753897178,-0.00021473749766771474,0.00020477146378377207
200,0.04948519713307462,0.6017113862004277,6.518697287602159,0.09798886551462367,1.4309685958810587,0.10313301824781863,0.006352936787674825,60.627570923089166,28.50689926384832,50.79414949785229,50.80069334459825,-0.001447467548708707,2.729888472703213e-05,0.0020899970071329116,-0.0032677678499996535,-8.247368483318393e-06,0.018733441202902767,-0.00021649605050746913,0.00037443707673647674
300,0.049283111280075106,0.5645337264889924,6.51818408538816,0.06210333802988691,1.4333729578109053,0.1441881312972588,0.011034199393671944,60.60974127480917,28.498687019272978,50.803913904930134,50.794621986741724,0.0004844112291987671,1.423191255996902e-06,0.009372272363005838,0.0015937795003862383,9.082960999554825e-05,-0.025325747840690645,-0.0001907364383698087,0.0005345029928006425
400,0.04913121039878067,0.5342642282926308,6.5117189763929,0.03561047057005433,1.429157091879601,0.16757080707350275,0.00969246363907995,60.58824658393726,28.4947740841936,50.81743300199878,50.79168070234744,0.0011467050990027765,4.025224001577129e-05,0.016167561681203105,2.2724627754925063e-05,-0.0001281928740682962,-0.007770654751768203,0.0003446409324068595,0.0006611584647262581
500,0.04896145739869421,0.5167202482682679,6.504863500362322,0.017388834739215566,1.4263761326019557,0.1849745426108739,0.01750961737376924,60.600917347255105,28.505663912834954,50.77207498265609,50.79455114033936,0.0037937760000234114,1.5974652881024377e-06,-0.0009319274184724884,0.002269997537139473,1.0646958114491865e-05,-0.0061720843648251636,0.00048504514934497164,0.00079075317778518
600,0.048874024867119406,0.507427650353207,6.498985614142844,0.0017268620062290542,1.4129813154560182,0.1929298392613865,0.022629738384801774,60.57353237617396,28.500556789588668,50.8121183952821,50.78954710069105,0.0034750373554757845,-9.084829877046661e-06,0.00860805068440984,0.00041821038790941197,-0.00010185090253860334,0.04754459383394418,0.00037483264201998976,0.0008763402034397494
700,0.0487881275665682,0.5088441590911617,6.495182511298202,0.006222284137158834,1.409653435672003,0.19493165136320822,0.028924671808416853,60.56565294921478,28.491948251800796,50.79606134067014,50.78648755620432,0.006267793361164147,3.313998205219194e-05,0.018203059488522324,1.4448176725904115e-06,1.9951153198406915e-05,0.05217368845632076,0.00037463176464209915,0.0009434318837731719
800,0.048681946020558545,0.49307041648088484,6.486311420785875,-0.009504080882009965,1.4097656704429489,0.2095906819356254,0.038882862438833835,60.534672061184125,28.500872776204915,50.75572481978617,50.794581919377926,0.008137196092325123,1.6299743752709452e-05,0.019083484651505604,0.001412144894070459,-6.306883462792504e-05,0.01074671455574871,0.00036644579752045817,0.0010119623057526647
900,0.048548550083255294,0.47042018370273525,6.479873853625676,-0.031323403566543076,1.40305807474889,0.23820376012505828,0.037375430696660016,60.547145962243704,28.499114720639227,50.780073017134015,50.78456910457022,0.012358667560534307,-2.1550795982279653e-05,0.029644563496136807,0.004475835900781176,-2.8345588445270813e-05,0.03340150919780805,0.0008211515249016165,0.0011125784997124688
