milliseconds,y,x
0,0.09849171343145645,602.9001448329259
100,0.09088727834692215,602.8195693222259
200,0.08562557587044839,601.0818147372995
300,0.08042950385106766,605.7312791988724
400,0.07611144388499179,608.2258007856911
500,0.0697767297851124,611.0428597539675
600,0.06838170804575543,612.6789082537919
700,0.06333591486642222,621.080353296317
800,0.06153689960160733,622.9636081803405
900,0.06029473246463217,626.5626605229453
1000,0.05617749432924876,632.0166932122452
1100,0.05484991838741712,633.8976606085216
1200,0.05441576884890764,634.5548238678917
1300,0.053911986607752725,635.7145387162142
1400,0.052402540753400305,640.7420896251339
1500,0.048840188820436906,642.9977572408781
1600,0.04819350658144197,645.1928989319579
1700,0.047408244722718,649.278859839567
1800,0.046425951882471894,654.656070860465
1900,0.046023288508632756,655.8320029923166
2000,0.04607221447029351,655.6969167570583
2100,0.044147602051656604,660.9801896744136
2200,0.04579876360206994,662.3820289419547
2300,0.044250642788636343,666.481411711883
2400,0.04244361388687072,666.6450951223935
2500,0.04201465166817697,670.0355712104385
2600,0.0427615933843057,676.8530137282389
2700,0.04033582935996203,674.9480175619008
2800,0.04191543866779593,680.5006699618133
2900,0.04186560732413308,678.6926577975948
3000,0.03948988379606127,683.294283987426
3100,0.04027785334712299,681.4235083695435
3200,0.039406886213307374,683.5322399295626
3300,0.039373881223169614,685.8929475879543
3400,0.04034270908734658,688.2432384867818
3500,0.03999394070884292,690.1981801915108
3600,0.03896269888270906,693.2914711701894
3700,0.03675600101458058,693.46144505078
3800,0.03685225621042254,698.6711039424598
3900,0.03597067681301495,696.3932854485056
4000,0.038030061271148004,699.6088766047783
4100,0.03629481064000363,703.1801342991959
4200,0.03688726540898075,702.2069992279419
4300,0.035344465726513764,701.2495110207477
4400,0.0360400503603115,706.4904443900009
4500,0.03724486271678518,703.2758918068226
4600,0.0353644912217517,709.5626447387762
4700,0.036381515622942694,704.996159193578
4800,0.03634013603077178,712.3423439847985
4900,0.0363889843975572,708.371798650406
5000,0.035894241767862343,714.3266846880689
