milliseconds,M,Mp,Mpp,MAPKK,MKP3
0,499.9998112059015,0.002770924310683414,-0.0011803613989574031,50.0,100.0
100,499.9380197848566,0.06389419359991279,0.008649799692148883,50.0,100.0
200,499.9100470032719,0.08615816103370842,0.009396073956742038,50.0,100.0
300,499.8628089089274,0.14879851854313575,0.009484503359132132,50.0,100.0
400,499.79091462829405,0.19597699373716754,0.008663173597057691,50.0,100.0
500,499.7539245249396,0.2130598371642262,0.015359466586561808,50.0,100.0
600,499.7197608683163,0.2723840871538499,0.006796527220214683,50.0,100.0
700,499.65604292687476,0.3069208726991877,0.01400229936719028,50.0,100.0
800,499.6279975872989,0.35910109965075,0.01577048122017451,50.0,100.0
900,499.5944168579665,0.3864758365440213,0.024274870636907468,50.0,100.0
1000,499.55629216234786,0.4321464017928065,0.031496706968871316,50.0,100.0
1100,499.5136135384951,0.4367350569507693,0.02834027474212792,50.0,100.0
1200,499.46580207201475,0.506171626488504,0.037680383882114435,50.0,100.0
1300,499.44537909781366,0.5465489004032028,0.045449166540114806,50.0,100.0
1400,499.4084468507181,0.5840764935882612,0.05022553952849419,50.0,100.0
1500,499.349908572079,0.6091410138592124,0.06976194569943711,50.0,100.0
1600,499.2855377313494,0.63656606864696,0.07361042738439832,50.0,100.0
1700,499.23351193313897,0.6733471913722566,0.07340023868842314,50.0,100.0
1800,499.20901620701375,0.7186651963033474,0.09116724492457012,50.0,100.0
1900,499.18526632733943,0.7295170793234623,0.10216795033534246,50.0,100.0
2000,499.1151756437602,0.7841638114898185,0.10660035151967127,50.0,100.0
2100,499.06279930630444,0.8117504509193232,0.1112355240288361,50.0,100.0
2200,499.05071758130345,0.8504689982736185,0.13168363656774054,50.0,100.0
2300,499.00411854409185,0.8687003166045323,0.13630042874264184,50.0,100.0
2400,498.9518989459542,0.8971069714336906,0.1471670708218634,50.0,100.0
2500,498.9111058357845,0.9292755641108752,0.15445878981905609,50.0,100.0
2600,498.8692789936534,0.953683458382245,0.18085058460248712,50.0,100.0
2700,498.8596151800925,0.9763745994804292,0.18208703468909665,50.0,100.0
2800,498.7856020519113,1.0242623312625336,0.20299573248490732,50.0,100.0
2900,498.7414017174378,1.0200389151991431,0.21242300164344832,50.0,100.0
3000,498.738541221926,1.0804166126535728,0.2179487416407051,50.0,100.0
3100,498.66084433016505,1.0779153068796266,0.23313269343478743,50.0,100.0
3200,498.64079573149303,1.1276760482309678,0.25360768576404225,50.0,100.0
3300,498.6123316342537,1.1431429322073006,0.26194733125307823,50.0,100.0
3400,498.5829564521769,1.1545298233131058,0.2727369653565546,50.0,100.0
3500,498.5309593228385,1.2066040668282154,0.2999885870008653,50.0,100.0
3600,498.4788303717341,1.2035933281253233,0.3017923788490868,50.0,100.0
3700,498.4591925098866,1.2242228778394695,0.3192523929961123,50.0,100.0
3800,498.41455298338144,1.2886621206147337,0.33925487108145586,50.0,100.0
3900,498.36960406150797,1.3004041476165247,0.36207793545306943,50.0,100.0
4000,498.3156461208676,1.296603202450905,0.36482557656364667,50.0,100.0
4100,498.25519457370564,1.3367164106206888,0.395201282199314,50.0,100.0
4200,498.2289499310238,1.3494368382077426,0.4028778412518752,50.0,100.0
4300,498.18707300437933,1.372664475894704,0.4220002928453732,50.0,100.0
4400,498.1280803802745,1.4168009124211367,0.4358990612183748,50.0,100.0
4500,498.1329412961626,1.4469717226716323,0.45341343277267043,50.0,100.0
4600,498.0556444522953,1.4316927400586288,0.4696919416779559,50.0,100.0
4700,498.0236328539874,1.4605474317642821,0.4841281880379397,50.0,100.0
4800,498.0143112439333,1.4974210470379485,0.5086236185755555,50.0,100.0
4900,497.9906360135208,1.4942584083004347,0.524793334676772,50.0,100.0
5000,497.9424873904107,1.548270451662795,0.5434582735777311,50.0,100.0
