miliseconds,M,Mp,Mpp,MAPKK,MKP3
0,500.0105731626134,-0.009547752991300115,0.007398016398280321,50.0,100.0
100,499.96712330010513,0.04811565060426479,0.008036313006112659,50.0,100.0
200,499.91998416599006,0.0753994292548401,-0.005256583039942184,50.0,100.0
300,499.88690474680766,0.1363633731281746,0.0017878994987456172,50.0,100.0
400,499.8371461887712,0.1795358849985556,0.000957969300236422,50.0,100.0
500,499.7857054856097,0.21353088808056905,0.0139689981945034,50.0,100.0
600,499.7157406925569,0.26707492545106953,0.005148790109532534,50.0,100.0
700,499.7077062424673,0.3190689298075234,0.01895440669497013,50.0,100.0
800,499.66480560499286,0.31633640338089763,0.012083177721491183,50.0,100.0
900,499.61854027217305,0.3755550691333768,0.026123632839651693,50.0,100.0
1000,499.5484003427082,0.3940828040057269,0.023065965703984455,50.0,100.0
1100,499.50466284820055,0.4465711182332389,0.026249496576044945,50.0,100.0
1200,499.4521311570705,0.48311689654492845,0.04796206490481592,50.0,100.0
1300,499.40708563173746,0.532617706347585,0.04067899483369598,50.0,100.0
1400,499.3832913888661,0.5492835875827022,0.05084778485107914,50.0,100.0
1500,499.3279365111272,0.5760803316856261,0.06839018125330239,50.0,100.0
1600,499.2955417314309,0.619792290905625,0.07174686271104319,50.0,100.0
1700,499.23905316994217,0.6851852180898435,0.07249278001734766,50.0,100.0
1800,499.1929248786744,0.6797459185117916,0.08574560819228758,50.0,100.0
1900,499.14150023450185,0.7297806452118248,0.09940374292368057,50.0,100.0
2000,499.1325396873056,0.7639750250274433,0.09965350211156335,50.0,100.0
2100,499.0590774442935,0.8090262145258964,0.12348844123953835,50.0,100.0
2200,499.06296634557833,0.8509873268213943,0.13585773007078883,50.0,100.0
2300,499.0293636305658,0.8731603962591805,0.140776951312927,50.0,100.0
2400,498.94844053730463,0.8864583679015675,0.15706120525632644,50.0,100.0
2500,498.94768723283465,0.9265774224108705,0.16556281600095413,50.0,100.0
2600,498.8566089021374,0.9310497874746334,0.1648275595711247,50.0,100.0
2700,498.80591528017106,0.9725258869415886,0.17883635205741824,50.0,100.0
2800,498.78810521276773,1.012342625396273,0.20505318463632652,50.0,100.0
2900,498.78450747045974,1.0207483907031054,0.20397802079405392,50.0,100.0
3000,498.6953871677699,1.0476900019885687,0.22468838791773707,50.0,100.0
3100,498.6613703706348,1.0895147184115233,0.23379982002628505,50.0,100.0
3200,498.6354356788235,1.1373932459916494,0.2587248214539115,50.0,100.0
3300,498.5889736480231,1.1328691373685131,0.26565474534502703,50.0,100.0
3400,498.57095001109064,1.1479292459145811,0.2775130296051868,50.0,100.0
3500,498.50156062208936,1.1840365107224002,0.29171690028841724,50.0,100.0
3600,498.46800892789884,1.2244983986963514,0.3010655872709402,50.0,100.0
3700,498.41440026543245,1.2549771582822637,0.32631382997901126,50.0,100.0
3800,498.36236827056524,1.2888021589321883,0.3424209548696294,50.0,100.0
3900,498.3434225336609,1.2772714312901565,0.34950337911449975,50.0,100.0
4000,498.34054997401824,1.3209811374270568,0.3661892923647717,50.0,100.0
4100,498.27856909786493,1.3375251654782256,0.38702382576802535,50.0,100.0
4200,498.23721004747586,1.3820291888310015,0.409592788561293,50.0,100.0
4300,498.1955752768556,1.404143509288296,0.4160756362409168,50.0,100.0
4400,498.1253315900761,1.3977071531972165,0.4426366178655591,50.0,100.0
4500,498.14282334772656,1.4429160936838903,0.45275693158998903,50.0,100.0
4600,498.06214452929316,1.4428451309401424,0.4781378068920705,50.0,100.0
4700,498.05625256668003,1.4678860930620536,0.48268861646703587,50.0,100.0
4800,498.0140485293218,1.4949514370414043,0.5069652948214295,50.0,100.0
4900,497.9703698393523,1.505392392398048,0.5292648253691271,50.0,100.0
5000,497.9482178783683,1.5318597300346535,0.5365734164305846,50.0,100.0
