miliseconds,M,Mp,Mpp,MAPKK,MKP3
0,500.00571311131813,0.020888562327904026,0.006301502580023669,50.0,100.0
100,499.9832712558626,0.03381586569063027,0.003887580065427638,50.0,100.0
200,499.9111098218763,0.0765121455127683,0.0026422851801663517,50.0,100.0
300,499.83990594593223,0.14017481536618617,-0.005105847736369561,50.0,100.0
400,499.8397321882479,0.17593035170227841,0.0018672175677450025,50.0,100.0
500,499.7792836986727,0.19818911835241892,0.013310210152003912,50.0,100.0
600,499.73582271762837,0.27487578809878443,0.006969395061955383,50.0,100.0
700,499.6880229601711,0.29728592546360116,0.018886959936109542,50.0,100.0
800,499.6603485120799,0.35612882492283554,0.022843802442401077,50.0,100.0
900,499.5713475494358,0.38366831381071637,0.029562682621403186,50.0,100.0
1000,499.559697009392,0.415586107734795,0.02443117914863359,50.0,100.0
1100,499.53047713493726,0.4497769229301236,0.027972948772149543,50.0,100.0
1200,499.46780627867884,0.500750330808377,0.034003491828270276,50.0,100.0
1300,499.3977370545679,0.5178227842504619,0.04774435449354182,50.0,100.0
1400,499.35428106678614,0.5541936137501214,0.06246039209458295,50.0,100.0
1500,499.34714237307657,0.6096149461183474,0.06999651780582887,50.0,100.0
1600,499.30244609995157,0.6524588376953674,0.07577521401728646,50.0,100.0
1700,499.22699601669893,0.6802531165133477,0.07162166115757215,50.0,100.0
1800,499.19329386768464,0.7013660681631371,0.08350292865126765,50.0,100.0
1900,499.18911157936947,0.7467087535414203,0.08988558667770052,50.0,100.0
2000,499.1350542324581,0.7459652947044001,0.11031402945203518,50.0,100.0
2100,499.09353288084196,0.7993673231661624,0.11762660684098082,50.0,100.0
2200,499.0722645936437,0.8319660041860077,0.11902925750600922,50.0,100.0
2300,499.00832275145495,0.8732029407300999,0.13081914132224534,50.0,100.0
2400,498.94409335905056,0.891010009933654,0.15301725353600573,50.0,100.0
2500,498.91726472560157,0.9324825184232179,0.16392349203286072,50.0,100.0
2600,498.87998416329754,0.9398580766583305,0.177157679672701,50.0,100.0
2700,498.83282999782807,0.9852780581436748,0.1901355095209503,50.0,100.0
2800,498.79576816952476,1.0246298585164686,0.19350070682453713,50.0,100.0
2900,498.74853676188167,1.0363691576543537,0.2040094699345979,50.0,100.0
3000,498.6878091274083,1.0608374887676841,0.2157640388681501,50.0,100.0
3100,498.6730616817079,1.0769038958532906,0.23885858845771282,50.0,100.0
3200,498.64397789028004,1.1214971994931002,0.24426935753785067,50.0,100.0
3300,498.57504790592657,1.1231334236191235,0.27278629861429426,50.0,100.0
3400,498.57848789500326,1.1479006286555251,0.2779573864345818,50.0,100.0
3500,498.53194216008836,1.1942410960050651,0.2996480672572173,50.0,100.0
3600,498.4691769392774,1.2073410119278238,0.3043094932449853,50.0,100.0
3700,498.4375948750356,1.240568380234642,0.32972566653162133,50.0,100.0
3800,498.36643886276306,1.2837064494610577,0.3437282269246642,50.0,100.0
3900,498.3558017918941,1.274788478042049,0.35071934616092915,50.0,100.0
4000,498.3319206974488,1.3029019841649578,0.37245746432043986,50.0,100.0
4100,498.2663408723501,1.3558263909633845,0.3922754416334345,50.0,100.0
4200,498.25603675493875,1.3466165275775936,0.4103305603049103,50.0,100.0
4300,498.2001733155021,1.4004756047308755,0.42397079224266854,50.0,100.0
4400,498.18174412991095,1.417723694775091,0.44249990851794213,50.0,100.0
4500,498.12340360074813,1.4241529436134472,0.4469181759898954,50.0,100.0
4600,498.0957278504322,1.4392934373998734,0.46810765592738723,50.0,100.0
4700,498.014781260887,1.4633647985599134,0.4926736479011986,50.0,100.0
4800,497.9742369132702,1.4909679936782296,0.5158093928639761,50.0,100.0
4900,497.991271720063,1.5062316933123512,0.5217596688569587,50.0,100.0
5000,497.9392705228784,1.5444681681718233,0.5430290912653906,50.0,100.0
