milliseconds,a,b
0,49.99114503906695,0.014785982734798761
100,50.002032580137616,0.005195905559513317
200,50.001525545543835,0.022020421117854627
300,49.99884010416934,0.04216725859749216
400,49.99152621690292,0.06295843683513279
500,50.00385191166934,0.07399566539597063
600,49.98153993762785,0.06406389230373703
700,50.00330726467534,0.06944430469703526
800,49.97411664498766,0.08298537805020975
900,49.9673801821422,0.10719507562695926
1000,49.97415463765908,0.12729016213895927
1100,49.961650932944536,0.13339180901734554
1200,49.97537401026908,0.15946516488893828
1300,49.96258241842196,0.15113400086323986
1400,49.96516935409913,0.17547009836544825
1500,49.9594278444555,0.16747391433558745
1600,49.93959675690656,0.19485084703149044
1700,49.95293793140137,0.19926575325115628
1800,49.93441279100665,0.2163989636834539
1900,49.91918377869181,0.21878961787991996
2000,49.92220500986262,0.23998490498221892
2100,49.897432623702734,0.25813698171690475
2200,49.88943384560951,0.2593840423426985
2300,49.88498062223572,0.2708614875358033
2400,49.88125989703606,0.2686374316093518
2500,49.87692640989836,0.29215224455312744
2600,49.859377949488085,0.32421128982643
2700,49.84178807020207,0.32568145691479317
2800,49.83375737221632,0.3211714889026794
2900,49.81296009214687,0.32752842805178173
3000,49.80087584264864,0.3640178366450506
3100,49.81603609615139,0.38073781308951565
3200,49.790612831167664,0.36864565503319996
3300,49.77200046810185,0.3996822587502272
3400,49.75977105687378,0.3852117668216414
3500,49.75623093620733,0.42898825001991914
3600,49.723805338246954,0.42234108623556965
3700,49.70449211609243,0.44337062996504034
3800,49.70983719386607,0.4408249797043925
3900,49.67976683838305,0.4511872775808588
4000,49.67334082737311,0.4825168218706036
4100,49.646481138152616,0.4820975685096918
4200,49.638999410071065,0.5067582362165651
4300,49.62050150226093,0.5245154621005446
4400,49.58967126041045,0.5222763096480065
4500,49.57987102300711,0.5222821938747022
4600,49.57779084745051,0.5319512045493905
4700,49.55447702446356,0.5642522676510099
4800,49.51584622551072,0.5768806392875752
4900,49.509465959190955,0.5626494843343746
5000,49.470612291658,0.5885592190853932
