milliseconds,a,b
0,50.00484832475162,0.0007775779980688241
100,49.99608725330974,0.022633311035753098
200,49.98424863685165,0.028782423069117623
300,50.00265016253135,0.04306874247574841
400,49.98838341029506,0.03834863265054754
500,49.99845082929652,0.0597978460514411
600,49.9911314725585,0.08471020649476627
700,50.00381900033215,0.0736546314880292
800,50.000142065273764,0.11309907975138017
900,49.98125727038509,0.09690589393387525
1000,49.97532104746125,0.11958846861411017
1100,49.98385194137168,0.12892330400682306
1200,49.95848060239423,0.15441594985514315
1300,49.9627836332523,0.15530566466850573
1400,49.95142178425573,0.15337580055803826
1500,49.942499250627655,0.1673605254050649
1600,49.934707952483016,0.2028676407085272
1700,49.94465126714939,0.19170592443696433
1800,49.93889948634231,0.2071270722796045
1900,49.93949759915746,0.2327319620777828
2000,49.90190916510076,0.24355014031003888
2100,49.897014216906285,0.2615466991235403
2200,49.91402294864923,0.2756340513590117
2300,49.87780634522303,0.278020840406716
2400,49.870748522209,0.283253093643515
2500,49.861519134163416,0.3041544045332536
2600,49.87114534301834,0.3076715832510054
2700,49.86039810241523,0.32127981312025233
2800,49.85243311418814,0.31535803029025694
2900,49.834696876252664,0.3318409001236149
3000,49.81920472178712,0.3466990784634714
3100,49.796868776212605,0.3502490388596721
3200,49.794613120017594,0.3778297196027862
3300,49.76616263656696,0.38679562554844615
3400,49.76024101966389,0.3851453937697209
3500,49.74879519102586,0.4290993983513018
3600,49.731670666774065,0.4270372919876665
3700,49.7196472966864,0.43422623626734574
3800,49.69900216434147,0.4555948523500288
3900,49.700690316413926,0.44977850282831094
4000,49.6734541025765,0.4844215873491647
4100,49.650850316155214,0.49173601736049516
4200,49.638329535614076,0.4834841288659789
4300,49.62356330875772,0.49280752381724313
4400,49.598669927009844,0.5027512499177409
4500,49.59022231999942,0.523816659026376
4600,49.568581797622244,0.5372533098256511
4700,49.544747301318594,0.5673266043618919
4800,49.5189562130757,0.5556813368794501
4900,49.50818617878703,0.5640712196971983
5000,49.49936802314743,0.5994526431401898
